序号,学校代码,学校名称,办别,所属区,区代码
424,PD0050,上海市书院中学,PUBLIC,浦东区,PD
425,PD0051,上海市大团中学,PUBLIC,浦东区,PD
426,PD0052,上海市坦直中学,PUBLIC,浦东区,PD
427,PD0053,上海市傅雷中学,PUBLIC,浦东区,PD
428,PD0054,上海市澧溪中学,PUBLIC,浦东区,PD
429,PD0055,上海市六灶中学,PUBLIC,浦东区,PD
430,PD0056,上海市浦东教育发展研究院附属中学,PUBLIC,浦东区,PD
431,PD0057,上海市南汇第四中学,PUBLIC,浦东区,PD
432,PD0058,上海中学东校,PUBLIC,浦东区,PD
433,PD0059,上海市浦东模范中学东校,PUBLIC,浦东区,PD
434,PD0060,上海市北蔡中学,PUBLIC,浦东区,PD
435,PD0061,上海市临港第一中学,PUBLIC,浦东区,PD
436,PD0062,上海民办光华中学,PRIVATE,浦东区,PD
437,PD0063,上海市南汇第五中学,PUBLIC,浦东区,PD
438,PD0064,上海市浦东新区进才中学南校,PUBLIC,浦东区,PD
439,PD0065,上海市临港实验中学,PUBLIC,浦东区,PD
440,PD0066,上海市浦东新区进才中学东校,PUBLIC,浦东区,PD
441,PD0067,上海市浦东外国语学校东校,PUBLIC,浦东区,PD
442,PD0068,上海市浦东模范实验中学,PUBLIC,浦东区,PD
443,PD0069,上海市浦东新区三灶实验中学,PUBLIC,浦东区,PD
444,PD0070,上海市实验学校南校,PUBLIC,浦东区,PD
445,PD0071,上海市浦东新区新场实验中学,PUBLIC,浦东区,PD
446,PD0072,上海市浦东新区懿德中学,PUBLIC,浦东区,PD
447,PD0073,上海市建平实验地杰中学,PUBLIC,浦东区,PD
448,PD0074,上海市建平实验张江中学,PUBLIC,浦东区,PD
449,PD0075,上海市历城中学,PUBLIC,浦东区,PD
450,PD0076,上海市竹园中学,PUBLIC,浦东区,PD
451,PD0077,上海市泾南中学,PUBLIC,浦东区,PD
452,PD0078,上海市香山中学,PUBLIC,浦东区,PD
453,PD0079,上海市沪新中学,PUBLIC,浦东区,PD
454,PD0080,上海市育民中学,PUBLIC,浦东区,PD
455,PD0081,上海市高行中学,PUBLIC,浦东区,PD
456,PD0082,上海第二工业大学附属龚路中学,PUBLIC,浦东区,PD
457,PD0083,上海市五三中学,PUBLIC,浦东区,PD
458,PD0084,上海市侨光中学,PUBLIC,浦东区,PD
459,PD0085,上海市江镇中学,PUBLIC,浦东区,PD
460,PD0086,上海市合庆中学,PUBLIC,浦东区,PD
461,PD0087,华东师范大学张江实验中学,PUBLIC,浦东区,PD
462,PD0088,上海市三林中学东校,PUBLIC,浦东区,PD
463,PD0089,上海市川沙中学北校,PUBLIC,浦东区,PD
464,PD0090,上海浦东新区民办正达外国语学校,PRIVATE,浦东区,PD
465,PD0091,上海市高东中学,PUBLIC,浦东区,PD
466,PD0092,上海市南汇第一中学,PUBLIC,浦东区,PD
467,PD0093,上海市老港中学,PUBLIC,浦东区,PD
468,PD0094,上海市泥城中学,PUBLIC,浦东区,PD
469,PD0095,"上海市浦东新区建平康梧中学（原上海市
吴迅中学）",PUBLIC,浦东区,PD
470,PD0096,上海市长岛中学,PUBLIC,浦东区,PD
471,PD0097,上海立信会计金融学院附属学校,PUBLIC,浦东区,PD
472,PD0098,上海市绿川学校,PUBLIC,浦东区,PD
473,PD0099,上海市洋泾菊园实验学校,PUBLIC,浦东区,PD
474,PD0100,上海市民办平和学校,PRIVATE,浦东区,PD
475,PD0101,上海市川沙中学南校,PUBLIC,浦东区,PD
476,PD0102,上海市建平实验中学,PUBLIC,浦东区,PD
477,PD0103,上海市民办金苹果学校,PRIVATE,浦东区,PD
478,PD0104,上海民办启能东方外国语学校,PRIVATE,浦东区,PD
479,PD0105,上海市民办中芯学校,PRIVATE,浦东区,PD
480,PD0106,上海市进才实验中学,PUBLIC,浦东区,PD
481,PD0107,上海市实验学校东校,PUBLIC,浦东区,PD
482,PD0108,上海市张江集团中学,PUBLIC,浦东区,PD
483,PD0109,上海浦东新区民办协和双语学校,PRIVATE,浦东区,PD
484,PD0110,上海市浦东新区建平南汇实验学校,PUBLIC,浦东区,PD
485,PD0111,上海市三灶学校,PUBLIC,浦东区,PD
486,PD0112,上海市黄路学校,PUBLIC,浦东区,PD
487,PD0113,上海市浦东新区彭镇中学,PUBLIC,浦东区,PD
488,PD0114,上海市秋萍学校,PUBLIC,浦东区,PD
489,PD0115,上海市三墩学校,PUBLIC,浦东区,PD
490,PD0116,上海市万祥学校,PUBLIC,浦东区,PD
491,PD0117,上海市宣桥学校,PUBLIC,浦东区,PD
492,PD0118,上海市航头学校,PUBLIC,浦东区,PD
493,PD0119,上海市周浦育才学校,PUBLIC,浦东区,PD
494,PD0120,上海市实验学校附属光明学校,PUBLIC,浦东区,PD
495,PD0121,上海市东海学校,PUBLIC,浦东区,PD
496,PD0122,上海市今日学校,PUBLIC,浦东区,PD
497,PD0123,上海市康城学校,PUBLIC,浦东区,PD
498,PD0124,上海中医药大学附属浦东鹤沙学校（原上海市下沙学校）,PUBLIC,浦东区,PD
499,PD0125,上海浦东新区民办东鼎外国语学校,PRIVATE,浦东区,PD
500,PD0126,上海市民办尚德实验学校,PRIVATE,浦东区,PD
501,PD0127,上海浦东新区民办远翔实验学校,PRIVATE,浦东区,PD
502,PD0128,上海浦东新区民办进德外国语中学,PRIVATE,浦东区,PD
503,PD0129,上海市周浦实验学校,PUBLIC,浦东区,PD
504,PD0130,上海浦东新区民办沪港学校,PRIVATE,浦东区,PD
505,PD0131,上海浦东新区民办更新学校,PRIVATE,浦东区,PD
506,PD0132,上海民办华曜浦东实验学校,PRIVATE,浦东区,PD
507,PD0133,上海浦东新区民办万科学校,PRIVATE,浦东区,PD
508,PD0134,华东师范大学第二附属中学前滩学校,PUBLIC,浦东区,PD
509,PD0135,上海浦东新区民办惠立学校,PRIVATE,浦东区,PD
510,PD0136,上海浦东新区民办宏文学校,PRIVATE,浦东区,PD
511,PD0137,上海科技大学附属学校,PUBLIC,浦东区,PD
512,PD0138,上海浦东民办未来科技学校,PRIVATE,浦东区,PD
513,PD0139,上海市浦东新区东城学校,PUBLIC,浦东区,PD
514,JS0001,上海市罗星中学,PUBLIC,金山区,JS
515,JS0002,上海市松隐中学,PUBLIC,金山区,JS
516,JS0003,上海市亭新中学,PUBLIC,金山区,JS
517,JS0004,上海市漕泾中学,PUBLIC,金山区,JS
518,JS0005,上海市山阳中学,PUBLIC,金山区,JS
519,JS0006,上海市张堰第二中学,PUBLIC,金山区,JS
520,JS0007,上海市廊下中学,PUBLIC,金山区,JS
521,JS0008,上海市蒙山中学,PUBLIC,金山区,JS
522,JS0009,上海市金山区教育学院附属中学,PUBLIC,金山区,JS
523,JS0010,上海市金山初级中学,PUBLIC,金山区,JS
524,JS0011,上海市西林中学,PUBLIC,金山区,JS
525,JS0012,上海市朱行中学,PUBLIC,金山区,JS
526,JS0013,上海金山区健桥实验中学,PUBLIC,金山区,JS
527,JS0014,上海市金山区青少年业余体育学校,PUBLIC,金山区,JS
528,JS0015,上海市同凯中学,PUBLIC,金山区,JS
529,JS0016,上海市金山实验中学,PUBLIC,金山区,JS
530,JS0017,华东师范大学附属枫泾中学,PUBLIC,金山区,JS
531,JS0018,上海市金卫中学,PUBLIC,金山区,JS
532,JS0019,上海市干巷学校,PUBLIC,金山区,JS
533,JS0020,上海市新农学校,PUBLIC,金山区,JS
534,JS0021,上海市民办金盟学校,PRIVATE,金山区,JS
535,JS0022,上海金山区世外学校,PUBLIC,金山区,JS
536,JS0023,上海市金山区吕巷学校,PUBLIC,金山区,JS
537,JS0024,上海市金山区钱圩学校,PUBLIC,金山区,JS
538,171001,上海市松江区第七中学,PUBLIC,松江区,SJ
539,171002,"上海对外经贸大学附属松江实验
学校花园分校",PUBLIC,松江区,SJ
540,171003,上海市松江二中（集团）初级中学,PUBLIC,松江区,SJ
541,171004,上海市松江四中初级中学,PUBLIC,松江区,SJ
542,171006,上海市松江区九亭中学,PUBLIC,松江区,SJ
543,171013,上海市松江区第六中学,PUBLIC,松江区,SJ
544,171015,上海市松江区九亭第二中学,PUBLIC,松江区,SJ
545,174001,上海市松江区立达中学,PUBLIC,松江区,SJ
546,174005,上海市松江区新桥中学,PUBLIC,松江区,SJ
547,174007,上海市松江区民办茸一中学,PRIVATE,松江区,SJ
548,174008,上海市松江九峰实验学校,PUBLIC,松江区,SJ
549,174013,上海领科双语学校,PUBLIC,松江区,SJ
550,175001,上海市松江区洞泾学校,PUBLIC,松江区,SJ
551,175002,上海市松江区李塔汇学校,PUBLIC,松江区,SJ
552,175003,上海市松江区古松学校,PUBLIC,松江区,SJ
553,175004,上海市松江区泖港学校,PUBLIC,松江区,SJ
554,175005,上海市松江区民乐学校,PUBLIC,松江区,SJ
555,175007,上海市松江区泗泾实验学校,PUBLIC,松江区,SJ
556,175008,上海市松江区佘山外国语实验学校,PUBLIC,松江区,SJ
557,175009,上海市松江区五厍学校,PUBLIC,松江区,SJ
558,175010,东华大学附属实验学校松江小昆山分校,PUBLIC,松江区,SJ
559,175011,上海市松江区仓桥学校,PUBLIC,松江区,SJ
560,175012,上海市松江区佘山学校,PUBLIC,松江区,SJ
561,175013,上海市三新学校,PUBLIC,松江区,SJ
562,175014,上海世外教育附属松江区车墩学校,PUBLIC,松江区,SJ
563,175015,上海市松江区张泽学校,PUBLIC,松江区,SJ
564,175016,上海市松江区天马山学校,PUBLIC,松江区,SJ
565,175017,上海戏剧学院附属松江实验学校,PUBLIC,松江区,SJ
566,175018,上海市西外外国语学校,PUBLIC,松江区,SJ
567,175019,上海市松江区叶榭学校,PUBLIC,松江区,SJ
568,175020,上海外国语大学松江外国语学校,PUBLIC,松江区,SJ
569,175022,上海市松江区新浜学校,PUBLIC,松江区,SJ
570,175023,东华大学附属实验学校,PUBLIC,松江区,SJ
571,175024,上海赫贤学校,PUBLIC,松江区,SJ
572,175026,华东政法大学附属松江实验学校,PUBLIC,松江区,SJ
573,175028,上海市松江区新闵学校,PUBLIC,松江区,SJ
574,175029,上海师范大学附属松江实验学校,PUBLIC,松江区,SJ
575,175030,上海工程技术大学附属松江泗泾实验学校,PUBLIC,松江区,SJ
576,175037,上海市三新学校松江东部分校,PUBLIC,松江区,SJ
577,合计,合计,PUBLIC,松江区,SJ
578,学校代码,毕业学校,PUBLIC,松江区,SJ
579,181001,上海市青浦区实验中学,PUBLIC,青浦区,QP
580,181002,上海市青浦区东方中学,PUBLIC,青浦区,QP
581,181003,上海市青浦区尚美中学,PUBLIC,青浦区,QP
582,181004,上海市青浦区徐泾中学,PUBLIC,青浦区,QP
583,181005,上海市青浦区凤溪中学,PUBLIC,青浦区,QP
584,181006,上海市青浦区重固中学,PUBLIC,青浦区,QP
585,181007,上海市青浦区豫才中学,PUBLIC,青浦区,QP
586,181008,上海市青浦区华新中学,PUBLIC,青浦区,QP
587,181009,上海市青浦区白鹤中学,PUBLIC,青浦区,QP
588,181011,上海市青浦区珠溪中学,PUBLIC,青浦区,QP
589,181012,上海市青浦区沈巷中学,PUBLIC,青浦区,QP
590,181013,上海市青浦区颜安中学,PUBLIC,青浦区,QP
591,181016,上海市青浦区金泽中学,PUBLIC,青浦区,QP
592,181017,上海政法学院附属青浦崧淀中学,PUBLIC,青浦区,QP
593,181018,上海市教育学会青浦清河湾中学,PUBLIC,青浦区,QP
594,181019,上海市青浦区教师进修学院附属中学,PUBLIC,青浦区,QP
595,184005,上海市青浦区第一中学,PUBLIC,青浦区,QP
596,185001,上海市毓华学校,PUBLIC,青浦区,QP
597,185003,上海市青浦区崧泽学校,PUBLIC,青浦区,QP
598,185004,上海市博文学校,PUBLIC,青浦区,QP
599,185005,上海市青浦区少年业余体育学校,PUBLIC,青浦区,QP
600,185007,上海市毓秀学校,PUBLIC,青浦区,QP
601,185008,上海宋庆龄学校,PUBLIC,青浦区,QP
602,185009,上海市佳信学校,PUBLIC,青浦区,QP
603,185011,上海五浦汇实验学校,PUBLIC,青浦区,QP
604,185012,上海青浦区世外学校,PUBLIC,青浦区,QP
605,185013,上海青浦平和双语学校,PUBLIC,青浦区,QP
606,185014,上海青浦区协和双语学校,PUBLIC,青浦区,QP
607,初中学校代码,初中学校名称,PUBLIC,青浦区,QP
608,201001,上海市奉贤区青少年业余体育学校,PUBLIC,奉贤区,FX
609,201002,上海市奉贤区古华中学,PUBLIC,奉贤区,FX
610,201003,上海市奉贤区实验中学,PUBLIC,奉贤区,FX
611,201004,上海市奉贤中学附属南桥中学,PUBLIC,奉贤区,FX
612,201005,上海市奉贤区汇贤中学,PUBLIC,奉贤区,FX
613,201010,上海市奉贤区塘外中学,PUBLIC,奉贤区,FX
614,201011,上海市奉贤区青村中学,PUBLIC,奉贤区,FX
615,201012,上海市奉贤区奉城第二中学,PUBLIC,奉贤区,FX
616,201013,上海市奉贤区头桥中学,PUBLIC,奉贤区,FX
617,201014,上海市奉贤区洪庙中学,PUBLIC,奉贤区,FX
618,201015,上海市奉贤区四团中学,PUBLIC,奉贤区,FX
619,201016,上海市奉贤区青溪中学,PUBLIC,奉贤区,FX
620,201017,上海市奉贤区尚同中学,PUBLIC,奉贤区,FX
621,201018,上海外国语大学附属奉贤实验中学,PUBLIC,奉贤区,FX
622,201019,上海市奉贤区崇实中学,PUBLIC,奉贤区,FX
623,201020,上海市奉贤区待问中学,PUBLIC,奉贤区,FX
624,201021,上海市奉贤中学附属初级中学,PUBLIC,奉贤区,FX
625,204002,上海市奉贤区肖塘中学,PUBLIC,奉贤区,FX
626,205002,上海市奉贤区育秀中学,PUBLIC,奉贤区,FX
627,205003,上海市奉贤区华亭学校,PUBLIC,奉贤区,FX
628,205004,上海市奉贤区西渡学校,PUBLIC,奉贤区,FX
629,205005,上海市奉贤区新寺学校,PUBLIC,奉贤区,FX
630,205007,上海市奉贤区胡桥学校,PUBLIC,奉贤区,FX
631,205008,上海市奉贤区柘林学校,PUBLIC,奉贤区,FX
632,205009,上海市奉贤区阳光外国语学校,PUBLIC,奉贤区,FX
633,205010,上海市奉贤区庄行学校,PUBLIC,奉贤区,FX
634,205011,上海市奉贤区邬桥学校,PUBLIC,奉贤区,FX
635,205012,上海市奉贤区金汇学校,PUBLIC,奉贤区,FX
636,205013,上海市奉贤区齐贤学校,PUBLIC,奉贤区,FX
637,205014,上海市奉贤区泰日学校,PUBLIC,奉贤区,FX
638,205015,上海市奉贤中学附属三官堂学校,PUBLIC,奉贤区,FX
639,205016,上海市奉贤区钱桥学校,PUBLIC,奉贤区,FX
640,205017,上海市奉贤区平安学校,PUBLIC,奉贤区,FX
641,205018,上海市奉贤区邵厂学校,PUBLIC,奉贤区,FX
642,205019,上海市奉贤区弘文学校,PUBLIC,奉贤区,FX
643,205020,上海市奉贤区星火学校,PUBLIC,奉贤区,FX
644,205021,上海市奉贤区五四学校,PUBLIC,奉贤区,FX
645,205022,上海市奉贤区肇文学校,PUBLIC,奉贤区,FX
646,205023,上海市奉贤区奉浦中学,PUBLIC,奉贤区,FX
647,205030,上海奉贤区世外教育附属临港外国语学校,PUBLIC,奉贤区,FX
648,205099,柘林学校师大附中教学点,PUBLIC,奉贤区,FX
649,CM0001,上海市崇明区三星中学,PUBLIC,崇明区,CM
650,CM0002,上海市崇明区建设中学,PUBLIC,崇明区,CM
651,CM0003,上海市崇明区合兴中学,PUBLIC,崇明区,CM
652,CM0004,上海市崇明区向化中学,PUBLIC,崇明区,CM
653,CM0005,上海市崇明区崇东中学,PUBLIC,崇明区,CM
654,CM0006,上海市崇明区裕安中学,PUBLIC,崇明区,CM
655,CM0007,上海市崇明区实验中学,PUBLIC,崇明区,CM
656,CM0008,上海市崇明中学附属东门中学,PUBLIC,崇明区,CM
657,CM0009,上海市崇明区城桥中学附属明志初级中学,PUBLIC,崇明区,CM
658,CM0010,上海市崇明区长兴中学,PUBLIC,崇明区,CM
659,CM0011,上海市崇明区长明中学,PUBLIC,崇明区,CM
660,CM0012,上海师范大学附属崇明正大中学,PUBLIC,崇明区,CM
661,CM0013,上海市崇明区庙镇学校,PUBLIC,崇明区,CM
662,CM0014,上海市崇明区大新中学,PUBLIC,崇明区,CM
663,CM0015,上海市崇明区三烈中学,PUBLIC,崇明区,CM
664,CM0016,上海市崇明区大公中学,PUBLIC,崇明区,CM
665,CM0017,上海民办民一中学,PRIVATE,崇明区,CM
666,CM0018,上海市崇明区横沙中学,PUBLIC,崇明区,CM
667,CM0019,上海新纪元双语学校,PUBLIC,崇明区,CM
668,CM0020,上海市崇明区新海学校,PUBLIC,崇明区,CM
669,CM0021,上海市实验学校附属东滩学校,PUBLIC,崇明区,CM
