district,school_name,middle_school_name,min_score
浦东新区,华东师范大学第二附属中学,浦东新区建平康梧中学,734.00
浦东新区,上海中学东校,师范大学附属浦东临港中学,711.50
浦东新区,上海中学东校,建平实验地杰中学,736.00
浦东新区,上海中学东校,建平实验张江中学,736.50
浦东新区,上海师范大学附属中学,建平实验张江中学,738.50
浦东新区,上海中学东校,浦东新区建平康梧中学,715.00
浦东新区,上海市浦东复旦附中分校,历城中学,729.00
浦东新区,上海市浦东复旦附中分校,竹园中学,739.50
浦东新区,上海市浦东复旦附中分校,泾南中学,722.00
浦东新区,华东师范大学第二附属中学,竹园中学,755.00
浦东新区,上海市浦东复旦附中分校,香山中学,694.50
浦东新区,上海市浦东复旦附中分校,民中学,742.50
浦东新区,上海市浦东复旦附中分校,立信会计金融学附属高行中学,745.00
宝山区,上海师范大学附属中学宝山分校,宝山区陈伯吹罗店实验学校,728.00
嘉定区,上海交通大学附属中学嘉定分校,嘉定区启良中学,726.50
嘉定区,上海师范大学附属中学嘉定新城分校,嘉定区启良中学,714.00
嘉定区,上海交通大学附属中学嘉定分校,嘉定区方泰中学,733.50
嘉定区,上海师范大学附属中学嘉定新城分校,嘉定区方泰中学,728.50
浦东新区,上海中学东校,南中学东校,731.50
嘉定区,上海交通大学附属中学嘉定分校,民办嘉一联合中学,743.00
嘉定区,上海师范大学附属中学嘉定新城分校,民办嘉一联合中学,723.50
嘉定区,上海交通大学附属中学嘉定分校,嘉定区丰庄中学,730.00
嘉定区,上海师范大学附属中学嘉定新城分校,嘉定区丰庄中学,709.00
嘉定区,上海交通大学附属中学嘉定分校,嘉定区外冈中学,715.50
嘉定区,上海师范大学附属中学嘉定新城分校,嘉定区外冈中学,692.00
嘉定区,上海交通大学附属中学嘉定分校,民办华曜嘉定初级中学,747.50
嘉定区,上海师范大学附属中学嘉定新城分校,民办华曜嘉定初级中学,732.00
嘉定区,上海交通大学附属中学嘉定分校,嘉定区震川中学,733.50
嘉定区,上海师范大学附属中学嘉定新城分校,嘉定区震川中学,716.50
嘉定区,上海交通大学附属中学嘉定分校,大学附属嘉定留云中学,734.00
嘉定区,上海师范大学附属中学嘉定新城分校,大学附属嘉定留云中学,716.00
嘉定区,上海交通大学附属中学嘉定分校,交大附中附属嘉定德富中学,750.00
嘉定区,上海师范大学附属中学嘉定新城分校,交大附中附属嘉定德富中学,725.00
嘉定区,上海交通大学附属中学嘉定分校,同济大学附属实验中学,750.00
嘉定区,上海师范大学附属中学嘉定新城分校,同济大学附属实验中学,726.50
浦东新区,上海中学东校,历城中学,709.00
浦东新区,上海中学东校,竹园中学,712.50
浦东新区,上海中学东校,泾南中学,716.00
浦东新区,上海中学东校,香山中学,682.00
浦东新区,上海中学东校,沪新中学,719.50
浦东新区,上海师范大学附属中学,沪新中学,676.50
浦东新区,上海中学东校,民中学,734.50
浦东新区,上海交通大学附属中学,立信会计金融学附属高行中学,738.50
浦东新区,上海中学东校,立信会计金融学附属高行中学,720.00
浦东新区,上海中学东校,第二工业大学附属龚路中学,715.00
浦东新区,上海市浦东复旦附中分校,第二工业大学附属龚路中学,756.50
浦东新区,上海市浦东复旦附中分校,五三中学,745.50
浦东新区,上海市浦东复旦附中分校,侨光中学,756.00
浦东新区,上海市浦东复旦附中分校,江镇中学,731.50
浦东新区,上海市浦东复旦附中分校,合庆中学,712.00
浦东新区,上海市浦东复旦附中分校,华东师范大学张江实验中学,745.50
浦东新区,上海市浦东复旦附中分校,三林中学东校,707.50
嘉定区,上海交通大学附属中学嘉定分校,嘉定区华江中学,739.00
嘉定区,上海交通大学附属中学嘉定分校,嘉定区苏民学校,749.00
嘉定区,上海师范大学附属中学嘉定新城分校,嘉定区苏民学校,729.50
嘉定区,上海交通大学附属中学嘉定分校,民办远东学校,745.50
嘉定区,上海师范大学附属中学嘉定新城分校,民办远东学校,725.50
嘉定区,上海交通大学附属中学嘉定分校,民办桃李园实验学校,752.00
嘉定区,上海师范大学附属中学嘉定新城分校,民办桃李园实验学校,734.00
嘉定区,上海交通大学附属中学嘉定分校,嘉定区华亭学校,698.00
嘉定区,上海师范大学附属中学嘉定新城分校,嘉定区华亭学校,691.50
嘉定区,上海交通大学附属中学嘉定分校,嘉定区娄塘学校,749.50
嘉定区,上海师范大学附属中学嘉定新城分校,嘉定区娄塘学校,724.50
嘉定区,上海交通大学附属中学嘉定分校,外国语大学嘉定外国语学校,744.50
嘉定区,上海师范大学附属中学嘉定新城分校,外国语大学嘉定外国语学校,728.00
浦东新区,华东师范大学第二附属中学,合庆中学,736.00
嘉定区,上海交通大学附属中学嘉定分校,嘉定区练川实验学校,723.00
嘉定区,上海师范大学附属中学嘉定新城分校,嘉定区练川实验学校,707.00
嘉定区,上海交通大学附属中学嘉定分校,华旭双语学校,745.50
嘉定区,上海师范大学附属中学嘉定新城分校,华旭双语学校,732.00
嘉定区,上海师范大学附属中学,华旭双语学校,730.00
嘉定区,上海交通大学附属中学嘉定分校,中科实验学校,740.00
嘉定区,上海师范大学附属中学嘉定新城分校,中科实验学校,729.00
浦东新区,上海师范大学附属中学,第二工业大学附属龚路中学,736.50
浦东新区,上海中学东校,五三中学,728.00
浦东新区,上海中学东校,侨光中学,741.00
浦东新区,上海师范大学附属中学,侨光中学,732.50
浦东新区,上海中学东校,江镇中学,723.50
浦东新区,上海中学东校,合庆中学,716.50
浦东新区,上海中学东校,华东师范大学张江实验中学,716.50
浦东新区,上海师范大学附属中学,华东师范大学张江实验中学,724.50
浦东新区,上海中学东校,三林中学东校,721.00
浦东新区,华东师范大学第二附属中学临港奉贤分校,泥城中学,685.00
浦东新区,华东师范大学第二附属中学,浦东新区民办正达外国语学校,759.00
浦东新区,上海市浦东复旦附中分校,浦东新区民办正达外国语学校,756.00
浦东新区,上海市浦东复旦附中分校,高东中学,712.00
浦东新区,上海市浦东复旦附中分校,南汇第一中学,757.50
浦东新区,上海市浦东复旦附中分校,老港中学,698.50
浦东新区,上海市浦东复旦附中分校,泥城中学,741.00
浦东新区,上海市浦东复旦附中分校,长岛中学,724.50
嘉定区,上海师范大学附属中学嘉定新城分校,同济大学附属嘉定实验中学,731.00
嘉定区,上海交通大学附属中学,交大附中附属嘉定洪德中学,750.00
嘉定区,上海交通大学附属中学嘉定分校,交大附中附属嘉定洪德中学,737.50
嘉定区,上海师范大学附属中学嘉定新城分校,交大附中附属嘉定洪德中学,723.00
嘉定区,上海交通大学附属中学嘉定分校,嘉定区嘉二实验学校,722.00
嘉定区,上海师范大学附属中学嘉定新城分校,嘉定区嘉二实验学校,717.50
嘉定区,上海交通大学附属中学嘉定分校,嘉定区民办华盛怀少学校,741.50
嘉定区,上海师范大学附属中学嘉定新城分校,嘉定区民办华盛怀少学校,713.50
浦东新区,华东师范大学第二附属中学,老港中学,676.50
浦东新区,上海中学东校,建平中学西校,736.50
浦东新区,上海中学东校,进才中学北校,735.00
浦东新区,上海中学东校,华东师范大学附属东昌中学南校,745.00
浦东新区,上海中学东校,洋泾中学东校,720.00
浦东新区,上海中学东校,金杨中学,730.50
浦东新区,上海中学东校,金川中学,734.50
浦东新区,上海师范大学附属中学,金川中学,711.00
浦东新区,上海中学东校,华林中学,732.00
浦东新区,上海中学东校,杨园中学,730.00
浦东新区,上海中学东校,戏剧学附属浦东实验中学,720.00
浦东新区,上海中学东校,浦兴中学,741.00
浦东新区,上海中学东校,浦东新区民办恒洋外国语学校,722.50
浦东新区,上海中学东校,浦东新区民办正达外国语学校,732.00
浦东新区,上海交通大学附属中学,高东中学,742.00
浦东新区,上海中学东校,高东中学,706.00
浦东新区,上海中学东校,南汇第一中学,727.00
浦东新区,上海中学东校,老港中学,687.50
浦东新区,上海中学东校,泥城中学,731.00
浦东新区,上海中学东校,长岛中学,729.00
浦东新区,上海师范大学附属中学,长岛中学,706.00
浦东新区,上海交通大学附属中学,立信会计金融学附属学校,759.50
浦东新区,上海中学东校,立信会计金融学附属学校,728.00
松江区,上海外国语大学附属外国语学校松江云间中学,领科双语学校,727.50
松江区,上海师范大学附属中学松江分校,松江区洞泾学校,729.50
松江区,上海外国语大学附属外国语学校松江云间中学,松江区洞泾学校,721.50
松江区,上海师范大学附属中学松江分校,松江区李塔汇学校,720.00
浦东新区,上海市上海中学,民办金苹果学校,756.50
浦东新区,上海市浦东复旦附中分校,立信会计金融学附属学校,748.50
浦东新区,上海市浦东复旦附中分校,绿川学校,735.00
浦东新区,上海市浦东复旦附中分校,洋泾菊园实验学校,756.50
浦东新区,上海市浦东复旦附中分校,民办平和学校,756.50
浦东新区,华东师范大学第二附属中学,洋泾菊园实验学校,758.50
浦东新区,上海市浦东复旦附中分校,川沙中学南校,754.00
浦东新区,上海市浦东复旦附中分校,建平实验中学,757.50
浦东新区,上海市浦东复旦附中分校,民办金苹果学校,739.50
浦东新区,上海中学东校,绿川学校,731.00
浦东新区,上海中学东校,洋泾菊园实验学校,734.50
浦东新区,上海中学东校,民办平和学校,735.00
浦东新区,上海中学东校,川沙中学南校,738.00
浦东新区,上海师范大学附属中学,川沙中学南校,746.00
浦东新区,上海中学东校,建平实验中学,733.50
浦东新区,上海师范大学附属中学,建平实验中学,732.50
浦东新区,上海中学东校,民办金苹果学校,729.00
浦东新区,上海中学东校,民办启能东方外国语学校,726.00
松江区,上海外国语大学附属外国语学校松江云间中学,松江区李塔汇学校,727.00
松江区,上海交通大学附属中学,松江区古松学校,715.00
松江区,上海师范大学附属中学,东华大学附属实验学校松江小昆山分校,724.50
松江区,上海师范大学附属中学松江分校,东华大学附属实验学校松江小昆山分校,714.00
松江区,上海外国语大学附属外国语学校松江云间中学,东华大学附属实验学校松江小昆山分校,715.50
松江区,上海师范大学附属中学松江分校,松江区仓桥学校,727.50
松江区,上海外国语大学附属外国语学校松江云间中学,松江区仓桥学校,726.50
松江区,上海师范大学附属中学松江分校,松江区佘山学校,725.50
松江区,上海外国语大学附属外国语学校松江云间中学,松江区佘山学校,724.50
松江区,上海师范大学附属中学松江分校,三新学校,740.50
浦东新区,复旦大学附属中学,民办启能东方外国语学校,757.50
浦东新区,上海市上海中学,浦东新区民办协和双语学校,754.50
浦东新区,上海市浦东复旦附中分校,民办启能东方外国语学校,751.50
浦东新区,华东师范大学第二附属中学,民办中芯学校,754.00
浦东新区,上海市浦东复旦附中分校,民办中芯学校,745.50
浦东新区,上海市浦东复旦附中分校,进才实验中学,757.00
浦东新区,上海市浦东复旦附中分校,实验学校东校,758.50
浦东新区,上海市浦东复旦附中分校,张江集团中学,754.50
浦东新区,上海市浦东复旦附中分校,浦东新区民办协和双语学校,725.50
浦东新区,上海市浦东复旦附中分校,浦东新区建平南汇实验学校,747.00
浦东新区,上海中学东校,民办中芯学校,735.50
浦东新区,上海中学东校,进才实验中学,734.00
浦东新区,上海师范大学附属中学,进才实验中学,737.50
浦东新区,上海中学东校,实验学校东校,728.50
浦东新区,上海中学东校,张江集团中学,737.50
浦东新区,上海中学东校,浦东新区民办协和双语学校,713.00
浦东新区,上海中学东校,浦东新区建平南汇实验学校,718.50
松江区,上海外国语大学附属外国语学校松江云间中学,外国语大学松江外国语学校,730.50
松江区,上海师范大学附属中学松江分校,松江区新浜学校,691.00
松江区,上海外国语大学附属外国语学校松江云间中学,松江区新浜学校,699.00
浦东新区,复旦大学附属中学,张江集团中学,757.00
松江区,上海师范大学附属中学松江分校,东华大学附属实验学校,736.50
松江区,上海外国语大学附属外国语学校松江云间中学,东华大学附属实验学校,732.50
松江区,上海外国语大学附属外国语学校松江云间中学,松江区新闵学校,732.00
松江区,上海师范大学附属中学松江分校,师范大学附属松江实验学校,727.50
松江区,上海外国语大学附属外国语学校松江云间中学,师范大学附属松江实验学校,736.00
松江区,上海师范大学附属中学松江分校,工程技术大学附属松江泗泾实验学校,742.00
松江区,上海外国语大学附属外国语学校松江云间中学,工程技术大学附属松江泗泾实验学校,728.50
松江区,上海师范大学附属中学松江分校,三新学校松江思贤分校,721.50
松江区,上海外国语大学附属外国语学校松江云间中学,三新学校松江思贤分校,734.50
浦东新区,华东师范大学第二附属中学临港奉贤分校,浦东新区彭镇中学,706.50
浦东新区,华东师范大学第二附属中学临港奉贤分校,秋萍学校,721.50
浦东新区,华东师范大学第二附属中学临港奉贤分校,三墩学校,657.50
浦东新区,华东师范大学第二附属中学临港奉贤分校,浦东新区进才万祥学校,695.00
浦东新区,华东师范大学第二附属中学,黄路学校,755.00
浦东新区,上海市浦东复旦附中分校,三灶学校,718.50
浦东新区,上海市浦东复旦附中分校,黄路学校,706.00
浦东新区,上海市浦东复旦附中分校,浦东新区彭镇中学,745.50
浦东新区,上海市浦东复旦附中分校,秋萍学校,723.00
浦东新区,华东师范大学第二附属中学,浦东新区彭镇中学,729.50
浦东新区,上海市浦东复旦附中分校,三墩学校,717.00
浦东新区,上海市浦东复旦附中分校,浦东新区进才万祥学校,716.50
浦东新区,上海市浦东复旦附中分校,宣桥学校,726.00
浦东新区,上海中学东校,三灶学校,729.00
浦东新区,上海中学东校,黄路学校,713.00
浦东新区,上海中学东校,浦东新区彭镇中学,712.50
浦东新区,上海交通大学附属中学,秋萍学校,732.00
浦东新区,上海中学东校,秋萍学校,684.00
浦东新区,上海中学东校,浦东新区进才万祥学校,709.50
浦东新区,上海中学东校,宣桥学校,737.00
浦东新区,上海师范大学附属中学,宣桥学校,724.50
松江区,上海师范大学附属中学松江分校,三新学校松江东部分校,729.00
松江区,上海外国语大学附属外国语学校松江云间中学,三新学校松江东部分校,738.50
浦东新区,上海市浦东复旦附中分校,航头学校,743.50
浦东新区,上海市浦东复旦附中分校,实验学校附属光明学校,741.00
浦东新区,上海市浦东复旦附中分校,康城学校,749.00
浦东新区,上海市浦东复旦附中分校,中医药大学附属浦东鹤沙学校,752.00
浦东新区,上海市浦东复旦附中分校,浦东新区民办东鼎外国语学校,742.50
浦东新区,上海中学东校,航头学校,727.00
浦东新区,上海师范大学附属中学,航头学校,715.50
浦东新区,上海交通大学附属中学,周浦才学校,734.00
浦东新区,上海中学东校,周浦才学校,698.00
浦东新区,上海交通大学附属中学,实验学校附属光明学校,738.50
浦东新区,上海中学东校,实验学校附属光明学校,716.00
浦东新区,上海中学东校,康城学校,727.00
浦东新区,上海师范大学附属中学,康城学校,736.00
浦东新区,上海中学东校,中医药大学附属浦东鹤沙学校,697.00
浦东新区,上海中学东校,民办尚德实验学校,738.00
浦东新区,华东师范大学第二附属中学,东学校,672.50
浦东新区,上海市上海中学,民办华曜浦东实验学校,755.50
浦东新区,上海市浦东复旦附中分校,民办尚德实验学校,756.00
浦东新区,上海市浦东复旦附中分校,浦东新区民办远翔实验学校,752.00
浦东新区,上海市浦东复旦附中分校,浦东新区民办进德外国语中学,752.00
浦东新区,复旦大学附属中学,浦东新区民办进德外国语中学,759.00
浦东新区,上海市浦东复旦附中分校,周浦实验学校,752.00
浦东新区,上海市浦东复旦附中分校,浦东新区民办更新学校,730.00
浦东新区,上海市浦东复旦附中分校,民办华曜浦东实验学校,752.00
浦东新区,上海市浦东复旦附中分校,华东师范大学第二附属中学前滩学校,755.50
浦东新区,上海中学东校,浦东新区民办远翔实验学校,729.50
浦东新区,上海师范大学附属中学,浦东新区民办远翔实验学校,714.00
浦东新区,复旦大学附属中学,周浦实验学校,754.00
浦东新区,上海中学东校,浦东新区民办进德外国语中学,732.00
浦东新区,上海中学东校,周浦实验学校,729.50
浦东新区,上海中学东校,民办华曜浦东实验学校,732.50
浦东新区,上海中学东校,华东师范大学第二附属中学前滩学校,736.50
浦东新区,上海中学东校,浦东新区民办宏文学校,698.50
浦东新区,上海市浦东复旦附中分校,浦东新区民办宏文学校,732.50
浦东新区,上海市浦东复旦附中分校,科技大学附属学校,752.00
浦东新区,上海市浦东复旦附中分校,浦东民办未来科技学校,755.50
浦东新区,上海中学东校,科技大学附属学校,738.00
浦东新区,上海中学东校,浦东民办未来科技学校,731.00
浦东新区,华东师范大学第二附属中学,浦东民办未来科技学校,757.00
金山区,华东师范大学第三附属中学,罗星中学,687.50
金山区,华东师范大学第三附属中学,松隐中学,680.50
金山区,华东师范大学第三附属中学,亭新中学,692.50
金山区,华东师范大学第三附属中学,漕泾中学,674.00
金山区,华东师范大学第二附属中学,山阳中学,724.00
金山区,华东师范大学第三附属中学,山阳中学,666.50
金山区,华东师范大学第三附属中学,张堰第二中学,699.50
金山区,华东师范大学第三附属中学,蒙山中学,702.00
金山区,复旦大学附属中学,金山区学附属中学,744.00
金山区,华东师范大学第三附属中学,金山区学附属中学,699.50
金山区,华东师范大学第三附属中学,金山初级中学,703.00
金山区,华东师范大学第三附属中学,西林中学,700.50
金山区,华东师范大学第三附属中学,朱行中学,699.00
金山区,华东师范大学第三附属中学,金山区健桥实验中学,694.50
金山区,华东师范大学第三附属中学,金山区青少年业余体学校,663.50
金山区,华东师范大学第三附属中学,同凯中学,702.50
金山区,上海师范大学附属中学,师范大学附属金山前京中学,737.00
金山区,华东师范大学第三附属中学,金山实验中学,696.50
金山区,上海市上海中学,金山实验中学,746.50
金山区,上海交通大学附属中学,民办金盟学校,749.00
金山区,华东师范大学第三附属中学,师范大学附属金山前京中学,707.00
松江区,上海师范大学附属中学松江分校,松江区第七中学,730.50
金山区,华东师范大学第三附属中学,华东师范大学附属枫泾中学,687.50
松江区,上海外国语大学附属外国语学校松江云间中学,松江区第七中学,733.50
金山区,华东师范大学第三附属中学,金卫中学,690.50
松江区,上海师范大学附属中学松江分校,对外经贸大学附属松江实验学校花园分校,732.00
金山区,华东师范大学第三附属中学,民办永昌中学,657.50
松江区,上海外国语大学附属外国语学校松江云间中学,对外经贸大学附属松江实验学校花园分校,733.00
金山区,华东师范大学第三附属中学,干巷学校,713.00
松江区,上海师范大学附属中学松江分校,松江区第五中学,742.50
金山区,华东师范大学第三附属中学,新农学校,685.50
松江区,上海外国语大学附属外国语学校松江云间中学,松江区第五中学,729.50
金山区,华东师范大学第三附属中学,民办金盟学校,698.50
松江区,上海师范大学附属中学松江分校,松江四中初级中学,712.00
松江区,上海外国语大学附属外国语学校松江云间中学,松江四中初级中学,726.50
金山区,华东师范大学第三附属中学,金山区世外学校,693.00
松江区,上海师范大学附属中学松江分校,松江区九亭中学,732.50
金山区,华东师范大学第三附属中学,金山区吕巷学校,681.50
松江区,上海外国语大学附属外国语学校松江云间中学,松江区九亭中学,733.50
金山区,华东师范大学第三附属中学,金山区钱圩学校,661.00
松江区,华东师范大学第二附属中学松江分校,松江区第七中学,751.50
松江区,华东师范大学第二附属中学松江分校,对外经贸大学附属松江实验学校花园分校,754.00
松江区,华东师范大学第二附属中学松江分校,松江区第五中学,756.00
松江区,华东师范大学第二附属中学松江分校,松江四中初级中学,752.50
松江区,华东师范大学第二附属中学松江分校,松江区九亭中学,752.50
松江区,华东师范大学第二附属中学松江分校,松江区第六中学,750.50
松江区,上海市上海中学,松江区李塔汇学校,730.50
松江区,上海师范大学附属中学松江分校,松江区第六中学,711.50
松江区,上海外国语大学附属外国语学校松江云间中学,松江区第六中学,733.50
松江区,华东师范大学第二附属中学松江分校,松江区九亭第二中学,758.50
松江区,上海师范大学附属中学松江分校,松江区九亭第二中学,726.50
松江区,上海外国语大学附属外国语学校松江云间中学,松江区九亭第二中学,732.00
松江区,华东师范大学第二附属中学松江分校,外国语大学附属外国语学校松江云间中学,758.50
松江区,上海师范大学附属中学松江分校,外国语大学附属外国语学校松江云间中学,726.00
松江区,上海外国语大学附属外国语学校松江云间中学,外国语大学附属外国语学校松江云间中学,728.50
松江区,华东师范大学第二附属中学松江分校,松江区新桥中学,735.50
松江区,上海交通大学附属中学,松江区新桥中学,745.00
松江区,上海师范大学附属中学松江分校,松江区新桥中学,708.00
松江区,华东师范大学第二附属中学松江分校,松江区民办茸一中学,751.00
松江区,上海外国语大学附属外国语学校松江云间中学,松江区新桥中学,729.00
松江区,复旦大学附属中学,松江九峰实验学校,758.00
松江区,上海师范大学附属中学松江分校,松江区民办茸一中学,726.50
松江区,华东师范大学第二附属中学松江分校,松江九峰实验学校,755.00
松江区,上海外国语大学附属外国语学校松江云间中学,松江区民办茸一中学,734.00
松江区,复旦大学附属中学,领科双语学校,758.50
松江区,上海师范大学附属中学松江分校,松江九峰实验学校,739.50
松江区,华东师范大学第二附属中学松江分校,领科双语学校,752.00
松江区,上海外国语大学附属外国语学校松江云间中学,松江九峰实验学校,733.50
松江区,上海师范大学附属中学松江分校,领科双语学校,741.00
松江区,华东师范大学第二附属中学松江分校,松江区洞泾学校,758.00
松江区,华东师范大学第二附属中学松江分校,松江区李塔汇学校,729.00
松江区,华东师范大学第二附属中学松江分校,松江区古松学校,681.50
松江区,上海市上海中学,三新学校,760.00
松江区,上海师范大学附属中学松江分校,松江区古松学校,672.00
松江区,华东师范大学第二附属中学松江分校,松江区泖港学校,739.00
松江区,上海外国语大学附属外国语学校松江云间中学,松江区古松学校,683.50
松江区,上海师范大学附属中学,松江区泖港学校,728.00
松江区,华东师范大学第二附属中学松江分校,松江区民乐学校,760.00
松江区,上海师范大学附属中学松江分校,松江区泖港学校,718.00
松江区,上海外国语大学附属外国语学校松江云间中学,松江区泖港学校,717.50
松江区,华东师范大学第二附属中学松江分校,松江区泗泾实验学校,754.50
松江区,上海师范大学附属中学松江分校,松江区民乐学校,725.50
松江区,上海外国语大学附属外国语学校松江云间中学,松江区民乐学校,734.50
松江区,华东师范大学第二附属中学松江分校,松江区佘山外国语实验学校,747.00
松江区,上海师范大学附属中学松江分校,松江区泗泾实验学校,731.00
松江区,上海外国语大学附属外国语学校松江云间中学,松江区泗泾实验学校,739.50
松江区,华东师范大学第二附属中学松江分校,松江区五厍学校,738.50
松江区,上海师范大学附属中学松江分校,松江区佘山外国语实验学校,716.00
松江区,上海外国语大学附属外国语学校松江云间中学,松江区佘山外国语实验学校,728.00
松江区,华东师范大学第二附属中学松江分校,东华大学附属实验学校松江小昆山分校,747.00
松江区,上海师范大学附属中学松江分校,松江区五厍学校,687.50
松江区,上海外国语大学附属外国语学校松江云间中学,松江区五厍学校,709.50
松江区,华东师范大学第二附属中学松江分校,松江区仓桥学校,753.50
松江区,华东师范大学第二附属中学,松江区佘山学校,752.50
松江区,华东师范大学第二附属中学松江分校,松江区佘山学校,726.00
松江区,华东师范大学第二附属中学松江分校,三新学校,755.50
松江区,上海外国语大学附属外国语学校松江云间中学,三新学校,733.00
松江区,华东师范大学第二附属中学松江分校,世外附属松江区车墩学校,755.00
松江区,上海师范大学附属中学松江分校,世外附属松江区车墩学校,711.50
松江区,上海外国语大学附属外国语学校松江云间中学,世外附属松江区车墩学校,732.00
松江区,华东师范大学第二附属中学松江分校,松江区张泽学校,743.00
松江区,上海师范大学附属中学松江分校,松江区张泽学校,715.50
松江区,上海外国语大学附属外国语学校松江云间中学,松江区张泽学校,712.00
松江区,华东师范大学第二附属中学松江分校,松江区天马山学校,751.00
松江区,上海师范大学附属中学松江分校,松江区天马山学校,725.00
松江区,上海外国语大学附属外国语学校松江云间中学,松江区天马山学校,718.50
松江区,华东师范大学第二附属中学松江分校,戏剧学附属松江实验学校,738.00
松江区,上海师范大学附属中学松江分校,戏剧学附属松江实验学校,724.50
松江区,上海外国语大学附属外国语学校松江云间中学,戏剧学附属松江实验学校,729.50
松江区,华东师范大学第二附属中学松江分校,西外外国语学校,756.00
松江区,上海交通大学附属中学,西外外国语学校,760.50
松江区,上海师范大学附属中学松江分校,西外外国语学校,733.50
松江区,华东师范大学第二附属中学松江分校,松江区叶榭学校,707.00
松江区,上海外国语大学附属外国语学校松江云间中学,西外外国语学校,734.00
松江区,上海师范大学附属中学松江分校,松江区叶榭学校,723.50
松江区,华东师范大学第二附属中学松江分校,外国语大学松江外国语学校,756.50
松江区,上海外国语大学附属外国语学校松江云间中学,松江区叶榭学校,722.00
松江区,华东师范大学第二附属中学,松江区新浜学校,715.00
松江区,上海师范大学附属中学松江分校,外国语大学松江外国语学校,731.00
松江区,华东师范大学第二附属中学松江分校,松江区新浜学校,706.50
松江区,华东师范大学第二附属中学松江分校,东华大学附属实验学校,753.50
松江区,华东师范大学第二附属中学松江分校,赫贤学校,713.50
松江区,华东师范大学第二附属中学松江分校,华东政法大学附属松江实验学校,753.50
松江区,华东师范大学第二附属中学松江分校,松江区新闵学校,755.50
松江区,华东师范大学第二附属中学松江分校,师范大学附属松江实验学校,761.50
青浦区,上海市青浦高级中学,青浦区实验中学,718.50
青浦区,上海市青浦高级中学,青浦区东方中学,722.00
松江区,华东师范大学第二附属中学松江分校,工程技术大学附属松江泗泾实验学校,759.00
青浦区,上海市青浦高级中学,青浦区尚美中学,718.50
青浦区,上海市青浦高级中学,青浦区徐泾中学,714.00
松江区,华东师范大学第二附属中学松江分校,三新学校松江思贤分校,760.00
青浦区,上海市青浦高级中学,青浦区凤溪中学,726.50
青浦区,上海市青浦高级中学,青浦区重固中学,702.50
松江区,华东师范大学第二附属中学松江分校,三新学校松江东部分校,758.00
松江区,上海师范大学附属中学松江分校,赫贤学校,703.00
青浦区,复旦大学附属中学青浦分校,青浦区实验中学,746.50
松江区,上海外国语大学附属外国语学校松江云间中学,赫贤学校,672.00
青浦区,复旦大学附属中学青浦分校,青浦区东方中学,743.50
松江区,上海师范大学附属中学松江分校,华东政法大学附属松江实验学校,738.50
青浦区,复旦大学附属中学青浦分校,青浦区尚美中学,744.50
松江区,上海外国语大学附属外国语学校松江云间中学,华东政法大学附属松江实验学校,734.50
青浦区,复旦大学附属中学青浦分校,青浦区徐泾中学,736.50
松江区,上海师范大学附属中学松江分校,松江区新闵学校,729.50
青浦区,复旦大学附属中学,青浦区凤溪中学,748.50
青浦区,复旦大学附属中学青浦分校,青浦区凤溪中学,745.00
青浦区,复旦大学附属中学青浦分校,青浦区重固中学,740.00
青浦区,上海市上海中学,青浦区白鹤中学,740.00
青浦区,复旦大学附属中学青浦分校,青浦区豫才中学,746.00
青浦区,复旦大学附属中学青浦分校,青浦区华新中学,735.00
青浦区,复旦大学附属中学青浦分校,青浦区白鹤中学,720.00
青浦区,复旦大学附属中学青浦分校,青浦区珠溪中学,734.00
青浦区,复旦大学附属中学青浦分校,青浦区沈巷中学,738.50
青浦区,复旦大学附属中学青浦分校,青浦区颜安中学,728.00
青浦区,复旦大学附属中学青浦分校,青浦区金泽中学,750.50
青浦区,复旦大学附属中学青浦分校,政法学附属青浦崧淀中学,728.00
青浦区,复旦大学附属中学青浦分校,学会青浦清河湾中学,745.00
青浦区,复旦大学附属中学青浦分校,青浦区学附属中学,731.00
青浦区,复旦大学附属中学青浦分校,青浦区第一中学,748.00
青浦区,复旦大学附属中学青浦分校,青浦区崧泽学校,729.50
青浦区,复旦大学附属中学青浦分校,博文学校,736.50
青浦区,复旦大学附属中学青浦分校,青浦区少年业余体学校,747.00
青浦区,复旦大学附属中学青浦分校,毓秀学校,743.00
青浦区,复旦大学附属中学青浦分校,宋庆龄学校,746.50
青浦区,上海市青浦高级中学,青浦区豫才中学,721.50
青浦区,上海市青浦高级中学,青浦区华新中学,714.00
青浦区,上海市青浦高级中学,青浦区白鹤中学,708.50
青浦区,上海市青浦高级中学,青浦区珠溪中学,705.50
青浦区,上海市青浦高级中学,青浦区沈巷中学,689.50
青浦区,上海市青浦高级中学,青浦区颜安中学,697.50
青浦区,上海市青浦高级中学,青浦区金泽中学,679.00
青浦区,上海市青浦高级中学,政法学附属青浦崧淀中学,709.50
青浦区,上海市青浦高级中学,学会青浦清河湾中学,719.50
青浦区,上海市青浦高级中学,青浦区学附属中学,717.50
青浦区,上海市青浦高级中学,青浦区第一中学,722.50
青浦区,上海市青浦高级中学,青浦区崧泽学校,712.50
青浦区,上海市青浦高级中学,博文学校,705.50
青浦区,上海市青浦高级中学,青浦区少年业余体学校,724.00
青浦区,上海市青浦高级中学,毓秀学校,718.50
青浦区,上海市青浦高级中学,宋庆龄学校,666.00
