district,school_name,middle_school_name,min_score
静安区,上海市市西中学,风华初级中学,734.50
静安区,上海市市西中学,民立中学,722.00
黄浦区,上海市上海中学,敬业初级中学,743.50
黄浦区,复旦大学附属中学,光明初级中学,748.00
黄浦区,上海市格致中学（奉贤校区）,格致初级中学,714.00
黄浦区,上海市向明中学（浦江校区）,格致初级中学,706.50
黄浦区,上海市卢湾高级中学,格致初级中学,669.00
黄浦区,上海市格致中学（奉贤校区）,大同初级中学,708.00
黄浦区,上海市向明中学（浦江校区）,大同初级中学,704.50
黄浦区,上海市卢湾高级中学,大同初级中学,674.00
黄浦区,上海市格致中学（奉贤校区）,向明初级中学,716.50
黄浦区,上海市向明中学（浦江校区）,向明初级中学,704.00
黄浦区,上海市卢湾高级中学,向明初级中学,673.00
黄浦区,上海市格致中学（奉贤校区）,外国语大学附属大境初级中学,716.50
黄浦区,上海市向明中学（浦江校区）,外国语大学附属大境初级中学,713.00
黄浦区,上海市卢湾高级中学,外国语大学附属大境初级中学,683.00
黄浦区,上海市格致中学（奉贤校区）,光明初级中学,711.50
黄浦区,上海市向明中学（浦江校区）,光明初级中学,688.50
黄浦区,上海市卢湾高级中学,光明初级中学,677.00
黄浦区,上海市格致中学（奉贤校区）,敬业初级中学,719.00
黄浦区,上海市向明中学（浦江校区）,敬业初级中学,684.00
黄浦区,上海外国语大学附属大境中学,格致初级中学,683.00
黄浦区,上海外国语大学附属大境中学,大同初级中学,680.50
黄浦区,上海外国语大学附属大境中学,向明初级中学,675.00
黄浦区,上海外国语大学附属大境中学,外国语大学附属大境初级中学,689.50
黄浦区,上海外国语大学附属大境中学,光明初级中学,677.00
黄浦区,上海外国语大学附属大境中学,敬业初级中学,696.50
黄浦区,上海市上海中学,卢湾中学,751.00
静安区,上海市育才中学,风华初级中学,712.50
静安区,上海市育才中学,民立中学,702.50
静安区,上海市育才中学,彭浦第四中学,695.50
静安区,上海市育才中学,回民中学,691.50
黄浦区,上海市格致中学（奉贤校区）,卢湾中学,716.00
黄浦区,上海市向明中学（浦江校区）,卢湾中学,711.00
黄浦区,上海市卢湾高级中学,卢湾中学,675.50
黄浦区,上海市格致中学（奉贤校区）,八初级中学,731.50
黄浦区,上海市向明中学（浦江校区）,八初级中学,694.50
黄浦区,上海外国语大学附属大境中学,卢湾中学,672.00
黄浦区,上海外国语大学附属大境中学,八初级中学,681.00
黄浦区,华东师范大学第二附属中学,尚文中学,747.00
黄浦区,上海市卢湾高级中学,八初级中学,663.00
黄浦区,上海市格致中学（奉贤校区）,尚文中学,707.00
黄浦区,上海市向明中学（浦江校区）,尚文中学,704.50
黄浦区,上海市卢湾高级中学,尚文中学,680.00
黄浦区,上海市格致中学（奉贤校区）,交通大学附属黄浦实验中学,709.00
黄浦区,上海市向明中学（浦江校区）,交通大学附属黄浦实验中学,706.00
黄浦区,上海市卢湾高级中学,交通大学附属黄浦实验中学,685.50
黄浦区,上海市格致中学（奉贤校区）,清华中学,705.00
黄浦区,上海市向明中学（浦江校区）,清华中学,692.50
黄浦区,上海市卢湾高级中学,清华中学,685.00
黄浦区,上海市格致中学（奉贤校区）,民办明珠中学,702.50
黄浦区,上海市向明中学（浦江校区）,民办明珠中学,709.50
黄浦区,上海市卢湾高级中学,民办明珠中学,675.00
黄浦区,上海市格致中学（奉贤校区）,民办立达中学,715.50
黄浦区,上海市向明中学（浦江校区）,民办立达中学,709.00
黄浦区,上海市卢湾高级中学,民办立达中学,656.00
黄浦区,上海外国语大学附属大境中学,尚文中学,697.00
黄浦区,上海外国语大学附属大境中学,交通大学附属黄浦实验中学,682.00
黄浦区,上海交通大学附属中学,交通大学附属黄浦实验中学,752.00
黄浦区,上海外国语大学附属大境中学,清华中学,678.50
黄浦区,上海外国语大学附属大境中学,民办明珠中学,688.50
黄浦区,上海外国语大学附属大境中学,民办立达中学,666.00
黄浦区,华东师范大学第二附属中学,震旦外国语中学,747.50
黄浦区,复旦大学附属中学,南中学,756.50
黄浦区,上海市向明中学（浦江校区）,震旦外国语中学,703.00
黄浦区,上海市卢湾高级中学,震旦外国语中学,691.50
黄浦区,上海市格致中学（奉贤校区）,第十中学,729.00
黄浦区,上海市向明中学（浦江校区）,第十中学,703.50
黄浦区,上海市卢湾高级中学,第十中学,677.50
黄浦区,上海市格致中学（奉贤校区）,理工大学附属储能中学,705.50
黄浦区,上海市向明中学（浦江校区）,理工大学附属储能中学,697.00
黄浦区,上海市卢湾高级中学,理工大学附属储能中学,665.50
黄浦区,上海市格致中学（奉贤校区）,金陵中学,735.50
黄浦区,上海市向明中学（浦江校区）,金陵中学,704.00
黄浦区,上海市卢湾高级中学,金陵中学,686.00
黄浦区,上海市格致中学（奉贤校区）,南中学,692.00
黄浦区,上海市向明中学（浦江校区）,南中学,666.00
黄浦区,上海市卢湾高级中学,南中学,668.00
黄浦区,上海市格致中学（奉贤校区）,音乐学附属黄浦比乐中学,699.50
黄浦区,上海市向明中学（浦江校区）,音乐学附属黄浦比乐中学,704.50
黄浦区,上海外国语大学附属大境中学,震旦外国语中学,688.50
黄浦区,上海外国语大学附属大境中学,第十中学,682.00
黄浦区,上海外国语大学附属大境中学,理工大学附属储能中学,679.50
黄浦区,上海交通大学附属中学,理工大学附属储能中学,745.00
黄浦区,上海外国语大学附属大境中学,金陵中学,676.50
黄浦区,上海外国语大学附属大境中学,南中学,684.00
黄浦区,上海外国语大学附属大境中学,音乐学附属黄浦比乐中学,677.50
徐汇区,上海市上海中学,第二初级中学,752.00
徐汇区,上海市上海中学,田林第三中学,754.00
徐汇区,上海市位育中学,位初级中学,739.50
徐汇区,上海市位育中学,第二初级中学,728.50
徐汇区,上海市位育中学,南洋模范初级中学,739.00
徐汇区,上海市位育中学,南洋初级中学,730.50
徐汇区,上海市位育中学,田林中学,735.50
徐汇区,上海市位育中学,田林第二中学,722.00
徐汇区,上海市位育中学,田林第三中学,730.00
徐汇区,复旦大学附属中学徐汇分校,位初级中学,755.00
徐汇区,复旦大学附属中学徐汇分校,第二初级中学,739.50
徐汇区,复旦大学附属中学徐汇分校,南洋模范初级中学,753.00
徐汇区,复旦大学附属中学徐汇分校,南洋初级中学,753.50
徐汇区,复旦大学附属中学徐汇分校,田林中学,754.00
徐汇区,复旦大学附属中学,田林中学,755.00
徐汇区,复旦大学附属中学徐汇分校,田林第二中学,757.50
徐汇区,华东师范大学第二附属中学,田林第二中学,670.00
徐汇区,复旦大学附属中学徐汇分校,田林第三中学,749.00
黄浦区,上海市格致中学（奉贤校区）,黄浦区学附属中山学校,707.50
黄浦区,上海市向明中学（浦江校区）,黄浦区学附属中山学校,702.50
黄浦区,上海市卢湾高级中学,黄浦区学附属中山学校,686.00
黄浦区,上海市格致中学（奉贤校区）,民办永昌学校,714.00
黄浦区,上海市向明中学（浦江校区）,民办永昌学校,689.00
黄浦区,上海市卢湾高级中学,民办永昌学校,659.00
徐汇区,上海市第二中学,位初级中学,726.50
徐汇区,上海市南洋模范中学,位初级中学,745.00
徐汇区,上海市第二中学,第二初级中学,723.50
徐汇区,上海市南洋模范中学,第二初级中学,737.50
徐汇区,上海市第二中学,南洋模范初级中学,728.50
徐汇区,上海市南洋模范中学,南洋模范初级中学,748.50
徐汇区,上海市第二中学,南洋初级中学,721.00
徐汇区,上海市南洋模范中学,南洋初级中学,746.50
徐汇区,上海市第二中学,田林中学,727.00
黄浦区,上海外国语大学附属大境中学,黄浦区学附属中山学校,682.00
黄浦区,上海外国语大学附属大境中学,民办永昌学校,672.00
徐汇区,上海师范大学附属中学,南洋模范初级中学,736.00
徐汇区,华东师范大学第二附属中学,田林第三中学,756.50
徐汇区,上海市上海中学,龙苑中学,758.00
徐汇区,上海市上海中学,徐汇区学附属实验中学,755.50
徐汇区,复旦大学附属中学徐汇分校,龙苑中学,747.00
徐汇区,上海市上海中学,园南中学,758.50
徐汇区,上海市上海中学,汾阳中学,737.00
徐汇区,上海市上海中学,紫阳中学,760.00
徐汇区,复旦大学附属中学徐汇分校,徐汇区学附属实验中学,756.00
徐汇区,上海市上海中学,康健外国语实验中学,757.50
徐汇区,上海市上海中学,世外中学,759.50
徐汇区,上海市位育中学,龙苑中学,734.50
徐汇区,复旦大学附属中学徐汇分校,徐汇区学附属实验中学南部分校,760.50
徐汇区,上海市位育中学,徐汇区学附属实验中学,735.00
徐汇区,华东师范大学第二附属中学,徐汇区学附属实验中学南部分校,751.00
徐汇区,上海市位育中学,徐汇区学附属实验中学南部分校,728.50
徐汇区,上海市位育中学,园南中学,739.00
徐汇区,复旦大学附属中学徐汇分校,园南中学,756.00
徐汇区,上海市位育中学,汾阳中学,727.00
徐汇区,上海市位育中学,梅园中学,733.00
徐汇区,上海市位育中学,紫阳中学,723.50
徐汇区,上海市位育中学,康健外国语实验中学,733.50
徐汇区,复旦大学附属中学徐汇分校,汾阳中学,722.50
徐汇区,上海市位育中学,世外中学,729.00
徐汇区,复旦大学附属中学徐汇分校,梅园中学,750.50
徐汇区,复旦大学附属中学徐汇分校,紫阳中学,757.50
徐汇区,华东师范大学第二附属中学,紫阳中学,750.50
徐汇区,复旦大学附属中学徐汇分校,康健外国语实验中学,749.00
徐汇区,复旦大学附属中学徐汇分校,世外中学,756.00
徐汇区,上海市第二中学,龙苑中学,674.00
徐汇区,上海市南洋模范中学,龙苑中学,737.00
徐汇区,上海市第二中学,徐汇区学附属实验中学,724.00
徐汇区,上海市南洋模范中学,徐汇区学附属实验中学,742.00
徐汇区,上海市第二中学,徐汇区学附属实验中学南部分校,713.00
徐汇区,上海市南洋模范中学,徐汇区学附属实验中学南部分校,729.50
徐汇区,上海市第二中学,园南中学,719.50
徐汇区,上海市南洋模范中学,园南中学,746.50
徐汇区,上海市第二中学,汾阳中学,718.50
徐汇区,上海师范大学附属中学,园南中学,726.50
徐汇区,上海师范大学附属中学,康健外国语实验中学,727.00
徐汇区,复旦大学附属中学,世外中学,759.50
徐汇区,上海市上海中学,民办华中学,757.50
徐汇区,上海市上海中学,徐汇中学,750.50
徐汇区,复旦大学附属中学徐汇分校,民办华中学,755.50
徐汇区,上海市上海中学,第四中学,754.50
徐汇区,上海市上海中学,零陵中学,728.50
徐汇区,上海市上海中学,西南位中学,754.00
徐汇区,复旦大学附属中学徐汇分校,中国中学,751.00
徐汇区,上海市位育中学,民办华中学,730.50
徐汇区,上海市位育中学,中国中学,737.50
徐汇区,上海市位育中学,第五十四中学,718.50
徐汇区,上海市位育中学,徐汇中学,733.50
徐汇区,复旦大学附属中学徐汇分校,第五十四中学,751.50
徐汇区,上海市位育中学,徐汇南校,733.00
徐汇区,上海市位育中学,第四中学,731.50
徐汇区,上海市位育中学,零陵中学,727.50
徐汇区,上海市位育中学,华东理工大学附属中学,735.00
徐汇区,复旦大学附属中学徐汇分校,徐汇中学,751.50
徐汇区,上海市位育中学,西南位中学,726.00
徐汇区,复旦大学附属中学徐汇分校,徐汇南校,752.00
徐汇区,复旦大学附属中学徐汇分校,第四中学,756.50
徐汇区,复旦大学附属中学,第四中学,756.00
徐汇区,复旦大学附属中学徐汇分校,零陵中学,731.00
徐汇区,复旦大学附属中学徐汇分校,华东理工大学附属中学,758.00
徐汇区,复旦大学附属中学徐汇分校,西南位中学,749.00
徐汇区,上海市第二中学,民办华中学,713.00
徐汇区,上海市南洋模范中学,民办华中学,744.00
徐汇区,上海市第二中学,中国中学,722.00
徐汇区,上海市南洋模范中学,中国中学,742.00
徐汇区,上海市第二中学,第五十四中学,718.50
徐汇区,上海市南洋模范中学,第五十四中学,727.00
徐汇区,上海市第二中学,徐汇中学,725.00
徐汇区,上海市南洋模范中学,徐汇中学,742.00
徐汇区,上海市第二中学,徐汇南校,716.50
徐汇区,上海师范大学附属中学,中国中学,727.00
徐汇区,上海交通大学附属中学,第五十四中学,726.00
徐汇区,上海交通大学附属中学,徐汇中学,735.50
徐汇区,上海交通大学附属中学,徐汇南校,759.50
徐汇区,上海师范大学附属中学,第四中学,725.50
徐汇区,上海师范大学附属中学,西南位中学,705.50
徐汇区,上海市上海中学,西南模范中学,759.50
徐汇区,复旦大学附属中学徐汇分校,西南模范中学,753.50
徐汇区,上海市上海中学,民办位中学,759.50
徐汇区,复旦大学附属中学,西南模范中学,759.00
徐汇区,上海市上海中学,位实验学校,753.50
徐汇区,上海市上海中学,师范大学第三附属实验学校,757.50
徐汇区,复旦大学附属中学徐汇分校,民办位中学,757.50
长宁区,上海市上海中学,延安实验初级中学,745.00
长宁区,上海市上海中学,复旦初级中学,747.00
徐汇区,上海市位育中学,西南模范中学,737.50
徐汇区,复旦大学附属中学徐汇分校,民办南模中学,757.50
徐汇区,上海市位育中学,民办位中学,732.50
徐汇区,上海市位育中学,民办南模中学,736.50
徐汇区,上海市位育中学,位实验学校,734.00
徐汇区,上海市位育中学,徐汇区汇实验学校,735.00
徐汇区,复旦大学附属中学徐汇分校,位实验学校,751.50
徐汇区,上海市位育中学,师范大学第三附属实验学校,734.00
徐汇区,复旦大学附属中学徐汇分校,徐汇区汇实验学校,741.00
徐汇区,复旦大学附属中学徐汇分校,师范大学第三附属实验学校,750.00
徐汇区,上海市南洋模范中学,西南模范中学,745.00
徐汇区,上海市第二中学,民办位中学,723.50
徐汇区,上海市南洋模范中学,民办位中学,747.50
徐汇区,上海市第二中学,民办南模中学,727.00
徐汇区,上海市南洋模范中学,民办南模中学,752.00
徐汇区,上海市第二中学,位实验学校,719.50
徐汇区,上海市南洋模范中学,位实验学校,745.50
徐汇区,上海市第二中学,徐汇区汇实验学校,698.50
徐汇区,上海市南洋模范中学,徐汇区汇实验学校,731.50
徐汇区,上海市第二中学,师范大学第三附属实验学校,725.50
徐汇区,上海市南洋模范中学,师范大学第三附属实验学校,740.50
长宁区,上海市第三女子中学,第三女子初级中学,702.50
长宁区,上海市第三女子中学,天山第二中学,693.00
长宁区,上海市第三女子中学,姚连生中学,692.50
长宁区,上海市第三女子中学,天山初级中学,695.00
长宁区,上海市第三女子中学,虹桥中学,666.50
长宁区,上海市第三女子中学,延安实验初级中学,695.00
徐汇区,上海交通大学附属中学,民办南模中学,756.50
徐汇区,上海交通大学附属中学,徐汇区汇实验学校,754.00
长宁区,复旦大学附属中学,复旦初级中学,754.50
静安区,上海市市北中学,西初级中学,718.00
静安区,上海市市北中学,才初级中学,727.00
静安区,上海市市北中学,静安区协和双语培明学校,712.50
静安区,上海市市西中学,西初级中学,737.50
静安区,上海市市西中学,才初级中学,736.50
静安区,上海市市西中学,静安区协和双语培明学校,738.50
静安区,上海市育才中学,西初级中学,717.50
静安区,上海市育才中学,才初级中学,715.00
静安区,上海市育才中学,静安区协和双语培明学校,692.00
长宁区,复旦大学附属中学,民办新世纪中学,746.00
长宁区,华东师范大学第二附属中学,西郊学校,733.00
长宁区,华东师范大学第二附属中学,华东政法大学附属中学,751.50
长宁区,上海市第三女子中学,泸定中学,694.50
长宁区,上海市第三女子中学,娄山中学,701.00
长宁区,上海市第三女子中学,西延安中学,693.50
长宁区,上海市第三女子中学,新泾中学,694.50
长宁区,上海市第三女子中学,民办新世纪中学,689.50
长宁区,上海市第三女子中学,延安初级中学,695.00
长宁区,上海市第三女子中学,建青实验学校,681.00
长宁区,上海市第三女子中学,华东政法大学附属中学,697.50
长宁区,上海市第三女子中学,仙霞高级中学,702.50
长宁区,上海市第三女子中学,开元学校,682.50
静安区,上海市新中高级中学,西初级中学,705.50
静安区,上海市第六十中学,西初级中学,659.50
静安区,上海市华东模范中学,西初级中学,667.00
静安区,上海市新中高级中学,才初级中学,705.50
静安区,上海市第六十中学,才初级中学,670.00
静安区,上海市华东模范中学,才初级中学,664.00
静安区,上海市新中高级中学,静安区协和双语培明学校,699.50
长宁区,上海师范大学附属中学,泸定中学,724.50
长宁区,上海交通大学附属中学,娄山中学,753.50
长宁区,上海交通大学附属中学,延安初级中学,758.00
静安区,上海市市北中学,时代中学,712.00
静安区,华东师范大学第二附属中学,静安区协和双语培明学校,752.00
静安区,上海市市北中学,五四中学,699.50
静安区,上海市市北中学,民办外静安外国语中学,723.00
静安区,上海市市北中学,静安区北初级中学北校,718.50
静安区,复旦大学附属中学,时代中学,751.00
静安区,上海市市北中学,新中初级中学,722.00
静安区,上海市市北中学,静安区实验中学,716.50
静安区,上海市市北中学,朝阳中学,688.00
静安区,上海市市北中学,北初级中学,724.50
静安区,上海市市西中学,时代中学,739.50
静安区,上海市市西中学,五四中学,731.00
静安区,上海市市西中学,民办外静安外国语中学,729.50
静安区,上海市市西中学,静安区北初级中学北校,725.00
静安区,上海市市西中学,新中初级中学,731.50
静安区,上海市市西中学,静安区实验中学,724.00
静安区,上海市市西中学,北初级中学,731.00
静安区,上海市育才中学,时代中学,719.00
静安区,上海市育才中学,五四中学,703.50
静安区,上海市育才中学,民办外静安外国语中学,716.50
静安区,上海市育才中学,静安区北初级中学北校,710.50
静安区,上海市育才中学,新中初级中学,706.50
静安区,上海市育才中学,静安区实验中学,701.50
静安区,上海市育才中学,朝阳中学,724.50
静安区,上海市育才中学,北初级中学,710.00
静安区,复旦大学附属中学,静安区实验中学,668.50
静安区,华东师范大学第二附属中学,北初级中学,750.00
静安区,上海市华东模范中学,静安区协和双语培明学校,676.50
静安区,上海市新中高级中学,时代中学,704.50
静安区,上海市第六十中学,时代中学,665.00
静安区,上海市华东模范中学,时代中学,693.50
静安区,上海市新中高级中学,五四中学,707.50
静安区,上海市第六十中学,五四中学,670.00
静安区,上海市华东模范中学,五四中学,659.50
静安区,上海交通大学附属中学,朝阳中学,742.50
静安区,上海市市北中学,风华初级中学,725.00
静安区,上海市市北中学,彭浦初级中学,724.00
静安区,上海市市北中学,外国语大学苏河湾实验中学,714.00
静安区,上海市市北中学,青云中学,721.50
静安区,上海市市北中学,岭南中学,714.50
静安区,上海市市北中学,保德中学,714.50
静安区,上海市市北中学,彭浦第三中学,725.00
静安区,上海市市北中学,彭浦第四中学,706.50
静安区,华东师范大学第二附属中学,彭浦初级中学,746.50
静安区,上海市市北中学,回民中学,709.50
静安区,上海市市西中学,彭浦初级中学,737.00
静安区,上海市市西中学,外国语大学苏河湾实验中学,726.00
静安区,华东师范大学第二附属中学,外国语大学苏河湾实验中学,750.50
静安区,上海市市西中学,青云中学,730.00
静安区,上海市市西中学,岭南中学,735.00
静安区,上海市市西中学,保德中学,714.50
静安区,上海市市西中学,彭浦第三中学,736.00
静安区,上海市市西中学,彭浦第四中学,723.00
静安区,上海市市西中学,回民中学,717.00
静安区,上海市育才中学,彭浦初级中学,716.00
静安区,上海市育才中学,外国语大学苏河湾实验中学,698.00
静安区,上海市育才中学,青云中学,708.50
静安区,上海市育才中学,岭南中学,698.00
静安区,上海市育才中学,保德中学,692.00
静安区,上海市育才中学,彭浦第三中学,715.50
静安区,上海市华东模范中学,北初级中学,661.00
静安区,上海市新中高级中学,风华初级中学,712.50
静安区,上海市第六十中学,风华初级中学,672.00
静安区,上海市华东模范中学,风华初级中学,663.50
静安区,上海市新中高级中学,彭浦初级中学,710.50
静安区,上海市第六十中学,彭浦初级中学,655.50
静安区,上海市华东模范中学,彭浦初级中学,660.50
静安区,上海交通大学附属中学,青云中学,752.50
静安区,上海市市北中学,民立中学,711.00
静安区,上海市市北中学,第一中学,702.50
静安区,上海市市北中学,久隆模范中学,715.50
静安区,上海市市北中学,闸北第八中学,719.50
静安区,上海市市北中学,华东模范中学,697.50
静安区,上海市市北中学,同济大学附属七一中学,725.00
静安区,复旦大学附属中学,第一中学,757.50
静安区,上海市市北中学,向东中学,705.00
静安区,上海市市北中学,田家炳中学,724.00
静安区,上海市市北中学,民办扬波中学,723.50
静安区,上海市市西中学,第一中学,733.50
静安区,上海市市西中学,久隆模范中学,723.50
静安区,上海市市西中学,闸北第八中学,725.00
静安区,上海市市西中学,华东模范中学,716.50
静安区,上海市市西中学,同济大学附属七一中学,741.50
静安区,上海市市西中学,向东中学,720.50
静安区,上海市市西中学,田家炳中学,734.50
静安区,上海市市西中学,民办扬波中学,731.50
静安区,上海市上海中学,民办扬波中学,745.00
静安区,上海市育才中学,第一中学,707.50
静安区,上海市育才中学,久隆模范中学,706.50
静安区,上海市育才中学,闸北第八中学,702.50
静安区,上海市育才中学,华东模范中学,696.50
静安区,上海市育才中学,同济大学附属七一中学,714.50
静安区,上海市育才中学,向东中学,699.00
静安区,上海市育才中学,田家炳中学,722.00
静安区,上海市育才中学,民办扬波中学,705.00
静安区,复旦大学附属中学,向东中学,713.00
静安区,上海市新中高级中学,外国语大学苏河湾实验中学,695.50
静安区,上海市第六十中学,外国语大学苏河湾实验中学,673.50
静安区,上海市华东模范中学,外国语大学苏河湾实验中学,661.50
静安区,上海市新中高级中学,青云中学,711.50
静安区,上海市第六十中学,第一中学,667.00
静安区,上海交通大学附属中学,华东模范中学,730.00
静安区,上海交通大学附属中学,同济大学附属七一中学,745.50
静安区,上海市市北中学,民办新和中学,712.50
静安区,上海市市北中学,民办风范中学,729.00
静安区,上海市市北中学,爱国学校,712.00
静安区,上海市市北中学,静安区学附属学校,726.00
静安区,上海市市北中学,华灵学校,712.00
静安区,复旦大学附属中学,民办新和中学,723.00
静安区,上海市市北中学,三泉学校,687.00
静安区,上海市市北中学,戏剧学附属静安学校,700.00
静安区,上海市市北中学,静安区大宁国际学校,717.50
静安区,上海市市西中学,民办新和中学,714.50
静安区,上海市市西中学,民办风范中学,730.50
静安区,上海市市西中学,爱国学校,722.50
静安区,上海市市西中学,静安区学附属学校,733.00
静安区,上海市市西中学,华灵学校,725.50
静安区,上海市市西中学,三泉学校,686.50
静安区,上海市市西中学,戏剧学附属静安学校,742.50
静安区,复旦大学附属中学,静安区学附属学校,748.50
静安区,上海市市西中学,静安区大宁国际学校,731.50
静安区,上海市育才中学,民办新和中学,701.50
静安区,上海市育才中学,民办风范中学,718.50
静安区,上海市育才中学,爱国学校,690.50
静安区,上海市育才中学,静安区学附属学校,719.00
静安区,上海市育才中学,华灵学校,707.00
静安区,上海市育才中学,三泉学校,698.00
静安区,上海市育才中学,戏剧学附属静安学校,694.00
静安区,上海市育才中学,静安区大宁国际学校,710.50
静安区,上海市第六十中学,青云中学,683.50
静安区,上海市华东模范中学,青云中学,668.50
静安区,上海市新中高级中学,岭南中学,706.50
静安区,上海市第六十中学,岭南中学,668.50
静安区,上海交通大学附属中学,民办风范中学,731.00
静安区,上海交通大学附属中学,华灵学校,703.00
静安区,上海交通大学附属中学,静安区大宁国际学校,750.00
普陀区,华东师范大学第二附属中学（普陀校区）,洵阳中学,750.00
普陀区,上海市上海中学,真北中学,762.50
普陀区,上海市上海中学,兰田中学,748.50
普陀区,华东师范大学第二附属中学（普陀校区）,北中学,753.00
普陀区,华东师范大学第二附属中学（普陀校区）,延河中学,739.00
普陀区,华东师范大学第二附属中学（普陀校区）,曹杨第二中学附属实验中学,752.50
普陀区,华东师范大学第二附属中学（普陀校区）,华东师范大学第四附属中学,757.00
普陀区,华东师范大学第二附属中学（普陀校区）,怒江中学,749.50
普陀区,华东师范大学第二附属中学（普陀校区）,师范大学附属第二实验学校,748.50
普陀区,华东师范大学第二附属中学（普陀校区）,真北中学,757.00
普陀区,华东师范大学第二附属中学（普陀校区）,普陀区学附属中学,748.00
普陀区,华东师范大学第二附属中学（普陀校区）,梅陇中学,757.00
普陀区,华东师范大学第二附属中学,梅陇中学,762.50
普陀区,华东师范大学第二附属中学（普陀校区）,兰田中学,744.00
普陀区,华东师范大学第二附属中学（普陀校区）,普陀区梅陇实验中学,756.50
普陀区,复旦大学附属中学,普陀区梅陇实验中学,761.50
普陀区,华东师范大学第二附属中学（普陀校区）,曹杨中学,751.00
静安区,上海市新中高级中学,保德中学,697.00
静安区,上海市第六十中学,保德中学,671.50
静安区,上海市华东模范中学,保德中学,661.00
静安区,上海市新中高级中学,彭浦第三中学,709.00
静安区,上海市第六十中学,彭浦第三中学,675.50
静安区,上海市华东模范中学,彭浦第三中学,663.00
静安区,上海市新中高级中学,彭浦第四中学,694.50
静安区,上海市第六十中学,彭浦第四中学,685.50
静安区,上海市华东模范中学,彭浦第四中学,683.00
静安区,上海市新中高级中学,回民中学,701.00
静安区,上海市新中高级中学,民立中学,694.50
静安区,上海市华东模范中学,民立中学,665.50
普陀区,上海交通大学附属中学,北中学,753.50
普陀区,华东师范大学第二附属中学（普陀校区）,同济大学第二附属中学,749.50
普陀区,复旦大学附属中学,同济大学第二附属中学,759.00
普陀区,华东师范大学第二附属中学（普陀校区）,甘泉外国语中学,705.00
普陀区,华东师范大学第二附属中学（普陀校区）,新杨中学,744.50
普陀区,华东师范大学第二附属中学（普陀校区）,长征中学,752.00
普陀区,华东师范大学第二附属中学（普陀校区）,桃浦中学,749.00
普陀区,华东师范大学第二附属中学（普陀校区）,晋元高级中学附属学校南校,734.00
普陀区,华东师范大学第二附属中学,晋元高级中学附属学校南校,745.50
普陀区,华东师范大学第二附属中学（普陀校区）,音乐学附属安师实验中学,720.00
普陀区,华东师范大学第二附属中学（普陀校区）,华东师范大学附属进华中学,756.00
普陀区,华东师范大学第二附属中学（普陀校区）,安生学校,736.50
普陀区,华东师范大学第二附属中学（普陀校区）,培佳双语学校,753.50
普陀区,复旦大学附属中学,培佳双语学校,759.00
普陀区,华东师范大学第二附属中学（普陀校区）,铜川学校,740.50
静安区,上海市新中高级中学,第一中学,701.50
普陀区,华东师范大学第二附属中学（普陀校区）,沙田学校,759.00
静安区,上海市华东模范中学,第一中学,670.50
静安区,上海市新中高级中学,久隆模范中学,701.50
静安区,上海市第六十中学,久隆模范中学,665.50
静安区,上海市华东模范中学,久隆模范中学,658.00
静安区,上海市新中高级中学,闸北第八中学,700.50
静安区,上海市第六十中学,闸北第八中学,677.50
静安区,上海市华东模范中学,闸北第八中学,668.50
静安区,上海市新中高级中学,华东模范中学,691.50
静安区,上海市第六十中学,华东模范中学,666.00
普陀区,上海交通大学附属中学,新杨中学,752.50
普陀区,上海交通大学附属中学,长征中学,748.50
普陀区,上海交通大学附属中学,音乐学附属安师实验中学,740.00
普陀区,上海交通大学附属中学,华东师范大学附属进华中学,761.00
普陀区,上海市上海中学,民办新黄浦实验学校,755.50
普陀区,华东师范大学第二附属中学（普陀校区）,华东师范大学附属外国语实验学校,761.50
普陀区,华东师范大学第二附属中学（普陀校区）,子长学校,737.50
普陀区,华东师范大学第二附属中学（普陀校区）,洛川学校,745.00
普陀区,华东师范大学第二附属中学（普陀校区）,宜川中学附属学校,755.50
普陀区,华东师范大学第二附属中学（普陀校区）,曹杨中学附属学校,752.50
普陀区,华东师范大学第二附属中学（普陀校区）,普陀区学附属学校,719.50
普陀区,华东师范大学第二附属中学（普陀校区）,晋元高级中学附属学校,753.00
普陀区,复旦大学附属中学,晋元高级中学附属学校,761.00
普陀区,华东师范大学第二附属中学（普陀校区）,曹杨第二中学附属学校,752.50
普陀区,华东师范大学第二附属中学（普陀校区）,民办新黄浦实验学校,755.00
普陀区,华东师范大学第二附属中学（普陀校区）,江宁学校,752.00
普陀区,华东师范大学第二附属中学（普陀校区）,中远实验学校,749.50
普陀区,华东师范大学第二附属中学（普陀校区）,金鼎学校,722.50
静安区,上海市华东模范中学,华东模范中学,685.50
静安区,上海市新中高级中学,同济大学附属七一中学,708.50
静安区,上海市第六十中学,同济大学附属七一中学,667.00
静安区,上海市华东模范中学,同济大学附属七一中学,671.00
静安区,上海市新中高级中学,向东中学,692.00
静安区,上海市第六十中学,向东中学,681.00
静安区,上海市华东模范中学,向东中学,677.50
静安区,上海市新中高级中学,田家炳中学,714.50
静安区,上海市第六十中学,田家炳中学,675.50
静安区,上海市华东模范中学,田家炳中学,666.00
静安区,上海市新中高级中学,民办扬波中学,705.00
静安区,上海市第六十中学,民办扬波中学,686.00
普陀区,上海交通大学附属中学,子长学校,749.50
普陀区,上海师范大学附属中学,中远实验学校,709.50
