id,name,short_name,district,tier,district_rank,estimated_student_count
534,上海市万祥学校,上海市万祥学,浦东新区,,,660
221,上海市铁岭中学,上海市铁岭中,杨浦区,三梯队,11,389
50,大同初级中学,大同初级中学,黄浦区,一梯队,2,350
701,上海市崇明区长兴中学,上海市崇明区,崇明区,,,103
482,上海市南汇第五中学,上海市南汇第,浦东新区,,,189
588,上海市松江区立达中学,上海市松江区,松江区,,,107
318,上海闵行区诺达双语学校,上海闵行区诺,闵行区,,,64
574,华东师范大学附属枫泾中学,华东师范大学,金山区,,,258
696,上海市崇明区崇东中学,上海市崇明区,崇明区,,,52
556,上海浦东民办未来科技学校,上海浦东民办,浦东新区,,,94
281,上海中医药大学附属闵行晶城中学,上海中医药大,闵行区,,,257
494,上海市历城中学,上海市历城中,浦东新区,,,94
683,上海市奉贤区平安学校,上海市奉贤区,奉贤区,,,84
250,上海市昆明学校,上海市昆明学,杨浦区,,,171
223,上海市十五中学,上海市十五中,杨浦区,,,133
148,上海市民办扬波中学,上海市民办扬,静安区,一梯队,3,217
708,上海民办民一中学,上海民办民一,崇明区,一梯队,1,193
83,上海市汾阳中学,上海市汾阳中,徐汇区,三梯队,21,148
666,上海市奉贤区待问中学,上海市奉贤区,奉贤区,,,237
226,上海市辽阳中学,上海市辽阳中,杨浦区,,,412
548,上海浦东新区民办沪港学校,上海浦东新区,浦东新区,,,189
269,上海市闵行第四中学,上海市闵行第,闵行区,,,300
98,上海市西南模范中学,上海市西南模,徐汇区,一梯队,3,725
478,上海市浦东模范中学东校,上海市浦东模,浦东新区,三梯队,21,189
673,上海市奉贤区胡桥学校,上海市奉贤区,奉贤区,,,67
448,上海师范大学附属高桥实验中学,上海师范大学,浦东新区,,,377
273,上海市闵行区龙茗中学,上海市闵行区,闵行区,,,218
527,上海浦东新区民办协和双语学校,上海浦东新区,浦东新区,,,94
426,上海市上南中学北校,上海市上南中,浦东新区,,,189
373,上海民办华曜宝山实验学校,上海民办华曜,宝山区,一梯队,4,222
615,华东政法大学附属松江实验学校,华东政法大学,松江区,,,357
10,上海市嘉定区丰庄中学,,嘉定区,,,217
585,上海市松江区九亭中学,上海市松江区,松江区,三梯队,11,1889
664,上海外国语大学附属奉贤实验中学,上海外国语大,奉贤区,一梯队,1,184
440,上海市孙桥中学,上海市孙桥中,浦东新区,,,171
54,敬业初级中学,敬业初级中学,黄浦区,三梯队,12,162
111,上海市娄山中学,上海市娄山中,长宁区,一梯队,3,411
89,上海市中国中学,上海市中国中,徐汇区,二梯队,13,550
142,上海市久隆模范中学,上海市久隆模,静安区,,,174
654,上海市奉贤中学附属南桥中学,上海市奉贤中,奉贤区,,,342
131,上海市风华初级中学,上海市风华初,静安区,二梯队,6,761
449,上海市凌桥中学,上海市凌桥中,浦东新区,,,189
572,上海市同凯中学,上海市同凯中,金山区,,,245
499,上海市育民中学,上海市育民中,浦东新区,,,257
88,上海市民办华育中学,上海市民办华,徐汇区,一梯队,1,550
525,上海市实验学校东校,上海市实验学,浦东新区,一梯队,1,283
68,中山学校,中山学校,黄浦区,,,150
420,上海嘉定区民办华盛怀少学校,上海嘉定区民,嘉定区,二梯队,4,267
240,上海市控江初级中学,上海市控江初,杨浦区,,,303
350,上海市盛桥中学,上海市盛桥中,宝山区,,,153
248,上海音乐学院实验学校,上海音乐学院,杨浦区,二梯队,7,332
57,尚文中学,尚文中学,黄浦区,三梯队,10,117
94,上海市零陵中学,上海市零陵中,徐汇区,三梯队,20,215
446,上海市杨园中学,上海市杨园中,浦东新区,,,283
123,上海市时代中学,上海市时代中,静安区,,,87
149,上海市民办新和中学,上海市民办新,静安区,二梯队,9,184
629,上海市青浦区华新中学,上海市青浦区,青浦区,,,378
600,上海市松江区五厍学校,上海市松江区,松江区,,,71
182,上海市子长学校,上海市子长学,普陀区,,,46
425,上海市上南中学东校,上海市上南中,浦东新区,,,189
542,上海中医药大学附属浦东鹤沙学校（原上海市下沙学校）,上海中医药大,浦东新区,,,283
454,上海市致远中学,上海市致远中,浦东新区,三梯队,17,189
361,上海大学附属学校,上海大学附属,宝山区,,,222
692,上海市崇明区三星中学,上海市崇明区,崇明区,三梯队,7,13
97,上海市西南位育中学,上海市西南位,徐汇区,一梯队,4,738
422,上海市进才中学北校,上海市进才中,浦东新区,,,1113
472,上海市傅雷中学,上海市傅雷中,浦东新区,,,283
463,上海市杨思中学,上海市杨思中,浦东新区,,,189
597,上海市松江区民乐学校,上海市松江区,松江区,一梯队,3,321
595,上海市松江区古松学校,上海市松江区,松江区,,,71
356,上海市吴淞实验学校,上海市吴淞实,宝山区,,,222
575,上海市金卫中学,上海市金卫中,金山区,,,184
561,上海市漕泾中学,上海市漕泾中,金山区,,,49
573,上海市金山实验中学,上海市金山实,金山区,,,245
544,上海市民办尚德实验学校,上海市民办尚,浦东新区,二梯队,15,189
684,上海市奉贤区邵厂学校,上海市奉贤区,奉贤区,,,51
338,上海市罗南中学,上海市罗南中,宝山区,,,305
631,上海市青浦区珠溪中学,上海市青浦区,青浦区,,,249
82,上海市园南中学,上海市园南中,徐汇区,二梯队,10,389
584,上海市松江四中初级中学,上海市松江四,松江区,三梯队,10,683
611,上海外国语大学松江外国语学校,上海外国语大,松江区,,,535
256,复旦大学第二附属学校,复旦大学第二,杨浦区,,,275
370,上海市宝山区行知外国语学校,上海市宝山区,宝山区,,,148
104,上海市天山第二中学,上海市天山第,长宁区,,,82
169,同济大学第二附属中学,同济大学第二,普陀区,,,335
705,上海市崇明区大新中学,上海市崇明区,崇明区,,,52
697,上海市崇明区裕安中学,上海市崇明区,崇明区,二梯队,5,232
461,上海市新云台中学,上海市新云台,浦东新区,,,94
340,上海市宝山区高境镇第三中学,上海市宝山区,宝山区,,,74
245,上海市长阳实验学校,上海市长阳实,杨浦区,,,133
307,上海世外教育附属浦江外国语学校,上海世外教育,闵行区,,,103
119,上海市仙霞高级中学,上海市仙霞高,长宁区,三梯队,8,210
559,上海市松隐中学,上海市松隐中,金山区,,,25
626,上海市青浦区凤溪中学,上海市青浦区,青浦区,,,179
28,上海外国语大学嘉定外国语学校,,嘉定区,,,294
108,上海市延安实验初级中学,上海市延安实,长宁区,,,219
306,上海市闵行区华漕学校,上海市闵行区,闵行区,,,141
685,上海市奉贤区弘文学校,上海市奉贤区,奉贤区,二梯队,5,185
465,上海市建平香梅中学,上海市建平香,浦东新区,,,343
367,上海市宝山区庙行实验学校,上海市宝山区,宝山区,,,222
302,上海市莘城学校,上海市莘城学,闵行区,三梯队,10,373
196,上海市万里城实验学校,上海市万里城,普陀区,,,184
633,上海市青浦区颜安中学,上海市青浦区,青浦区,,,169
158,上海市北海中学,上海市北海中,普陀区,,,191
87,上海市世外中学,上海市世外中,徐汇区,一梯队,2,577
92,徐汇南校,徐汇南校,徐汇区,,,416
612,上海市松江区新浜学校,上海市松江区,松江区,,,71
602,上海市松江区仓桥学校,上海市松江区,松江区,,,178
616,上海市松江区新闵学校,上海市松江区,松江区,,,250
27,上海市嘉定区娄塘学校,,嘉定区,,,40
677,上海市奉贤区邬桥学校,上海市奉贤区,奉贤区,,,67
353,上海市民办锦秋学校,上海市民办锦,宝山区,,,74
355,上海市宝钢新世纪学校,上海市宝钢新,宝山区,,,296
569,上海市朱行中学,上海市朱行中,金山区,,,86
553,上海浦东新区民办惠立学校,上海浦东新区,浦东新区,,,94
632,上海市青浦区沈巷中学,上海市青浦区,青浦区,,,70
69,民办永昌学校,民办永昌学校,黄浦区,一梯队,4,86
118,华东政法大学附属中学,华东政法大学,长宁区,,,183
709,上海市崇明区横沙中学,上海市崇明区,崇明区,,,64
91,上海市徐汇中学,上海市徐汇中,徐汇区,一梯队,6,644
524,上海市进才实验中学,上海市进才实,浦东新区,二梯队,10,377
628,上海市青浦区豫才中学,上海市青浦区,青浦区,,,338
244,上海民办兰生中学,上海民办兰生,杨浦区,一梯队,1,199
712,上海市实验学校附属东滩学校,上海市实验学,崇明区,,,193
239,上海理工大学附属实验初级中学,上海理工大学,杨浦区,,,133
190,上海市江宁学校,上海市江宁学,普陀区,二梯队,8,207
332,上海市长江第二中学,上海市长江第,宝山区,,,74
58,交附黄浦实验,交附黄浦实验,黄浦区,,,162
100,上海民办南模中学,上海民办南模,徐汇区,,,161
351,上海市同洲模范学校,上海市同洲模,宝山区,,,74
436,上海市罗山中学,上海市罗山中,浦东新区,,,94
252,上海杨浦双语学校,上海杨浦双语,杨浦区,,,228
173,上海市晋元高级中学附属学校南校,上海市晋元高,普陀区,,,64
66,市南中学,市南中学,黄浦区,,,162
672,上海市奉贤区新寺学校,上海市奉贤区,奉贤区,,,51
537,上海市周浦育才学校,上海市周浦育,浦东新区,,,94
690,上海奉贤区世外教育附属临港外国语学校,上海奉贤区世,奉贤区,,,67
627,上海市青浦区重固中学,上海市青浦区,青浦区,,,149
70,康德双语实验学校,康德双语实验,黄浦区,,,26
374,上海大学附属宝山外国语学校,上海大学附属,宝山区,,,74
62,民办震旦外国语,民办震旦外国,黄浦区,,,124
703,上海师范大学附属崇明正大中学,上海师范大学,崇明区,二梯队,6,322
711,上海市崇明区新海学校,上海市崇明区,崇明区,,,26
432,上海交通大学附属浦东实验中学北校,上海交通大学,浦东新区,,,189
297,上海市莘光学校,上海市莘光学,闵行区,,,591
163,上海师范大学附属第二实验学校,上海师范大学,普陀区,,,115
319,上海民办圣华紫竹双语学校,上海民办圣华,闵行区,,,167
687,上海市奉贤区五四学校,上海市奉贤区,奉贤区,,,67
608,上海戏剧学院附属松江实验学校,上海戏剧学院,松江区,,,71
483,上海市浦东新区进才中学南校,上海市浦东新,浦东新区,,,94
179,上海市铜川学校,上海市铜川学,普陀区,,,92
313,上海市民办万源城协和双语学校,上海市民办万,闵行区,,,90
753,上海师范大学附属虹口中学,,虹口区,,,
776,上海市徐汇区教育学院附属实验中学南部分校,,徐汇区,,,
777,上海市宝山区求真中学南校,,宝山区,,,
783,上海市宝山区南大实验学校,,宝山区,,,
784,上海市宝山区顾村科技园学校,,宝山区,,,
785,上海市宝山实验学校高境分校,,宝山区,,,
786,上海市宝山实验学校分校,,宝山区,,,
787,上海市宝山华曜附属罗泾中学,,宝山区,,,
788,上海金瑞学校,,宝山区,,,
789,上海市宝山区淞谊实验学校,,宝山区,,,
790,上海市宝山区吴淞初级中学,,宝山区,,,
791,上海市吴淞中学附属宝山实验学校,,宝山区,,,
792,上海世外教育附属宝山美兰湖实验学校,,宝山区,,,
800,上海交通大学附属闵行马桥实验学校,,闵行区,,,
801,上海市闵行区七宝文来学校,,闵行区,,,
802,上海师范大学附属中学闵行实验学校,,闵行区,,,
803,华东师范大学附属闵行永德学校,,闵行区,,,
804,华东师范大学附属闵行虹桥学校,,闵行区,,,
206,同济大学附属澄衷初级中学,上海市澄衷初,虹口区,,,
720,上海市崇明区凌云中学,,崇明区,,,52
730,上海市崇明区长江学校,,崇明区,,,13
754,上海外国语大学第一实验学校克勒分校,,虹口区,,,
729,上海新纪元双语学校,上海新纪元双,崇明区,,,52
778,上海金山杭州湾双语学校,,金山区,,,
779,上海市民办永昌中学,,金山区,,,
780,上海师范大学附属金山前京中学,,金山区,,,
781,上海市嘉定区嘉一实验初级中学,嘉一实验初中,嘉定区,,,
793,同济大学附属新江湾城实验学校,同济大学附新江湾城实验,杨浦区,,,
805,上海对外经贸大学附属松江实验学校花园分校,,松江区,,,
806,上海市松江区九亭第二中学（含领科校区）,,松江区,,,
807,上海政法学院附属松江外国语学校,,松江区,,,
808,上海市松江二中附属浦南实验学校,,松江区,,,
809,上海市松江一中附属叶榭学校,,松江区,,,
810,上海师范大学松江科创实验学校,,松江区,,,
811,上海市松江区科技学校,,松江区,,,
812,上海市三新学校松江思贤分校,,松江区,,,
813,上海师范大学松江未来实验学校,,松江区,,,
814,上海市松江区洞泾外国语实验学校,,松江区,,,
755,上海市浦东新区建平临港中学,,浦东新区,,,
756,上海市浦东新区建平培德实验中学,,浦东新区,,,
757,上海市浦东新区建平康梧中学,,浦东新区,,,
758,上海师范大学附属浦东临港中学,,浦东新区,,,
759,上海市浦东新区进才森兰实验中学,,浦东新区,,,
760,上海戏剧学院附属浦东实验中学,,浦东新区,,,
761,上海立信会计金融学院附属高行中学,,浦东新区,,,
762,上海市浦东新区进才书院学校,,浦东新区,,,
763,上海市建平实验地杰中学博华路校区,,浦东新区,,,
764,上海市建平实验中学金川校区,,浦东新区,,,
765,上海市市西初级中学,,静安区,,,
767,上海市三门中学（上海财经大学附属初级中学）,,杨浦区,,,
768,上海市宝山中学,,宝山区,,,
769,上海市徐汇区上汇实验学校,,徐汇区,,,
770,上海市松江区第五中学,,松江区,,,
771,上海外国语大学附属外国语学校松江云间中学,,松江区,,,
772,上海市普陀区梅陇实验中学,,普陀区,,,
773,上海市青浦区教育学院附属中学,,青浦区,,,
774,上海师范大学附属第五嘉定实验学校,,嘉定区,,,
775,同济大学附属嘉定实验中学,,嘉定区,,,
766,上海市市东实验学校（上海市市东中学）,,杨浦区,,,
815,上海民办克勒外国语学校,克勒外国语,虹口区,,,
816,同济大学附属澄衷中学,同济澄衷中学,虹口区,,,
817,上海音乐学院虹口区实验中学,音院虹口实验,虹口区,,,
818,上海嘉定区世外学校,嘉定世外,嘉定区,,,
819,上海市民办嘉宜初级中学,民办嘉宜,嘉定区,,,
820,上海理工大学附属奉贤学校,上理附属奉贤,奉贤区,,,
821,上海大学附属奉贤实验学校（原金汇学校）,上大附属奉贤,奉贤区,,,
822,上海大学附属奉贤实验学校,上大附属奉贤实验,奉贤区,,,
823,上海奉贤区世外学校,奉贤世外,奉贤区,,,
824,上海市奉贤区蓝湾五四学校,蓝湾五四学校,奉贤区,,,
825,上海师范大学附属奉贤实验中学,上师大奉贤实验,奉贤区,,,
826,上海市向明初级中学附属崇明区江帆中学,向明附属江帆中学,崇明区,,,
