id,code,full_name,short_name,district,school_type_id,school_nature_id
220,151082,上海民办光华中学,光华中学,浦东新区,GENERAL,PRIVATE
228,154051,上海市老港中学,老港中学,浦东新区,GENERAL,PUBLIC
226,154047,上海市祝桥高级中学,祝桥高中,浦东新区,GENERAL,PUBLIC
231,155002,上海市长岛中学,长岛中学,浦东新区,GENERAL,PUBLIC
285,204005,上海应用技术大学附属奉贤奉城高级中学,奉城高中,奉贤区,DISTRICT_MODEL,PUBLIC
3,102057,复旦大学附属中学,复旦附中,上海市,CITY_MODEL,PUBLIC
37,012010,上海市卢湾高级中学,卢湾高中,黄浦区,CITY_MODEL,PUBLIC
280,185008,上海宋庆龄学校,宋庆龄学校,青浦区,GENERAL,PRIVATE
236,155047,上海浦东新区民办沪港学校,沪港学校,浦东新区,GENERAL,PRIVATE
269,175024,上海赫贤学校,赫贤学校,松江区,GENERAL,PRIVATE
234,155041,上海浦东新区民办东鼎外国语学校,东鼎外国语,浦东新区,GENERAL,PRIVATE
238,155050,上海浦东新区民办万科学校,万科学校,浦东新区,GENERAL,PRIVATE
232,155008,上海市民办平和学校,平和学校,浦东新区,GENERAL,PRIVATE
250,164006,上海枫叶双语学校,枫叶双语,金山区,GENERAL,PRIVATE
264,174007,上海市松江区民办茸一中学,茸一中学,松江区,GENERAL,PRIVATE
251,164008,上海市民办永昌中学,永昌中学,金山区,GENERAL,PRIVATE
239,155052,上海浦东新区民办惠立学校,惠立学校,浦东新区,GENERAL,PRIVATE
263,173002,上海市松江区科德高级中学,科德高中,松江区,GENERAL,PRIVATE
265,174008,上海市松江九峰实验学校,九峰实验,松江区,GENERAL,PRIVATE
261,174001,上海市松江区立达中学,立达中学,松江区,GENERAL,PUBLIC
233,155013,上海市民办金苹果学校,金苹果,浦东新区,GENERAL,PRIVATE
270,175025,上海松江区爱菊学校,爱菊学校,松江区,GENERAL,PRIVATE
262,174002,上海市松江区第四中学,松江四中,松江区,GENERAL,PUBLIC
256,174003,上海外国语大学附属外国语学校松江云间中学,云间中学,松江区,CITY_POLICY,PUBLIC
290,512001,上海市实验学校东滩高级中学,实验东滩,崇明区,CITY_POLICY,PUBLIC
138,122004,上海交通大学附属中学闵行分校,交大闵分,闵行区,CITY_POLICY,PUBLIC
101,074005,同济大学第二附属中学,同济二附中,普陀区,CITY_FEATURED,PUBLIC
