招生代码,学校名称,所属区,区代码,办别,学校类型代码,学校类型,寄宿情况代码,寄宿情况,是否招生,备注
122004,上海交通大学附属中学闵行分校,闵行区,MH,PUBLIC,CITY_MODEL,部分寄宿,,来源：名额分配到区招生计划
132001,上海市行知中学,宝山区,BS,PUBLIC,CITY_MODEL,部分寄宿,,来源：名额分配到区招生计划
132002,上海大学附属中学,宝山区,BS,PUBLIC,CITY_MODEL,全部寄宿,,来源：名额分配到区招生计划
133001,上海市吴淞中学,宝山区,BS,PUBLIC,CITY_MODEL,部分寄宿,,来源：名额分配到区招生计划
132003,上海师范大学附属中学宝山分校,宝山区,BS,PUBLIC,CITY_MODEL,全部寄宿,,来源：名额分配到区招生计划
133003,华东师范大学第二附属中学（宝山校区）,宝山区,BS,PUBLIC,CITY_MODEL,全部寄宿,,来源：名额分配到区招生计划
142001,上海市嘉定区第一中学,嘉定区,JD,PUBLIC,CITY_MODEL,部分寄宿,,来源：名额分配到区招生计划
142002,上海交通大学附属中学嘉定分校,嘉定区,JD,PUBLIC,CITY_MODEL,部分寄宿,,来源：名额分配到区招生计划
142004,上海师范大学附属中学嘉定新城分校,嘉定区,JD,PUBLIC,CITY_MODEL,部分寄宿,,来源：名额分配到区招生计划
152001,上海市建平中学,浦东新区,PD,PUBLIC,CITY_MODEL,部分寄宿,,来源：名额分配到区招生计划
152002,上海市进才中学,浦东新区,PD,PUBLIC,CITY_MODEL,部分寄宿,,来源：名额分配到区招生计划
152004,上海南汇中学,浦东新区,PD,PUBLIC,CITY_MODEL,部分寄宿,,来源：名额分配到区招生计划
153001,上海市洋泾中学,浦东新区,PD,PUBLIC,CITY_MODEL,部分寄宿,,来源：名额分配到区招生计划
153004,上海市高桥中学,浦东新区,PD,PUBLIC,CITY_MODEL,部分寄宿,,来源：名额分配到区招生计划
153005,上海市川沙中学,浦东新区,PD,PUBLIC,CITY_MODEL,部分寄宿,,来源：名额分配到区招生计划
151078,上海中学东校,浦东新区,PD,PUBLIC,CITY_MODEL,全部寄宿,,来源：名额分配到区招生计划
152005,上海市浦东复旦附中分校,浦东新区,PD,PUBLIC,CITY_MODEL,部分寄宿,,来源：名额分配到区招生计划
162000,上海市金山中学,金山区,JS,PUBLIC,CITY_MODEL,全部寄宿,,来源：名额分配到区招生计划
163002,华东师范大学第三附属中学,金山区,JS,PUBLIC,CITY_MODEL,全部寄宿,,来源：名额分配到区招生计划
172001,上海市松江二中,松江区,SJ,PUBLIC,CITY_MODEL,部分寄宿,,来源：名额分配到区招生计划
173001,上海市松江一中,松江区,SJ,PUBLIC,CITY_MODEL,部分寄宿,,来源：名额分配到区招生计划
172002,华东师范大学第二附属中学松江分校,松江区,SJ,PUBLIC,CITY_MODEL,部分寄宿,,来源：名额分配到区招生计划
172004,上海师范大学附属中学松江分校,松江区,SJ,PUBLIC,CITY_MODEL,全部寄宿,,来源：名额分配到区招生计划
174003,上海外国语大学附属外国语学校松江云间中学,松江区,SJ,PUBLIC,CITY_MODEL,部分寄宿,,来源：名额分配到区招生计划
182001,上海市青浦高级中学,青浦区,QP,PUBLIC,CITY_MODEL,部分寄宿,,来源：名额分配到区招生计划
183002,上海市朱家角中学,青浦区,QP,PUBLIC,CITY_MODEL,部分寄宿,,来源：名额分配到区招生计划
182002,复旦大学附属中学青浦分校,青浦区,QP,PUBLIC,CITY_MODEL,全部寄宿,,来源：名额分配到区招生计划
202001,上海市奉贤中学,奉贤区,FX,PUBLIC,CITY_MODEL,全部寄宿,,来源：名额分配到区招生计划
202002,华东师范大学第二附属中学临港奉贤分校,奉贤区,FX,PUBLIC,CITY_MODEL,全部寄宿,,来源：名额分配到区招生计划
512000,上海市崇明中学,崇明区,CM,PUBLIC,CITY_MODEL,全部寄宿,,来源：名额分配到区招生计划
512001,上海市实验学校东滩高级中学,崇明区,CM,PUBLIC,CITY_MODEL,全部寄宿,,来源：名额分配到区招生计划
