初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,末位录取考生成绩,末位录取考生成绩,末位录取考生成绩,末位录取考生成绩
上海市闵行区浦江第三中学,上海交通大学附属中学闵行分校,709.5,否,391.5,121,128,126
上海市闵行区浦江第三中学,上海市闵行中学,695,否,376.5,120,125,133
上海市闵行第四中学,上海市第二中学（梅陇校区）,714.5,否,395.5,132,122,125
上海市闵行第四中学,上海市七宝中学,734.5,否,405.5,124,139,134
上海市闵行第四中学,华东师范大学第二附属中学闵行紫竹分校,732,否,403.5,130,130,135
上海市闵行第四中学,上海师范大学附属中学闵行分校,718.5,否,398.5,122,130,126
上海市闵行第四中学,上海交通大学附属中学闵行分校,733,否,403.5,131,131,137
上海市闵行第四中学,上海市闵行中学,721.5,否,398,136,119,137
上海市闵行区颛桥中学,上海市向明中学（浦江校区）,727,否,395,119,133,139
上海市闵行区颛桥中学,上海市第二中学（梅陇校区）,730.5,否,398.5,130,129,141
初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,语数外,数学,语文,综合测试
上海市闵行区颛桥中学,上海市七宝中学,750.5,否,414,133,135,140
上海市闵行区颛桥中学,华东师范大学第二附属中学闵行紫竹分校,748.5,否,419.5,137,134,134
上海市闵行区颛桥中学,上海师范大学附属中学闵行分校,735.5,否,399.5,123,132,145
上海市闵行区颛桥中学,上海交通大学附属中学闵行分校,750.5,否,412,135,130,141
上海市闵行区颛桥中学,上海市闵行中学,731,否,402.5,136,131,137
上海市闵行区颛桥中学,华东师范大学第二附属中学,756,否,424,143,135,139
上海市实验学校西校,上海市向明中学（浦江校区）,730,否,403,126,132,134
上海市实验学校西校,上海市第二中学（梅陇校区）,733.5,否,394.5,123,130,144
上海市实验学校西校,上海市七宝中学,754,否,422,141,133,137
上海市实验学校西校,华东师范大学第二附属中学闵行紫竹分校,745.5,否,411,134,132,142
上海市实验学校西校,上海师范大学附属中学闵行分校,733,否,400,121,134,136
上海市实验学校西校,上海交通大学附属中学闵行分校,751.5,否,413,133,136,145
上海市实验学校西校,上海市闵行中学,726,否,404,135,126,132
上海市闵行区鹤北初级中学,上海市向明中学（浦江校区）,714.5,否,388.5,122,130,137
上海市闵行区鹤北初级中学,上海市七宝中学,734.5,否,398.5,125,137,141
上海市闵行区鹤北初级中学,华东师范大学第二附属中学闵行紫竹分校,732.5,否,397.5,128,132,139
上海市闵行区鹤北初级中学,上海师范大学附属中学闵行分校,727,否,393.5,120,130,139
上海市闵行区鹤北初级中学,上海交通大学附属中学闵行分校,737.5,否,405,134,130,136
上海市闵行区鹤北初级中学,上海市闵行中学,725.5,否,394.5,122,134,137
上海市闵行区龙茗中学,上海市第二中学（梅陇校区）,737,否,405,136,130,142
上海市闵行区龙茗中学,上海市七宝中学,747.5,否,417,136,136,139
上海市闵行区龙茗中学,华东师范大学第二附属中学闵行紫竹分校,740,否,411,132,133,132
上海市闵行区龙茗中学,上海师范大学附属中学闵行分校,731.5,否,401.5,125,133,134
上海市闵行区龙茗中学,上海交通大学附属中学闵行分校,733,否,400,126,133,139
上海市闵行区龙茗中学,上海市闵行中学,723,否,390.5,120,131,140
上海市七宝实验中学,上海市第二中学（梅陇校区）,730.5,否,395.5,135,123,141
上海市七宝实验中学,上海市七宝中学,751.5,否,414.5,142,131,142
上海市七宝实验中学,华东师范大学第二附属中学闵行紫竹分校,742.5,否,413,132,139,136
上海市七宝实验中学,上海师范大学附属中学闵行分校,729,否,400,127,127,138
上海市七宝实验中学,上海交通大学附属中学闵行分校,744,否,409,136,134,143
初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,语数外,数学,语文,综合测试
上海市七宝实验中学,上海市闵行中学,720.5,否,393.5,123,125,134
上海市师资培训中心附属闵行实验中学,上海市第二中学（梅陇校区）,724,否,387,122,127,137
上海市师资培训中心附属闵行实验中学,复旦大学附属中学,754.5,否,419.5,137,135,140
上海市师资培训中心附属闵行实验中学,上海市七宝中学,738,否,411,138,127,135
上海市师资培训中心附属闵行实验中学,华东师范大学第二附属中学闵行紫竹分校,736.5,否,394.5,129,127,146
上海市师资培训中心附属闵行实验中学,上海师范大学附属中学闵行分校,723.5,否,395.5,125,132,134
上海市师资培训中心附属闵行实验中学,上海交通大学附属中学闵行分校,746,否,413,136,132,142
上海市师资培训中心附属闵行实验中学,上海市闵行中学,725.5,否,394.5,118,135,133
上海市吴泾中学,上海市向明中学（浦江校区）,727,否,391,126,128,141
上海市吴泾中学,上海市七宝中学,734.5,否,406,138,129,143
上海市吴泾中学,华东师范大学第二附属中学闵行紫竹分校,739.5,否,407.5,135,135,139
上海市吴泾中学,上海师范大学附属中学闵行分校,712,否,387,121,133,132
上海市吴泾中学,上海交通大学附属中学闵行分校,716.5,否,395.5,123,129,130
上海市吴泾中学,上海市闵行中学,702,否,374,120,129,135
上海市闵行区七宝第三中学,上海市向明中学（浦江校区）,727,否,398,130,130,136
上海市闵行区七宝第三中学,上海市第二中学（梅陇校区）,724.5,否,391.5,120,132,137
上海市闵行区七宝第三中学,上海市七宝中学,743.5,否,412.5,138,132,136
上海市闵行区七宝第三中学,华东师范大学第二附属中学闵行紫竹分校,744.5,否,404.5,127,142,147
上海市闵行区七宝第三中学,上海师范大学附属中学闵行分校,736,否,400,129,129,143
上海市闵行区七宝第三中学,上海交通大学附属中学闵行分校,740.5,否,402,133,122,146
上海市闵行区七宝第三中学,上海市闵行中学,731.5,否,401.5,121,135,135
上海市闵行区七宝第三中学,华东师范大学第二附属中学,740.5,否,408.5,135,134,135
华东师范大学第二附属中学附属初级中学,上海市向明中学（浦江校区）,725,否,391,122,130,136
华东师范大学第二附属中学附属初级中学,上海市第二中学（梅陇校区）,735.5,否,409,124,136,133
华东师范大学第二附属中学附属初级中学,上海市七宝中学,749,否,411,134,131,143
华东师范大学第二附属中学附属初级中学,华东师范大学第二附属中学闵行紫竹分校,746.5,否,419.5,136,140,131
华东师范大学第二附属中学附属初级中学,上海师范大学附属中学闵行分校,729.5,否,392.5,124,130,141
华东师范大学第二附属中学附属初级中学,上海交通大学附属中学闵行分校,751,否,416,128,140,136
华东师范大学第二附属中学附属初级中学,上海市闵行中学,722.5,否,399.5,124,134,129
华东师范大学第二附属中学附属初级中学,上海师范大学附属中学,742.5,否,412.5,141,135,135
初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,语数外,数学,语文,综合测试
上海市闵行区浦航实验中学,上海市第二中学（梅陇校区）,729.5,否,400.5,125,133,137
上海市闵行区浦航实验中学,复旦大学附属中学,745.5,否,417.5,132,139,133
上海市闵行区浦航实验中学,上海市七宝中学,732.5,否,398.5,128,132,140
上海市闵行区浦航实验中学,华东师范大学第二附属中学闵行紫竹分校,744,否,413,137,132,138
上海市闵行区浦航实验中学,上海师范大学附属中学闵行分校,730,否,394,125,125,142
上海市闵行区浦航实验中学,上海交通大学附属中学闵行分校,753,否,413,139,131,144
上海市闵行区浦航实验中学,上海市闵行中学,720.5,否,390,119,135,139
上海市闵行区马桥复旦万科实验中学,上海市向明中学（浦江校区）,727.5,否,399,123,133,135
上海市闵行区马桥复旦万科实验中学,上海市第二中学（梅陇校区）,723.5,否,392.5,123,137,138
上海市闵行区马桥复旦万科实验中学,上海市七宝中学,746.5,否,403.5,124,135,142
上海市闵行区马桥复旦万科实验中学,华东师范大学第二附属中学闵行紫竹分校,739.5,否,413.5,130,137,133
上海市闵行区马桥复旦万科实验中学,上海师范大学附属中学闵行分校,739,否,400,125,130,142
上海市闵行区马桥复旦万科实验中学,上海交通大学附属中学闵行分校,755.5,否,416,138,134,146
上海市闵行区马桥复旦万科实验中学,上海市闵行中学,726.5,否,392,113,135,141
上海中医药大学附属闵行晶城中学,上海市向明中学（浦江校区）,732,否,404,128,131,135
上海中医药大学附属闵行晶城中学,上海市七宝中学,750.5,否,412.5,135,129,141
上海中医药大学附属闵行晶城中学,华东师范大学第二附属中学闵行紫竹分校,741.5,否,408.5,132,131,137
上海中医药大学附属闵行晶城中学,上海师范大学附属中学闵行分校,731.5,否,400.5,125,130,137
上海中医药大学附属闵行晶城中学,上海交通大学附属中学闵行分校,741.5,否,400.5,127,129,142
上海中医药大学附属闵行晶城中学,上海市闵行中学,728,否,394,127,127,139
上海中医药大学附属闵行晶城中学,上海师范大学附属中学,740.5,否,399,124,135,140
上海师范大学附属闵行第三中学,上海市第二中学（梅陇校区）,730,否,402,130,128,132
上海师范大学附属闵行第三中学,复旦大学附属中学,755.5,否,414.5,132,135,143
上海师范大学附属闵行第三中学,上海市七宝中学,745,否,406,130,130,143
上海师范大学附属闵行第三中学,华东师范大学第二附属中学闵行紫竹分校,736.5,否,399,123,134,142
上海师范大学附属闵行第三中学,上海师范大学附属中学闵行分校,725,否,390,118,130,140
上海师范大学附属闵行第三中学,上海交通大学附属中学闵行分校,743.5,否,408.5,132,131,139
上海师范大学附属闵行第三中学,上海市闵行中学,729,否,404,121,139,130
上海市闵行区田园外国语中学,上海市向明中学（浦江校区）,728.5,否,400.5,124,133,129
上海市闵行区田园外国语中学,上海市第二中学（梅陇校区）,739,否,406,135,133,138
初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,语数外,数学,语文,综合测试
上海市闵行区田园外国语中学,上海市七宝中学,746,否,414,144,132,139
上海市闵行区田园外国语中学,华东师范大学第二附属中学闵行紫竹分校,746.5,否,410,137,130,135
上海市闵行区田园外国语中学,上海师范大学附属中学闵行分校,738.5,否,407,124,136,136
上海市闵行区田园外国语中学,上海交通大学附属中学闵行分校,750,否,415,132,139,139
上海市闵行区田园外国语中学,上海市闵行中学,729.5,否,407.5,131,133,133
上海市闵行区田园外国语中学,上海师范大学附属中学,735,否,406.5,135,128,136
上海市闵行中学附属实验中学,上海市向明中学（浦江校区）,725.5,否,400,130,130,132
上海市闵行中学附属实验中学,上海市第二中学（梅陇校区）,723,否,398.5,118,137,128
上海市闵行中学附属实验中学,上海市上海中学,757.5,否,418.5,139,137,141
上海市闵行中学附属实验中学,上海市七宝中学,735,否,409,139,132,130
上海市闵行中学附属实验中学,华东师范大学第二附属中学闵行紫竹分校,747,否,411.5,134,132,139
上海市闵行中学附属实验中学,上海师范大学附属中学闵行分校,733,否,409,134,134,131
上海市闵行中学附属实验中学,上海交通大学附属中学闵行分校,751.5,否,413.5,138,129,141
上海市闵行中学附属实验中学,上海市闵行中学,735,否,405,143,124,136
上海尚师初级中学,上海市向明中学（浦江校区）,736,否,402,131,131,143
上海尚师初级中学,上海市七宝中学,742.5,否,407,130,130,138
上海尚师初级中学,华东师范大学第二附属中学闵行紫竹分校,739.5,否,404.5,131,131,140
上海尚师初级中学,上海师范大学附属中学闵行分校,730,否,400.5,128,129,134
上海尚师初级中学,上海交通大学附属中学闵行分校,742,否,407.5,140,127,141
上海尚师初级中学,上海市闵行中学,725,否,399,128,129,136
上海市骏博外国语学校,上海市向明中学（浦江校区）,723,否,402,121,136,127
上海市骏博外国语学校,上海市第二中学（梅陇校区）,727,否,406.5,131,135,129
上海市骏博外国语学校,复旦大学附属中学,756.5,否,415.5,136,131,144
上海市骏博外国语学校,上海市七宝中学,750,否,414.5,138,134,143
上海市骏博外国语学校,华东师范大学第二附属中学闵行紫竹分校,750,否,408,126,135,143
上海市骏博外国语学校,上海师范大学附属中学闵行分校,739,否,405,127,130,140
上海市骏博外国语学校,上海交通大学附属中学闵行分校,754.5,否,419.5,141,133,138
上海市骏博外国语学校,上海市闵行中学,724.5,否,396.5,131,123,139
上海市闵行第三中学,上海市第二中学（梅陇校区）,722,否,406.5,131,133,121
上海市闵行第三中学,上海市上海中学,748,否,409,140,129,144
初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,语数外,数学,语文,综合测试
上海市闵行第三中学,上海市七宝中学,737,否,405,142,128,137
上海市闵行第三中学,华东师范大学第二附属中学闵行紫竹分校,724.5,否,393,136,128,139
上海市闵行第三中学,上海师范大学附属中学闵行分校,728.5,否,398.5,128,131,139
上海市闵行第三中学,上海交通大学附属中学闵行分校,725.5,否,403.5,126,136,134
上海市闵行第三中学,上海市闵行中学,729.5,否,399.5,138,124,134
上海市闵行区教育学院附属友爱实验中学,上海市向明中学（浦江校区）,718.5,否,398.5,122,134,130
上海市闵行区教育学院附属友爱实验中学,上海市七宝中学,746.5,否,412.5,142,127,142
上海市闵行区教育学院附属友爱实验中学,华东师范大学第二附属中学闵行紫竹分校,740.5,否,407.5,124,142,140
上海市闵行区教育学院附属友爱实验中学,上海师范大学附属中学闵行分校,725,否,403,131,128,132
上海市闵行区教育学院附属友爱实验中学,上海交通大学附属中学闵行分校,741,否,404,129,134,140
上海市闵行区教育学院附属友爱实验中学,上海市闵行中学,730,否,401,132,130,137
上海交通大学附属第二中学,上海市向明中学（浦江校区）,722.5,否,384.5,128,121,143
上海交通大学附属第二中学,上海市第二中学（梅陇校区）,731.5,否,398.5,124,127,137
上海交通大学附属第二中学,上海市七宝中学,746.5,否,417.5,133,137,134
上海交通大学附属第二中学,华东师范大学第二附属中学闵行紫竹分校,744,否,412,131,133,139
上海交通大学附属第二中学,上海师范大学附属中学闵行分校,735.5,否,404,142,124,138
上海交通大学附属第二中学,上海交通大学附属中学闵行分校,759.5,否,419.5,141,133,143
上海交通大学附属第二中学,上海市闵行中学,730,否,399,118,134,136
上海交通大学附属第二中学,上海师范大学附属中学,739.5,否,413,134,135,137
上海市民办上宝中学,上海市向明中学（浦江校区）,709.5,否,380.5,117,125,134
上海市民办上宝中学,上海市第二中学（梅陇校区）,730,否,411,133,136,130
上海市民办上宝中学,上海市七宝中学,756.5,否,418.5,134,136,140
上海市民办上宝中学,华东师范大学第二附属中学闵行紫竹分校,744,否,406,134,130,142
上海市民办上宝中学,上海师范大学附属中学闵行分校,734,否,403,138,129,139
上海市民办上宝中学,上海交通大学附属中学闵行分校,753,否,413,138,131,145
上海市民办上宝中学,上海市闵行中学,721.5,否,388.5,122,131,137
上海市七宝中学附属鑫都实验中学,上海市第二中学（梅陇校区）,727,否,401,125,131,130
上海市七宝中学附属鑫都实验中学,上海市上海中学,704.5,否,383.5,112,129,131
上海市七宝中学附属鑫都实验中学,上海市七宝中学,745,否,410.5,139,130,141
上海市七宝中学附属鑫都实验中学,华东师范大学第二附属中学闵行紫竹分校,738.5,否,411.5,132,136,134
初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,语数外,数学,语文,综合测试
上海市七宝中学附属鑫都实验中学,上海师范大学附属中学闵行分校,725,否,406,130,133,124
上海市七宝中学附属鑫都实验中学,上海交通大学附属中学闵行分校,746,否,414.5,139,132,137
上海市七宝中学附属鑫都实验中学,上海市闵行中学,729.5,否,410.5,130,133,126
上海市文来中学,上海市向明中学（浦江校区）,730.5,否,398.5,123,131,136
上海市文来中学,上海市第二中学（梅陇校区）,731.5,否,394.5,125,131,140
上海市文来中学,上海市上海中学,758,否,419,143,135,141
上海市文来中学,上海市七宝中学,750.5,否,415.5,138,133,141
上海市文来中学,华东师范大学第二附属中学闵行紫竹分校,744,否,414,134,135,138
上海市文来中学,上海师范大学附属中学闵行分校,729.5,否,405.5,132,129,133
上海市文来中学,上海交通大学附属中学闵行分校,747.5,否,408.5,132,132,144
上海市文来中学,上海市闵行中学,721,否,396,132,129,134
上海市民办文绮中学,上海市向明中学（浦江校区）,726,否,395,127,129,138
上海市民办文绮中学,上海市第二中学（梅陇校区）,730.5,否,405.5,132,130,133
上海市民办文绮中学,上海市七宝中学,741.5,否,408.5,141,129,142
上海市民办文绮中学,华东师范大学第二附属中学闵行紫竹分校,732,否,394.5,140,121,142
上海市民办文绮中学,上海师范大学附属中学闵行分校,731,否,399,131,125,137
上海市民办文绮中学,上海交通大学附属中学闵行分校,743,否,413,135,133,135
上海市民办文绮中学,上海市闵行中学,733,否,402.5,134,130,136
上海闵行区协和双语教科学校,上海市第二中学（梅陇校区）,736.5,否,404.5,125,135,137
上海闵行区协和双语教科学校,上海市七宝中学,749.5,否,409.5,140,128,143
上海闵行区协和双语教科学校,华东师范大学第二附属中学闵行紫竹分校,747,否,411,134,132,139
上海闵行区协和双语教科学校,上海师范大学附属中学闵行分校,737,否,407,126,135,134
上海闵行区协和双语教科学校,上海交通大学附属中学闵行分校,749,否,421,141,133,136
上海闵行区协和双语教科学校,上海市闵行中学,722.5,否,401,128,128,136
上海市闵行区诸翟学校,上海市第二中学（梅陇校区）,736.5,否,401.5,128,135,140
上海市闵行区诸翟学校,上海交通大学附属中学,755,否,413,134,133,142
上海市闵行区诸翟学校,上海市七宝中学,736.5,否,408.5,131,135,133
上海市闵行区诸翟学校,华东师范大学第二附属中学闵行紫竹分校,725,否,393.5,130,130,135
上海市闵行区诸翟学校,上海师范大学附属中学闵行分校,730.5,否,402,127,129,132
上海市闵行区诸翟学校,上海交通大学附属中学闵行分校,728.5,否,393.5,118,132,142
初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,语数外,数学,语文,综合测试
上海市闵行区诸翟学校,上海市闵行中学,716.5,否,391,120,128,135
上海市金汇实验学校,上海市第二中学（梅陇校区）,723.5,否,394.5,117,137,137
上海市金汇实验学校,上海市上海中学,663.5,否,351.5,104,119,124
上海市金汇实验学校,上海市七宝中学,734,否,396,125,132,143
上海市金汇实验学校,华东师范大学第二附属中学闵行紫竹分校,751,否,412,130,136,144
上海市金汇实验学校,上海师范大学附属中学闵行分校,714,否,387,126,127,138
上海市金汇实验学校,上海交通大学附属中学闵行分校,732.5,否,407,131,132,132
上海市金汇实验学校,上海市闵行中学,716.5,否,385.5,121,129,135
上海市莘光学校,上海市向明中学（浦江校区）,727.5,否,391,119,127,142
上海市莘光学校,上海市第二中学（梅陇校区）,726,否,400.5,122,134,129
上海市莘光学校,复旦大学附属中学,754.5,否,414.5,138,132,143
上海市莘光学校,上海市七宝中学,749,否,412.5,134,135,140
上海市莘光学校,华东师范大学第二附属中学闵行紫竹分校,744,否,416,145,127,139
上海市莘光学校,上海师范大学附属中学闵行分校,735.5,否,407.5,130,138,134
上海市莘光学校,上海交通大学附属中学闵行分校,742,否,408,138,137,142
上海市莘光学校,上海市闵行中学,733.5,否,405.5,139,126,134
上海市闵行区纪王学校,上海市向明中学（浦江校区）,728.5,否,399.5,129,132,133
上海市闵行区纪王学校,上海市七宝中学,746.5,否,413.5,135,134,141
上海市闵行区纪王学校,华东师范大学第二附属中学闵行紫竹分校,729,否,399,123,135,132
上海市闵行区纪王学校,上海师范大学附属中学闵行分校,726.5,否,406.5,128,134,129
上海市闵行区纪王学校,上海交通大学附属中学闵行分校,727,否,399.5,132,128,135
上海市闵行区纪王学校,上海市闵行中学,712,否,387,116,131,130
上海市闵行区纪王学校,上海师范大学附属中学,720.5,否,395.5,117,134,134
上海市马桥强恕学校,上海市第二中学（梅陇校区）,740,否,406,129,134,139
上海市马桥强恕学校,上海市上海中学,753,否,415,134,135,138
上海市马桥强恕学校,上海市七宝中学,743,否,400,124,134,147
上海市马桥强恕学校,华东师范大学第二附属中学闵行紫竹分校,728.5,否,399.5,132,125,136
上海市马桥强恕学校,上海师范大学附属中学闵行分校,739.5,否,404.5,122,137,141
上海市马桥强恕学校,上海交通大学附属中学闵行分校,745.5,否,415.5,136,134,138
上海市马桥强恕学校,上海市闵行中学,724,否,396.5,131,123,133
初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,语数外,数学,语文,综合测试
上海市古美学校,上海市第二中学（梅陇校区）,735.5,否,406,136,130,139
上海市古美学校,上海市七宝中学,732.5,否,393,116,130,141
上海市古美学校,华东师范大学第二附属中学闵行紫竹分校,736.5,否,404.5,127,136,137
上海市古美学校,上海师范大学附属中学闵行分校,730,否,399,129,129,144
上海市古美学校,上海交通大学附属中学闵行分校,742.5,否,412.5,129,139,136
上海市古美学校,上海市闵行中学,727.5,否,394,117,132,137
上海市古美学校,上海师范大学附属中学,725.5,否,395.5,130,132,139
上海师范大学康城实验学校,上海市向明中学（浦江校区）,721.5,否,391.5,133,115,137
上海师范大学康城实验学校,上海市第二中学（梅陇校区）,726.5,否,394.5,121,132,138
上海师范大学康城实验学校,上海交通大学附属中学,762,否,419,142,133,145
上海师范大学康城实验学校,上海市七宝中学,735.5,否,407.5,131,134,131
上海师范大学康城实验学校,华东师范大学第二附属中学闵行紫竹分校,742,否,411,130,137,137
上海师范大学康城实验学校,上海师范大学附属中学闵行分校,728,否,403.5,129,135,133
上海师范大学康城实验学校,上海交通大学附属中学闵行分校,737.5,否,402.5,130,130,141
上海师范大学康城实验学校,上海市闵行中学,724.5,否,397,125,129,134
