初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,末位录取考生成绩,末位录取考生成绩,末位录取考生成绩,末位录取考生成绩
上海市市八初级中学,上海市光明中学,677.5,否,371.5,111,126,119
上海市市八初级中学,上海市敬业中学,686.5,否,378.5,111,126,117
上海市市八初级中学,上海市卢湾高级中学,683.5,否,379,128,118,119
上海市尚文中学,上海市格致中学,722.5,否,399,121,133,132
上海市尚文中学,上海市格致中学（奉贤校区）,710,否,389,112,133,132
上海市尚文中学,上海市大同中学,724.5,否,397.5,133,126,133
上海市尚文中学,上海市向明中学,726,否,395,140,122,138
上海市尚文中学,上海市向明中学（浦江校区）,731,否,399,134,128,139
上海市尚文中学,上海外国语大学附属大境中学,696,否,380.5,115,123,119
上海市尚文中学,上海市光明中学,682,否,366,106,124,124
上海市尚文中学,上海市敬业中学,707,否,390,121,128,128
上海市尚文中学,上海市卢湾高级中学,692,否,373.5,107,128,128
上海市尚文中学,上海交通大学附属中学,752.5,否,417.5,138,134,138
上海交通大学附属黄浦实验中学,上海市格致中学,733.5,否,403.5,135,127,137
上海交通大学附属黄浦实验中学,上海市格致中学（奉贤校区）,699.5,否,387,119,127,123
上海交通大学附属黄浦实验中学,上海市大同中学,731.5,否,404,138,123,137
上海交通大学附属黄浦实验中学,上海市向明中学,702.5,否,381,132,112,133
上海交通大学附属黄浦实验中学,上海市向明中学（浦江校区）,687,否,355,121,127,140
初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,语数外,数学,语文,综合测试
上海交通大学附属黄浦实验中学,上海外国语大学附属大境中学,670.5,否,364.5,109,115,114
上海交通大学附属黄浦实验中学,上海市光明中学,676.5,否,358,108,126,124
上海交通大学附属黄浦实验中学,上海市敬业中学,688.5,否,381.5,124,129,119
上海交通大学附属黄浦实验中学,上海市卢湾高级中学,687,否,375,115,126,120
上海市清华中学,上海市格致中学,717,否,388.5,124,126,140
上海市清华中学,上海市格致中学（奉贤校区）,712.5,否,386.5,124,124,138
上海市清华中学,上海市大同中学,742,否,406.5,122,139,138
上海市清华中学,上海市向明中学,714,否,397,120,133,127
上海市清华中学,上海市向明中学（浦江校区）,682.5,否,372,126,107,121
上海市清华中学,上海外国语大学附属大境中学,671.5,否,366.5,107,120,114
上海市清华中学,上海市光明中学,658.5,否,358,123,111,119
上海市清华中学,上海市敬业中学,685.5,否,378,117,121,118
上海市清华中学,上海市卢湾高级中学,680,否,373,108,125,112
上海市民办明珠中学,上海市格致中学,732.5,否,400.5,127,129,138
上海市民办明珠中学,上海市格致中学（奉贤校区）,716.5,否,391,132,123,132
上海市民办明珠中学,上海市大同中学,726.5,否,399.5,135,124,134
上海市民办明珠中学,上海市向明中学,720,否,392.5,124,129,134
上海市民办明珠中学,上海市向明中学（浦江校区）,715.5,否,386.5,118,127,135
上海市民办明珠中学,上海外国语大学附属大境中学,705,否,385,117,130,126
上海市民办明珠中学,上海市光明中学,679,否,366.5,110,124,122
上海市民办明珠中学,上海市敬业中学,708,否,386.5,123,122,132
上海市民办明珠中学,上海市卢湾高级中学,692,否,379,119,126,124
上海市民办明珠中学,华东师范大学第二附属中学,743.5,否,409.5,132,135,138
上海市民办立达中学,上海市格致中学,738,否,399,131,126,146
上海市民办立达中学,上海市格致中学（奉贤校区）,727.5,否,397.5,119,133,133
上海市民办立达中学,上海市大同中学,743,否,410,138,133,136
上海市民办立达中学,上海市向明中学,720,否,394.5,121,131,132
上海市民办立达中学,上海市向明中学（浦江校区）,713,否,394,125,129,127
上海市民办立达中学,上海外国语大学附属大境中学,700.5,否,382.5,118,130,126
上海市民办立达中学,上海市光明中学,662.5,否,349.5,118,116,120
初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,语数外,数学,语文,综合测试
上海市民办立达中学,上海市敬业中学,702.5,否,376.5,125,121,136
上海市民办立达中学,上海市卢湾高级中学,682,否,362,121,118,125
上海市震旦外国语中学,上海市格致中学,721.5,否,392,125,125,134
上海市震旦外国语中学,上海市格致中学（奉贤校区）,721.5,否,393,117,133,134
上海市震旦外国语中学,上海市大同中学,721.5,否,399.5,129,126,132
上海市震旦外国语中学,上海市向明中学,705,否,383,122,129,132
上海市震旦外国语中学,上海市向明中学（浦江校区）,712.5,否,398,132,130,124
上海市震旦外国语中学,上海外国语大学附属大境中学,691.5,否,368,128,117,134
上海市震旦外国语中学,上海市光明中学,674,否,357,92,126,133
上海市震旦外国语中学,上海市敬业中学,705,否,384,118,127,131
上海市震旦外国语中学,上海市卢湾高级中学,685.5,否,364,117,118,134
上海市震旦外国语中学,复旦大学附属中学,749,否,411.5,136,130,142
上海市第十中学,上海市格致中学,714.5,否,392,115,132,131
上海市第十中学,上海市格致中学（奉贤校区）,659,否,361.5,102,122,104
上海市第十中学,上海市大同中学,720.5,否,392.5,125,124,137
上海市第十中学,上海市向明中学,715.5,否,389,120,130,134
上海市第十中学,上海外国语大学附属大境中学,694.5,否,375,116,124,126
上海市第十中学,上海市光明中学,681,否,367,111,125,122
上海市第十中学,上海市敬业中学,696,否,388.5,114,135,118
上海市第十中学,上海市卢湾高级中学,682,否,375.5,115,120,121
上海理工大学附属储能中学,上海市格致中学,712.5,否,387.5,132,121,135
上海理工大学附属储能中学,上海市格致中学（奉贤校区）,710.5,否,383.5,118,125,137
上海理工大学附属储能中学,上海市大同中学,708.5,否,394.5,126,132,124
上海理工大学附属储能中学,上海市向明中学,683,否,367.5,124,117,125
上海理工大学附属储能中学,上海市向明中学（浦江校区）,705,否,374.5,114,128,136
上海理工大学附属储能中学,上海外国语大学附属大境中学,696,否,386.5,115,128,119
上海理工大学附属储能中学,上海市光明中学,683,否,376.5,113,128,120
上海理工大学附属储能中学,上海市敬业中学,678.5,否,368.5,112,132,118
上海理工大学附属储能中学,上海市卢湾高级中学,691,否,369,116,119,130
上海理工大学附属储能中学,复旦大学附属中学,732,否,409,126,137,128
初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,语数外,数学,语文,综合测试
上海市金陵中学,上海市格致中学,719,否,391,122,129,139
上海市金陵中学,上海市格致中学（奉贤校区）,728,否,400,127,130,133
上海市金陵中学,上海市大同中学,726,否,396.5,128,128,136
上海市金陵中学,上海市向明中学,709,否,389,110,136,131
上海市金陵中学,上海市向明中学（浦江校区）,690.5,否,372.5,116,127,124
上海市金陵中学,上海外国语大学附属大境中学,671,否,354,111,119,128
上海市金陵中学,上海市光明中学,681.5,否,375,112,127,118
上海市金陵中学,上海市敬业中学,681,否,355.5,95,126,132
上海市金陵中学,上海市卢湾高级中学,689.5,否,382.5,119,133,119
上海市金陵中学,华东师范大学第二附属中学,752,否,415.5,142,129,139
上海市市南中学,上海市格致中学,717,否,392.5,125,131,131
上海市市南中学,上海市格致中学（奉贤校区）,700.5,否,379.5,113,127,126
