初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,末位录取考生成绩,末位录取考生成绩,末位录取考生成绩,末位录取考生成绩
上海市高境第一中学,上海市吴淞中学,710,否,385,117,128,129
上海市高境第一中学,华东师范大学第二附属中学（宝山校区）,732,否,396,126,128,145
上海市盛桥中学,上海市行知中学,691,否,377.5,116,129,124
上海市盛桥中学,上海大学附属中学,670,否,348,107,116,129
上海市盛桥中学,上海市吴淞中学,680,否,367.5,124,122,125
上海市盛桥中学,华东师范大学第二附属中学（宝山校区）,695.5,否,381,114,130,123
上海市同洲模范学校,上海市行知中学,734.5,否,403.5,133,127,136
上海市同洲模范学校,上海大学附属中学,714,否,390,122,131,132
上海市同洲模范学校,上海市吴淞中学,712,否,389,126,121,135
上海市同洲模范学校,华东师范大学第二附属中学（宝山校区）,740,否,404,127,132,140
上海市宝山实验学校,上海市行知中学,737,否,403,128,130,141
上海市宝山实验学校,上海大学附属中学,710,否,395,127,131,121
上海市宝山实验学校,上海师范大学附属中学宝山分校,736,否,409,127,140,131
上海市宝山实验学校,上海市吴淞中学,721,否,389,126,125,139
初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,语数外,数学,语文,综合测试
上海市宝山实验学校,华东师范大学第二附属中学（宝山校区）,750,否,417.5,139,135,141
上海市民办锦秋学校,上海市行知中学,734.5,否,400,132,129,138
上海市民办锦秋学校,上海大学附属中学,720,否,386.5,122,133,141
上海市民办锦秋学校,上海市吴淞中学,709,否,390.5,126,132,125
上海市民办锦秋学校,华东师范大学第二附属中学（宝山校区）,734.5,否,402.5,128,132,138
上海市月浦实验学校,上海市行知中学,742,否,411,139,131,138
上海市月浦实验学校,上海大学附属中学,716,否,387.5,129,124,139
上海市月浦实验学校,上海师范大学附属中学宝山分校,726,否,396.5,126,129,138
上海市月浦实验学校,上海市吴淞中学,714.5,否,405.5,130,134,119
上海市月浦实验学校,华东师范大学第二附属中学（宝山校区）,754,否,416.5,138,132,146
上海市宝钢新世纪学校,上海市行知中学,733,否,409,139,130,132
上海市宝钢新世纪学校,上海大学附属中学,714.5,否,386.5,116,134,134
上海市宝钢新世纪学校,上海师范大学附属中学宝山分校,717,否,398.5,120,133,129
上海市宝钢新世纪学校,上海市吴淞中学,720.5,否,391,128,125,138
上海市宝钢新世纪学校,华东师范大学第二附属中学（宝山校区）,751,否,412,141,129,143
上海市吴淞实验学校,上海交通大学附属中学,752.5,否,421.5,145,134,138
上海市吴淞实验学校,上海市行知中学,731.5,否,396,124,130,139
上海市吴淞实验学校,上海大学附属中学,704.5,否,379.5,121,128,136
上海市吴淞实验学校,上海师范大学附属中学宝山分校,736,否,399,130,131,143
上海市吴淞实验学校,上海市吴淞中学,722,否,403.5,135,126,123
上海市吴淞实验学校,华东师范大学第二附属中学（宝山校区）,741.5,否,404.5,131,131,145
上海市宝山区天馨学校,上海市行知中学,740,否,408.5,136,131,140
上海市宝山区天馨学校,上海大学附属中学,724,否,394,135,123,139
上海市宝山区天馨学校,上海市吴淞中学,735,否,400.5,125,133,139
上海市宝山区天馨学校,华东师范大学第二附属中学（宝山校区）,749.5,否,415.5,137,134,141
上海市宝山区上海大学附属中学实验学校,上海市行知中学,737,否,406,128,132,137
上海市宝山区上海大学附属中学实验学校,上海大学附属中学,723,否,399,132,129,132
上海市宝山区上海大学附属中学实验学校,上海师范大学附属中学宝山分校,729.5,否,395.5,135,124,140
上海市宝山区上海大学附属中学实验学校,上海市吴淞中学,710.5,否,391.5,125,127,131
上海市宝山区上海大学附属中学实验学校,华东师范大学第二附属中学（宝山校区）,751,否,415,137,135,144
初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,语数外,数学,语文,综合测试
上海市宝山区共富实验学校,上海市行知中学,721.5,否,404,134,126,128
上海市宝山区共富实验学校,上海大学附属中学,704.5,否,397,134,125,131
上海市宝山区共富实验学校,上海师范大学附属中学宝山分校,701,否,388,120,129,121
上海市宝山区共富实验学校,上海市吴淞中学,708,否,395,123,127,119
上海市宝山区共富实验学校,华东师范大学第二附属中学（宝山校区）,738,否,407,126,137,137
华东师范大学宝山实验学校,上海市行知中学,736,否,406.5,132,132,137
华东师范大学宝山实验学校,上海大学附属中学,724,否,400,132,125,135
华东师范大学宝山实验学校,上海市吴淞中学,715.5,否,392.5,118,132,128
华东师范大学宝山实验学校,华东师范大学第二附属中学（宝山校区）,752,否,416,127,141,140
华东师范大学宝山实验学校,华东师范大学第二附属中学,752.5,否,415.5,142,131,140
上海大学附属学校,上海市行知中学,739,否,402,130,129,145
上海大学附属学校,上海大学附属中学,726.5,否,394.5,116,133,137
上海大学附属学校,上海师范大学附属中学宝山分校,733.5,否,401.5,131,131,140
上海大学附属学校,上海市吴淞中学,713.5,否,394,126,128,127
上海大学附属学校,华东师范大学第二附属中学（宝山校区）,751.5,否,412,142,128,145
上海农场学校,上海市行知中学,725,否,404,132,129,131
上海农场学校,上海大学附属中学,692.5,否,381.5,125,119,125
上海农场学校,上海市吴淞中学,702,否,387,127,127,127
上海农场学校,华东师范大学第二附属中学（宝山校区）,737.5,否,407,137,127,138
上海市宝山区馨家园学校,上海市行知中学,731,否,397,136,128,142
上海市宝山区馨家园学校,上海大学附属中学,708,否,387,133,126,130
上海市宝山区馨家园学校,上海师范大学附属中学宝山分校,725.5,否,402,134,124,131
上海市宝山区馨家园学校,上海市吴淞中学,710.5,否,397.5,129,127,120.5
上海市宝山区馨家园学校,华东师范大学第二附属中学（宝山校区）,743,否,403.5,136,130,146
上海世外教育附属宝山大华实验学校,复旦大学附属中学,759.5,否,421,146,133,141
上海世外教育附属宝山大华实验学校,上海市行知中学,725,否,396,132,128,136
上海世外教育附属宝山大华实验学校,上海大学附属中学,719,否,392,122,131,138
上海世外教育附属宝山大华实验学校,上海市吴淞中学,696.5,否,381.5,114,131,119
上海世外教育附属宝山大华实验学校,华东师范大学第二附属中学（宝山校区）,739.5,否,408.5,141,127,138
上海市宝山区教育学院实验学校,上海市行知中学,728,否,399,132,131,136
初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,语数外,数学,语文,综合测试
上海市宝山区教育学院实验学校,上海大学附属中学,706,否,383,120,129,130
上海市宝山区教育学院实验学校,上海市吴淞中学,716.5,否,394.5,127,130,128
上海市宝山区教育学院实验学校,华东师范大学第二附属中学（宝山校区）,733.5,否,409.5,136,133,135
上海市宝山区鹿鸣学校,上海市行知中学,740.5,否,398.5,132,128,146
上海市宝山区鹿鸣学校,上海大学附属中学,719.5,否,388.5,121,128,138
上海市宝山区鹿鸣学校,上海师范大学附属中学宝山分校,735,否,394,124,129,142
上海市宝山区鹿鸣学校,上海市吴淞中学,711,否,388.5,130,124,128
上海市宝山区鹿鸣学校,华东师范大学第二附属中学（宝山校区）,747,否,412,134,133,138
上海市宝山区庙行实验学校,上海市行知中学,715,否,396,127,131,128
上海市宝山区庙行实验学校,上海大学附属中学,704,否,389,113,137,118
上海市宝山区庙行实验学校,上海师范大学附属中学宝山分校,717.5,否,388.5,124,129,132
上海市宝山区庙行实验学校,上海市吴淞中学,713,否,390.5,124,133,132
上海市宝山区庙行实验学校,华东师范大学第二附属中学（宝山校区）,741.5,否,410,136,135,139
上海市宝山区顾村实验学校,上海市行知中学,730.5,否,390.5,121,127,145
上海市宝山区顾村实验学校,上海大学附属中学,710,否,383,124,127,140
上海市宝山区顾村实验学校,上海师范大学附属中学宝山分校,717.5,否,394.5,117,138,131
上海市宝山区顾村实验学校,上海市吴淞中学,706.5,否,379.5,130,125,137
上海市宝山区顾村实验学校,华东师范大学第二附属中学（宝山校区）,738.5,否,408.5,126,138,139
上海市教育学会宝山实验学校,上海市行知中学,717.5,否,391.5,116,132,133
上海市教育学会宝山实验学校,上海大学附属中学,716,否,394.5,122,130,135
上海市教育学会宝山实验学校,上海市吴淞中学,713.5,否,391,135,120,132
上海市教育学会宝山实验学校,华东师范大学第二附属中学（宝山校区）,737.5,否,409.5,127,135,133
上海市宝山区行知外国语学校,上海市行知中学,735.5,否,403.5,131,137,138
上海市宝山区行知外国语学校,上海大学附属中学,713.5,否,395,124,131,127
上海市宝山区行知外国语学校,上海师范大学附属中学宝山分校,718,否,397,122,133,127
上海市宝山区行知外国语学校,上海市吴淞中学,718.5,否,387,118,133,135
上海市宝山区行知外国语学校,华东师范大学第二附属中学（宝山校区）,752.5,否,417.5,144,134,144
上海市宝山区新民实验学校,上海交通大学附属中学,756.5,否,420.5,146,131,143
上海市宝山区新民实验学校,上海市行知中学,708,否,380,125,116,139
上海市宝山区新民实验学校,上海大学附属中学,705.5,否,377.5,128,123,135
初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,语数外,数学,语文,综合测试
上海市宝山区新民实验学校,上海市吴淞中学,712.5,否,382.5,124,125,137
上海市宝山区新民实验学校,华东师范大学第二附属中学（宝山校区）,743.5,否,399.5,128,133,147
上海市刘行新华实验学校,上海市行知中学,732.5,否,398,118,137,144
上海市刘行新华实验学校,上海大学附属中学,719,否,386,123,121,141
上海市刘行新华实验学校,上海师范大学附属中学宝山分校,732,否,390,125,124,147
上海市刘行新华实验学校,上海市吴淞中学,716.5,否,390.5,129,123,134
上海市刘行新华实验学校,华东师范大学第二附属中学（宝山校区）,758,否,422.5,135,140,140
上海民办华曜宝山实验学校,上海市行知中学,727,否,394,128,125,140
上海民办华曜宝山实验学校,上海大学附属中学,717.5,否,392.5,122,130,132
上海民办华曜宝山实验学校,上海师范大学附属中学宝山分校,724,否,397.5,127,126,136
上海民办华曜宝山实验学校,上海市吴淞中学,709.5,否,386.5,115,134,131
上海民办华曜宝山实验学校,华东师范大学第二附属中学（宝山校区）,755.5,否,424,142,136,138
上海大学附属宝山外国语学校,上海市行知中学,739,否,408,130,135,134
上海大学附属宝山外国语学校,上海大学附属中学,718.5,否,385,123,128,144
上海大学附属宝山外国语学校,上海市吴淞中学,714.5,否,403.5,130,133,121
上海大学附属宝山外国语学校,华东师范大学第二附属中学（宝山校区）,749.5,否,419.5,144,129,135
上海市白茅岭学校（上海市白茅岭学校军天湖分校）,上海市吴淞中学,696.5,否,379.5,108,134,123
上海外国语大学附属宝山双语学校,上海市行知中学,726.5,否,395,134,122,135
上海外国语大学附属宝山双语学校,上海大学附属中学,703,否,390,123,130,125
上海外国语大学附属宝山双语学校,上海师范大学附属中学宝山分校,711,否,383.5,120,131,133
上海外国语大学附属宝山双语学校,上海市吴淞中学,706.5,否,393,122,135,122
上海外国语大学附属宝山双语学校,华东师范大学第二附属中学（宝山校区）,742.5,否,399.5,124,132,145
上海市行知中学附属宝山实验学校,上海市行知中学,728.5,否,404,132,132,130
上海市行知中学附属宝山实验学校,上海大学附属中学,717.5,否,393.5,124,126,132
上海市行知中学附属宝山实验学校,上海市吴淞中学,710.5,否,398.5,129,126,122
上海市行知中学附属宝山实验学校,华东师范大学第二附属中学（宝山校区）,750,否,411,134,130,143
上海民办至德实验学校,复旦大学附属中学,759.5,否,421.5,139,137,143
上海民办至德实验学校,上海市行知中学,741.5,否,403,130,131,142
上海民办至德实验学校,上海大学附属中学,711.5,否,397.5,127,126,118
上海民办至德实验学校,上海师范大学附属中学宝山分校,717.5,否,397.5,121,132,128
初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,语数外,数学,语文,综合测试
上海民办至德实验学校,上海市吴淞中学,724,否,402.5,131,132,130
上海民办至德实验学校,华东师范大学第二附属中学（宝山校区）,751.5,否,419,139,137,137
上海宝山区世外学校,上海市行知中学,741,否,403,129,130,143
上海宝山区世外学校,上海大学附属中学,715.5,否,388.5,120,132,131
上海宝山区世外学校,上海市吴淞中学,713,否,392,121,128,128
上海宝山区世外学校,华东师范大学第二附属中学（宝山校区）,756,否,414.5,140,134,147
上海师范大学附属宝山实验学校,上海市行知中学,748.5,否,417.5,135,138,139
上海师范大学附属宝山实验学校,上海大学附属中学,725.5,否,401,136,128,133
上海师范大学附属宝山实验学校,上海市吴淞中学,706,否,374,120,124,138
上海师范大学附属宝山实验学校,华东师范大学第二附属中学（宝山校区）,749.5,否,416.5,139,133,138
上海师范大学附属宝山潜溪学校,上海市行知中学,723,否,401.5,133,130,132
上海师范大学附属宝山潜溪学校,上海大学附属中学,709.5,否,382.5,111,133,133
上海师范大学附属宝山潜溪学校,上海市吴淞中学,721,否,394,124,132,132
上海师范大学附属宝山潜溪学校,华东师范大学第二附属中学（宝山校区）,730,否,402.5,132,127,135
上海市存志附属宝山实验学校,上海市行知中学,743.5,否,416,142,128,138
上海市存志附属宝山实验学校,上海大学附属中学,697,否,386.5,119,130,130
上海市存志附属宝山实验学校,上海市吴淞中学,706.5,否,388.5,134,126,134
上海市存志附属宝山实验学校,华东师范大学第二附属中学（宝山校区）,733,否,396,131,127,140
华东师范大学附属宝山宝杨实验学校,上海市行知中学,712.5,否,396,123,131,127
华东师范大学附属宝山宝杨实验学校,上海大学附属中学,696.5,否,383.5,121,124,128
华东师范大学附属宝山宝杨实验学校,上海市吴淞中学,699.5,否,385,120,130,123
华东师范大学附属宝山宝杨实验学校,华东师范大学第二附属中学（宝山校区）,737,否,407,134,130,140
上海市宝山区陈伯吹罗店实验学校,上海市行知中学,696.5,否,377,113,125,128
上海市宝山区陈伯吹罗店实验学校,上海大学附属中学,708.5,否,376,127,119,139
上海市宝山区陈伯吹罗店实验学校,上海市吴淞中学,692.5,否,389.5,127,126,113
上海市宝山区陈伯吹罗店实验学校,华东师范大学第二附属中学（宝山校区）,705,否,388.5,120,131,128
