初中学校,招生学校,录取最低分     (含学业考总成绩和综合素质评价成绩),是否同分优待,末位录取考生成绩,末位录取考生成绩,末位录取考生成绩,末位录取考生成绩
上海市华灵学校,上海市回民中学,686,否,369.5,104,128,125
上海市华灵学校,上海市第六十中学,658.5,否,347,93,127,123
上海市三泉学校,上海市市西中学,711.5,否,387.5,110,132,131
上海市三泉学校,上海市育才中学,684.5,否,367,114,119,132
上海市三泉学校,上海市新中高级中学,687.5,否,381,120,130,119
上海市三泉学校,上海市市北中学,683,否,376,116,126,118
上海市三泉学校,上海市回民中学,662.5,否,355.5,113,130,116
上海市三泉学校,上海市第六十中学,673,否,371,117,120,116
上海市三泉学校,上海市华东模范中学,668.5,否,352.5,106,122,123
上海戏剧学院附属静安学校,上海市市西中学,735.5,否,405.5,127,132,137
上海戏剧学院附属静安学校,上海市育才中学,722,否,390,119,135,137
上海戏剧学院附属静安学校,上海市新中高级中学,704,否,381,114,133,129
上海戏剧学院附属静安学校,上海市市北中学,727,否,404.5,118,140,131
上海戏剧学院附属静安学校,上海市回民中学,667.5,否,379.5,107,132,102
上海戏剧学院附属静安学校,上海市第六十中学,666.5,否,353.5,91,127,122
上海戏剧学院附属静安学校,上海市华东模范中学,669,否,350.5,119,119,126
上海市静安区大宁国际学校,上海市市西中学,720.5,否,388,113,133,138
上海市静安区大宁国际学校,上海市育才中学,707.5,否,387.5,120,127,120
上海市静安区大宁国际学校,上海市新中高级中学,706,否,387,123,126,128
上海市静安区大宁国际学校,上海市市北中学,732.5,否,402,131,128,138
上海市静安区大宁国际学校,上海市第六十中学,696.5,否,373,121,121,137
上海市静安区大宁国际学校,上海市华东模范中学,665,否,373,109,125,106
