年份,初中学校,初中学校代码,高中代码,高中名称,计划数
2024,0,上海市三林中学东校,,上海市川沙中学,1
2024,0,上海市三林中学东校,,上海 南汇中学,1
2024,0,上海市三林中学东校,,上海市高桥中学,1
2024,0,上海市三林中学东校,,上海中学东校,1
2024,0,上海市三林中学东校,,上海市浦东复旦附中分校,1
2024,0,上海市川沙中学北校,,上海师范大学附属中学,1
2024,0,上海市川沙中学北校,,上海市建平中学,1
2024,0,上海市川沙中学北校,,上海市进才中学,1
2024,0,上海市川沙中学北校,,上海市洋泾中学,1
2024,0,上海市川沙中学北校,,上海市川沙中学,1
2024,0,上海市川沙中学北校,,上海 南汇中学,1
2024,0,上海市川沙中学北校,,上海市高桥中学,1
2024,0,上海市川沙中学北校,,上海中学东校,1
2024,0,上海市川沙中学北校,,上海市浦东复旦附中分校,1
2024,0,上海浦东新区民办正达外国语学校,,华东师范大学第二附属中学,1
2024,0,上海浦东新区民办正达外国语学校,,上海市建平中学,1
2024,0,上海浦东新区民办正达外国语学校,,上海市进才中学,1
2024,0,上海浦东新区民办正达外国语学校,,上海市洋泾中学,1
2024,0,上海浦东新区民办正达外国语学校,,上海市川沙中学,1
2024,0,上海浦东新区民办正达外国语学校,,上海 南汇中学,1
2024,0,上海浦东新区民办正达外国语学校,,上海市高桥中学,1
2024,0,上海浦东新区民办正达外国语学校,,上海中学东校,1
2024,0,上海浦东新区民办正达外国语学校,,上海市浦东复旦附中分校,1
2024,0,上海市高东中学,,上海市实验学校,1
2024,0,上海市高东中学,,上海市建平中学,1
2024,0,上海市高东中学,,上海市进才中学,1
2024,0,上海市高东中学,,上海市洋泾中学,1
2024,0,上海市高东中学,,上海市川沙中学,1
2024,0,上海市高东中学,,上海 南汇中学,1
2024,0,上海市高东中学,,上海市高桥中学,1
2024,0,上海市高东中学,,上海中学东校,1
2024,0,上海市高东中学,,上海市浦东复旦附中分校,1
2024,0,上海市南汇第一中学,,上海师范大学附属中学,1
2024,0,上海市南汇第一中学,,上海市建平中学,3
2024,0,上海市南汇第一中学,,上海市进才中学,3
2024,0,上海市南汇第一中学,,上海市洋泾中学,2
2024,0,上海市南汇第一中学,,上海市川沙中学,2
2024,0,上海市南汇第一中学,,上海 南汇中学,5
2024,0,上海市南汇第一中学,,上海市高桥中学,3
2024,0,上海市南汇第一中学,,上海中学东校,1
2024,0,上海市南汇第一中学,,上海市浦东复旦附中分校,1
2024,0,上海市老港中学,,上海交通大学附属中学,1
2024,0,上海市老港中学,,上海市建平中学,1
2024,0,上海市老港中学,,上海市进才中学,1
2024,0,上海市老港中学,,上海市洋泾中学,1
2024,0,上海市老港中学,,上海市川沙中学,1
2024,0,上海市老港中学,,上海 南汇中学,1
2024,0,上海市老港中学,,上海市高桥中学,1
2024,0,上海市老港中学,,上海中学东校,1
2024,0,上海市老港中学,,上海市浦东复旦附中分校,1
2024,0,上海市泥城中学,,上海交通大学附属中学,1
2024,0,上海市泥城中学,,上海市建平中学,1
2024,0,上海市泥城中学,,上海市进才中学,1
2024,0,上海市泥城中学,,上海市洋泾中学,1
2024,0,上海市泥城中学,,上海市川沙中学,1
2024,0,上海市泥城中学,,上海 南汇中学,1
2024,0,上海市泥城中学,,上海市高桥中学,1
2024,0,上海市泥城中学,,上海中学东校,1
2024,0,上海市泥城中学,,上海市浦东复旦附中分校,1
2024,0,上海市泥城中学,,华东师范大学第二附属中学临港奉贤分校,4
2024,1,"上海市浦东新区建平康梧中学（原上海市
吴迅中学）",,上海市建平中学,2
2024,1,"上海市浦东新区建平康梧中学（原上海市
吴迅中学）",,上海市进才中学,2
2024,1,"上海市浦东新区建平康梧中学（原上海市
吴迅中学）",,上海市洋泾中学,1
2024,1,"上海市浦东新区建平康梧中学（原上海市
吴迅中学）",,上海市川沙中学,1
2024,1,"上海市浦东新区建平康梧中学（原上海市
吴迅中学）",,上海 南汇中学,3
2024,1,"上海市浦东新区建平康梧中学（原上海市
吴迅中学）",,上海市高桥中学,2
2024,1,"上海市浦东新区建平康梧中学（原上海市
吴迅中学）",,上海中学东校,1
2024,1,"上海市浦东新区建平康梧中学（原上海市
吴迅中学）",,上海市浦东复旦附中分校,1
2024,0,上海市长岛中学,,上海交通大学附属中学,1
2024,0,上海市长岛中学,,上海市建平中学,1
2024,0,上海市长岛中学,,上海市进才中学,1
2024,0,上海市长岛中学,,上海市洋泾中学,1
2024,0,上海市长岛中学,,上海市川沙中学,1
2024,0,上海市长岛中学,,上海 南汇中学,1
2024,0,上海市长岛中学,,上海市高桥中学,1
2024,0,上海市长岛中学,,上海中学东校,1
2024,0,上海市长岛中学,,上海市浦东复旦附中分校,1
2024,0,上海立信会计金融学院附属学校,,上海市建平中学,4
2024,0,上海立信会计金融学院附属学校,,上海市进才中学,3
2024,0,上海立信会计金融学院附属学校,,上海市洋泾中学,4
2024,0,上海立信会计金融学院附属学校,,上海市川沙中学,4
2024,0,上海立信会计金融学院附属学校,,上海 南汇中学,6
2024,0,上海立信会计金融学院附属学校,,上海市高桥中学,3
2024,0,上海立信会计金融学院附属学校,,上海中学东校,2
2024,0,上海市绿川学校,,上海市建平中学,1
2024,0,上海市绿川学校,,上海市进才中学,1
2024,0,上海市绿川学校,,上海市洋泾中学,1
2024,0,上海市绿川学校,,上海市川沙中学,1
2024,0,上海市绿川学校,,上海 南汇中学,1
2024,0,上海市绿川学校,,上海市高桥中学,1
2024,0,上海市绿川学校,,上海中学东校,1
2024,0,上海市绿川学校,,上海市浦东复旦附中分校,1
2024,0,上海市洋泾菊园实验学校,,华东师范大学第二附属中学,1
2024,0,上海市洋泾菊园实验学校,,上海市建平中学,2
2024,0,上海市洋泾菊园实验学校,,上海市进才中学,1
2024,0,上海市洋泾菊园实验学校,,上海市洋泾中学,2
2024,0,上海市洋泾菊园实验学校,,上海市川沙中学,2
2024,0,上海市洋泾菊园实验学校,,上海 南汇中学,4
2024,0,上海市洋泾菊园实验学校,,上海市高桥中学,1
2024,0,上海市洋泾菊园实验学校,,上海中学东校,1
2024,0,上海市洋泾菊园实验学校,,上海市浦东复旦附中分校,1
2024,0,上海市民办平和学校,,上海交通大学附属中学,1
2024,0,上海市民办平和学校,,上海市建平中学,1
2024,0,上海市民办平和学校,,上海市进才中学,1
2024,0,上海市民办平和学校,,上海市洋泾中学,1
2024,0,上海市民办平和学校,,上海市川沙中学,2
2024,0,上海市民办平和学校,,上海 南汇中学,1
2024,0,上海市民办平和学校,,上海市高桥中学,1
2024,0,上海市民办平和学校,,上海中学东校,1
2024,0,上海市民办平和学校,,上海市浦东复旦附中分校,1
2024,0,上海市川沙中学南校,,上海交通大学附属中学,1
2024,0,上海市川沙中学南校,,上海市建平中学,4
2024,0,上海市川沙中学南校,,上海市进才中学,5
2024,0,上海市川沙中学南校,,上海市洋泾中学,4
2024,0,上海市川沙中学南校,,上海市川沙中学,3
2024,0,上海市川沙中学南校,,上海 南汇中学,8
2024,0,上海市川沙中学南校,,上海市高桥中学,4
2024,0,上海市川沙中学南校,,上海中学东校,3
2024,0,上海市川沙中学南校,,上海市浦东复旦附中分校,1
2024,0,上海市建平实验中学,,华东师范大学第二附属中学,1
2024,0,上海市建平实验中学,,上海市建平中学,6
2024,0,上海市建平实验中学,,上海市进才中学,5
2024,0,上海市建平实验中学,,上海市洋泾中学,6
2024,0,上海市建平实验中学,,上海市川沙中学,5
2024,0,上海市建平实验中学,,上海 南汇中学,8
2024,0,上海市建平实验中学,,上海市高桥中学,4
2024,0,上海市建平实验中学,,上海中学东校,3
2024,0,上海市建平实验中学,,上海市浦东复旦附中分校,1
2024,0,上海市民办金苹果学校,,上海市建平中学,1
2024,0,上海市民办金苹果学校,,上海市进才中学,2
2024,0,上海市民办金苹果学校,,上海市洋泾中学,1
2024,0,上海市民办金苹果学校,,上海市川沙中学,1
2024,0,上海市民办金苹果学校,,上海 南汇中学,1
2024,0,上海市民办金苹果学校,,上海市高桥中学,1
2024,0,上海市民办金苹果学校,,上海中学东校,1
2024,0,上海市民办金苹果学校,,上海市浦东复旦附中分校,1
2024,0,上海民办启能东方外国语学校,,上海市建平中学,1
2024,0,上海民办启能东方外国语学校,,上海市进才中学,1
2024,0,上海民办启能东方外国语学校,,上海市洋泾中学,1
2024,0,上海民办启能东方外国语学校,,上海市川沙中学,1
2024,0,上海民办启能东方外国语学校,,上海 南汇中学,1
2024,0,上海民办启能东方外国语学校,,上海市高桥中学,1
2024,0,上海民办启能东方外国语学校,,上海中学东校,1
2024,0,上海民办启能东方外国语学校,,上海市浦东复旦附中分校,1
2024,0,上海市民办中芯学校,,华东师范大学第二附属中学,1
2024,0,上海市民办中芯学校,,上海市建平中学,1
2024,0,上海市民办中芯学校,,上海市进才中学,1
2024,0,上海市民办中芯学校,,上海市洋泾中学,1
2024,0,上海市民办中芯学校,,上海市川沙中学,1
2024,0,上海市民办中芯学校,,上海 南汇中学,1
2024,0,上海市民办中芯学校,,上海市高桥中学,1
2024,0,上海市民办中芯学校,,上海中学东校,1
2024,0,上海市民办中芯学校,,上海市浦东复旦附中分校,1
2024,0,上海市进才实验中学,,上海师范大学附属中学,1
2024,0,上海市进才实验中学,,上海市建平中学,3
2024,0,上海市进才实验中学,,上海市进才中学,4
2024,0,上海市进才实验中学,,上海市洋泾中学,3
2024,0,上海市进才实验中学,,上海市川沙中学,3
2024,0,上海市进才实验中学,,上海 南汇中学,6
2024,0,上海市进才实验中学,,上海市高桥中学,4
2024,0,上海市进才实验中学,,上海中学东校,3
2024,0,上海市进才实验中学,,上海市浦东复旦附中分校,1
2024,0,上海市实验学校东校,,上海师范大学附属中学,1
2024,0,上海市实验学校东校,,上海市建平中学,2
2024,0,上海市实验学校东校,,上海市进才中学,3
2024,0,上海市实验学校东校,,上海市洋泾中学,2
2024,0,上海市实验学校东校,,上海市川沙中学,2
2024,0,上海市实验学校东校,,上海 南汇中学,3
2024,0,上海市实验学校东校,,上海市高桥中学,3
2024,0,上海市实验学校东校,,上海中学东校,2
2024,0,上海市实验学校东校,,上海市浦东复旦附中分校,1
2024,0,上海市张江集团中学,,上海市建平中学,2
2024,0,上海市张江集团中学,,上海市进才中学,1
2024,0,上海市张江集团中学,,上海市洋泾中学,2
2024,0,上海市张江集团中学,,上海市川沙中学,2
2024,0,上海市张江集团中学,,上海 南汇中学,4
2024,0,上海市张江集团中学,,上海市高桥中学,1
2024,0,上海市张江集团中学,,上海中学东校,1
2024,0,上海市张江集团中学,,上海市浦东复旦附中分校,1
2024,0,上海浦东新区民办协和双语学校,,上海市实验学校,1
2024,0,上海浦东新区民办协和双语学校,,上海市建平中学,1
2024,0,上海浦东新区民办协和双语学校,,上海市进才中学,1
2024,0,上海浦东新区民办协和双语学校,,上海市洋泾中学,1
2024,0,上海浦东新区民办协和双语学校,,上海市川沙中学,1
2024,0,上海浦东新区民办协和双语学校,,上海 南汇中学,1
2024,0,上海浦东新区民办协和双语学校,,上海市高桥中学,1
2024,0,上海浦东新区民办协和双语学校,,上海中学东校,1
2024,0,上海浦东新区民办协和双语学校,,上海市浦东复旦附中分校,1
2024,0,上海市浦东新区建平南汇实验学校,,华东师范大学第二附属中学,1
2024,0,上海市浦东新区建平南汇实验学校,,上海市建平中学,2
2024,0,上海市浦东新区建平南汇实验学校,,上海市进才中学,1
2024,0,上海市浦东新区建平南汇实验学校,,上海市洋泾中学,2
2024,0,上海市浦东新区建平南汇实验学校,,上海市川沙中学,2
2024,0,上海市浦东新区建平南汇实验学校,,上海 南汇中学,1
2024,0,上海市浦东新区建平南汇实验学校,,上海市高桥中学,1
2024,0,上海市浦东新区建平南汇实验学校,,上海中学东校,1
2024,0,上海市浦东新区建平南汇实验学校,,上海市浦东复旦附中分校,1
2024,0,上海市三灶学校,,上海市实验学校,1
2024,0,上海市三灶学校,,上海市建平中学,1
2024,0,上海市三灶学校,,上海市进才中学,1
2024,0,上海市三灶学校,,上海市洋泾中学,1
2024,0,上海市三灶学校,,上海市川沙中学,1
2024,0,上海市三灶学校,,上海 南汇中学,1
2024,0,上海市三灶学校,,上海市高桥中学,1
2024,0,上海市三灶学校,,上海中学东校,1
2024,0,上海市三灶学校,,上海市浦东复旦附中分校,1
2024,0,上海市黄路学校,,上海市建平中学,1
2024,0,上海市黄路学校,,上海市进才中学,1
2024,0,上海市黄路学校,,上海市洋泾中学,2
2024,0,上海市黄路学校,,上海市川沙中学,2
2024,0,上海市黄路学校,,上海 南汇中学,1
2024,0,上海市黄路学校,,上海市高桥中学,1
2024,0,上海市黄路学校,,上海中学东校,1
2024,0,上海市黄路学校,,上海市浦东复旦附中分校,1
2024,0,上海市浦东新区彭镇中学,,上海师范大学附属中学,1
2024,0,上海市浦东新区彭镇中学,,上海市建平中学,1
2024,0,上海市浦东新区彭镇中学,,上海市进才中学,2
2024,0,上海市浦东新区彭镇中学,,上海市洋泾中学,1
2024,0,上海市浦东新区彭镇中学,,上海市川沙中学,1
2024,0,上海市浦东新区彭镇中学,,上海 南汇中学,3
2024,0,上海市浦东新区彭镇中学,,上海市高桥中学,2
2024,0,上海市浦东新区彭镇中学,,上海中学东校,2
2024,0,上海市浦东新区彭镇中学,,上海市浦东复旦附中分校,1
2024,0,上海市浦东新区彭镇中学,,华东师范大学第二附属中学临港奉贤分校,8
2024,0,上海市秋萍学校,,上海师范大学附属中学,1
2024,0,上海市秋萍学校,,上海市建平中学,1
2024,0,上海市秋萍学校,,上海市进才中学,1
2024,0,上海市秋萍学校,,上海市洋泾中学,1
2024,0,上海市秋萍学校,,上海市川沙中学,1
2024,0,上海市秋萍学校,,上海 南汇中学,1
2024,0,上海市秋萍学校,,上海市高桥中学,1
2024,0,上海市秋萍学校,,上海中学东校,1
2024,0,上海市秋萍学校,,上海市浦东复旦附中分校,1
2024,0,上海市秋萍学校,,华东师范大学第二附属中学临港奉贤分校,5
2024,0,上海市三墩学校,,华东师范大学第二附属中学,1
2024,0,上海市三墩学校,,上海市建平中学,1
2024,0,上海市三墩学校,,上海市进才中学,1
2024,0,上海市三墩学校,,上海市洋泾中学,1
2024,0,上海市三墩学校,,上海市川沙中学,1
2024,0,上海市三墩学校,,上海 南汇中学,1
2024,0,上海市三墩学校,,上海市高桥中学,1
2024,0,上海市三墩学校,,上海中学东校,1
2024,0,上海市三墩学校,,上海市浦东复旦附中分校,1
2024,0,上海市三墩学校,,华东师范大学第二附属中学临港奉贤分校,2
2024,0,上海市万祥学校,,复旦大学附属中学,1
2024,0,上海市万祥学校,,上海市建平中学,1
2024,0,上海市万祥学校,,上海市进才中学,1
2024,0,上海市万祥学校,,上海市洋泾中学,1
2024,0,上海市万祥学校,,上海市川沙中学,1
2024,0,上海市万祥学校,,上海 南汇中学,1
2024,0,上海市万祥学校,,上海市高桥中学,1
2024,0,上海市万祥学校,,上海中学东校,1
2024,0,上海市万祥学校,,上海市浦东复旦附中分校,1
2024,0,上海市万祥学校,,华东师范大学第二附属中学临港奉贤分校,5
2024,0,上海市宣桥学校,,华东师范大学第二附属中学,1
2024,0,上海市宣桥学校,,上海市建平中学,1
2024,0,上海市宣桥学校,,上海市进才中学,1
2024,0,上海市宣桥学校,,上海市洋泾中学,1
2024,0,上海市宣桥学校,,上海市川沙中学,1
2024,0,上海市宣桥学校,,上海 南汇中学,1
2024,0,上海市宣桥学校,,上海市高桥中学,1
2024,0,上海市宣桥学校,,上海中学东校,1
2024,0,上海市宣桥学校,,上海市浦东复旦附中分校,1
2024,0,上海市航头学校,,华东师范大学第二附属中学,1
2024,0,上海市航头学校,,上海市建平中学,3
2024,0,上海市航头学校,,上海市进才中学,2
2024,0,上海市航头学校,,上海市洋泾中学,3
2024,0,上海市航头学校,,上海市川沙中学,3
2024,0,上海市航头学校,,上海 南汇中学,4
2024,0,上海市航头学校,,上海市高桥中学,2
2024,0,上海市航头学校,,上海中学东校,1
2024,0,上海市航头学校,,上海市浦东复旦附中分校,1
2024,0,上海市周浦育才学校,,上海市建平中学,1
2024,0,上海市周浦育才学校,,上海市进才中学,1
2024,0,上海市周浦育才学校,,上海市洋泾中学,1
2024,0,上海市周浦育才学校,,上海市川沙中学,1
2024,0,上海市周浦育才学校,,上海 南汇中学,1
2024,0,上海市周浦育才学校,,上海市高桥中学,1
2024,0,上海市周浦育才学校,,上海中学东校,1
2024,0,上海市周浦育才学校,,上海市浦东复旦附中分校,1
2024,0,上海市实验学校附属光明学校,,上海市建平中学,2
2024,0,上海市实验学校附属光明学校,,上海市进才中学,3
2024,0,上海市实验学校附属光明学校,,上海市洋泾中学,2
2024,0,上海市实验学校附属光明学校,,上海市川沙中学,1
2024,0,上海市实验学校附属光明学校,,上海 南汇中学,2
2024,0,上海市实验学校附属光明学校,,上海市高桥中学,2
2024,0,上海市实验学校附属光明学校,,上海中学东校,1
2024,0,上海市实验学校附属光明学校,,上海市浦东复旦附中分校,1
2024,0,上海市东海学校,,上海市建平中学,1
2024,0,上海市东海学校,,上海市进才中学,1
2024,0,上海市东海学校,,上海市洋泾中学,1
2024,0,上海市东海学校,,上海市川沙中学,1
2024,0,上海市东海学校,,上海 南汇中学,1
2024,0,上海市东海学校,,上海市高桥中学,1
2024,0,上海市东海学校,,上海中学东校,1
2024,0,上海市东海学校,,上海市浦东复旦附中分校,1
2024,0,上海市今日学校,,华东师范大学第二附属中学,1
2024,0,上海市今日学校,,上海市建平中学,1
2024,0,上海市今日学校,,上海市进才中学,1
2024,0,上海市今日学校,,上海市洋泾中学,1
2024,0,上海市今日学校,,上海市川沙中学,1
2024,0,上海市今日学校,,上海 南汇中学,1
2024,0,上海市今日学校,,上海市高桥中学,1
2024,0,上海市今日学校,,上海中学东校,1
2024,0,上海市今日学校,,上海市浦东复旦附中分校,1
2024,0,上海市今日学校,,华东师范大学第二附属中学临港奉贤分校,1
2024,0,上海市康城学校,,复旦大学附属中学,1
2024,0,上海市康城学校,,上海市建平中学,3
2024,0,上海市康城学校,,上海市进才中学,3
2024,0,上海市康城学校,,上海市洋泾中学,2
2024,0,上海市康城学校,,上海市川沙中学,1
2024,0,上海市康城学校,,上海 南汇中学,2
2024,0,上海市康城学校,,上海市高桥中学,2
2024,0,上海市康城学校,,上海中学东校,1
2024,0,上海市康城学校,,上海市浦东复旦附中分校,1
2024,0,上海中医药大学附属浦东鹤沙学校（原上海市下沙学校）,,华东师范大学第二附属中学,1
2024,0,上海中医药大学附属浦东鹤沙学校（原上海市下沙学校）,,上海市建平中学,1
2024,0,上海中医药大学附属浦东鹤沙学校（原上海市下沙学校）,,上海市进才中学,2
2024,0,上海中医药大学附属浦东鹤沙学校（原上海市下沙学校）,,上海市洋泾中学,1
2024,0,上海中医药大学附属浦东鹤沙学校（原上海市下沙学校）,,上海市川沙中学,1
2024,0,上海中医药大学附属浦东鹤沙学校（原上海市下沙学校）,,上海 南汇中学,3
2024,0,上海中医药大学附属浦东鹤沙学校（原上海市下沙学校）,,上海市高桥中学,2
2024,0,上海中医药大学附属浦东鹤沙学校（原上海市下沙学校）,,上海中学东校,2
2024,0,上海中医药大学附属浦东鹤沙学校（原上海市下沙学校）,,上海市浦东复旦附中分校,1
2024,0,上海浦东新区民办东鼎外国语学校,,上海市实验学校,1
2024,0,上海浦东新区民办东鼎外国语学校,,上海市建平中学,1
2024,0,上海浦东新区民办东鼎外国语学校,,上海市进才中学,1
2024,0,上海浦东新区民办东鼎外国语学校,,上海市洋泾中学,1
2024,0,上海浦东新区民办东鼎外国语学校,,上海市川沙中学,1
2024,0,上海浦东新区民办东鼎外国语学校,,上海 南汇中学,1
2024,0,上海浦东新区民办东鼎外国语学校,,上海市高桥中学,1
2024,0,上海浦东新区民办东鼎外国语学校,,上海中学东校,1
2024,0,上海浦东新区民办东鼎外国语学校,,上海市浦东复旦附中分校,1
2024,0,上海市民办尚德实验学校,,上海市建平中学,5
2024,0,上海市民办尚德实验学校,,上海市进才中学,5
2024,0,上海市民办尚德实验学校,,上海市洋泾中学,4
2024,0,上海市民办尚德实验学校,,上海市川沙中学,3
2024,0,上海市民办尚德实验学校,,上海 南汇中学,8
2024,0,上海市民办尚德实验学校,,上海市高桥中学,4
2024,0,上海市民办尚德实验学校,,上海中学东校,2
2024,0,上海市民办尚德实验学校,,上海市浦东复旦附中分校,1
2024,1,上海浦东新区民办远翔实验学校,,上海市建平中学,1
2024,1,上海浦东新区民办远翔实验学校,,上海市进才中学,2
2024,1,上海浦东新区民办远翔实验学校,,上海市洋泾中学,1
2024,1,上海浦东新区民办远翔实验学校,,上海市川沙中学,1
2024,1,上海浦东新区民办远翔实验学校,,上海 南汇中学,4
2024,1,上海浦东新区民办远翔实验学校,,上海市高桥中学,2
2024,1,上海浦东新区民办远翔实验学校,,上海中学东校,2
2024,1,上海浦东新区民办远翔实验学校,,上海市浦东复旦附中分校,1
2024,0,上海浦东新区民办进德外国语中学,,上海市建平中学,1
2024,0,上海浦东新区民办进德外国语中学,,上海市进才中学,2
2024,0,上海浦东新区民办进德外国语中学,,上海市洋泾中学,1
2024,0,上海浦东新区民办进德外国语中学,,上海市川沙中学,1
2024,0,上海浦东新区民办进德外国语中学,,上海 南汇中学,4
2024,0,上海浦东新区民办进德外国语中学,,上海市高桥中学,2
2024,0,上海浦东新区民办进德外国语中学,,上海中学东校,2
2024,0,上海浦东新区民办进德外国语中学,,上海市浦东复旦附中分校,1
2024,0,上海市周浦实验学校,,上海市建平中学,3
2024,0,上海市周浦实验学校,,上海市进才中学,2
2024,0,上海市周浦实验学校,,上海市洋泾中学,3
2024,0,上海市周浦实验学校,,上海市川沙中学,2
2024,0,上海市周浦实验学校,,上海 南汇中学,2
2024,0,上海市周浦实验学校,,上海市高桥中学,1
2024,0,上海市周浦实验学校,,上海中学东校,1
2024,0,上海市周浦实验学校,,上海市浦东复旦附中分校,1
2024,0,上海浦东新区民办沪港学校,,华东师范大学第二附属中学,1
2024,0,上海浦东新区民办沪港学校,,上海市建平中学,1
2024,0,上海浦东新区民办沪港学校,,上海市进才中学,1
2024,0,上海浦东新区民办沪港学校,,上海市洋泾中学,1
2024,0,上海浦东新区民办沪港学校,,上海市川沙中学,1
2024,0,上海浦东新区民办沪港学校,,上海 南汇中学,1
2024,0,上海浦东新区民办沪港学校,,上海市高桥中学,1
2024,0,上海浦东新区民办沪港学校,,上海中学东校,1
2024,0,上海浦东新区民办沪港学校,,上海市浦东复旦附中分校,1
2024,0,上海浦东新区民办沪港学校,,华东师范大学第二附属中学临港奉贤分校,1
2024,0,上海浦东新区民办更新学校,,上海师范大学附属中学,1
2024,0,上海浦东新区民办更新学校,,上海市建平中学,1
2024,0,上海浦东新区民办更新学校,,上海市进才中学,1
2024,0,上海浦东新区民办更新学校,,上海市洋泾中学,1
2024,0,上海浦东新区民办更新学校,,上海市川沙中学,1
2024,0,上海浦东新区民办更新学校,,上海 南汇中学,1
2024,0,上海浦东新区民办更新学校,,上海市高桥中学,1
2024,0,上海浦东新区民办更新学校,,上海中学东校,1
2024,0,上海浦东新区民办更新学校,,上海市浦东复旦附中分校,1
2024,0,上海民办华曜浦东实验学校,,上海市建平中学,2
2024,0,上海民办华曜浦东实验学校,,上海市进才中学,2
2024,0,上海民办华曜浦东实验学校,,上海市洋泾中学,1
2024,0,上海民办华曜浦东实验学校,,上海市川沙中学,1
2024,0,上海民办华曜浦东实验学校,,上海 南汇中学,4
2024,0,上海民办华曜浦东实验学校,,上海市高桥中学,2
2024,0,上海民办华曜浦东实验学校,,上海中学东校,1
2024,0,上海浦东新区民办万科学校,,上海市建平中学,1
2024,0,上海浦东新区民办万科学校,,上海市进才中学,1
2024,0,上海浦东新区民办万科学校,,上海市洋泾中学,1
2024,0,上海浦东新区民办万科学校,,上海市川沙中学,1
2024,0,上海浦东新区民办万科学校,,上海 南汇中学,1
2024,0,上海浦东新区民办万科学校,,上海市高桥中学,1
2024,0,上海浦东新区民办万科学校,,上海中学东校,1
2024,0,上海浦东新区民办万科学校,,上海市浦东复旦附中分校,1
2024,0,华东师范大学第二附属中学前滩学校,,上海市建平中学,1
2024,0,华东师范大学第二附属中学前滩学校,,上海市进才中学,1
2024,0,华东师范大学第二附属中学前滩学校,,上海市洋泾中学,1
2024,0,华东师范大学第二附属中学前滩学校,,上海市川沙中学,1
2024,0,华东师范大学第二附属中学前滩学校,,上海 南汇中学,1
2024,0,华东师范大学第二附属中学前滩学校,,上海市高桥中学,1
2024,0,华东师范大学第二附属中学前滩学校,,上海中学东校,1
2024,0,华东师范大学第二附属中学前滩学校,,上海市浦东复旦附中分校,1
2024,0,上海浦东新区民办惠立学校,,上海市建平中学,1
2024,0,上海浦东新区民办惠立学校,,上海市进才中学,1
2024,0,上海浦东新区民办惠立学校,,上海市洋泾中学,1
2024,0,上海浦东新区民办惠立学校,,上海市川沙中学,1
2024,0,上海浦东新区民办惠立学校,,上海 南汇中学,1
2024,0,上海浦东新区民办惠立学校,,上海市高桥中学,1
2024,0,上海浦东新区民办惠立学校,,上海中学东校,1
2024,0,上海浦东新区民办惠立学校,,上海市浦东复旦附中分校,1
2024,0,上海浦东新区民办宏文学校,,上海师范大学附属中学,1
2024,0,上海浦东新区民办宏文学校,,上海市建平中学,1
2024,0,上海浦东新区民办宏文学校,,上海市进才中学,1
2024,0,上海浦东新区民办宏文学校,,上海市洋泾中学,1
2024,0,上海浦东新区民办宏文学校,,上海市川沙中学,1
2024,0,上海浦东新区民办宏文学校,,上海 南汇中学,1
2024,0,上海浦东新区民办宏文学校,,上海市高桥中学,1
2024,0,上海浦东新区民办宏文学校,,上海中学东校,1
2024,0,上海浦东新区民办宏文学校,,上海市浦东复旦附中分校,1
2024,0,上海科技大学附属学校,,上海师范大学附属中学,1
2024,0,上海科技大学附属学校,,上海市建平中学,1
2024,0,上海科技大学附属学校,,上海市进才中学,1
2024,0,上海科技大学附属学校,,上海市洋泾中学,2
2024,0,上海科技大学附属学校,,上海市川沙中学,1
2024,0,上海科技大学附属学校,,上海 南汇中学,1
2024,0,上海科技大学附属学校,,上海市高桥中学,1
2024,0,上海科技大学附属学校,,上海中学东校,1
2024,0,上海科技大学附属学校,,上海市浦东复旦附中分校,1
2024,0,上海浦东民办未来科技学校,,上海市建平中学,1
2024,0,上海浦东民办未来科技学校,,上海市进才中学,2
2024,0,上海浦东民办未来科技学校,,上海市洋泾中学,1
2024,0,上海浦东民办未来科技学校,,上海市川沙中学,1
2024,0,上海浦东民办未来科技学校,,上海 南汇中学,1
2024,0,上海浦东民办未来科技学校,,上海市高桥中学,1
2024,0,上海浦东民办未来科技学校,,上海中学东校,1
2024,0,上海浦东民办未来科技学校,,上海市浦东复旦附中分校,1
2024,0,上海市浦东新区东城学校,,上海市建平中学,1
2024,0,上海市浦东新区东城学校,,上海市进才中学,1
2024,0,上海市浦东新区东城学校,,上海市洋泾中学,1
2024,0,上海市浦东新区东城学校,,上海市川沙中学,1
2024,0,上海市浦东新区东城学校,,上海 南汇中学,1
2024,0,上海市浦东新区东城学校,,上海市高桥中学,1
2024,0,上海市浦东新区东城学校,,上海中学东校,1
2024,0,上海市浦东新区东城学校,,上海市浦东复旦附中分校,1
2024,上海市嘉定区启良中学,,142001,上海市嘉定区第一中学,7
2024,上海市嘉定区启良中学,,142002,上海交通大学附属中学嘉定分校,9
2024,上海市嘉定区方泰中学,,142001,上海市嘉定区第一中学,2
2024,上海市嘉定区方泰中学,,142002,上海交通大学附属中学嘉定分校,2
2024,上海市曹杨二中附属江桥实验中学,,102057,复旦大学附属中学,1
2024,上海市曹杨二中附属江桥实验中学,,142001,上海市嘉定区第一中学,8
2024,上海市曹杨二中附属江桥实验中学,,142002,上海交通大学附属中学嘉定分校,11
2024,上海市嘉定区迎园中学,,142001,上海市嘉定区第一中学,12
2024,上海市嘉定区迎园中学,,142002,上海交通大学附属中学嘉定分校,15
2024,上海市嘉定区南苑中学,,142001,上海市嘉定区第一中学,4
