年份,初中学校,初中学校代码,高中代码,高中名称,计划数
2024,上海市奉贤区青溪中学,201016,,"计划
数",1
2024,上海市奉贤区青溪中学,201016,,"招生学
校代码",202001
2024,上海市奉贤区青溪中学,201016,,学校名称,上海市奉贤中学
2024,上海市奉贤区青溪中学,201016,,所属区,奉贤区
2024,上海市奉贤区青溪中学,201016,,"计划
数",10
2024,上海市奉贤区青溪中学,201016,,"招生学
校代码",202002
2024,上海市奉贤区青溪中学,201016,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区青溪中学,201016,,所属区,奉贤区
2024,上海市奉贤区青溪中学,201016,,"计划
数",2
2024,上海市奉贤区尚同中学,201017,,"招生学
校代码",012002
2024,上海市奉贤区尚同中学,201017,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区尚同中学,201017,,所属区,黄浦区
2024,上海市奉贤区尚同中学,201017,,"计划
数",1
2024,上海市奉贤区尚同中学,201017,,"招生学
校代码",202001
2024,上海市奉贤区尚同中学,201017,,学校名称,上海市奉贤中学
2024,上海市奉贤区尚同中学,201017,,所属区,奉贤区
2024,上海市奉贤区尚同中学,201017,,"计划
数",4
2024,上海市奉贤区尚同中学,201017,,"招生学
校代码",202002
2024,上海市奉贤区尚同中学,201017,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区尚同中学,201017,,所属区,奉贤区
2024,上海市奉贤区尚同中学,201017,,"计划
数",1
2024,上海外国语大学附属奉贤实验中学,201018,,"招生学
校代码",012002
2024,上海外国语大学附属奉贤实验中学,201018,,学校名称,上海市格致中学（奉贤校区）
2024,上海外国语大学附属奉贤实验中学,201018,,所属区,黄浦区
2024,上海外国语大学附属奉贤实验中学,201018,,"计划
数",1
2024,上海外国语大学附属奉贤实验中学,201018,,"招生学
校代码",202001
2024,上海外国语大学附属奉贤实验中学,201018,,学校名称,上海市奉贤中学
2024,上海外国语大学附属奉贤实验中学,201018,,所属区,奉贤区
2024,上海外国语大学附属奉贤实验中学,201018,,"计划
数",4
2024,上海外国语大学附属奉贤实验中学,201018,,"招生学
校代码",202002
2024,上海外国语大学附属奉贤实验中学,201018,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海外国语大学附属奉贤实验中学,201018,,所属区,奉贤区
2024,上海外国语大学附属奉贤实验中学,201018,,"计划
数",1
2024,上海市奉贤区崇实中学,201019,,"招生学
校代码",012002
2024,上海市奉贤区崇实中学,201019,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区崇实中学,201019,,所属区,黄浦区
2024,上海市奉贤区崇实中学,201019,,"计划
数",2
2024,上海市奉贤区崇实中学,201019,,"招生学
校代码",202001
2024,上海市奉贤区崇实中学,201019,,学校名称,上海市奉贤中学
2024,上海市奉贤区崇实中学,201019,,所属区,奉贤区
2024,上海市奉贤区崇实中学,201019,,"计划
数",11
2024,上海市奉贤区崇实中学,201019,,"招生学
校代码",202002
2024,上海市奉贤区崇实中学,201019,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区崇实中学,201019,,所属区,奉贤区
2024,上海市奉贤区崇实中学,201019,,"计划
数",2
2024,上海市奉贤区待问中学,201020,,"招生学
校代码",012002
2024,上海市奉贤区待问中学,201020,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区待问中学,201020,,所属区,黄浦区
2024,上海市奉贤区待问中学,201020,,"计划
数",1
2024,上海市奉贤区待问中学,201020,,"招生学
校代码",202001
2024,上海市奉贤区待问中学,201020,,学校名称,上海市奉贤中学
2024,上海市奉贤区待问中学,201020,,所属区,奉贤区
2024,上海市奉贤区待问中学,201020,,"计划
数",6
2024,上海市奉贤区待问中学,201020,,"招生学
校代码",202002
2024,上海市奉贤区待问中学,201020,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区待问中学,201020,,所属区,奉贤区
2024,上海市奉贤区待问中学,201020,,"计划
数",1
2024,上海市奉贤中学附属初级中学,201021,,"招生学
校代码",012002
2024,上海市奉贤中学附属初级中学,201021,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤中学附属初级中学,201021,,所属区,黄浦区
2024,上海市奉贤中学附属初级中学,201021,,"计划
数",1
2024,上海市奉贤中学附属初级中学,201021,,"招生学
校代码",202001
2024,上海市奉贤中学附属初级中学,201021,,学校名称,上海市奉贤中学
2024,上海市奉贤中学附属初级中学,201021,,所属区,奉贤区
2024,上海市奉贤中学附属初级中学,201021,,"计划
数",2
2024,上海市奉贤中学附属初级中学,201021,,"招生学
校代码",202002
2024,上海市奉贤中学附属初级中学,201021,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤中学附属初级中学,201021,,所属区,奉贤区
2024,上海市奉贤中学附属初级中学,201021,,"计划
数",1
2024,上海市奉贤区肖塘中学,204002,,"招生学
校代码",012002
2024,上海市奉贤区肖塘中学,204002,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区肖塘中学,204002,,所属区,黄浦区
2024,上海市奉贤区肖塘中学,204002,,"计划
数",1
2024,上海市奉贤区肖塘中学,204002,,"招生学
校代码",202001
2024,上海市奉贤区肖塘中学,204002,,学校名称,上海市奉贤中学
2024,上海市奉贤区肖塘中学,204002,,所属区,奉贤区
2024,上海市奉贤区肖塘中学,204002,,"计划
数",3
2024,上海市奉贤区肖塘中学,204002,,"招生学
校代码",202002
2024,上海市奉贤区肖塘中学,204002,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区肖塘中学,204002,,所属区,奉贤区
2024,上海市奉贤区肖塘中学,204002,,"计划
数",1
2024,上海市奉贤区育秀中学,205002,,"招生学
校代码",012002
2024,上海市奉贤区育秀中学,205002,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区育秀中学,205002,,所属区,黄浦区
2024,上海市奉贤区育秀中学,205002,,"计划
数",2
2024,上海市奉贤区育秀中学,205002,,"招生学
校代码",202001
2024,上海市奉贤区育秀中学,205002,,学校名称,上海市奉贤中学
2024,上海市奉贤区育秀中学,205002,,所属区,奉贤区
2024,上海市奉贤区育秀中学,205002,,"计划
数",14
2024,上海市奉贤区育秀中学,205002,,"招生学
校代码",202002
2024,上海市奉贤区育秀中学,205002,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区育秀中学,205002,,所属区,奉贤区
2024,上海市奉贤区育秀中学,205002,,"计划
数",2
2024,上海市奉贤区华亭学校,205003,,"招生学
校代码",012002
2024,上海市奉贤区华亭学校,205003,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区华亭学校,205003,,所属区,黄浦区
2024,上海市奉贤区华亭学校,205003,,"计划
数",1
2024,上海市奉贤区华亭学校,205003,,"招生学
校代码",202001
2024,上海市奉贤区华亭学校,205003,,学校名称,上海市奉贤中学
2024,上海市奉贤区华亭学校,205003,,所属区,奉贤区
2024,上海市奉贤区华亭学校,205003,,"计划
数",9
2024,上海市奉贤区华亭学校,205003,,"招生学
校代码",202002
2024,上海市奉贤区华亭学校,205003,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区华亭学校,205003,,所属区,奉贤区
2024,上海市奉贤区华亭学校,205003,,"计划
数",2
2024,上海市奉贤区西渡学校,205004,,"招生学
校代码",012002
2024,上海市奉贤区西渡学校,205004,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区西渡学校,205004,,所属区,黄浦区
2024,上海市奉贤区西渡学校,205004,,"计划
数",1
2024,上海市奉贤区西渡学校,205004,,"招生学
校代码",202001
2024,上海市奉贤区西渡学校,205004,,学校名称,上海市奉贤中学
2024,上海市奉贤区西渡学校,205004,,所属区,奉贤区
2024,上海市奉贤区西渡学校,205004,,"计划
数",6
2024,上海市奉贤区西渡学校,205004,,"招生学
校代码",202002
2024,上海市奉贤区西渡学校,205004,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区西渡学校,205004,,所属区,奉贤区
2024,上海市奉贤区西渡学校,205004,,"计划
数",1
2024,上海市奉贤区新寺学校,205005,,"招生学
校代码",012002
2024,上海市奉贤区新寺学校,205005,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区新寺学校,205005,,所属区,黄浦区
2024,上海市奉贤区新寺学校,205005,,"计划
数",1
2024,上海市奉贤区新寺学校,205005,,"招生学
校代码",202001
2024,上海市奉贤区新寺学校,205005,,学校名称,上海市奉贤中学
2024,上海市奉贤区新寺学校,205005,,所属区,奉贤区
2024,上海市奉贤区新寺学校,205005,,"计划
数",1
2024,上海市奉贤区新寺学校,205005,,"招生学
校代码",202002
2024,上海市奉贤区新寺学校,205005,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区新寺学校,205005,,所属区,奉贤区
2024,上海市奉贤区新寺学校,205005,,"计划
数",1
2024,,205006,,"招生学
校代码",012002
2024,,205006,,学校名称,上海市格致中学（奉贤校区）
2024,,205006,,所属区,黄浦区
2024,,205006,,"计划
数",1
2024,上海奉贤区博华双语学校,,,"招生学
校代码",202001
2024,上海奉贤区博华双语学校,,,学校名称,上海市奉贤中学
2024,上海奉贤区博华双语学校,,,所属区,奉贤区
2024,上海奉贤区博华双语学校,,,"计划
数",2
2024,上海奉贤区博华双语学校,,,"招生学
校代码",202002
2024,上海奉贤区博华双语学校,,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海奉贤区博华双语学校,,,所属区,奉贤区
2024,上海奉贤区博华双语学校,,,"计划
数",1
2024,上海市奉贤区胡桥学校,205007,,"招生学
校代码",012002
2024,上海市奉贤区胡桥学校,205007,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区胡桥学校,205007,,所属区,黄浦区
2024,上海市奉贤区胡桥学校,205007,,"计划
数",1
2024,上海市奉贤区胡桥学校,205007,,"招生学
校代码",202001
2024,上海市奉贤区胡桥学校,205007,,学校名称,上海市奉贤中学
2024,上海市奉贤区胡桥学校,205007,,所属区,奉贤区
2024,上海市奉贤区胡桥学校,205007,,"计划
数",2
2024,上海市奉贤区胡桥学校,205007,,"招生学
校代码",202002
2024,上海市奉贤区胡桥学校,205007,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区胡桥学校,205007,,所属区,奉贤区
2024,上海市奉贤区胡桥学校,205007,,"计划
数",1
2024,上海市奉贤区柘林学校,205008,,"招生学
校代码",012002
2024,上海市奉贤区柘林学校,205008,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区柘林学校,205008,,所属区,黄浦区
2024,上海市奉贤区柘林学校,205008,,"计划
数",1
2024,上海市奉贤区柘林学校,205008,,"招生学
校代码",202001
2024,上海市奉贤区柘林学校,205008,,学校名称,上海市奉贤中学
2024,上海市奉贤区柘林学校,205008,,所属区,奉贤区
2024,上海市奉贤区柘林学校,205008,,"计划
数",2
2024,上海市奉贤区柘林学校,205008,,"招生学
校代码",202002
2024,上海市奉贤区柘林学校,205008,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区柘林学校,205008,,所属区,奉贤区
2024,上海市奉贤区柘林学校,205008,,"计划
数",1
2024,上海市奉贤区阳光外国语学校,205009,,"招生学
校代码",012002
2024,上海市奉贤区阳光外国语学校,205009,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区阳光外国语学校,205009,,所属区,黄浦区
2024,上海市奉贤区阳光外国语学校,205009,,"计划
数",1
2024,上海市奉贤区阳光外国语学校,205009,,"招生学
校代码",202001
2024,上海市奉贤区阳光外国语学校,205009,,学校名称,上海市奉贤中学
2024,上海市奉贤区阳光外国语学校,205009,,所属区,奉贤区
2024,上海市奉贤区阳光外国语学校,205009,,"计划
数",8
2024,上海市奉贤区阳光外国语学校,205009,,"招生学
校代码",202002
2024,上海市奉贤区阳光外国语学校,205009,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区阳光外国语学校,205009,,所属区,奉贤区
2024,上海市奉贤区阳光外国语学校,205009,,"计划
数",1
2024,上海市奉贤区庄行学校,205010,,"招生学
校代码",012002
2024,上海市奉贤区庄行学校,205010,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区庄行学校,205010,,所属区,黄浦区
2024,上海市奉贤区庄行学校,205010,,"计划
数",1
2024,上海市奉贤区庄行学校,205010,,"招生学
校代码",202001
2024,上海市奉贤区庄行学校,205010,,学校名称,上海市奉贤中学
2024,上海市奉贤区庄行学校,205010,,所属区,奉贤区
2024,上海市奉贤区庄行学校,205010,,"计划
数",3
2024,上海市奉贤区庄行学校,205010,,"招生学
校代码",202002
2024,上海市奉贤区庄行学校,205010,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区庄行学校,205010,,所属区,奉贤区
2024,上海市奉贤区庄行学校,205010,,"计划
数",1
2024,上海市奉贤区邬桥学校,205011,,"招生学
校代码",012002
2024,上海市奉贤区邬桥学校,205011,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区邬桥学校,205011,,所属区,黄浦区
2024,上海市奉贤区邬桥学校,205011,,"计划
数",1
2024,上海市奉贤区邬桥学校,205011,,"招生学
校代码",202001
2024,上海市奉贤区邬桥学校,205011,,学校名称,上海市奉贤中学
2024,上海市奉贤区邬桥学校,205011,,所属区,奉贤区
2024,上海市奉贤区邬桥学校,205011,,"计划
数",2
2024,上海市奉贤区邬桥学校,205011,,"招生学
校代码",202002
2024,上海市奉贤区邬桥学校,205011,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区邬桥学校,205011,,所属区,奉贤区
2024,上海市奉贤区邬桥学校,205011,,"计划
数",1
2024,上海市奉贤区金汇学校,205012,,"招生学
校代码",012002
2024,上海市奉贤区金汇学校,205012,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区金汇学校,205012,,所属区,黄浦区
2024,上海市奉贤区金汇学校,205012,,"计划
数",1
2024,上海市奉贤区金汇学校,205012,,"招生学
校代码",202001
2024,上海市奉贤区金汇学校,205012,,学校名称,上海市奉贤中学
2024,上海市奉贤区金汇学校,205012,,所属区,奉贤区
2024,上海市奉贤区金汇学校,205012,,"计划
数",2
2024,上海市奉贤区金汇学校,205012,,"招生学
校代码",202002
2024,上海市奉贤区金汇学校,205012,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区金汇学校,205012,,所属区,奉贤区
2024,上海市奉贤区金汇学校,205012,,"计划
数",1
2024,上海市奉贤区齐贤学校,205013,,"招生学
校代码",012002
2024,上海市奉贤区齐贤学校,205013,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区齐贤学校,205013,,所属区,黄浦区
2024,上海市奉贤区齐贤学校,205013,,"计划
数",1
2024,上海市奉贤区齐贤学校,205013,,"招生学
校代码",202001
2024,上海市奉贤区齐贤学校,205013,,学校名称,上海市奉贤中学
2024,上海市奉贤区齐贤学校,205013,,所属区,奉贤区
2024,上海市奉贤区齐贤学校,205013,,"计划
数",2
2024,上海市奉贤区齐贤学校,205013,,"招生学
校代码",202002
2024,上海市奉贤区齐贤学校,205013,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区齐贤学校,205013,,所属区,奉贤区
2024,上海市奉贤区齐贤学校,205013,,"计划
数",1
2024,上海市奉贤区泰日学校,205014,,"招生学
校代码",012002
2024,上海市奉贤区泰日学校,205014,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区泰日学校,205014,,所属区,黄浦区
2024,上海市奉贤区泰日学校,205014,,"计划
数",1
2024,上海市奉贤区泰日学校,205014,,"招生学
校代码",202001
2024,上海市奉贤区泰日学校,205014,,学校名称,上海市奉贤中学
2024,上海市奉贤区泰日学校,205014,,所属区,奉贤区
2024,上海市奉贤区泰日学校,205014,,"计划
数",5
2024,上海市奉贤区泰日学校,205014,,"招生学
校代码",202002
2024,上海市奉贤区泰日学校,205014,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区泰日学校,205014,,所属区,奉贤区
2024,上海市奉贤区泰日学校,205014,,"计划
数",1
2024,上海市奉贤中学附属三官堂学校,205015,,"招生学
校代码",012002
2024,上海市奉贤中学附属三官堂学校,205015,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤中学附属三官堂学校,205015,,所属区,黄浦区
2024,上海市奉贤中学附属三官堂学校,205015,,"计划
数",1
2024,上海市奉贤中学附属三官堂学校,205015,,"招生学
校代码",202001
2024,上海市奉贤中学附属三官堂学校,205015,,学校名称,上海市奉贤中学
2024,上海市奉贤中学附属三官堂学校,205015,,所属区,奉贤区
2024,上海市奉贤中学附属三官堂学校,205015,,"计划
数",1
2024,上海市奉贤中学附属三官堂学校,205015,,"招生学
校代码",202002
2024,上海市奉贤中学附属三官堂学校,205015,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤中学附属三官堂学校,205015,,所属区,奉贤区
2024,上海市奉贤中学附属三官堂学校,205015,,"计划
数",1
2024,上海市奉贤区钱桥学校,205016,,"招生学
校代码",012002
2024,上海市奉贤区钱桥学校,205016,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区钱桥学校,205016,,所属区,黄浦区
2024,上海市奉贤区钱桥学校,205016,,"计划
数",1
2024,上海市奉贤区钱桥学校,205016,,"招生学
校代码",202001
2024,上海市奉贤区钱桥学校,205016,,学校名称,上海市奉贤中学
2024,上海市奉贤区钱桥学校,205016,,所属区,奉贤区
2024,上海市奉贤区钱桥学校,205016,,"计划
数",2
2024,上海市奉贤区钱桥学校,205016,,"招生学
校代码",202002
2024,上海市奉贤区钱桥学校,205016,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区钱桥学校,205016,,所属区,奉贤区
2024,上海市奉贤区钱桥学校,205016,,"计划
数",1
2024,上海市奉贤区平安学校,205017,,"招生学
校代码",012002
2024,上海市奉贤区平安学校,205017,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区平安学校,205017,,所属区,黄浦区
2024,上海市奉贤区平安学校,205017,,"计划
数",1
2024,上海市奉贤区平安学校,205017,,"招生学
校代码",202001
2024,上海市奉贤区平安学校,205017,,学校名称,上海市奉贤中学
2024,上海市奉贤区平安学校,205017,,所属区,奉贤区
2024,上海市奉贤区平安学校,205017,,"计划
数",3
2024,上海市奉贤区平安学校,205017,,"招生学
校代码",202002
2024,上海市奉贤区平安学校,205017,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区平安学校,205017,,所属区,奉贤区
2024,上海市奉贤区平安学校,205017,,"计划
数",1
2024,上海市奉贤区邵厂学校,205018,,"招生学
校代码",012002
2024,上海市奉贤区邵厂学校,205018,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区邵厂学校,205018,,所属区,黄浦区
2024,上海市奉贤区邵厂学校,205018,,"计划
数",1
2024,上海市奉贤区邵厂学校,205018,,"招生学
校代码",202001
2024,上海市奉贤区邵厂学校,205018,,学校名称,上海市奉贤中学
2024,上海市奉贤区邵厂学校,205018,,所属区,奉贤区
2024,上海市奉贤区邵厂学校,205018,,"计划
数",2
2024,,,,"招生学
校代码",202002
2024,,,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,,,,所属区,奉贤区
2024,,,,"计划
数",1
2024,上海市奉贤区弘文学校,205019,,"招生学
校代码",012002
2024,上海市奉贤区弘文学校,205019,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区弘文学校,205019,,所属区,黄浦区
2024,上海市奉贤区弘文学校,205019,,"计划
数",1
2024,上海市奉贤区弘文学校,205019,,"招生学
校代码",152003
2024,上海市奉贤区弘文学校,205019,,学校名称,华东师范大学第二附属中学
2024,上海市奉贤区弘文学校,205019,,所属区,浦东新区
2024,上海市奉贤区弘文学校,205019,,"计划
数",1
2024,上海市奉贤区弘文学校,205019,,"招生学
校代码",202001
2024,上海市奉贤区弘文学校,205019,,学校名称,上海市奉贤中学
2024,上海市奉贤区弘文学校,205019,,所属区,奉贤区
2024,上海市奉贤区弘文学校,205019,,"计划
数",8
2024,上海市奉贤区弘文学校,205019,,"招生学
校代码",202002
2024,上海市奉贤区弘文学校,205019,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区弘文学校,205019,,所属区,奉贤区
2024,上海市奉贤区弘文学校,205019,,"计划
数",1
2024,上海市奉贤区星火学校,205020,,"招生学
校代码",012002
2024,上海市奉贤区星火学校,205020,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区星火学校,205020,,所属区,黄浦区
2024,上海市奉贤区星火学校,205020,,"计划
数",1
2024,上海市奉贤区星火学校,205020,,"招生学
校代码",202001
2024,上海市奉贤区星火学校,205020,,学校名称,上海市奉贤中学
2024,上海市奉贤区星火学校,205020,,所属区,奉贤区
2024,上海市奉贤区星火学校,205020,,"计划
数",2
2024,上海市奉贤区星火学校,205020,,"招生学
校代码",202002
2024,上海市奉贤区星火学校,205020,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区星火学校,205020,,所属区,奉贤区
2024,上海市奉贤区星火学校,205020,,"计划
数",1
2024,上海市奉贤区五四学校,205021,,"招生学
校代码",012002
2024,上海市奉贤区五四学校,205021,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区五四学校,205021,,所属区,黄浦区
2024,上海市奉贤区五四学校,205021,,"计划
数",1
2024,上海市奉贤区五四学校,205021,,"招生学
校代码",202001
2024,上海市奉贤区五四学校,205021,,学校名称,上海市奉贤中学
2024,上海市奉贤区五四学校,205021,,所属区,奉贤区
2024,上海市奉贤区五四学校,205021,,"计划
数",2
2024,上海市奉贤区五四学校,205021,,"招生学
校代码",202002
2024,上海市奉贤区五四学校,205021,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区五四学校,205021,,所属区,奉贤区
2024,上海市奉贤区五四学校,205021,,"计划
数",1
2024,上海市奉贤区肇文学校,205022,,"招生学
校代码",012002
2024,上海市奉贤区肇文学校,205022,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区肇文学校,205022,,所属区,黄浦区
2024,上海市奉贤区肇文学校,205022,,"计划
数",1
2024,上海市奉贤区肇文学校,205022,,"招生学
校代码",202001
2024,上海市奉贤区肇文学校,205022,,学校名称,上海市奉贤中学
2024,上海市奉贤区肇文学校,205022,,所属区,奉贤区
2024,上海市奉贤区肇文学校,205022,,"计划
数",5
2024,上海市奉贤区肇文学校,205022,,"招生学
校代码",202002
2024,上海市奉贤区肇文学校,205022,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区肇文学校,205022,,所属区,奉贤区
2024,上海市奉贤区肇文学校,205022,,"计划
数",1
2024,上海市奉贤区奉浦中学,205023,,"招生学
校代码",012002
2024,上海市奉贤区奉浦中学,205023,,学校名称,上海市格致中学（奉贤校区）
2024,上海市奉贤区奉浦中学,205023,,所属区,黄浦区
2024,上海市奉贤区奉浦中学,205023,,"计划
数",1
2024,上海市奉贤区奉浦中学,205023,,"招生学
校代码",202001
2024,上海市奉贤区奉浦中学,205023,,学校名称,上海市奉贤中学
2024,上海市奉贤区奉浦中学,205023,,所属区,奉贤区
2024,上海市奉贤区奉浦中学,205023,,"计划
数",4
2024,上海市奉贤区奉浦中学,205023,,"招生学
校代码",202002
2024,上海市奉贤区奉浦中学,205023,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海市奉贤区奉浦中学,205023,,所属区,奉贤区
2024,上海市奉贤区奉浦中学,205023,,"计划
数",1
2024,上海奉贤区世外教育附属临港外国语学校,205030,,"招生学
校代码",012002
2024,上海奉贤区世外教育附属临港外国语学校,205030,,学校名称,上海市格致中学（奉贤校区）
2024,上海奉贤区世外教育附属临港外国语学校,205030,,所属区,黄浦区
2024,上海奉贤区世外教育附属临港外国语学校,205030,,"计划
数",1
2024,上海奉贤区世外教育附属临港外国语学校,205030,,"招生学
校代码",202001
2024,上海奉贤区世外教育附属临港外国语学校,205030,,学校名称,上海市奉贤中学
2024,上海奉贤区世外教育附属临港外国语学校,205030,,所属区,奉贤区
2024,上海奉贤区世外教育附属临港外国语学校,205030,,"计划
数",2
2024,上海奉贤区世外教育附属临港外国语学校,205030,,"招生学
校代码",202002
2024,上海奉贤区世外教育附属临港外国语学校,205030,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,上海奉贤区世外教育附属临港外国语学校,205030,,所属区,奉贤区
2024,上海奉贤区世外教育附属临港外国语学校,205030,,"计划
数",1
2024,柘林学校师大附中教学点,205099,,"招生学
校代码",012002
2024,柘林学校师大附中教学点,205099,,学校名称,上海市格致中学（奉贤校区）
2024,柘林学校师大附中教学点,205099,,所属区,黄浦区
2024,柘林学校师大附中教学点,205099,,"计划
数",1
2024,柘林学校师大附中教学点,205099,,"招生学
校代码",202001
2024,柘林学校师大附中教学点,205099,,学校名称,上海市奉贤中学
2024,柘林学校师大附中教学点,205099,,所属区,奉贤区
2024,柘林学校师大附中教学点,205099,,"计划
数",1
2024,柘林学校师大附中教学点,205099,,"招生学
校代码",202002
2024,柘林学校师大附中教学点,205099,,学校名称,华东师范大学第二附属中学临港奉贤分校
2024,柘林学校师大附中教学点,205099,,所属区,奉贤区
2024,柘林学校师大附中教学点,205099,,"计划
数",1
2024,华二,学校名称,,委属市示范性高中分配结果,上中
2024,华二,学校名称,,委属市示范性高中分配结果,复附
2024,华二,学校名称,,委属市示范性高中分配结果,交附
2024,华二,学校名称,,委属市示范性高中分配结果,上师大
2024,华二,学校名称,,区属市示范性高中分配结果,华二普陀
2024,华二,学校名称,,区属市示范性高中分配结果,二中
2024,华二,学校名称,,区属市示范性高中分配结果,晋元
2024,华二,学校名称,,区属市示范性高中分配结果,宜川
2024,华二,学校名称,,分配结果总计,分配结果总计
2024,0,上海市洵阳中学,,区属市示范性高中分配结果,1
2024,0,上海市洵阳中学,,区属市示范性高中分配结果,1
2024,0,上海市洵阳中学,,区属市示范性高中分配结果,2
2024,0,上海市洵阳中学,,区属市示范性高中分配结果,2
2024,0,上海市洵阳中学,,分配结果总计,6
2024,0,上海市北海中学,,区属市示范性高中分配结果,1
2024,0,上海市北海中学,,区属市示范性高中分配结果,5
2024,0,上海市北海中学,,区属市示范性高中分配结果,4
2024,0,上海市北海中学,,区属市示范性高中分配结果,4
2024,0,上海市北海中学,,分配结果总计,14
2024,0,上海市延河中学,,区属市示范性高中分配结果,1
2024,0,上海市延河中学,,区属市示范性高中分配结果,3
2024,0,上海市延河中学,,区属市示范性高中分配结果,3
2024,0,上海市延河中学,,区属市示范性高中分配结果,3
2024,0,上海市延河中学,,分配结果总计,10
2024,0,上海市曹杨第二中学附属实验中学,,委属市示范性高中分配结果,1
2024,0,上海市曹杨第二中学附属实验中学,,区属市示范性高中分配结果,2
2024,0,上海市曹杨第二中学附属实验中学,,区属市示范性高中分配结果,4
2024,0,上海市曹杨第二中学附属实验中学,,区属市示范性高中分配结果,5
2024,0,上海市曹杨第二中学附属实验中学,,区属市示范性高中分配结果,5
2024,0,上海市曹杨第二中学附属实验中学,,分配结果总计,17
2024,0,华东师范大学第四附属中学,,委属市示范性高中分配结果,1
2024,0,华东师范大学第四附属中学,,区属市示范性高中分配结果,2
2024,0,华东师范大学第四附属中学,,区属市示范性高中分配结果,6
2024,0,华东师范大学第四附属中学,,区属市示范性高中分配结果,6
2024,0,华东师范大学第四附属中学,,区属市示范性高中分配结果,7
2024,0,华东师范大学第四附属中学,,分配结果总计,22
2024,0,上海市怒江中学,,区属市示范性高中分配结果,1
2024,0,上海市怒江中学,,区属市示范性高中分配结果,2
2024,0,上海市怒江中学,,区属市示范性高中分配结果,1
2024,0,上海市怒江中学,,区属市示范性高中分配结果,1
2024,0,上海市怒江中学,,分配结果总计,5
2024,0,上海师范大学附属第二实验学校,,区属市示范性高中分配结果,1
