year,district,district_code,middle_school_name,high_school_code,high_school_name,quota_count,source
2025,青浦区,QP,上海市青浦区白鹤中学,042032,上海市上海中学,1,page_1
2025,青浦区,QP,上海市青浦区珠溪中学,102056,上海交通大学附属中学,1,page_1
2025,青浦区,QP,上海市青浦区第一中学,102056,上海交通大学附属中学,1,page_1
2025,青浦区,QP,上海市青浦区凤溪中学,102057,复旦大学附属中学,1,page_1
2025,青浦区,QP,上海市青浦区华新中学,152006,上海师范大学附属中学,1,page_1
2025,青浦区,QP,上海市青浦区实验中学,182002,复旦大学附属中学青浦分校,15,page_1
2025,青浦区,QP,上海市青浦区东方中学,182002,复旦大学附属中学青浦分校,11,page_1
2025,青浦区,QP,上海市青浦区尚美中学,182002,复旦大学附属中学青浦分校,2,page_1
2025,青浦区,QP,上海市青浦区徐泾中学,182002,复旦大学附属中学青浦分校,7,page_1
2025,青浦区,QP,上海市青浦区凤溪中学,182002,复旦大学附属中学青浦分校,3,page_1
2025,青浦区,QP,上海市青浦区重固中学,182002,复旦大学附属中学青浦分校,3,page_1
2025,青浦区,QP,上海市青浦区豫才中学,182002,复旦大学附属中学青浦分校,6,page_1
2025,青浦区,QP,上海市青浦区华新中学,182002,复旦大学附属中学青浦分校,7,page_1
2025,青浦区,QP,上海市青浦区白鹤中学,182002,复旦大学附属中学青浦分校,3,page_1
2025,青浦区,QP,上海市青浦区珠溪中学,182002,复旦大学附属中学青浦分校,4,page_1
2025,青浦区,QP,上海市青浦区沈巷中学,182002,复旦大学附属中学青浦分校,1,page_1
2025,青浦区,QP,上海市青浦区颜安中学,182002,复旦大学附属中学青浦分校,3,page_1
2025,青浦区,QP,上海市青浦区金泽中学,182002,复旦大学附属中学青浦分校,1,page_1
2025,青浦区,QP,上海政法学院附属青浦崧淀中学,182002,复旦大学附属中学青浦分校,2,page_1
2025,青浦区,QP,上海市教育学会青浦清河湾中学,182002,复旦大学附属中学青浦分校,7,page_1
2025,青浦区,QP,上海市青浦区教育学院附属中学,182002,复旦大学附属中学青浦分校,4,page_1
2025,青浦区,QP,上海市青浦区第一中学,182002,复旦大学附属中学青浦分校,7,page_2
2025,青浦区,QP,上海市青浦区实验中学,182001,上海市青浦高级中学,35,page_2
2025,青浦区,QP,上海市青浦区东方中学,182001,上海市青浦高级中学,25,page_2
2025,青浦区,QP,上海市青浦区尚美中学,182001,上海市青浦高级中学,5,page_2
2025,青浦区,QP,上海市青浦区徐泾中学,182001,上海市青浦高级中学,15,page_2
2025,青浦区,QP,上海市青浦区凤溪中学,182001,上海市青浦高级中学,7,page_2
2025,青浦区,QP,上海市青浦区重固中学,182001,上海市青浦高级中学,6,page_2
2025,青浦区,QP,上海市青浦区豫才中学,182001,上海市青浦高级中学,14,page_2
2025,青浦区,QP,上海市青浦区华新中学,182001,上海市青浦高级中学,15,page_2
2025,青浦区,QP,上海市青浦区白鹤中学,182001,上海市青浦高级中学,7,page_2
2025,青浦区,QP,上海市青浦区珠溪中学,182001,上海市青浦高级中学,10,page_2
2025,青浦区,QP,上海市青浦区沈巷中学,182001,上海市青浦高级中学,3,page_2
2025,青浦区,QP,上海市青浦区颜安中学,182001,上海市青浦高级中学,7,page_2
2025,青浦区,QP,上海市青浦区金泽中学,182001,上海市青浦高级中学,3,page_3
2025,青浦区,QP,上海政法学院附属青浦崧淀中学,182001,上海市青浦高级中学,4,page_3
2025,青浦区,QP,上海市教育学会青浦清河湾中学,182001,上海市青浦高级中学,16,page_3
2025,青浦区,QP,上海市青浦区教育学院附属中学,182001,上海市青浦高级中学,9,page_3
2025,青浦区,QP,上海市青浦区第一中学,182001,上海市青浦高级中学,15,page_3
2025,青浦区,QP,上海市青浦区实验中学,183002,上海市朱家角中学,35,page_3
2025,青浦区,QP,上海市青浦区东方中学,183002,上海市朱家角中学,25,page_3
2025,青浦区,QP,上海市青浦区尚美中学,183002,上海市朱家角中学,5,page_3
2025,青浦区,QP,上海市青浦区徐泾中学,183002,上海市朱家角中学,15,page_3
2025,青浦区,QP,上海市青浦区凤溪中学,183002,上海市朱家角中学,7,page_3
2025,青浦区,QP,上海市青浦区重固中学,183002,上海市朱家角中学,6,page_3
2025,青浦区,QP,上海市青浦区豫才中学,183002,上海市朱家角中学,14,page_3
2025,青浦区,QP,上海市青浦区华新中学,183002,上海市朱家角中学,15,page_3
2025,青浦区,QP,上海市青浦区白鹤中学,183002,上海市朱家角中学,7,page_4
2025,青浦区,QP,上海市青浦区珠溪中学,183002,上海市朱家角中学,10,page_4
2025,青浦区,QP,上海市青浦区沈巷中学,183002,上海市朱家角中学,3,page_4
2025,青浦区,QP,上海市青浦区颜安中学,183002,上海市朱家角中学,7,page_4
2025,青浦区,QP,上海市青浦区金泽中学,183002,上海市朱家角中学,3,page_4
2025,青浦区,QP,上海政法学院附属青浦崧淀中学,183002,上海市朱家角中学,4,page_4
2025,青浦区,QP,上海市教育学会青浦清河湾中学,183002,上海市朱家角中学,16,page_4
2025,青浦区,QP,上海市青浦区教育学院附属中学,183002,上海市朱家角中学,9,page_4
2025,青浦区,QP,上海市青浦区第一中学,183002,上海市朱家角中学,15,page_4
