year,district,district_code,middle_school_name,high_school_code,high_school_name,quota_count,source
2025,长宁区,CN,上海市第三女子初级中学,052002,上海市延安中学,10,page_1
2025,长宁区,CN,上海市第三女子初级中学,053004,上海市复旦中学,7,page_1
2025,长宁区,CN,上海市第三女子初级中学,052001,上海市第三女子中学,14,page_1
2025,长宁区,CN,上海市天山第二中学,052002,上海市延安中学,4,page_1
2025,长宁区,CN,上海市天山第二中学,053004,上海市复旦中学,3,page_1
2025,长宁区,CN,上海市天山第二中学,052001,上海市第三女子中学,2,page_1
2025,长宁区,CN,上海市姚连生中学,052002,上海市延安中学,7,page_1
2025,长宁区,CN,上海市姚连生中学,053004,上海市复旦中学,5,page_1
2025,长宁区,CN,上海市姚连生中学,052001,上海市第三女子中学,4,page_1
2025,长宁区,CN,上海市天山初级中学,052002,上海市延安中学,10,page_1
2025,长宁区,CN,上海市天山初级中学,053004,上海市复旦中学,7,page_1
2025,长宁区,CN,上海市天山初级中学,052001,上海市第三女子中学,7,page_1
2025,长宁区,CN,上海市虹桥中学,052002,上海市延安中学,4,page_1
2025,长宁区,CN,上海市虹桥中学,053004,上海市复旦中学,3,page_1
2025,长宁区,CN,上海市虹桥中学,052001,上海市第三女子中学,3,page_1
2025,长宁区,CN,上海市延安实验初级中学,052002,上海市延安中学,9,page_1
2025,长宁区,CN,上海市延安实验初级中学,053004,上海市复旦中学,7,page_1
2025,长宁区,CN,上海市延安实验初级中学,052001,上海市第三女子中学,7,page_1
2025,长宁区,CN,上海市延安实验初级中学,042032,上海市上海中学,1,page_1
2025,长宁区,CN,上海市复旦初级中学,052002,上海市延安中学,9,page_1
2025,长宁区,CN,上海市复旦初级中学,053004,上海市复旦中学,7,page_1
2025,长宁区,CN,上海市复旦初级中学,052001,上海市第三女子中学,5,page_1
2025,长宁区,CN,上海市复旦初级中学,042032,上海市上海中学,1,page_1
2025,长宁区,CN,上海市复旦初级中学,102057,复旦大学附属中学,1,page_1
2025,长宁区,CN,上海市泸定中学,052002,上海市延安中学,3,page_1
2025,长宁区,CN,上海市泸定中学,053004,上海市复旦中学,2,page_1
2025,长宁区,CN,上海市泸定中学,052001,上海市第三女子中学,2,page_1
2025,长宁区,CN,上海市泸定中学,152006,上海师范大学附属中学,1,page_1
2025,长宁区,CN,上海市娄山中学,052002,上海市延安中学,18,page_1
2025,长宁区,CN,上海市娄山中学,053004,上海市复旦中学,13,page_1
2025,长宁区,CN,上海市娄山中学,052001,上海市第三女子中学,13,page_1
2025,长宁区,CN,上海市娄山中学,102056,上海交通大学附属中学,1,page_1
2025,长宁区,CN,上海市西延安中学,052002,上海市延安中学,15,page_1
2025,长宁区,CN,上海市西延安中学,053004,上海市复旦中学,11,page_1
2025,长宁区,CN,上海市西延安中学,052001,上海市第三女子中学,11,page_1
2025,长宁区,CN,上海市新泾中学,052002,上海市延安中学,7,page_1
2025,长宁区,CN,上海市新泾中学,053004,上海市复旦中学,5,page_1
2025,长宁区,CN,上海市新泾中学,052001,上海市第三女子中学,5,page_1
2025,长宁区,CN,上海市民办新世纪中学,052002,上海市延安中学,8,page_1
2025,长宁区,CN,上海市民办新世纪中学,053004,上海市复旦中学,6,page_1
2025,长宁区,CN,上海市民办新世纪中学,052001,上海市第三女子中学,5,page_1
2025,长宁区,CN,上海市民办新世纪中学,102057,复旦大学附属中学,1,page_1
2025,长宁区,CN,上海市延安初级中学,052002,上海市延安中学,28,page_1
2025,长宁区,CN,上海市延安初级中学,053004,上海市复旦中学,21,page_1
2025,长宁区,CN,上海市延安初级中学,052001,上海市第三女子中学,16,page_1
2025,长宁区,CN,上海市延安初级中学,102056,上海交通大学附属中学,1,page_1
2025,长宁区,CN,华东政法大学附属中学,052002,上海市延安中学,8,page_1
2025,长宁区,CN,华东政法大学附属中学,053004,上海市复旦中学,6,page_1
2025,长宁区,CN,华东政法大学附属中学,052001,上海市第三女子中学,5,page_1
2025,长宁区,CN,华东政法大学附属中学,152003,华东师范大学第二附属中学,1,page_1
2025,长宁区,CN,上海市仙霞高级中学,052002,上海市延安中学,10,page_1
2025,长宁区,CN,上海市仙霞高级中学,053004,上海市复旦中学,7,page_1
2025,长宁区,CN,上海市仙霞高级中学,052001,上海市第三女子中学,6,page_1
