year,district,district_code,middle_school_name,high_school_code,high_school_name,quota_count,source
2025,奉贤区,FX,上海市奉贤区古华中学,012002,上海市格致中学（奉贤校区）,1,page_1
2025,奉贤区,FX,上海市奉贤区古华中学,202001,上海市奉贤中学,7,page_1
2025,奉贤区,FX,上海市奉贤区古华中学,202002,华东师范大学第二附属中学临港奉贤分校,1,page_1
2025,奉贤区,FX,上海市奉贤区实验中学,012002,上海市格致中学（奉贤校区）,2,page_1
2025,奉贤区,FX,上海市奉贤区实验中学,202001,上海市奉贤中学,16,page_1
2025,奉贤区,FX,上海市奉贤区实验中学,202002,华东师范大学第二附属中学临港奉贤分校,2,page_1
2025,奉贤区,FX,上海市奉贤中学附属南桥中学,012002,上海市格致中学（奉贤校区）,1,page_1
2025,奉贤区,FX,上海市奉贤中学附属南桥中学,202001,上海市奉贤中学,9,page_1
2025,奉贤区,FX,上海市奉贤中学附属南桥中学,152003,华东师范大学第二附属中学,1,page_1
2025,奉贤区,FX,上海市奉贤中学附属南桥中学,202002,华东师范大学第二附属中学临港奉贤分校,2,page_1
2025,奉贤区,FX,上海市奉贤区汇贤中学,012002,上海市格致中学（奉贤校区）,2,page_1
2025,奉贤区,FX,上海市奉贤区汇贤中学,202001,上海市奉贤中学,13,page_1
2025,奉贤区,FX,上海市奉贤区汇贤中学,202002,华东师范大学第二附属中学临港奉贤分校,2,page_1
2025,奉贤区,FX,上海市奉贤区塘外中学,012002,上海市格致中学（奉贤校区）,1,page_1
2025,奉贤区,FX,上海市奉贤区塘外中学,202001,上海市奉贤中学,2,page_1
2025,奉贤区,FX,上海市奉贤区塘外中学,202002,华东师范大学第二附属中学临港奉贤分校,1,page_1
2025,奉贤区,FX,上海市奉贤区青村中学,012002,上海市格致中学（奉贤校区）,1,page_1
2025,奉贤区,FX,上海市奉贤区奉城第二中学,012002,上海市格致中学（奉贤校区）,1,page_2
2025,奉贤区,FX,上海市奉贤区奉城第二中学,202001,上海市奉贤中学,6,page_2
2025,奉贤区,FX,上海市奉贤区奉城第二中学,202002,华东师范大学第二附属中学临港奉贤分校,1,page_2
2025,奉贤区,FX,上海市奉贤区头桥中学,012002,上海市格致中学（奉贤校区）,1,page_2
2025,奉贤区,FX,上海市奉贤区头桥中学,202001,上海市奉贤中学,2,page_2
2025,奉贤区,FX,上海市奉贤区头桥中学,202002,华东师范大学第二附属中学临港奉贤分校,1,page_2
2025,奉贤区,FX,上海市奉贤区洪庙中学,012002,上海市格致中学（奉贤校区）,1,page_2
2025,奉贤区,FX,上海市奉贤区洪庙中学,202001,上海市奉贤中学,3,page_2
2025,奉贤区,FX,上海市奉贤区洪庙中学,202002,华东师范大学第二附属中学临港奉贤分校,1,page_2
2025,奉贤区,FX,上海市奉贤区四团中学,012002,上海市格致中学（奉贤校区）,1,page_2
2025,奉贤区,FX,上海市奉贤区四团中学,202001,上海市奉贤中学,3,page_2
2025,奉贤区,FX,上海市奉贤区四团中学,202002,华东师范大学第二附属中学临港奉贤分校,1,page_2
2025,奉贤区,FX,上海市奉贤区青溪中学,012002,上海市格致中学（奉贤校区）,2,page_2
2025,奉贤区,FX,上海市奉贤区青溪中学,202001,上海市奉贤中学,10,page_2
2025,奉贤区,FX,上海市奉贤区青溪中学,202002,华东师范大学第二附属中学临港奉贤分校,2,page_2
2025,奉贤区,FX,上海市奉贤区尚同中学,012002,上海市格致中学（奉贤校区）,1,page_2
2025,奉贤区,FX,上海市奉贤区尚同中学,202001,上海市奉贤中学,5,page_2
2025,奉贤区,FX,上海市奉贤区尚同中学,202002,华东师范大学第二附属中学临港奉贤分校,1,page_2
2025,奉贤区,FX,上海外国语大学附属奉贤实验中学,012002,上海市格致中学（奉贤校区）,1,page_2
2025,奉贤区,FX,上海外国语大学附属奉贤实验中学,202001,上海市奉贤中学,5,page_2
2025,奉贤区,FX,上海外国语大学附属奉贤实验中学,202002,华东师范大学第二附属中学临港奉贤分校,1,page_2
2025,奉贤区,FX,上海市奉贤区崇实中学,012002,上海市格致中学（奉贤校区）,2,page_3
2025,奉贤区,FX,上海市奉贤区崇实中学,202001,上海市奉贤中学,11,page_3
2025,奉贤区,FX,上海市奉贤区崇实中学,102056,上海交通大学附属中学,1,page_3
2025,奉贤区,FX,上海市奉贤区崇实中学,202002,华东师范大学第二附属中学临港奉贤分校,2,page_3
2025,奉贤区,FX,上海市奉贤区待问中学,012002,上海市格致中学（奉贤校区）,1,page_3
2025,奉贤区,FX,上海市奉贤区待问中学,202001,上海市奉贤中学,7,page_3
2025,奉贤区,FX,上海市奉贤区待问中学,202002,华东师范大学第二附属中学临港奉贤分校,1,page_3
2025,奉贤区,FX,上海市奉贤中学附属初级中学,012002,上海市格致中学（奉贤校区）,1,page_3
2025,奉贤区,FX,上海市奉贤中学附属初级中学,202001,上海市奉贤中学,7,page_3
2025,奉贤区,FX,上海市奉贤中学附属初级中学,202002,华东师范大学第二附属中学临港奉贤分校,1,page_3
