年份,批次,学校名称,学校代码,录取分数线,招生计划,录取人数
2025,零志愿,,,
2025,名额分配,,,
2025,平行志愿,,,
2024,零志愿,,,
2024,名额分配,,,
2024,平行志愿,,,
2023,零志愿,,,
2023,名额分配,,,
2023,平行志愿,,,
