年份,区域,初中学校,高中学校,录取分数线
2024,闵行,上海市闵行区鹤北初级中学,,732.5
2024,闵行,上海市闵行区鹤北初级中学,,727
2024,闵行,上海市闵行区鹤北初级中学,,737.5
2024,闵行,上海市闵行区鹤北初级中学,,725.5
2024,闵行,上海市闵行区龙茗中学,,737
2024,闵行,上海市闵行区龙茗中学,,747.5
2024,闵行,上海市闵行区龙茗中学,,740
2024,闵行,上海市闵行区龙茗中学,,731.5
2024,闵行,上海市闵行区龙茗中学,,733
2024,闵行,上海市闵行区龙茗中学,,723
2024,闵行,上海市七宝实验中学,,730.5
2024,闵行,上海市七宝实验中学,,751.5
2024,闵行,上海市七宝实验中学,,742.5
2024,闵行,上海市七宝实验中学,,729
2024,闵行,上海市七宝实验中学,,744
2024,闵行,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,闵行,上海市七宝实验中学,,720.5
2024,闵行,上海市师资培训中心附属闵行实验中学,,724
2024,闵行,上海市师资培训中心附属闵行实验中学,,754.5
2024,闵行,上海市师资培训中心附属闵行实验中学,,738
2024,闵行,上海市师资培训中心附属闵行实验中学,,736.5
2024,闵行,上海市师资培训中心附属闵行实验中学,,723.5
2024,闵行,上海市师资培训中心附属闵行实验中学,,746
2024,闵行,上海市师资培训中心附属闵行实验中学,,725.5
2024,闵行,上海市吴泾中学,,727
2024,闵行,上海市吴泾中学,,734.5
2024,闵行,上海市吴泾中学,,739.5
2024,闵行,上海市吴泾中学,,712
2024,闵行,上海市吴泾中学,,716.5
2024,闵行,上海市吴泾中学,,702
2024,闵行,上海市闵行区七宝第三中学,,727
2024,闵行,上海市闵行区七宝第三中学,,724.5
2024,闵行,上海市闵行区七宝第三中学,,743.5
2024,闵行,上海市闵行区七宝第三中学,,744.5
2024,闵行,上海市闵行区七宝第三中学,,736
2024,闵行,上海市闵行区七宝第三中学,,740.5
2024,闵行,上海市闵行区七宝第三中学,,731.5
2024,闵行,上海市闵行区七宝第三中学,,740.5
2024,闵行,华东师范大学第二附属中学附属初级中学,,725
2024,闵行,华东师范大学第二附属中学附属初级中学,,735.5
2024,闵行,华东师范大学第二附属中学附属初级中学,,749
2024,闵行,华东师范大学第二附属中学附属初级中学,,746.5
2024,闵行,华东师范大学第二附属中学附属初级中学,,729.5
2024,闵行,华东师范大学第二附属中学附属初级中学,,751
2024,闵行,华东师范大学第二附属中学附属初级中学,,722.5
2024,闵行,华东师范大学第二附属中学附属初级中学,,742.5
2024,闵行,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,闵行,上海市闵行区浦航实验中学,,729.5
2024,闵行,上海市闵行区浦航实验中学,,745.5
2024,闵行,上海市闵行区浦航实验中学,,732.5
2024,闵行,上海市闵行区浦航实验中学,,744
2024,闵行,上海市闵行区浦航实验中学,,730
2024,闵行,上海市闵行区浦航实验中学,,753
2024,闵行,上海市闵行区浦航实验中学,,720.5
2024,闵行,上海市闵行区马桥复旦万科实验中学,,727.5
2024,闵行,上海市闵行区马桥复旦万科实验中学,,723.5
2024,闵行,上海市闵行区马桥复旦万科实验中学,,746.5
2024,闵行,上海市闵行区马桥复旦万科实验中学,,739.5
2024,闵行,上海市闵行区马桥复旦万科实验中学,,739
2024,闵行,上海市闵行区马桥复旦万科实验中学,,755.5
2024,闵行,上海市闵行区马桥复旦万科实验中学,,726.5
2024,闵行,上海中医药大学附属闵行晶城中学,,732
2024,闵行,上海中医药大学附属闵行晶城中学,,750.5
2024,闵行,上海中医药大学附属闵行晶城中学,,741.5
2024,闵行,上海中医药大学附属闵行晶城中学,,731.5
2024,闵行,上海中医药大学附属闵行晶城中学,,741.5
2024,闵行,上海中医药大学附属闵行晶城中学,,728
2024,闵行,上海中医药大学附属闵行晶城中学,,740.5
2024,闵行,上海师范大学附属闵行第三中学,,730
2024,闵行,上海师范大学附属闵行第三中学,,755.5
2024,闵行,上海师范大学附属闵行第三中学,,745
2024,闵行,上海师范大学附属闵行第三中学,,736.5
2024,闵行,上海师范大学附属闵行第三中学,,725
2024,闵行,上海师范大学附属闵行第三中学,,743.5
2024,闵行,上海师范大学附属闵行第三中学,,729
2024,闵行,上海市闵行区田园外国语中学,,728.5
2024,闵行,上海市闵行区田园外国语中学,,739
2024,闵行,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,闵行,上海市闵行区田园外国语中学,,746
2024,闵行,上海市闵行区田园外国语中学,,746.5
2024,闵行,上海市闵行区田园外国语中学,,738.5
2024,闵行,上海市闵行区田园外国语中学,,750
2024,闵行,上海市闵行区田园外国语中学,,729.5
2024,闵行,上海市闵行区田园外国语中学,,735
2024,闵行,上海市闵行中学附属实验中学,,725.5
2024,闵行,上海市闵行中学附属实验中学,,723
2024,闵行,上海市闵行中学附属实验中学,,757.5
2024,闵行,上海市闵行中学附属实验中学,,735
2024,闵行,上海市闵行中学附属实验中学,,747
2024,闵行,上海市闵行中学附属实验中学,,733
2024,闵行,上海市闵行中学附属实验中学,,751.5
2024,闵行,上海市闵行中学附属实验中学,,735
2024,闵行,上海尚师初级中学,,736
2024,闵行,上海尚师初级中学,,742.5
2024,闵行,上海尚师初级中学,,739.5
2024,闵行,上海尚师初级中学,,730
2024,闵行,上海尚师初级中学,,742
2024,闵行,上海尚师初级中学,,725
2024,闵行,上海市骏博外国语学校,,723
2024,闵行,上海市骏博外国语学校,,727
2024,闵行,上海市骏博外国语学校,,756.5
2024,闵行,上海市骏博外国语学校,,750
2024,闵行,上海市骏博外国语学校,,750
2024,闵行,上海市骏博外国语学校,,739
2024,闵行,上海市骏博外国语学校,,754.5
2024,闵行,上海市骏博外国语学校,,724.5
2024,闵行,上海市闵行第三中学,,722
2024,闵行,上海市闵行第三中学,,748
2024,闵行,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,闵行,上海市闵行第三中学,,737
2024,闵行,上海市闵行第三中学,,724.5
2024,闵行,上海市闵行第三中学,,728.5
2024,闵行,上海市闵行第三中学,,725.5
2024,闵行,上海市闵行第三中学,,729.5
2024,闵行,上海市闵行区教育学院附属友爱实验中学,,718.5
2024,闵行,上海市闵行区教育学院附属友爱实验中学,,746.5
2024,闵行,上海市闵行区教育学院附属友爱实验中学,,740.5
2024,闵行,上海市闵行区教育学院附属友爱实验中学,,725
2024,闵行,上海市闵行区教育学院附属友爱实验中学,,741
2024,闵行,上海市闵行区教育学院附属友爱实验中学,,730
2024,闵行,上海交通大学附属第二中学,,722.5
2024,闵行,上海交通大学附属第二中学,,731.5
2024,闵行,上海交通大学附属第二中学,,746.5
2024,闵行,上海交通大学附属第二中学,,744
2024,闵行,上海交通大学附属第二中学,,735.5
2024,闵行,上海交通大学附属第二中学,,759.5
2024,闵行,上海交通大学附属第二中学,,730
2024,闵行,上海交通大学附属第二中学,,739.5
2024,闵行,上海市民办上宝中学,,709.5
2024,闵行,上海市民办上宝中学,,730
2024,闵行,上海市民办上宝中学,,756.5
2024,闵行,上海市民办上宝中学,,744
2024,闵行,上海市民办上宝中学,,734
2024,闵行,上海市民办上宝中学,,753
2024,闵行,上海市民办上宝中学,,721.5
2024,闵行,上海市七宝中学附属鑫都实验中学,,727
2024,闵行,上海市七宝中学附属鑫都实验中学,,704.5
2024,闵行,上海市七宝中学附属鑫都实验中学,,745
2024,闵行,上海市七宝中学附属鑫都实验中学,,738.5
2024,闵行,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,闵行,上海市七宝中学附属鑫都实验中学,,725
2024,闵行,上海市七宝中学附属鑫都实验中学,,746
2024,闵行,上海市七宝中学附属鑫都实验中学,,729.5
2024,闵行,上海市文来中学,,730.5
2024,闵行,上海市文来中学,,731.5
2024,闵行,上海市文来中学,,758
2024,闵行,上海市文来中学,,750.5
2024,闵行,上海市文来中学,,744
2024,闵行,上海市文来中学,,729.5
2024,闵行,上海市文来中学,,747.5
2024,闵行,上海市文来中学,,721
2024,闵行,上海市民办文绮中学,,726
2024,闵行,上海市民办文绮中学,,730.5
2024,闵行,上海市民办文绮中学,,741.5
2024,闵行,上海市民办文绮中学,,732
2024,闵行,上海市民办文绮中学,,731
2024,闵行,上海市民办文绮中学,,743
2024,闵行,上海市民办文绮中学,,733
2024,闵行,上海闵行区协和双语教科学校,,736.5
2024,闵行,上海闵行区协和双语教科学校,,749.5
2024,闵行,上海闵行区协和双语教科学校,,747
2024,闵行,上海闵行区协和双语教科学校,,737
2024,闵行,上海闵行区协和双语教科学校,,749
2024,闵行,上海闵行区协和双语教科学校,,722.5
2024,闵行,上海市闵行区诸翟学校,,736.5
2024,闵行,上海市闵行区诸翟学校,,755
2024,闵行,上海市闵行区诸翟学校,,736.5
2024,闵行,上海市闵行区诸翟学校,,725
2024,闵行,上海市闵行区诸翟学校,,730.5
2024,闵行,上海市闵行区诸翟学校,,728.5
2024,闵行,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,闵行,上海市闵行区诸翟学校,,716.5
2024,闵行,上海市金汇实验学校,,723.5
2024,闵行,上海市金汇实验学校,,663.5
2024,闵行,上海市金汇实验学校,,734
2024,闵行,上海市金汇实验学校,,751
2024,闵行,上海市金汇实验学校,,714
2024,闵行,上海市金汇实验学校,,732.5
2024,闵行,上海市金汇实验学校,,716.5
2024,闵行,上海市莘光学校,,727.5
2024,闵行,上海市莘光学校,,726
2024,闵行,上海市莘光学校,,754.5
2024,闵行,上海市莘光学校,,749
2024,闵行,上海市莘光学校,,744
2024,闵行,上海市莘光学校,,735.5
2024,闵行,上海市莘光学校,,742
2024,闵行,上海市莘光学校,,733.5
2024,闵行,上海市闵行区纪王学校,,728.5
2024,闵行,上海市闵行区纪王学校,,746.5
2024,闵行,上海市闵行区纪王学校,,729
2024,闵行,上海市闵行区纪王学校,,726.5
2024,闵行,上海市闵行区纪王学校,,727
2024,闵行,上海市闵行区纪王学校,,712
2024,闵行,上海市闵行区纪王学校,,720.5
2024,闵行,上海市马桥强恕学校,,740
2024,闵行,上海市马桥强恕学校,,753
2024,闵行,上海市马桥强恕学校,,743
2024,闵行,上海市马桥强恕学校,,728.5
2024,闵行,上海市马桥强恕学校,,739.5
2024,闵行,上海市马桥强恕学校,,745.5
2024,闵行,上海市马桥强恕学校,,724
2024,闵行,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,闵行,上海市古美学校,,735.5
2024,闵行,上海市古美学校,,732.5
2024,闵行,上海市古美学校,,736.5
2024,闵行,上海市古美学校,,730
2024,闵行,上海市古美学校,,742.5
2024,闵行,上海市古美学校,,727.5
2024,闵行,上海市古美学校,,725.5
2024,闵行,上海师范大学康城实验学校,,721.5
2024,闵行,上海师范大学康城实验学校,,726.5
2024,闵行,上海师范大学康城实验学校,,762
2024,闵行,上海师范大学康城实验学校,,735.5
2024,闵行,上海师范大学康城实验学校,,742
2024,闵行,上海师范大学康城实验学校,,728
2024,闵行,上海师范大学康城实验学校,,737.5
2024,闵行,上海师范大学康城实验学校,,724.5
2024,闵行,上海市莘城学校,,716.5
2024,闵行,上海市莘城学校,,740
2024,闵行,上海市莘城学校,,755
2024,闵行,上海市莘城学校,,753
2024,闵行,上海市莘城学校,,747
2024,闵行,上海市莘城学校,,735
2024,闵行,上海市莘城学校,,751
2024,闵行,上海市莘城学校,,728
2024,闵行,上海市闵行区明星学校,,721
2024,闵行,上海市闵行区明星学校,,744
2024,闵行,上海市闵行区明星学校,,735
2024,闵行,上海市闵行区明星学校,,729.5
2024,闵行,上海市闵行区明星学校,,732.5
2024,闵行,上海市闵行区明星学校,,715
2024,闵行,上海市闵行区明星学校,,730.5
2024,闵行,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,闵行,上海市闵行区文来实验学校,,714.5
2024,闵行,上海市闵行区文来实验学校,,719
2024,闵行,上海市闵行区文来实验学校,,726.5
2024,闵行,上海市闵行区文来实验学校,,725.5
2024,闵行,上海市闵行区文来实验学校,,724.5
2024,闵行,上海市闵行区文来实验学校,,710
2024,闵行,上海市闵行区君莲学校,,719.5
2024,闵行,上海市闵行区君莲学校,,728
2024,闵行,上海市闵行区君莲学校,,728
2024,闵行,上海市闵行区君莲学校,,735
2024,闵行,上海市闵行区君莲学校,,732
2024,闵行,上海市闵行区君莲学校,,743.5
2024,闵行,上海市闵行区君莲学校,,722
2024,闵行,上海市闵行区华漕学校,,715
2024,闵行,上海市闵行区华漕学校,,755
2024,闵行,上海市闵行区华漕学校,,732
2024,闵行,上海市闵行区华漕学校,,735
2024,闵行,上海市闵行区华漕学校,,724.5
2024,闵行,上海市闵行区华漕学校,,741
2024,闵行,上海市闵行区华漕学校,,708.5
2024,闵行,上海世外教育附属浦江外国语学校,,731.5
2024,闵行,上海世外教育附属浦江外国语学校,,730
2024,闵行,上海世外教育附属浦江外国语学校,,734.5
2024,闵行,上海世外教育附属浦江外国语学校,,731.5
2024,闵行,上海世外教育附属浦江外国语学校,,728.5
2024,闵行,上海世外教育附属浦江外国语学校,,740
2024,闵行,上海世外教育附属浦江外国语学校,,719
2024,闵行,华东理工大学附属闵行梅陇实验学校,,730
2024,闵行,华东理工大学附属闵行梅陇实验学校,,742
2024,闵行,华东理工大学附属闵行梅陇实验学校,,745
2024,闵行,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,闵行,华东理工大学附属闵行梅陇实验学校,,741.5
2024,闵行,华东理工大学附属闵行梅陇实验学校,,735
2024,闵行,华东理工大学附属闵行梅陇实验学校,,749.5
2024,闵行,华东理工大学附属闵行梅陇实验学校,,732.5
2024,闵行,上海市民办德英乐实验学校,,736.5
2024,闵行,上海市民办德英乐实验学校,,752.5
2024,闵行,上海市民办德英乐实验学校,,751.5
2024,闵行,上海市民办德英乐实验学校,,747
2024,闵行,上海市民办德英乐实验学校,,745.5
2024,闵行,上海市民办德英乐实验学校,,734
2024,闵行,上海市民办德英乐实验学校,,757
2024,闵行,上海市燎原双语学校,,689.5
2024,闵行,上海市燎原双语学校,,680.5
2024,闵行,上海市燎原双语学校,,733.5
2024,闵行,上海市燎原双语学校,,721
2024,闵行,上海市燎原双语学校,,697
2024,闵行,上海市燎原双语学校,,734.5
2024,闵行,上海市燎原双语学校,,679.5
2024,闵行,上海市民办协和双语尚音学校,,735
2024,闵行,上海市民办协和双语尚音学校,,745.5
2024,闵行,上海市民办协和双语尚音学校,,742
2024,闵行,上海市民办协和双语尚音学校,,749.5
2024,闵行,上海市民办协和双语尚音学校,,739.5
2024,闵行,上海市民办协和双语尚音学校,,747
2024,闵行,上海市民办协和双语尚音学校,,734.5
2024,闵行,上海市民办协和双语学校,,668.5
2024,闵行,上海市民办万源城协和双语学校,,724
2024,闵行,上海市民办万源城协和双语学校,,742
2024,闵行,上海市民办万源城协和双语学校,,744
2024,闵行,上海市民办万源城协和双语学校,,743.5
2024,闵行,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,闵行,上海市民办万源城协和双语学校,,734.5
2024,闵行,上海市民办万源城协和双语学校,,747
2024,闵行,上海市民办万源城协和双语学校,,719.5
2024,闵行,上海星河湾双语学校,,725
2024,闵行,上海博世凯外国语学校,,731.5
2024,闵行,上海博世凯外国语学校,,742.5
2024,闵行,上海博世凯外国语学校,,741.5
2024,闵行,上海博世凯外国语学校,,715
2024,闵行,上海博世凯外国语学校,,744
2024,闵行,上海博世凯外国语学校,,715
2024,闵行,上海博世凯外国语学校,,740
2024,闵行,上海闵行区万科双语学校,,691.5
2024,闵行,上海闵行区万科双语学校,,658.5
2024,闵行,上海民办圣华紫竹双语学校,,719.5
2024,闵行,上海民办圣华紫竹双语学校,,758
2024,闵行,上海民办圣华紫竹双语学校,,746.5
2024,闵行,上海民办圣华紫竹双语学校,,754
2024,闵行,上海民办圣华紫竹双语学校,,739
2024,闵行,上海民办圣华紫竹双语学校,,759.5
2024,闵行,上海民办圣华紫竹双语学校,,728.5
2024,闵行,上海闵行区民办德闳学校,,672.5
2024,青浦,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,青浦,上海市青浦区实验中学,,764
2024,青浦,上海市青浦区实验中学,,720.5
2024,青浦,上海市青浦区实验中学,,747
2024,青浦,上海市青浦区实验中学,,703
2024,青浦,上海市青浦区东方中学,,719
2024,青浦,上海市青浦区东方中学,,739.5
2024,青浦,上海市青浦区东方中学,,694
2024,青浦,上海市青浦区尚美中学,,722.5
2024,青浦,上海市青浦区尚美中学,,742.5
2024,青浦,上海市青浦区尚美中学,,699.5
2024,青浦,上海市青浦区徐泾中学,,720
2024,青浦,上海市青浦区徐泾中学,,741
2024,青浦,上海市青浦区徐泾中学,,698
2024,青浦,上海市青浦区凤溪中学,,720
2024,青浦,上海市青浦区凤溪中学,,734
2024,青浦,上海市青浦区凤溪中学,,706
2024,青浦,上海市青浦区重固中学,,708
2024,青浦,上海市青浦区重固中学,,747
2024,青浦,上海市青浦区重固中学,,701.5
2024,青浦,上海市青浦区豫才中学,,737.5
2024,青浦,上海市青浦区豫才中学,,718.5
2024,青浦,上海市青浦区豫才中学,,744
2024,青浦,上海市青浦区豫才中学,,695.5
2024,青浦,上海市青浦区华新中学,,721
2024,青浦,上海市青浦区华新中学,,742.5
2024,青浦,上海市青浦区华新中学,,696.5
2024,青浦,上海市青浦区白鹤中学,,743
2024,青浦,上海市青浦区白鹤中学,,702
2024,青浦,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,青浦,上海市青浦区白鹤中学,,712.5
2024,青浦,上海市青浦区白鹤中学,,692
2024,青浦,上海市青浦区珠溪中学,,701
2024,青浦,上海市青浦区珠溪中学,,722.5
2024,青浦,上海市青浦区珠溪中学,,694.5
2024,青浦,上海市青浦区沈巷中学,,688
2024,青浦,上海市青浦区沈巷中学,,673.5
2024,青浦,上海市青浦区沈巷中学,,681.5
2024,青浦,上海市青浦区颜安中学,,686
2024,青浦,上海市青浦区颜安中学,,699
2024,青浦,上海市青浦区颜安中学,,671
2024,青浦,上海市青浦区金泽中学,,691.5
2024,青浦,上海市青浦区金泽中学,,725
2024,青浦,上海市青浦区金泽中学,,668
2024,青浦,上海政法学院附属青浦崧淀中学,,711
2024,青浦,上海政法学院附属青浦崧淀中学,,730
2024,青浦,上海政法学院附属青浦崧淀中学,,692
2024,青浦,上海市教育学会青浦清河湾中学,,722.5
2024,青浦,上海市教育学会青浦清河湾中学,,742.5
2024,青浦,上海市教育学会青浦清河湾中学,,703.5
2024,青浦,上海市青浦区教师进修学院附属中学,,749
2024,青浦,上海市青浦区教师进修学院附属中学,,720.5
2024,青浦,上海市青浦区教师进修学院附属中学,,741.5
2024,青浦,上海市青浦区教师进修学院附属中学,,701.5
2024,青浦,上海市青浦区第一中学,,745.5
2024,青浦,上海市青浦区第一中学,,724
2024,青浦,上海市青浦区第一中学,,738.5
2024,青浦,上海市青浦区第一中学,,696
2024,青浦,上海市毓华学校,,659
2024,青浦,上海市毓华学校,,679.5
2024,青浦,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,青浦,上海市青浦区崧泽学校,,708.5
2024,青浦,上海市青浦区崧泽学校,,728.5
2024,青浦,上海市青浦区崧泽学校,,697
2024,青浦,上海市博文学校,,724.5
2024,青浦,上海市博文学校,,752.5
2024,青浦,上海市博文学校,,695.5
2024,青浦,上海市毓秀学校,,723.5
2024,青浦,上海市毓秀学校,,745
2024,青浦,上海市毓秀学校,,691
2024,青浦,上海宋庆龄学校,,710.5
2024,青浦,上海宋庆龄学校,,741.5
2024,青浦,上海宋庆龄学校,,683.5
2024,青浦,上海市佳信学校,,673.5
2024,青浦,上海市佳信学校,,719
2024,青浦,上海市佳信学校,,660.5
2024,青浦,上海五浦汇实验学校,,711.5
2024,青浦,上海五浦汇实验学校,,748.5
2024,青浦,上海五浦汇实验学校,,688
2024,青浦,上海青浦区世外学校,,725
2024,青浦,上海青浦区世外学校,,754.5
2024,青浦,上海青浦区世外学校,,668.5
2024,青浦,上海青浦平和双语学校,,706
2024,青浦,上海青浦平和双语学校,,736.5
2024,青浦,上海青浦平和双语学校,,669.5
2024,青浦,上海青浦区协和双语学校,,713
2024,青浦,上海青浦区协和双语学校,,735
2024,静安,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,静安,上海市市西初级中学,,737.5
2024,静安,上海市市西初级中学,,712
2024,静安,上海市市西初级中学,,703
2024,静安,上海市市西初级中学,,728
2024,静安,上海市市西初级中学,,658.5
2024,静安,上海市市西初级中学,,657
2024,静安,上海市市西初级中学,,673.5
2024,静安,上海市育才初级中学,,734
2024,静安,上海市育才初级中学,,718
2024,静安,上海市育才初级中学,,699.5
2024,静安,上海市育才初级中学,,722
2024,静安,上海市育才初级中学,,670.5
2024,静安,上海市静安区协和双语培明学校,,719.5
2024,静安,上海市静安区协和双语培明学校,,700
2024,静安,上海市静安区协和双语培明学校,,690
2024,静安,上海市静安区协和双语培明学校,,700.5
2024,静安,上海市静安区协和双语培明学校,,657.5
2024,静安,上海市静安区协和双语培明学校,,677.5
2024,静安,上海市静安区协和双语培明学校,,671.5
2024,静安,上海市静安区协和双语培明学校,,753.5
2024,静安,上海市时代中学,,726
2024,静安,上海市时代中学,,732
2024,静安,上海市时代中学,,699.5
2024,静安,上海市时代中学,,709.5
2024,静安,上海市时代中学,,666.5
2024,静安,上海市时代中学,,687
2024,静安,上海市时代中学,,670.5
2024,静安,上海市五四中学,,734
2024,静安,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,静安,上海市五四中学,,714
2024,静安,上海市五四中学,,704
2024,静安,上海市五四中学,,729
2024,静安,上海市五四中学,,675.5
2024,静安,上海市五四中学,,664
2024,静安,上海市五四中学,,679.5
2024,静安,民办上海上外静安外国语中学,,735.5
2024,静安,民办上海上外静安外国语中学,,710
2024,静安,民办上海上外静安外国语中学,,706
2024,静安,民办上海上外静安外国语中学,,724
2024,静安,民办上海上外静安外国语中学,,678
2024,静安,民办上海上外静安外国语中学,,657.5
2024,静安,民办上海上外静安外国语中学,,743.5
2024,静安,上海市静安区市北初级中学北校,,730.5
2024,静安,上海市静安区市北初级中学北校,,706
2024,静安,上海市静安区市北初级中学北校,,715
2024,静安,上海市静安区市北初级中学北校,,722
2024,静安,上海市静安区市北初级中学北校,,674.5
2024,静安,上海市静安区市北初级中学北校,,693.5
2024,静安,上海市静安区市北初级中学北校,,682.5
2024,静安,上海市静安区市北初级中学北校,,745
2024,静安,上海市新中初级中学,,748.5
2024,静安,上海市新中初级中学,,734
2024,静安,上海市新中初级中学,,707
2024,静安,上海市新中初级中学,,713
2024,静安,上海市新中初级中学,,728
2024,静安,上海市新中初级中学,,665.5
2024,静安,上海市新中初级中学,,686.5
2024,静安,上海市新中初级中学,,665.5
2024,静安,上海市静安区实验中学,,708.5
2024,静安,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,静安,上海市静安区实验中学,,707.5
2024,静安,上海市静安区实验中学,,704
2024,静安,上海市静安区实验中学,,711.5
2024,静安,上海市静安区实验中学,,666
2024,静安,上海市静安区实验中学,,686.5
2024,静安,上海市静安区实验中学,,685
2024,静安,上海市静安区实验中学,,740
2024,静安,上海市朝阳中学,,706.5
2024,静安,上海市朝阳中学,,686
2024,静安,上海市朝阳中学,,692
2024,静安,上海市朝阳中学,,674
2024,静安,上海市市北初级中学,,727
2024,静安,上海市市北初级中学,,706
2024,静安,上海市市北初级中学,,701.5
2024,静安,上海市市北初级中学,,717.5
2024,静安,上海市市北初级中学,,657
2024,静安,上海市市北初级中学,,687
2024,静安,上海市市北初级中学,,674
2024,静安,上海市风华初级中学,,741.5
2024,静安,上海市风华初级中学,,716.5
2024,静安,上海市风华初级中学,,715
2024,静安,上海市风华初级中学,,731.5
2024,静安,上海市风华初级中学,,657
2024,静安,上海市风华初级中学,,679
2024,静安,上海市风华初级中学,,661.5
2024,静安,上海市风华初级中学,,756
2024,静安,上海市彭浦初级中学,,736
2024,静安,上海市彭浦初级中学,,722.5
2024,静安,上海市彭浦初级中学,,721.5
2024,静安,上海市彭浦初级中学,,728.5
2024,静安,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,静安,上海市彭浦初级中学,,658
2024,静安,上海市彭浦初级中学,,690
2024,静安,上海市彭浦初级中学,,662
2024,静安,上海市彭浦初级中学,,754
2024,静安,上海外国语大学苏河湾实验中学,,736.5
2024,静安,上海外国语大学苏河湾实验中学,,712
2024,静安,上海外国语大学苏河湾实验中学,,704
2024,静安,上海外国语大学苏河湾实验中学,,729.5
2024,静安,上海外国语大学苏河湾实验中学,,669.5
2024,静安,上海外国语大学苏河湾实验中学,,691.5
2024,静安,上海外国语大学苏河湾实验中学,,684.5
2024,静安,上海市青云中学,,733.5
2024,静安,上海市青云中学,,721.5
2024,静安,上海市青云中学,,710.5
2024,静安,上海市青云中学,,727.5
2024,静安,上海市青云中学,,667.5
2024,静安,上海市青云中学,,688
2024,静安,上海市青云中学,,679
2024,静安,上海市岭南中学,,705.5
2024,静安,上海市岭南中学,,699
2024,静安,上海市岭南中学,,704
2024,静安,上海市岭南中学,,713.5
2024,静安,上海市岭南中学,,664
2024,静安,上海市岭南中学,,682.5
2024,静安,上海市岭南中学,,663
2024,静安,上海市保德中学,,674.5
2024,静安,上海市保德中学,,699.5
2024,静安,上海市保德中学,,681.5
2024,静安,上海市保德中学,,663.5
2024,静安,上海市保德中学,,746
2024,静安,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,静安,上海市彭浦第三中学,,719
2024,静安,上海市彭浦第三中学,,708
2024,静安,上海市彭浦第三中学,,713
2024,静安,上海市彭浦第三中学,,717.5
2024,静安,上海市彭浦第三中学,,675
2024,静安,上海市彭浦第三中学,,679
2024,静安,上海市彭浦第三中学,,676
2024,静安,上海市彭浦第四中学,,735.5
2024,静安,上海市彭浦第四中学,,710
2024,静安,上海市彭浦第四中学,,706
2024,静安,上海市彭浦第四中学,,722
2024,静安,上海市彭浦第四中学,,675.5
2024,静安,上海市彭浦第四中学,,691
2024,静安,上海市彭浦第四中学,,673
2024,静安,上海市回民中学,,741
2024,静安,上海市回民中学,,729
2024,静安,上海市回民中学,,702
2024,静安,上海市回民中学,,708
2024,静安,上海市回民中学,,664.5
2024,静安,上海市回民中学,,678
2024,静安,上海市回民中学,,670
2024,静安,上海市民立中学,,735.5
2024,静安,上海市民立中学,,717
2024,静安,上海市民立中学,,711.5
2024,静安,上海市民立中学,,722.5
2024,静安,上海市民立中学,,664
2024,静安,上海市民立中学,,660.5
2024,静安,上海市民立中学,,663.5
2024,静安,上海市第一中学,,735.5
2024,静安,上海市第一中学,,712
2024,静安,初中学校,,录取最低分     (含学业考总成绩和综合素质评价成绩)
2024,静安,上海市第一中学,,707
2024,静安,上海市第一中学,,720.5
2024,静安,上海市第一中学,,681.5
2024,静安,上海市第一中学,,662.5
2024,静安,上海市第一中学,,746
2024,静安,上海市久隆模范中学,,736
2024,静安,上海市久隆模范中学,,697.5
2024,静安,上海市久隆模范中学,,697.5
2024,静安,上海市久隆模范中学,,721
2024,静安,上海市久隆模范中学,,676
2024,静安,上海市久隆模范中学,,665
2024,静安,上海市久隆模范中学,,748.5
2024,静安,上海市闸北第八中学,,728.5
2024,静安,上海市闸北第八中学,,718.5
2024,静安,上海市闸北第八中学,,705.5
2024,静安,上海市闸北第八中学,,715.5
2024,静安,上海市闸北第八中学,,657.5
2024,静安,上海市闸北第八中学,,666.5
2024,静安,上海市闸北第八中学,,666.5
2024,静安,上海市闸北第八中学,,749
2024,静安,上海市华东模范中学,,726.5
2024,静安,上海市华东模范中学,,713.5
2024,静安,上海市华东模范中学,,701.5
2024,静安,上海市华东模范中学,,716
2024,静安,上海市华东模范中学,,693
2024,静安,上海市华东模范中学,,668.5
