年份,批次,区名称,招生学校,录取最低分,是否同分优待
2025,名额分配到区,闵行区,上海市位育中学,741,否
2025,名额分配到区,闵行区,复旦大学附属中学徐汇分校,759,否
2025,名额分配到区,闵行区,上海市南洋中学,723.5,否
2025,名额分配到区,闵行区,上海市第三女子中学,727.5,否
2025,名额分配到区,闵行区,上海市延安中学,747.5,否
2025,名额分配到区,闵行区,上海市复旦中学,727,否
2025,名额分配到区,闵行区,上海市市西中学,736.5,否
2025,名额分配到区,闵行区,上海市育才中学,726.5,否
2025,名额分配到区,闵行区,上海市新中高级中学,722,否
2025,名额分配到区,闵行区,上海市市北中学,701,否
2025,名额分配到区,闵行区,上海市回民中学,689,否
2025,名额分配到区,闵行区,上海市第六十中学,681,否
2025,名额分配到区,闵行区,上海市华东模范中学,693,否
2025,名额分配到区,闵行区,上海市曹杨第二中学,742.5,否
2025,名额分配到区,闵行区,上海市宜川中学,709,否
2025,名额分配到区,闵行区,华东师范大学第一附属中学,736,否
2025,名额分配到区,闵行区,上海财经大学附属北郊高级中学,701.5,否
2025,名额分配到区,闵行区,上海市杨浦高级中学,729,否
2025,名额分配到区,闵行区,上海市控江中学,740,否
2025,名额分配到区,闵行区,上海交通大学附属中学,760,否
2025,名额分配到区,闵行区,复旦大学附属中学,763,否
2025,名额分配到区,闵行区,同济大学第一附属中学,725,否
2025,名额分配到区,闵行区,上海市七宝中学,759.5,否
2025,名额分配到区,闵行区,华东师范大学第二附属中学闵行紫竹分校院,757.5,否
2025,名额分配到区,闵行区,上海师范大学附属中学闵行分校,736,否
2025,名额分配到区,闵行区,上海交通大学附属中学闵行分校,761,否
2025,名额分配到区,闵行区,上海市闵行中学,731.5,否
2025,名额分配到区,闵行区,上海市行知中学,732,否
2025,名额分配到区,闵行区,上海师范大学附属中学宝山分校,715,否
2025,名额分配到区,闵行区,上海市吴淞中学,704,否
2025,名额分配到区,闵行区,华东师范大学第二附属中学（宝山校区）,741,否
2025,名额分配到区,闵行区,上海市第一中学,732,否
2025,名额分配到区,闵行区,上海交通大学附属中学嘉定分校,750,否
2025,名额分配到区,闵行区,上海师范大学附属中学嘉定新城分校,718.5,否
2025,名额分配到区,闵行区,上海中学东校,734.5,否
2025,名额分配到区,闵行区,上海市建平中学,743,否
2025,名额分配到区,闵行区,上海市进才中学,745,否
2025,名额分配到区,闵行区,华东师范大学第二附属中学,761,否
2025,名额分配到区,闵行区,上海南汇中学,712.5,否
2025,名额分配到区,闵行区,上海市浦东复旦附中分校,750,否
2025,名额分配到区,闵行区,上海师范大学附属中学,730.5,否
2025,名额分配到区,闵行区,上海市洋泾中学,728,否
2025,名额分配到区,闵行区,上海市高桥中学,718.5,否
2025,名额分配到区,闵行区,上海市川沙中学,721.5,否
2025,名额分配到区,闵行区,上海市金山中学,719.5,否
2025,名额分配到区,闵行区,华东师范大学第三附属中学,690,否
2025,名额分配到区,闵行区,上海市松江二中,735.5,否
2025,名额分配到区,闵行区,华东师范大学第二附属中学松江分校,753.5,否
2025,名额分配到区,闵行区,上海师范大学附属中学松江分校,726,是
2025,名额分配到区,闵行区,上海市松江一中,720.5,否
2025,名额分配到区,闵行区,上海外国语大学附属外国语学校松江云间中学,736,否
2025,名额分配到区,闵行区,上海市青浦高级中学,718.5,否
2025,名额分配到区,闵行区,复旦大学附属中学青浦分校 院,752.5,否
2025,名额分配到区,闵行区,上海市朱家角中学,702,否
2025,名额分配到区,闵行区,上海市奉贤中学,735.5,否
2025,名额分配到区,闵行区,华东师范大学第二附属中学临港奉贤分校,730,否
2025,名额分配到区,闵行区,上海市崇明中学,704.5,否
2025,名额分配到区,宝山区,上海市格致中学,742.5,否
2025,名额分配到区,宝山区,上海市大同中学,736,否
2025,名额分配到区,宝山区,上海外国语大学附属大境中学,706,否
2025,名额分配到区,宝山区,上海市光明中学,681.5,否
2025,名额分配到区,宝山区,上海市第二中学,712.5,否
2025,名额分配到区,宝山区,院,736.5,否
2025,名额分配到区,宝山区,上海市上海中学,754,否
2025,名额分配到区,宝山区,上海市位育中学,737.5,否
2025,名额分配到区,宝山区,上海市第三女子中学,715.5,否
2025,名额分配到区,宝山区,上海市延安中学,746,否
2025,名额分配到区,宝山区,上海市复旦中学,698,否
2025,名额分配到区,宝山区,上海市市西中学,727.5,否
2025,名额分配到区,宝山区,上海市育才中学,723.5,否
2025,名额分配到区,宝山区,上海市新中高级中学,708.5,否
2025,名额分配到区,宝山区,上海市市北中学,716.5,否
2025,名额分配到区,宝山区,上海市回民中学,685,否
2025,名额分配到区,宝山区,上海市第六十中学,682,否
2025,名额分配到区,宝山区,上海市华东模范中学,683,否
2025,名额分配到区,宝山区,上海市晋元高级中学,724.5,否
2025,名额分配到区,宝山区,上海市曹杨第二中学,751,否
2025,名额分配到区,宝山区,上海市宜川中学,719,否
2025,名额分配到区,宝山区,复旦大学附属复兴中学,742.5,否
2025,名额分配到区,宝山区,华东师范大学第一附属中学,726,否
2025,名额分配到区,宝山区,上海财经大学附属北郊高级中学,704.5,否
2025,名额分配到区,宝山区,上海市杨浦高级中学,727.5,否
2025,名额分配到区,宝山区,上海市控江中学,738.5,否
2025,名额分配到区,宝山区,上海交通大学附属中学,760,否
2025,名额分配到区,宝山区,复旦大学附属中学,762,否
2025,名额分配到区,宝山区,同济大学第一附属中学,716.5,否
2025,名额分配到区,宝山区,上海市七宝中学,752.5,否
2025,名额分配到区,宝山区,华东师范大学第二附属中学闵行紫竹分校,751,否
2025,名额分配到区,宝山区,上海师范大学附属中学闵行分校,736.5,否
2025,名额分配到区,宝山区,上海市闵行中学 院,710,否
2025,名额分配到区,宝山区,上海市行知中学,744,否
2025,名额分配到区,宝山区,上海大学附属中学,729.5,否
2025,名额分配到区,宝山区,上海师范大学附属中学宝山分校,743,否
2025,名额分配到区,宝山区,上海市吴淞中学,725,否
2025,名额分配到区,宝山区,上海市第一中学,726.5,否
2025,名额分配到区,宝山区,上海交通大学附属中学嘉定分校,758,否
2025,名额分配到区,宝山区,上海师范大学附属中学嘉定新城分校,716.5,否
2025,名额分配到区,宝山区,上海中学东校,735.5,否
2025,名额分配到区,宝山区,上海市建平中学,743,否
2025,名额分配到区,宝山区,上海市进才中学,736,否
2025,名额分配到区,宝山区,华东师范大学第二附属中学,750.5,否
2025,名额分配到区,宝山区,上海南汇中学,705.5,否
2025,名额分配到区,宝山区,上海市洋泾中学,719,否
2025,名额分配到区,宝山区,上海市高桥中学,704.5,否
2025,名额分配到区,宝山区,上海市川沙中学,720.5,否
2025,名额分配到区,宝山区,上海市金山中学,726.5,否
2025,名额分配到区,宝山区,华东师范大学第三附属中学,697,否
2025,名额分配到区,宝山区,上海市松江二中,739,否
2025,名额分配到区,宝山区,上海市松江一中,700.5,否
2025,名额分配到区,宝山区,上海外国语大学附属外国语学校松江云间中学,729.5,否
2025,名额分配到区,宝山区,上海市青浦高级中学,709.5,否
2025,名额分配到区,宝山区,复旦大学附属中学青浦分校,749.5,否
2025,名额分配到区,宝山区,上海市朱家角中学,687.5,否
2025,名额分配到区,宝山区,上海市奉贤中学,727.5,否
2025,名额分配到区,宝山区,华东师范大学第二附属中学临港奉贤分校,744,否
2025,名额分配到区,宝山区,院上海市崇明中学,703,否
2025,名额分配到区,宝山区,上海市实验学校东滩高级中学,705.5,否
2025,名额分配到区,嘉定区,上海市格致中学,729.5,否
2025,名额分配到区,嘉定区,上海市大同中学,730,否
2025,名额分配到区,嘉定区,上海市光明中学,701,否
2025,名额分配到区,嘉定区,上海市卢湾高级中学,691.5,否
2025,名额分配到区,嘉定区,上海市第二中学,721.5,否
2025,名额分配到区,嘉定区,院,742.5,否
2025,名额分配到区,嘉定区,上海市上海中学,759,否
2025,名额分配到区,嘉定区,上海市位育中学,746.5,否
2025,名额分配到区,嘉定区,上海市南洋中学,715.5,否
2025,名额分配到区,嘉定区,上海市第三女子中学,726.5,否
2025,名额分配到区,嘉定区,上海市延安中学,738,否
2025,名额分配到区,嘉定区,上海市复旦中学,713.5,否
2025,名额分配到区,嘉定区,上海市育才中学,723,否
2025,名额分配到区,嘉定区,上海市新中高级中学,693,否
2025,名额分配到区,嘉定区,上海市市北中学,698,否
2025,名额分配到区,嘉定区,上海市回民中学,675,否
2025,名额分配到区,嘉定区,上海市华东模范中学,686,否
2025,名额分配到区,嘉定区,上海市晋元高级中学,723,否
2025,名额分配到区,嘉定区,上海市曹杨第二中学,739.5,否
2025,名额分配到区,嘉定区,上海市宜川中学,694,否
2025,名额分配到区,嘉定区,华东师范大学第二附属中学（普陀校区）,751.5,否
2025,名额分配到区,嘉定区,复旦大学附属复兴中学,727.5,否
2025,名额分配到区,嘉定区,华东师范大学第一附属中学,719.5,否
2025,名额分配到区,嘉定区,上海财经大学附属北郊高级中学,689,否
2025,名额分配到区,嘉定区,上海市杨浦高级中学,721.5,否
2025,名额分配到区,嘉定区,上海市控江中学,725.5,否
2025,名额分配到区,嘉定区,上海交通大学附属中学,762.5,否
2025,名额分配到区,嘉定区,复旦大学附属中学,761.5,否
2025,名额分配到区,嘉定区,同济大学第一附属中学,720,否
2025,名额分配到区,嘉定区,上海市七宝中学,750.5,否
2025,名额分配到区,嘉定区,华东师范大学第二附属中学闵行紫竹分校,745.5,否
2025,名额分配到区,嘉定区,上海师范大学附属中学闵行分校,728.5,否
2025,名额分配到区,嘉定区,上海市闵行中学 院,707,否
2025,名额分配到区,嘉定区,上海市行知中学,726,否
2025,名额分配到区,嘉定区,上海大学附属中学,723,否
2025,名额分配到区,嘉定区,上海师范大学附属中学宝山分校,712,否
2025,名额分配到区,嘉定区,上海市吴淞中学,708,否
2025,名额分配到区,嘉定区,上海市第一中学,739.5,否
2025,名额分配到区,嘉定区,上海交通大学附属中学嘉定分校,760,否
2025,名额分配到区,嘉定区,上海师范大学附属中学嘉定新城分校,730,否
2025,名额分配到区,嘉定区,上海中学东校,732.5,否
2025,名额分配到区,嘉定区,上海市建平中学,679.5,否
2025,名额分配到区,嘉定区,上海市进才中学,717,否
2025,名额分配到区,嘉定区,华东师范大学第二附属中学,754,否
2025,名额分配到区,嘉定区,上海南汇中学,693.5,否
2025,名额分配到区,嘉定区,上海市浦东复旦附中分校,745,否
2025,名额分配到区,嘉定区,上海师范大学附属中学,726,否
2025,名额分配到区,嘉定区,上海市洋泾中学,722.5,否
2025,名额分配到区,嘉定区,上海市高桥中学,694.5,否
2025,名额分配到区,嘉定区,上海市川沙中学,716,否
2025,名额分配到区,嘉定区,上海市金山中学,741.5,否
2025,名额分配到区,嘉定区,华东师范大学第三附属中学,698,否
2025,名额分配到区,嘉定区,上海市松江二中,731.5,否
2025,名额分配到区,嘉定区,上海市松江一中,700,否
2025,名额分配到区,嘉定区,上海外国语大学附属外国语学校松江云间中学,730.5,否
2025,名额分配到区,嘉定区,上海市青浦高级中学,708.5,否
2025,名额分配到区,嘉定区,复旦大学附属中学青浦分校,752.5,否
2025,名额分配到区,嘉定区,上海市朱家角中学,703,否
2025,名额分配到区,嘉定区,上海市奉贤中学,730.5,否
2025,名额分配到区,嘉定区,上海市崇明中学,699.5,否
2025,名额分配到区,浦东新区,院上海市格致中学,741.5,否
2025,名额分配到区,浦东新区,上海市大同中学,738,否
2025,名额分配到区,浦东新区,上海市向明中学,720.5,否
2025,名额分配到区,浦东新区,上海外国语大学附属大境中学,702.5,否
2025,名额分配到区,浦东新区,上海市光明中学,696.5,否
2025,名额分配到区,浦东新区,院,712,否
2025,名额分配到区,浦东新区,上海市卢湾高级中学,698.5,否
2025,名额分配到区,浦东新区,上海市第二中学,718,否
2025,名额分配到区,浦东新区,上海市上海中学,750.5,否
2025,名额分配到区,浦东新区,上海市位育中学,740,否
2025,名额分配到区,浦东新区,复旦大学附属中学徐汇分校,759.5,否
2025,名额分配到区,浦东新区,上海市南洋中学,714,否
2025,名额分配到区,浦东新区,上海市第三女子中学,714.5,否
2025,名额分配到区,浦东新区,上海市延安中学,740.5,否
2025,名额分配到区,浦东新区,上海市复旦中学,709,否
2025,名额分配到区,浦东新区,上海市市西中学,728,否
2025,名额分配到区,浦东新区,上海市育才中学,710,否
2025,名额分配到区,浦东新区,上海市新中高级中学,707.5,否
2025,名额分配到区,浦东新区,上海市市北中学,711,否
2025,名额分配到区,浦东新区,上海市回民中学,682,否
2025,名额分配到区,浦东新区,上海市第六十中学,678.5,否
2025,名额分配到区,浦东新区,上海市华东模范中学,692.5,否
2025,名额分配到区,浦东新区,上海市晋元高级中学,730,否
2025,名额分配到区,浦东新区,上海市曹杨第二中学,743,否
2025,名额分配到区,浦东新区,上海市宜川中学,717,否
2025,名额分配到区,浦东新区,复旦大学附属复兴中学,738.5,否
2025,名额分配到区,浦东新区,华东师范大学第一附属中学,725,否
2025,名额分配到区,浦东新区,上海财经大学附属北郊高级中学,705,否
2025,名额分配到区,浦东新区,上海市杨浦高级中学,724.5,否
2025,名额分配到区,浦东新区,上海市控江中学,738.5,否
2025,名额分配到区,浦东新区,上海交通大学附属中学,756.5,否
2025,名额分配到区,浦东新区,复旦大学附属中学,761,否
2025,名额分配到区,浦东新区,同济大学第一附属中学 院,718,否
2025,名额分配到区,浦东新区,上海市七宝中学,753,否
2025,名额分配到区,浦东新区,华东师范大学第二附属中学闵行紫竹分校,749.5,否
2025,名额分配到区,浦东新区,上海师范大学附属中学闵行分校,733,否
2025,名额分配到区,浦东新区,上海交通大学附属中学闵行分校,752,否
2025,名额分配到区,浦东新区,上海市行知中学,728,否
2025,名额分配到区,浦东新区,上海大学附属中学,717.5,否
2025,名额分配到区,浦东新区,上海师范大学附属中学宝山分校,714.5,否
2025,名额分配到区,浦东新区,上海市吴淞中学,714,否
2025,名额分配到区,浦东新区,华东师范大学第二附属中学（宝山校区）,756,否
2025,名额分配到区,浦东新区,上海市第一中学,726,否
2025,名额分配到区,浦东新区,上海交通大学附属中学嘉定分校,748.5,否
2025,名额分配到区,浦东新区,上海师范大学附属中学嘉定新城分校,716.5,否
2025,名额分配到区,浦东新区,上海中学东校,744,否
2025,名额分配到区,浦东新区,上海市建平中学,753.5,否
2025,名额分配到区,浦东新区,上海市进才中学,749,否
2025,名额分配到区,浦东新区,华东师范大学第二附属中学,759.5,否
2025,名额分配到区,浦东新区,上海南汇中学,728,否
2025,名额分配到区,浦东新区,上海市浦东复旦附中分校,756,否
2025,名额分配到区,浦东新区,上海师范大学附属中学,732,否
2025,名额分配到区,浦东新区,上海市洋泾中学,738.5,否
2025,名额分配到区,浦东新区,上海市高桥中学,721.5,否
2025,名额分配到区,浦东新区,上海市川沙中学,735,否
2025,名额分配到区,浦东新区,上海市实验学校,740.5,否
2025,名额分配到区,浦东新区,上海市金山中学,716,否
2025,名额分配到区,浦东新区,华东师范大学第三附属中学,693.5,否
2025,名额分配到区,浦东新区,上海市松江二中,735,否
2025,名额分配到区,浦东新区,华东师范大学第二附属中学松江分校,742,否
2025,名额分配到区,浦东新区,上海师范大学附属中学松江分校,717,否
2025,名额分配到区,浦东新区,上海市松江一中 院,711.5,否
2025,名额分配到区,浦东新区,上海外国语大学附属外国语学校松江云间中学,728.5,否
2025,名额分配到区,浦东新区,上海市青浦高级中学,704.5,否
2025,名额分配到区,浦东新区,复旦大学附属中学青浦分校,747,否
2025,名额分配到区,浦东新区,上海市朱家角中学,699.5,否
2025,名额分配到区,浦东新区,华东师范大学第二附属中学临港奉贤分校,740.5,否
2025,名额分配到区,浦东新区,上海市崇明中学,700,否
2025,名额分配到区,浦东新区,上海市实验学校东滩高级中学,712,否
2025,名额分配到区,金山区,上海市第二中学,708,否
2025,名额分配到区,金山区,上海市南洋模范中学,748.5,否
2025,名额分配到区,金山区,上海市上海中学,733.5,否
2025,名额分配到区,金山区,上海市位育中学,744,否
2025,名额分配到区,金山区,上海市南洋中学,721.5,否
2025,名额分配到区,金山区,院,741,否
2025,名额分配到区,金山区,上海市复旦中学,718,否
2025,名额分配到区,金山区,上海市育才中学,672,否
2025,名额分配到区,金山区,华东师范大学第一附属中学,721,否
2025,名额分配到区,金山区,上海财经大学附属北郊高级中学,689,否
2025,名额分配到区,金山区,上海市杨浦高级中学,720,否
2025,名额分配到区,金山区,上海交通大学附属中学,753.5,否
2025,名额分配到区,金山区,复旦大学附属中学,755,否
2025,名额分配到区,金山区,上海市七宝中学,744.5,否
2025,名额分配到区,金山区,上海师范大学附属中学闵行分校,725.5,否
2025,名额分配到区,金山区,上海市闵行中学,719,否
2025,名额分配到区,金山区,上海大学附属中学,706.5,否
2025,名额分配到区,金山区,上海市吴淞中学,725,否
2025,名额分配到区,金山区,上海市第一中学,702,否
2025,名额分配到区,金山区,上海交通大学附属中学嘉定分校,746,否
2025,名额分配到区,金山区,上海中学东校,725,否
2025,名额分配到区,金山区,上海市建平中学,744,否
2025,名额分配到区,金山区,上海市进才中学,733.5,否
2025,名额分配到区,金山区,华东师范大学第二附属中学,715.5,否
2025,名额分配到区,金山区,上海南汇中学,698.5,否
2025,名额分配到区,金山区,上海师范大学附属中学,712.5,否
2025,名额分配到区,金山区,上海市洋泾中学,709.5,否
2025,名额分配到区,金山区,上海市高桥中学,697,否
2025,名额分配到区,金山区,上海市川沙中学,721.5,否
2025,名额分配到区,金山区,上海市金山中学,748.5,否
2025,名额分配到区,金山区,华东师范大学第三附属中学,712,否
2025,名额分配到区,金山区,上海市松江二中,737.5,否
2025,名额分配到区,金山区,上海市松江一中 院,713.5,否
2025,名额分配到区,金山区,上海外国语大学附属外国语学校松江云间中学,727,否
2025,名额分配到区,金山区,上海市青浦高级中学,710,否
2025,名额分配到区,金山区,复旦大学附属中学青浦分校,749,否
2025,名额分配到区,金山区,上海市朱家角中学,690.5,否
2025,名额分配到区,金山区,华东师范大学第二附属中学临港奉贤分校,728,否
2025,名额分配到区,金山区,上海市崇明中学,696.5,否
2025,名额分配到区,松江区,上海市格致中学,743.5,否
2025,名额分配到区,松江区,上海市大同中学,733,否
2025,名额分配到区,松江区,上海市光明中学,698.5,否
2025,名额分配到区,松江区,上海市敬业中学,724,否
2025,名额分配到区,松江区,上海市卢湾高级中学,711.5,否
2025,名额分配到区,松江区,院,726,否
2025,名额分配到区,松江区,上海市南洋模范中学,754,否
2025,名额分配到区,松江区,上海市上海中学,764,否
2025,名额分配到区,松江区,复旦大学附属中学徐汇分校,756,否
2025,名额分配到区,松江区,上海市南洋中学,717,否
2025,名额分配到区,松江区,上海市第三女子中学,720,否
2025,名额分配到区,松江区,上海市延安中学,747,否
2025,名额分配到区,松江区,上海市复旦中学,729.5,否
2025,名额分配到区,松江区,上海市育才中学,720,否
2025,名额分配到区,松江区,上海市回民中学,685,否
2025,名额分配到区,松江区,上海市华东模范中学,681,否
2025,名额分配到区,松江区,上海市晋元高级中学,722.5,否
2025,名额分配到区,松江区,上海市曹杨第二中学,750,否
2025,名额分配到区,松江区,上海市宜川中学,710.5,否
2025,名额分配到区,松江区,华东师范大学第一附属中学,727,否
2025,名额分配到区,松江区,上海财经大学附属北郊高级中学,660,否
2025,名额分配到区,松江区,上海市杨浦高级中学,723,否
2025,名额分配到区,松江区,上海市控江中学,770,否
2025,名额分配到区,松江区,上海交通大学附属中学,760,否
2025,名额分配到区,松江区,复旦大学附属中学,763,否
2025,名额分配到区,松江区,上海市七宝中学,756,否
2025,名额分配到区,松江区,上海师范大学附属中学闵行分校,736,否
2025,名额分配到区,松江区,上海交通大学附属中学闵行分校,760.5,否
2025,名额分配到区,松江区,上海市闵行中学,717.5,否
2025,名额分配到区,松江区,上海市行知中学,719,否
2025,名额分配到区,松江区,上海大学附属中学,718.5,否
2025,名额分配到区,松江区,上海市吴淞中学,700.5,否
2025,名额分配到区,松江区,上海市第一中学 院,730,否
2025,名额分配到区,松江区,上海交通大学附属中学嘉定分校,756,否
2025,名额分配到区,松江区,上海师范大学附属中学嘉定新城分校,720.5,否
2025,名额分配到区,松江区,上海中学东校,734,否
2025,名额分配到区,松江区,上海市建平中学,742.5,否
2025,名额分配到区,松江区,华东师范大学第二附属中学,754,否
2025,名额分配到区,松江区,上海南汇中学,715.5,否
2025,名额分配到区,松江区,上海师范大学附属中学,730,否
2025,名额分配到区,松江区,上海市洋泾中学,720.5,否
2025,名额分配到区,松江区,上海市高桥中学,709,否
2025,名额分配到区,松江区,上海市川沙中学,721,否
2025,名额分配到区,松江区,上海市金山中学,729.5,否
2025,名额分配到区,松江区,华东师范大学第三附属中学,712.5,否
2025,名额分配到区,松江区,上海市松江二中,756.5,否
2025,名额分配到区,松江区,华东师范大学第二附属中学松江分校,760.5,否
2025,名额分配到区,松江区,上海师范大学附属中学松江分校,760.5,否
2025,名额分配到区,松江区,上海市松江一中,728,否
2025,名额分配到区,松江区,上海外国语大学附属外国语学校松江云间中学,742.5,否
2025,名额分配到区,松江区,上海市青浦高级中学,727.5,否
2025,名额分配到区,松江区,复旦大学附属中学青浦分校,753,否
2025,名额分配到区,松江区,上海市朱家角中学,703,否
2025,名额分配到区,松江区,上海市奉贤中学,739.5,否
2025,名额分配到区,松江区,上海市崇明中学,705.5,否
2025,名额分配到区,青浦区,上海市大同中学,735,否
2025,名额分配到区,青浦区,上海市第二中学,713.5,否
2025,名额分配到区,青浦区,上海市南洋模范中学,743,否
2025,名额分配到区,青浦区,上海市上海中学,765,否
2025,名额分配到区,青浦区,上海市位育中学,739,否
2025,名额分配到区,青浦区,院,695,否
2025,名额分配到区,青浦区,上海市第三女子中学,722.5,否
2025,名额分配到区,青浦区,上海市延安中学,747,否
2025,名额分配到区,青浦区,上海市育才中学,678,否
2025,名额分配到区,青浦区,上海市新中高级中学,691.5,否
2025,名额分配到区,青浦区,上海市回民中学,667,否
2025,名额分配到区,青浦区,上海市晋元高级中学,727.5,否
2025,名额分配到区,青浦区,上海市曹杨第二中学,739.5,否
2025,名额分配到区,青浦区,上海市宜川中学,707.5,否
2025,名额分配到区,青浦区,华东师范大学第一附属中学,698,否
2025,名额分配到区,青浦区,上海市杨浦高级中学,706,否
2025,名额分配到区,青浦区,上海市控江中学,739,否
2025,名额分配到区,青浦区,上海交通大学附属中学,757,否
2025,名额分配到区,青浦区,复旦大学附属中学,762.5,否
2025,名额分配到区,青浦区,上海市七宝中学,750,否
2025,名额分配到区,青浦区,上海师范大学附属中学闵行分校,719.5,否
2025,名额分配到区,青浦区,上海交通大学附属中学闵行分校,750.5,否
2025,名额分配到区,青浦区,上海市闵行中学,690,否
2025,名额分配到区,青浦区,上海市行知中学,723.5,否
2025,名额分配到区,青浦区,上海大学附属中学,703.5,否
2025,名额分配到区,青浦区,上海市吴淞中学,698.5,否
2025,名额分配到区,青浦区,华东师范大学第二附属中学（宝山校区）,752,否
2025,名额分配到区,青浦区,上海市第一中学,724.5,否
2025,名额分配到区,青浦区,上海交通大学附属中学嘉定分校,757.5,否
2025,名额分配到区,青浦区,上海师范大学附属中学嘉定新城分校,716.5,否
2025,名额分配到区,青浦区,上海市建平中学,730,否
2025,名额分配到区,青浦区,上海市进才中学,733.5,否
2025,名额分配到区,青浦区,华东师范大学第二附属中学 院,749,否
2025,名额分配到区,青浦区,上海南汇中学,707.5,否
2025,名额分配到区,青浦区,上海师范大学附属中学,736,否
2025,名额分配到区,青浦区,上海市洋泾中学,687,否
2025,名额分配到区,青浦区,上海市高桥中学,694,否
2025,名额分配到区,青浦区,上海市金山中学,717,否
2025,名额分配到区,青浦区,华东师范大学第三附属中学,692.5,否
2025,名额分配到区,青浦区,上海市松江二中,737.5,否
2025,名额分配到区,青浦区,上海市松江一中,710,否
2025,名额分配到区,青浦区,上海外国语大学附属外国语学校松江云间中学,734,否
2025,名额分配到区,青浦区,上海市青浦高级中学,737,否
2025,名额分配到区,青浦区,复旦大学附属中学青浦分校,763.5,否
2025,名额分配到区,青浦区,上海市朱家角中学,708.5,否
2025,名额分配到区,青浦区,上海市奉贤中学,728,否
2025,名额分配到区,青浦区,上海市崇明中学,697,否
2025,名额分配到区,奉贤区,上海市格致中学（奉贤校区）,726,否
2025,名额分配到区,奉贤区,上海市第二中学,716.5,否
2025,名额分配到区,奉贤区,上海市上海中学,765.5,否
2025,名额分配到区,奉贤区,上海市位育中学,738.5,否
2025,名额分配到区,奉贤区,上海市南洋中学,701,否
2025,名额分配到区,奉贤区,院,723,否
2025,名额分配到区,奉贤区,上海市育才中学,709.5,否
2025,名额分配到区,奉贤区,上海市晋元高级中学,718.5,否
2025,名额分配到区,奉贤区,华东师范大学第一附属中学,729,否
2025,名额分配到区,奉贤区,上海市杨浦高级中学,703.5,否
2025,名额分配到区,奉贤区,上海交通大学附属中学,747,否
2025,名额分配到区,奉贤区,复旦大学附属中学,753,否
2025,名额分配到区,奉贤区,上海市七宝中学,752.5,否
2025,名额分配到区,奉贤区,上海师范大学附属中学闵行分校,724.5,否
2025,名额分配到区,奉贤区,上海交通大学附属中学闵行分校,741.5,否
2025,名额分配到区,奉贤区,上海市闵行中学,718,否
2025,名额分配到区,奉贤区,上海市行知中学,707.5,否
2025,名额分配到区,奉贤区,上海大学附属中学,706.5,否
2025,名额分配到区,奉贤区,上海市吴淞中学,694,否
2025,名额分配到区,奉贤区,华东师范大学第二附属中学（宝山校区）,742,否
2025,名额分配到区,奉贤区,上海市第一中学,710,否
2025,名额分配到区,奉贤区,上海师范大学附属中学嘉定新城分校,708,否
2025,名额分配到区,奉贤区,上海中学东校,729.5,否
2025,名额分配到区,奉贤区,上海市建平中学,746,否
2025,名额分配到区,奉贤区,上海市进才中学,735,否
2025,名额分配到区,奉贤区,华东师范大学第二附属中学,743.5,否
2025,名额分配到区,奉贤区,上海南汇中学,703.5,否
2025,名额分配到区,奉贤区,上海师范大学附属中学,675.5,否
2025,名额分配到区,奉贤区,上海市洋泾中学,704,否
2025,名额分配到区,奉贤区,上海市高桥中学,693.5,否
2025,名额分配到区,奉贤区,上海市川沙中学,707.5,否
2025,名额分配到区,奉贤区,上海市金山中学,719,否
2025,名额分配到区,奉贤区,华东师范大学第三附属中学 院,701,否
2025,名额分配到区,奉贤区,上海市松江二中,731,否
2025,名额分配到区,奉贤区,华东师范大学第二附属中学松江分校,732,否
2025,名额分配到区,奉贤区,上海市松江一中,706,否
2025,名额分配到区,奉贤区,上海外国语大学附属外国语学校松江云间中学,721.5,否
2025,名额分配到区,奉贤区,上海市朱家角中学,672.5,否
2025,名额分配到区,奉贤区,上海市奉贤中学,757,否
2025,名额分配到区,奉贤区,华东师范大学第二附属中学临港奉贤分校,737.5,否
2025,名额分配到区,奉贤区,上海市崇明中学,697.5,否
2025,名额分配到区,崇明区,上海市上海中学,758,是
2025,名额分配到区,崇明区,上海市育才中学,661.5,否
2025,名额分配到区,崇明区,上海市宜川中学,666.5,否
2025,名额分配到区,崇明区,上海市控江中学,726,否
2025,名额分配到区,崇明区,上海交通大学附属中学,763.5,否
2025,名额分配到区,崇明区,院,750.5,否
2025,名额分配到区,崇明区,上海师范大学附属中学闵行分校,721.5,否
2025,名额分配到区,崇明区,上海市闵行中学,704.5,否
2025,名额分配到区,崇明区,上海大学附属中学,697,否
2025,名额分配到区,崇明区,上海师范大学附属中学宝山分校,708.5,否
2025,名额分配到区,崇明区,上海市吴淞中学,693.5,否
2025,名额分配到区,崇明区,华东师范大学第二附属中学（宝山校区）,739,否
2025,名额分配到区,崇明区,上海市第一中学,691,否
2025,名额分配到区,崇明区,上海市建平中学,747,否
2025,名额分配到区,崇明区,上海市进才中学,739.5,否
2025,名额分配到区,崇明区,华东师范大学第二附属中学,768.5,否
2025,名额分配到区,崇明区,上海南汇中学,687,否
2025,名额分配到区,崇明区,上海市洋泾中学,721,否
2025,名额分配到区,崇明区,上海市高桥中学,691.5,否
2025,名额分配到区,崇明区,上海市川沙中学,723,否
2025,名额分配到区,崇明区,华东师范大学第三附属中学,665.5,否
2025,名额分配到区,崇明区,上海市松江一中,674.5,否
