年份,批次,区名称,学校信息,录取最低分,是否同分优待
2025,名额分配到校,静安区,爱国学校         上海市育才中学,690.5,否
2025,名额分配到校,静安区,爱国学校        上海市新中高级中学,692.5,否
2025,名额分配到校,静安区,爱国学校         上海市市北中学,712,否
2025,名额分配到校,静安区,爱国学校         上海市第六十中学,681,否
2025,名额分配到校,静安区,爱国学校        上海市华东模范中学,664,否
2025,名额分配到校,静安区,市西中学,733,否
2025,名额分配到校,静安区,育才中学,719,否
2025,名额分配到校,静安区,新中高级中学,711.5,否
2025,名额分配到校,静安区,市北中学,726,否
2025,名额分配到校,静安区,华东模范中学,661,否
2025,名额分配到校,静安区,上海附属学校       复旦大学附属中学,748.5,否
2025,名额分配到校,静安区,华灵学校         上海市市西中学,725.5,否
2025,名额分配到校,静安区,华灵学校         上海市育才中学,707,否
2025,名额分配到校,静安区,华灵学校        上海市新中高级中学,710.5,否
2025,名额分配到校,静安区,华灵学校         上海市市北中学,712,否
2025,名额分配到校,静安区,华灵学校         上海市回民中学,674.5,否
2025,名额分配到校,静安区,华灵学校         上海市第六十中学,669,否
2025,名额分配到校,静安区,华灵学校        上海市华东模范中学,658.5,否
2025,名额分配到校,静安区,华灵学校       上海交通大学附属中学,703,否
2025,名额分配到校,静安区,三泉学校        上海市市西中学,686.5,否
2025,名额分配到校,静安区,院    育才中学,698,否
2025,名额分配到校,静安区,三泉学校       上海市新中高级中学,687.5,否
2025,名额分配到校,静安区,三泉学校        上海市市北中学,687,否
2025,名额分配到校,静安区,三泉学校        上海市回民中学,658,否
2025,名额分配到校,静安区,三泉学校        上海市第六十中学,671.5,否
2025,名额分配到校,静安区,院,658.5,否
2025,名额分配到校,静安区,市西中学,742.5,否
2025,名额分配到校,静安区,育才中学,694,否
2025,名额分配到校,静安区,市北中学,700,否
2025,名额分配到校,静安区,华东模范中学,657.5,否
2025,名额分配到校,静安区,静安区大宁国际学校       上海市市西中学,731.5,否
2025,名额分配到校,静安区,静安区大宁国际学校       上海市育才中学,710.5,否
2025,名额分配到校,静安区,静安区大宁国际学校      上海市新中高级中学,708,否
2025,名额分配到校,静安区,静安区大宁国际学校       上海市市北中学,717.5,否
2025,名额分配到校,静安区,静安区大宁国际学校       上海市第六十中学,692.5,否
2025,名额分配到校,静安区,静安区大宁国际学校      上海市华东模范中学,663,否
2025,名额分配到校,静安区,静安区大宁国际学校      上海交通大学附属中学,750,否
2025,名额分配到校,普陀区,洵阳中学   院    上海市晋元高级中学,715,否
2025,名额分配到校,普陀区,洵阳中学        上海市曹杨第二中学,733.5,否
2025,名额分配到校,普陀区,洵阳中学         上海市宜川中学,711.5,否
2025,名额分配到校,普陀区,洵阳中学,750,否
2025,名额分配到校,普陀区,北海中学        上海市晋元高级中学,724,否
2025,名额分配到校,普陀区,院,741.5,否
2025,名额分配到校,普陀区,北海中学         上海市宜川中学,705,否
2025,名额分配到校,普陀区,北海中学,753,否
2025,名额分配到校,普陀区,延河中学        上海市晋元高级中学,716,否
2025,名额分配到校,普陀区,延河中学        上海市曹杨第二中学,724,否
2025,名额分配到校,普陀区,延河中学         上海市宜川中学,714.5,否
2025,名额分配到校,普陀区,延河中学,739,否
2025,名额分配到校,普陀区,晋元高级中学,719,否
2025,名额分配到校,普陀区,曹杨第二中学,731,否
2025,名额分配到校,普陀区,宜川中学,708.5,否
2025,名额分配到校,普陀区,华东师范大学第四附属中学      晋元高级中学,726,否
2025,名额分配到校,普陀区,华东师范大学第四附属中学      曹杨第二中学,742.5,否
2025,名额分配到校,普陀区,华东师范大学第四附属中学       宜川中学,717.5,否
2025,名额分配到校,普陀区,华东师范大学第四附属中学,757,否
2025,名额分配到校,普陀区,怒江中学        上海市晋元高级中学,723.5,否
2025,名额分配到校,普陀区,怒江中学        上海市曹杨第二中学,732,否
2025,名额分配到校,普陀区,怒江中学         上海市宜川中学,717,否
2025,名额分配到校,普陀区,怒江中学,749.5,否
2025,名额分配到校,普陀区,晋元高级中学,729.5,否
2025,名额分配到校,普陀区,曹杨第二中学,732.5,否
2025,名额分配到校,普陀区,宜川中学,713,否
2025,名额分配到校,普陀区,上海师范大学附属第二实验学校,748.5,否
2025,名额分配到校,普陀区,真北中学          上海市上海中学,762.5,否
2025,名额分配到校,普陀区,院     晋元高级中学,721.5,否
2025,名额分配到校,普陀区,真北中学         上海市曹杨第二中学,738,否
2025,名额分配到校,普陀区,真北中学          上海市宜川中学,716,否
2025,名额分配到校,普陀区,真北中学,757,否
2025,名额分配到校,普陀区,晋元高级中学,719.5,否
2025,名额分配到校,普陀区,院,732,否
2025,名额分配到校,普陀区,宜川中学,712,否
2025,名额分配到校,普陀区,上海附属中学,748,否
2025,名额分配到校,普陀区,梅陇中学         上海市曹杨第二中学,743,否
2025,名额分配到校,普陀区,梅陇中学          上海市宜川中学,711.5,否
2025,名额分配到校,普陀区,梅陇中学,757,否
2025,名额分配到校,普陀区,梅陇中学       华东师范大学第二附属中学,762.5,否
2025,名额分配到校,普陀区,上海中学,748.5,否
2025,名额分配到校,普陀区,晋元高级中学,724,否
2025,名额分配到校,普陀区,曹杨第二中学,736.5,否
2025,名额分配到校,普陀区,宜川中学,708,否
2025,名额分配到校,普陀区,上海兰田中学,744,否
2025,名额分配到校,普陀区,普陀区梅陇实验中学        上海市晋元高级中学,727,否
2025,名额分配到校,普陀区,普陀区梅陇实验中学        上海市曹杨第二中学,739.5,否
2025,名额分配到校,普陀区,普陀区梅陇实验中学         上海市宜川中学,714.5,否
2025,名额分配到校,普陀区,普陀区梅陇实验中学,756.5,否
2025,名额分配到校,普陀区,普陀区梅陇实验中学        复旦大学附属中学,761.5,否
2025,名额分配到校,普陀区,曹杨中学         上海市晋元高级中学,719,否
2025,名额分配到校,普陀区,曹杨中学         上海市曹杨第二中学,736,否
2025,名额分配到校,普陀区,曹杨中学          上海市宜川中学,702.5,否
2025,名额分配到校,普陀区,曹杨中学,751,否
2025,名额分配到校,普陀区,同济大学第二附属中学       晋元高级中学,721.5,否
2025,名额分配到校,普陀区,同济大学第二附属中学       曹杨第二中学,736.5,否
2025,名额分配到校,普陀区,同济大学第二附属中学        宜川中学,714.5,否
2025,名额分配到校,普陀区,同济大学第二附属中学        复旦大学附属中学,759,否
2025,名额分配到校,普陀区,甘泉外国语中学       上海市曹杨第二中学,745.5,否
2025,名额分配到校,普陀区,甘泉外国语中学,705,否
2025,名额分配到校,普陀区,新杨中学         上海市晋元高级中学,724.5,否
2025,名额分配到校,普陀区,院,730,否
2025,名额分配到校,普陀区,新杨中学          上海市宜川中学,715,否
2025,名额分配到校,普陀区,新杨中学,744.5,否
2025,名额分配到校,普陀区,长征中学         上海市晋元高级中学,726,否
2025,名额分配到校,普陀区,长征中学         上海市曹杨第二中学,744.5,否
2025,名额分配到校,普陀区,长征中学          上海市宜川中学,718,否
2025,名额分配到校,普陀区,长征中学,752,否
2025,名额分配到校,普陀区,长征中学         上海交通大学附属中学,748.5,否
2025,名额分配到校,普陀区,桃浦中学         上海市晋元高级中学,730,否
2025,名额分配到校,普陀区,桃浦中学         上海市曹杨第二中学,743,否
2025,名额分配到校,普陀区,桃浦中学          上海市宜川中学,718,否
2025,名额分配到校,普陀区,桃浦中学,749,否
2025,名额分配到校,普陀区,晋元高级中学,735,否
2025,名额分配到校,普陀区,曹杨第二中学,739.5,否
2025,名额分配到校,普陀区,宜川中学,714,否
2025,名额分配到校,普陀区,华东师范大学第二附属中学,745.5,否
2025,名额分配到校,普陀区,晋元高级中学,664,否
2025,名额分配到校,普陀区,曹杨第二中学,689.5,否
2025,名额分配到校,普陀区,宜川中学,686,否
2025,名额分配到校,普陀区,上海音乐学院附属安师实验中学,720,否
2025,名额分配到校,普陀区,上海音乐学院附属安师实验中学       上海交通大学附属中学,740,否
2025,名额分配到校,普陀区,晋元高级中学,720.5,否
2025,名额分配到校,普陀区,曹杨第二中学,742,否
2025,名额分配到校,普陀区,院    宜川中学,709.5,否
2025,名额分配到校,普陀区,上海华东师范大学附属进华中学,756,否
2025,名额分配到校,普陀区,上海华东师范大学附属进华中学     上海交通大学附属中学,761,否
2025,名额分配到校,普陀区,晋元高级中学,706.5,否
2025,名额分配到校,普陀区,曹杨第二中学,733.5,否
2025,名额分配到校,普陀区,院,723,否
2025,名额分配到校,普陀区,上海安生学校,736.5,否
2025,名额分配到校,普陀区,晋元高级中学,725,否
2025,名额分配到校,普陀区,宜川中学,716.5,否
2025,名额分配到校,普陀区,上海培佳双语学校,753.5,否
2025,名额分配到校,普陀区,上海培佳双语学校        复旦大学附属中学,759,否
2025,名额分配到校,普陀区,铜川学校        上海市晋元高级中学,724.5,否
2025,名额分配到校,普陀区,铜川学校        上海市曹杨第二中学,739.5,否
2025,名额分配到校,普陀区,铜川学校         上海市宜川中学,720.5,否
2025,名额分配到校,普陀区,铜川学校,740.5,否
2025,名额分配到校,普陀区,沙田学校        上海市晋元高级中学,723,否
2025,名额分配到校,普陀区,沙田学校        上海市曹杨第二中学,737,否
2025,名额分配到校,普陀区,沙田学校         上海市宜川中学,707.5,否
2025,名额分配到校,普陀区,沙田学校,759,否
2025,名额分配到校,普陀区,晋元高级中学,717.5,否
2025,名额分配到校,普陀区,曹杨第二中学,746,否
2025,名额分配到校,普陀区,宜川中学,707.5,否
2025,名额分配到校,普陀区,子长学校        上海市晋元高级中学,717.5,否
2025,名额分配到校,普陀区,子长学校        上海市曹杨第二中学,711,否
2025,名额分配到校,普陀区,子长学校         上海市宜川中学,711.5,否
2025,名额分配到校,普陀区,子长学校,737.5,否
2025,名额分配到校,普陀区,子长学校        上海交通大学附属中学,749.5,否
2025,名额分配到校,普陀区,洛川学校        上海市晋元高级中学,727.5,否
2025,名额分配到校,普陀区,院    曹杨第二中学,733.5,否
2025,名额分配到校,普陀区,洛川学校         上海市宜川中学,717.5,否
2025,名额分配到校,普陀区,洛川学校,745,否
2025,名额分配到校,普陀区,宜川中学附属学校       上海市晋元高级中学,719,否
2025,名额分配到校,普陀区,宜川中学附属学校       上海市曹杨第二中学,733,否
2025,名额分配到校,普陀区,院,711,否
2025,名额分配到校,普陀区,宜川中学附属学校,755.5,否
2025,名额分配到校,普陀区,曹杨中学附属学校       上海市晋元高级中学,723.5,否
2025,名额分配到校,普陀区,曹杨中学附属学校        上海市宜川中学,713.5,否
2025,名额分配到校,普陀区,曹杨中学附属学校,752.5,否
2025,名额分配到校,普陀区,晋元高级中学,728.5,否
2025,名额分配到校,普陀区,曹杨第二中学,739,否
2025,名额分配到校,普陀区,宜川中学,707,否
2025,名额分配到校,普陀区,上海附属学校,719.5,否
2025,名额分配到校,普陀区,晋元高级中学附属学校      上海市晋元高级中学,731.5,否
2025,名额分配到校,普陀区,晋元高级中学附属学校      上海市曹杨第二中学,744.5,否
2025,名额分配到校,普陀区,晋元高级中学附属学校       上海市宜川中学,714,否
2025,名额分配到校,普陀区,晋元高级中学附属学校,753,否
2025,名额分配到校,普陀区,晋元高级中学附属学校       复旦大学附属中学,761,否
2025,名额分配到校,普陀区,曹杨第二中学附属学校      上海市晋元高级中学,727,否
2025,名额分配到校,普陀区,曹杨第二中学附属学校      上海市曹杨第二中学,741,否
2025,名额分配到校,普陀区,曹杨第二中学附属学校       上海市宜川中学,713,否
2025,名额分配到校,普陀区,曹杨第二中学附属学校,752.5,否
2025,名额分配到校,普陀区,民办新黄浦实验学校       上海市上海中学,755.5,否
2025,名额分配到校,普陀区,民办新黄浦实验学校      上海市晋元高级中学,729,否
2025,名额分配到校,普陀区,民办新黄浦实验学校      上海市曹杨第二中学,742,否
2025,名额分配到校,普陀区,民办新黄浦实验学校       上海市宜川中学,726,否
2025,名额分配到校,普陀区,民办新黄浦实验学校,755,否
2025,名额分配到校,普陀区,江宁学校         上海市晋元高级中学,732.5,否
2025,名额分配到校,普陀区,院    曹杨第二中学,745.5,否
2025,名额分配到校,普陀区,江宁学校          上海市宜川中学,717.5,否
2025,名额分配到校,普陀区,江宁学校,752,否
2025,名额分配到校,普陀区,中远实验学校        上海市晋元高级中学,720.5,否
2025,名额分配到校,普陀区,中远实验学校        上海市曹杨第二中学,743.5,否
2025,名额分配到校,普陀区,院,710.5,否
2025,名额分配到校,普陀区,中远实验学校,749.5,否
2025,名额分配到校,普陀区,中远实验学校        上海师范大学附属中学,709.5,否
2025,名额分配到校,普陀区,金鼎学校,722.5,否
2025,名额分配到校,普陀区,晋元高级中学,722,否
2025,名额分配到校,普陀区,曹杨第二中学,740.5,否
2025,名额分配到校,普陀区,宜川中学,711,否
2025,名额分配到校,普陀区,文达学校         上海市晋元高级中学,714,否
2025,名额分配到校,普陀区,文达学校         上海市曹杨第二中学,733,否
2025,名额分配到校,普陀区,文达学校          上海市宜川中学,708,否
2025,名额分配到校,普陀区,文达学校,749,否
2025,名额分配到校,普陀区,晋元高级中学,706,否
2025,名额分配到校,普陀区,曹杨第二中学,736,否
2025,名额分配到校,普陀区,宜川中学,700.5,否
2025,名额分配到校,普陀区,上海理工大学附属普陀实验学校,748.5,否
2025,名额分配到校,普陀区,万里城实验学校       上海市晋元高级中学,725.5,否
2025,名额分配到校,普陀区,万里城实验学校       上海市曹杨第二中学,750,否
2025,名额分配到校,普陀区,万里城实验学校        上海市宜川中学,710,否
2025,名额分配到校,普陀区,万里城实验学校,756.5,否
2025,名额分配到校,虹口区,钟山初级中学   院   复旦大学附属复兴中学,733,否
2025,名额分配到校,虹口区,钟山初级中学     华东师范大学第一附属中学,715.5,否
2025,名额分配到校,虹口区,钟山初级中学    上海财经大学附属北郊高级中学,703,否
2025,名额分配到校,虹口区,江湾初级中学       复旦大学附属复兴中学,735.5,否
2025,名额分配到校,虹口区,江湾初级中学     华东师范大学第一附属中学,724,否
2025,名额分配到校,虹口区,院,709,否
2025,名额分配到校,虹口区,江湾初级中学       上海交通大学附属中学,751,否
2025,名额分配到校,虹口区,复兴实验中学       复旦大学附属复兴中学,734,否
2025,名额分配到校,虹口区,复兴实验中学    上海财经大学附属北郊高级中学,703.5,否
2025,名额分配到校,虹口区,上海实验中学      复旦大学附属复兴中学,727.5,否
2025,名额分配到校,虹口区,上海实验中学    华东师范大学第一附属中学,706.5,否
2025,名额分配到校,虹口区,上海实验中学 上海财经大学附属北郊高级中学,704,否
2025,名额分配到校,虹口区,曲阳第二中学       复旦大学附属复兴中学,730.5,否
2025,名额分配到校,虹口区,曲阳第二中学     华东师范大学第一附属中学,717.5,是
2025,名额分配到校,虹口区,曲阳第二中学    上海财经大学附属北郊高级中学,709,否
2025,名额分配到校,虹口区,上海音乐学院虹口区实验中学       复旦大学附属复兴中学,733.5,否
2025,名额分配到校,虹口区,上海音乐学院虹口区实验中学     华东师范大学第一附属中学,703.5,否
2025,名额分配到校,虹口区,上海音乐学院虹口区实验中学 上海财经大学附属北郊高级中学,695.5,否
2025,名额分配到校,虹口区,上海音乐学院虹口区实验中学       上海交通大学附属中学,752.5,否
2025,名额分配到校,虹口区,海南中学        复旦大学附属复兴中学,717,否
2025,名额分配到校,虹口区,海南中学      华东师范大学第一附属中学,723.5,否
2025,名额分配到校,虹口区,海南中学     上海财经大学附属北郊高级中学,715,否
2025,名额分配到校,虹口区,海南中学      华东师范大学第二附属中学,736,否
2025,名额分配到校,虹口区,丰镇中学        复旦大学附属复兴中学,726.5,否
2025,名额分配到校,虹口区,丰镇中学      华东师范大学第一附属中学,710,否
2025,名额分配到校,虹口区,丰镇中学     上海财经大学附属北郊高级中学,703,否
2025,名额分配到校,虹口区,鲁迅初级中学       复旦大学附属复兴中学,730.5,否
2025,名额分配到校,虹口区,鲁迅初级中学      华东师范大学第一附属中学,716,否
2025,名额分配到校,虹口区,鲁迅初级中学     上海财经大学附属北郊高级中学,698.5,否
2025,名额分配到校,虹口区,院    复旦大学附属复兴中学,687,否
2025,名额分配到校,虹口区,继光初级中学      华东师范大学第一附属中学,711,否
2025,名额分配到校,虹口区,继光初级中学     上海财经大学附属北郊高级中学,706,否
2025,名额分配到校,虹口区,华东师范大学第一附属初级中学       复旦大学附属复兴中学,739,否
2025,名额分配到校,虹口区,华东师范大学第一附属初级中学     华东师范大学第一附属中学,716.5,否
2025,名额分配到校,虹口区,院,704.5,否
2025,名额分配到校,虹口区,华东师范大学第一附属初级中学       上海交通大学附属中学,753,否
2025,名额分配到校,虹口区,民办新复兴初级中学        复旦大学附属复兴中学,738,是
2025,名额分配到校,虹口区,民办新复兴初级中学     上海财经大学附属北郊高级中学,703.5,否
2025,名额分配到校,虹口区,民办新复兴初级中学         复旦大学附属中学,754.5,否
2025,名额分配到校,虹口区,民办新华初级中学          上海市上海中学,752.5,是
2025,名额分配到校,虹口区,民办新华初级中学         复旦大学附属复兴中学,738,否
2025,名额分配到校,虹口区,民办新华初级中学       华东师范大学第一附属中学,720,否
2025,名额分配到校,虹口区,民办新华初级中学      上海财经大学附属北郊高级中学,696.5,否
2025,名额分配到校,虹口区,民办新北郊初级中学        复旦大学附属复兴中学,737,否
2025,名额分配到校,虹口区,民办新北郊初级中学      华东师范大学第一附属中学,718.5,否
2025,名额分配到校,虹口区,民办新北郊初级中学     上海财经大学附属北郊高级中学,702,否
2025,名额分配到校,虹口区,民办新北郊初级中学      华东师范大学第二附属中学,753,否
2025,名额分配到校,虹口区,第五十二中学        复旦大学附属复兴中学,734.5,否
2025,名额分配到校,虹口区,第五十二中学      华东师范大学第一附属中学,710,否
2025,名额分配到校,虹口区,第五十二中学     上海财经大学附属北郊高级中学,692,否
2025,名额分配到校,虹口区,上海师范大学附属虹口中学        复旦大学附属复兴中学,734,否
2025,名额分配到校,虹口区,上海师范大学附属虹口中学      华东师范大学第一附属中学,720,否
2025,名额分配到校,虹口区,上海师范大学附属虹口中学     上海财经大学附属北郊高级中学,704.5,否
2025,名额分配到校,虹口区,上海师范大学附属虹口中学         复旦大学附属中学,740.5,否
2025,名额分配到校,虹口区,同济大学附属澄衷中学       复旦大学附属复兴中学,707,否
2025,名额分配到校,虹口区,同济大学附属澄衷中学     华东师范大学第一附属中学,691.5,否
2025,名额分配到校,虹口区,同济大学附属澄衷中学    上海财经大学附属北郊高级中学,691.5,否
2025,名额分配到校,虹口区,同济大学附属澄衷中学        复旦大学附属中学,739.5,否
2025,名额分配到校,虹口区,院    复旦大学附属复兴中学,732,否
2025,名额分配到校,虹口区,民办迅行中学      华东师范大学第一附属中学,722.5,否
2025,名额分配到校,虹口区,民办迅行中学     上海财经大学附属北郊高级中学,706.5,否
2025,名额分配到校,虹口区,上海中学,749,否
2025,名额分配到校,虹口区,上海外国语大学第一实验学校        复旦大学附属复兴中学,735,否
2025,名额分配到校,虹口区,院,719,否
2025,名额分配到校,虹口区,上海外国语大学第一实验学校 上海财经大学附属北郊高级中学,688.5,否
2025,名额分配到校,虹口区,上海外国语大学第一实验学校        上海交通大学附属中学,754,否
2025,名额分配到校,虹口区,北郊学校       华东师范大学第一附属中学,715.5,否
2025,名额分配到校,虹口区,北郊学校      上海财经大学附属北郊高级中学,700,否
2025,名额分配到校,虹口区,长青学校         复旦大学附属复兴中学,726.5,否
2025,名额分配到校,虹口区,长青学校       华东师范大学第一附属中学,719.5,否
2025,名额分配到校,虹口区,长青学校      上海财经大学附属北郊高级中学,702.5,否
2025,名额分配到校,虹口区,虹口实验学校        复旦大学附属复兴中学,734,否
2025,名额分配到校,虹口区,虹口实验学校      华东师范大学第一附属中学,718,否
2025,名额分配到校,虹口区,虹口实验学校     上海财经大学附属北郊高级中学,700,否
2025,名额分配到校,虹口区,复旦大学附属复兴中学,730,否
2025,名额分配到校,虹口区,华东师范大学第一附属中学,714,否
2025,名额分配到校,虹口区,上海财经大学附属北郊高级中学,690.5,否
2025,名额分配到校,杨浦区,铁岭中学    院   上海市杨浦高级中学,723.5,否
2025,名额分配到校,杨浦区,铁岭中学         上海市控江中学,743.5,否
2025,名额分配到校,杨浦区,铁岭中学        上海交通大学附属中学,757.5,否
2025,名额分配到校,杨浦区,铁岭中学        同济大学第一附属中学,711,否
2025,名额分配到校,杨浦区,鞍山初级中学       上海市杨浦高级中学,720.5,否
2025,名额分配到校,杨浦区,院,740,否
2025,名额分配到校,杨浦区,鞍山初级中学       上海交通大学附属中学,757,否
2025,名额分配到校,杨浦区,鞍山初级中学       同济大学第一附属中学,711.5,否
2025,名额分配到校,杨浦区,十五中学         上海市控江中学,749,否
2025,名额分配到校,杨浦区,十五中学        上海交通大学附属中学,759,否
2025,名额分配到校,杨浦区,十五中学        同济大学第一附属中学,718,否
2025,名额分配到校,杨浦区,杨浦初级中学       上海市杨浦高级中学,729,否
2025,名额分配到校,杨浦区,杨浦初级中学        上海市控江中学,743,否
2025,名额分配到校,杨浦区,杨浦初级中学        复旦大学附属中学,747.5,否
2025,名额分配到校,杨浦区,杨浦初级中学       同济大学第一附属中学,716,否
2025,名额分配到校,杨浦区,惠民中学        上海市杨浦高级中学,718.5,否
2025,名额分配到校,杨浦区,惠民中学         上海市控江中学,734,否
2025,名额分配到校,杨浦区,惠民中学         复旦大学附属中学,750.5,否
2025,名额分配到校,杨浦区,惠民中学        同济大学第一附属中学,708.5,否
2025,名额分配到校,杨浦区,辽阳中学        上海市杨浦高级中学,729,否
2025,名额分配到校,杨浦区,辽阳中学         上海市控江中学,738,否
2025,名额分配到校,杨浦区,辽阳中学        上海交通大学附属中学,754,否
2025,名额分配到校,杨浦区,辽阳中学        同济大学第一附属中学,717.5,否
2025,名额分配到校,杨浦区,新大桥中学        上海市杨浦高级中学,724,否
2025,名额分配到校,杨浦区,新大桥中学         上海市控江中学,730,否
2025,名额分配到校,杨浦区,新大桥中学        同济大学第一附属中学,714.5,否
2025,名额分配到校,杨浦区,建设初级中学       上海市杨浦高级中学,739,否
2025,名额分配到校,杨浦区,建设初级中学        上海市控江中学,741.5,否
2025,名额分配到校,杨浦区,建设初级中学       同济大学第一附属中学,714.5,否
2025,名额分配到校,杨浦区,院   杨浦高级中学,714,否
2025,名额分配到校,杨浦区,东辽阳中学         上海市控江中学,746,否
2025,名额分配到校,杨浦区,东辽阳中学        同济大学第一附属中学,725,否
2025,名额分配到校,杨浦区,二十五中学        上海市杨浦高级中学,724.5,否
2025,名额分配到校,杨浦区,二十五中学         上海市控江中学,732,否
2025,名额分配到校,杨浦区,院,714.5,否
2025,名额分配到校,杨浦区,杨浦高级中学,717,否
2025,名额分配到校,杨浦区,控江中学,731,否
2025,名额分配到校,杨浦区,上海理工大学附属初级中学    华东师范大学第二附属中学,738.5,否
2025,名额分配到校,杨浦区,杨浦高级中学,717,否
2025,名额分配到校,杨浦区,控江中学,723.5,否
2025,名额分配到校,杨浦区,上海附属中学       复旦大学附属中学,724.5,否
2025,名额分配到校,杨浦区,上海附属中学      同济大学第一附属中学,714.5,否
2025,名额分配到校,杨浦区,同济初级中学       上海市杨浦高级中学,722,否
2025,名额分配到校,杨浦区,同济初级中学        上海市控江中学,739.5,否
2025,名额分配到校,杨浦区,同济初级中学       同济大学第一附属中学,713,否
2025,名额分配到校,杨浦区,同济初级中学    华东师范大学第二附属中学,751.5,否
2025,名额分配到校,杨浦区,杨浦高级中学,723.5,否
2025,名额分配到校,杨浦区,控江中学,748,否
2025,名额分配到校,杨浦区,上海交通大学附属中学,756,否
2025,名额分配到校,杨浦区,同济大学第一附属中学,719,否
2025,名额分配到校,杨浦区,包头中学        上海市杨浦高级中学,720,否
2025,名额分配到校,杨浦区,包头中学         上海市控江中学,724,否
2025,名额分配到校,杨浦区,包头中学        同济大学第一附属中学,703.5,否
2025,名额分配到校,杨浦区,思源中学        上海市杨浦高级中学,718,否
2025,名额分配到校,杨浦区,思源中学         上海市控江中学,721.5,否
2025,名额分配到校,杨浦区,思源中学        上海交通大学附属中学,759.5,否
2025,名额分配到校,杨浦区,思源中学        同济大学第一附属中学,711.5,否
2025,名额分配到校,杨浦区,鞍山实验中学       上海市杨浦高级中学,727.5,否
2025,名额分配到校,杨浦区,院    控江中学,738.5,否
2025,名额分配到校,杨浦区,鞍山实验中学       同济大学第一附属中学,720,否
2025,名额分配到校,杨浦区,同济第二初级中学        上海市杨浦高级中学,722,否
2025,名额分配到校,杨浦区,同济第二初级中学         上海市控江中学,732,否
2025,名额分配到校,杨浦区,同济第二初级中学         复旦大学附属中学,755.5,否
2025,名额分配到校,杨浦区,院,708.5,否
2025,名额分配到校,杨浦区,国和中学        上海市杨浦高级中学,720,否
2025,名额分配到校,杨浦区,国和中学         上海市控江中学,729.5,否
2025,名额分配到校,杨浦区,国和中学        同济大学第一附属中学,713.5,否
2025,名额分配到校,杨浦区,杨浦高级中学,720.5,否
2025,名额分配到校,杨浦区,控江中学,732,否
2025,名额分配到校,杨浦区,上海理工大学附属实验初级中学       复旦大学附属中学,750,否
2025,名额分配到校,杨浦区,上海理工大学附属实验初级中学      同济大学第一附属中学,716,否
2025,名额分配到校,杨浦区,控江初级中学        上海市上海中学,753.5,否
2025,名额分配到校,杨浦区,控江初级中学       上海市杨浦高级中学,723,否
2025,名额分配到校,杨浦区,控江初级中学        上海市控江中学,741.5,否
2025,名额分配到校,杨浦区,控江初级中学       同济大学第一附属中学,715.5,否
2025,名额分配到校,杨浦区,存志学校        上海市杨浦高级中学,724.5,否
2025,名额分配到校,杨浦区,存志学校         上海市控江中学,742,否
2025,名额分配到校,杨浦区,存志学校        上海交通大学附属中学,759.5,否
2025,名额分配到校,杨浦区,存志学校        同济大学第一附属中学,708.5,否
2025,名额分配到校,杨浦区,杨浦高级中学,724.5,否
2025,名额分配到校,杨浦区,控江中学,736.5,否
2025,名额分配到校,杨浦区,上海民办杨浦凯慧初级中学       上海交通大学附属中学,753,否
2025,名额分配到校,杨浦区,上海民办杨浦凯慧初级中学       同济大学第一附属中学,715.5,否
2025,名额分配到校,杨浦区,杨浦高级中学,717.5,否
2025,名额分配到校,杨浦区,控江中学,733,否
2025,名额分配到校,杨浦区,复旦大学附属中学,752.5,否
2025,名额分配到校,杨浦区,同济大学第一附属中学,711,否
2025,名额分配到校,杨浦区,院    杨浦高级中学,724.5,否
2025,名额分配到校,杨浦区,复旦实验中学         上海市控江中学,742.5,否
2025,名额分配到校,杨浦区,复旦实验中学         复旦大学附属中学,759.5,否
2025,名额分配到校,杨浦区,复旦实验中学        同济大学第一附属中学,715,否
2025,名额分配到校,杨浦区,杨浦高级中学,717.5,否
2025,名额分配到校,杨浦区,院,745,否
2025,名额分配到校,杨浦区,上海民办兰生中学        上海交通大学附属中学,758,否
2025,名额分配到校,杨浦区,上海民办兰生中学        同济大学第一附属中学,703.5,否
2025,名额分配到校,杨浦区,长阳实验学校         上海市控江中学,740,否
2025,名额分配到校,杨浦区,长阳实验学校        同济大学第一附属中学,709.5,否
2025,名额分配到校,杨浦区,杨浦高级中学,725,否
2025,名额分配到校,杨浦区,控江中学,743.5,否
2025,名额分配到校,杨浦区,上海民办杨浦实验学校        复旦大学附属中学,759,否
2025,名额分配到校,杨浦区,上海民办杨浦实验学校       同济大学第一附属中学,718,否
2025,名额分配到校,杨浦区,上海中学,760,否
2025,名额分配到校,杨浦区,杨浦高级中学,720.5,否
2025,名额分配到校,杨浦区,控江中学,748.5,否
2025,名额分配到校,杨浦区,上海音乐学院实验学校       同济大学第一附属中学,719.5,否
2025,名额分配到校,杨浦区,黄兴学校         上海市杨浦高级中学,714,否
2025,名额分配到校,杨浦区,黄兴学校          上海市控江中学,733,否
2025,名额分配到校,杨浦区,黄兴学校         同济大学第一附属中学,708,否
2025,名额分配到校,杨浦区,昆明学校         上海市杨浦高级中学,728.5,否
2025,名额分配到校,杨浦区,昆明学校          上海市控江中学,745,否
2025,名额分配到校,杨浦区,昆明学校          复旦大学附属中学,750,否
2025,名额分配到校,杨浦区,昆明学校         同济大学第一附属中学,713,否
2025,名额分配到校,杨浦区,育鹰学校         上海市杨浦高级中学,719,否
