年份,批次,区名称,学校信息,录取最低分,是否同分优待
2025,名额分配到校,宝山区,大场中学          上海市行知中学,729,否
2025,名额分配到校,宝山区,大场中学          上海大学附属中学,708,否
2025,名额分配到校,宝山区,大场中学      上海师范大学附属中学宝山分校,718.5,否
2025,名额分配到校,宝山区,大场中学          上海市吴淞中学,711.5,否
2025,名额分配到校,宝山区,院,749.5,否
2025,名额分配到校,宝山区,大华中学          上海市行知中学,732.5,否
2025,名额分配到校,宝山区,大华中学          上海大学附属中学,714.5,否
2025,名额分配到校,宝山区,大华中学          上海市吴淞中学,708,否
2025,名额分配到校,宝山区,大华中学,739,否
2025,名额分配到校,宝山区,月浦中学          复旦大学附属中学,748.5,否
2025,名额分配到校,宝山区,月浦中学          上海市行知中学,722,否
2025,名额分配到校,宝山区,月浦中学          上海大学附属中学,713.5,否
2025,名额分配到校,宝山区,月浦中学      上海师范大学附属中学宝山分校,719,否
2025,名额分配到校,宝山区,月浦中学          上海市吴淞中学,715,否
2025,名额分配到校,宝山区,罗泾中学          上海市行知中学,710,否
2025,名额分配到校,宝山区,罗泾中学          上海大学附属中学,705.5,否
2025,名额分配到校,宝山区,罗泾中学      上海师范大学附属中学宝山分校,691,否
2025,名额分配到校,宝山区,罗泾中学          上海市吴淞中学,703,否
2025,名额分配到校,宝山区,罗泾中学,683,否
2025,名额分配到校,宝山区,罗南中学         上海交通大学附属中学,752,否
2025,名额分配到校,宝山区,罗南中学          上海市行知中学,732.5,否
2025,名额分配到校,宝山区,罗南中学          上海大学附属中学,720,否
2025,名额分配到校,宝山区,罗南中学      上海师范大学附属中学宝山分校,728.5,否
2025,名额分配到校,宝山区,罗南中学          上海市吴淞中学,717.5,否
2025,名额分配到校,宝山区,罗南中学,750.5,否
2025,名额分配到校,宝山区,民办交华中学        上海市行知中学,721.5,否
2025,名额分配到校,宝山区,民办交华中学        上海大学附属中学,714,否
2025,名额分配到校,宝山区,院 上海师范大学附属中学宝山分校,722.5,否
2025,名额分配到校,宝山区,民办交华中学        上海市吴淞中学,708.5,否
2025,名额分配到校,宝山区,民办交华中学,754.5,否
2025,名额分配到校,宝山区,宝山实验学校高境分校        上海市行知中学,729,否
2025,名额分配到校,宝山区,宝山实验学校高境分校        上海大学附属中学,707,否
2025,名额分配到校,宝山区,院,711.5,否
2025,名额分配到校,宝山区,宝山实验学校高境分校        上海市吴淞中学,700,否
2025,名额分配到校,宝山区,宝山实验学校高境分校,754.5,否
2025,名额分配到校,宝山区,宝山区罗店第二中学         上海大学附属中学,706.5,否
2025,名额分配到校,宝山区,宝山区罗店第二中学      上海师范大学附属中学宝山分校,729,否
2025,名额分配到校,宝山区,宝山区罗店第二中学         上海市吴淞中学,713.5,否
2025,名额分配到校,宝山区,宝山区罗店第二中学,744.5,否
2025,名额分配到校,宝山区,宝山区乐之中学       上海市行知中学,713.5,否
2025,名额分配到校,宝山区,宝山区乐之中学       上海大学附属中学,711,否
2025,名额分配到校,宝山区,宝山区乐之中学    上海师范大学附属中学宝山分校,722,否
2025,名额分配到校,宝山区,宝山区乐之中学       上海市吴淞中学,694.5,否
2025,名额分配到校,宝山区,宝山区乐之中学,660.5,否
2025,名额分配到校,宝山区,宝山区美兰湖中学         上海市行知中学,717,否
2025,名额分配到校,宝山区,宝山区美兰湖中学         上海大学附属中学,710,否
2025,名额分配到校,宝山区,宝山区美兰湖中学      上海师范大学附属中学宝山分校,733.5,否
2025,名额分配到校,宝山区,宝山区美兰湖中学         上海市吴淞中学,693.5,否
2025,名额分配到校,宝山区,宝山区美兰湖中学,740,否
2025,名额分配到校,宝山区,宝山区杨泰实验中学         上海市上海中学,753.5,否
2025,名额分配到校,宝山区,宝山区杨泰实验中学         上海市行知中学,738,否
2025,名额分配到校,宝山区,宝山区杨泰实验中学         上海大学附属中学,717,否
2025,名额分配到校,宝山区,宝山区杨泰实验中学      上海师范大学附属中学宝山分校,734.5,否
2025,名额分配到校,宝山区,宝山区杨泰实验中学         上海市吴淞中学,717,否
2025,名额分配到校,宝山区,宝山区杨泰实验中学,750,否
2025,名额分配到校,宝山区,复旦大学附属中学,759.5,否
2025,名额分配到校,宝山区,中学        院   行知中学,730.5,否
2025,名额分配到校,宝山区,上海大学附属中学,718.5,否
2025,名额分配到校,宝山区,上海师范大学附属中学宝山分校,729.5,否
2025,名额分配到校,宝山区,吴淞中学,714,否
2025,名额分配到校,宝山区,院,716.5,否
2025,名额分配到校,宝山区,行知中学,698.5,否
2025,名额分配到校,宝山区,上海师范大学附属宝山罗店中学      上海大学附属中学,694.5,否
2025,名额分配到校,宝山区,吴淞中学,689,否
2025,名额分配到校,宝山区,上海师范大学附属宝山罗店中学,728,否
2025,名额分配到校,宝山区,宝山中学        上海市行知中学,748,否
2025,名额分配到校,宝山区,宝山中学        上海大学附属中学,734.5,否
2025,名额分配到校,宝山区,宝山中学     上海师范大学附属中学宝山分校,737,否
2025,名额分配到校,宝山区,宝山中学        上海市吴淞中学,719.5,否
2025,名额分配到校,宝山区,宝山中学,753,否
2025,名额分配到校,宝山区,顾村中学        上海市行知中学,727,否
2025,名额分配到校,宝山区,顾村中学        上海大学附属中学,705,否
2025,名额分配到校,宝山区,顾村中学     上海师范大学附属中学宝山分校,715.5,否
2025,名额分配到校,宝山区,顾村中学        上海市吴淞中学,698,否
2025,名额分配到校,宝山区,顾村中学,739,否
2025,名额分配到校,宝山区,行知实验中学       上海市上海中学,758,否
2025,名额分配到校,宝山区,行知实验中学       上海市行知中学,721.5,否
2025,名额分配到校,宝山区,行知实验中学       上海大学附属中学,721,否
2025,名额分配到校,宝山区,行知实验中学    上海师范大学附属中学宝山分校,724,否
2025,名额分配到校,宝山区,行知实验中学       上海市吴淞中学,712,否
2025,名额分配到校,宝山区,行知实验中学,739.5,否
2025,名额分配到校,宝山区,高境第一中学       上海市行知中学,714,否
2025,名额分配到校,宝山区,高境第一中学        上海大学附属中学,704.5,否
2025,名额分配到校,宝山区,高境第一中学    上海师范大学附属中学宝山分校,709,否
2025,名额分配到校,宝山区,院    吴淞中学,695,否
2025,名额分配到校,宝山区,高境第一中学,757.5,否
2025,名额分配到校,宝山区,盛桥中学         上海市行知中学,723,否
2025,名额分配到校,宝山区,盛桥中学         上海大学附属中学,707.5,否
2025,名额分配到校,宝山区,盛桥中学     上海师范大学附属中学宝山分校,717.5,否
2025,名额分配到校,宝山区,院,712,否
2025,名额分配到校,宝山区,盛桥中学,735,否
2025,名额分配到校,宝山区,同洲模范学校        上海市行知中学,732,否
2025,名额分配到校,宝山区,同洲模范学校    上海师范大学附属中学宝山分校,729.5,否
2025,名额分配到校,宝山区,同洲模范学校        上海市吴淞中学,714,否
2025,名额分配到校,宝山区,同洲模范学校,756.5,否
2025,名额分配到校,宝山区,宝山实验学校       上海交通大学附属中学,759.5,否
2025,名额分配到校,宝山区,宝山实验学校        上海市行知中学,737.5,否
2025,名额分配到校,宝山区,宝山实验学校        上海大学附属中学,713.5,否
2025,名额分配到校,宝山区,宝山实验学校    上海师范大学附属中学宝山分校,728.5,否
2025,名额分配到校,宝山区,宝山实验学校        上海市吴淞中学,712.5,否
2025,名额分配到校,宝山区,宝山实验学校,749,否
2025,名额分配到校,宝山区,行知中学,708.5,否
2025,名额分配到校,宝山区,上海金瑞学校      上海师范大学附属中学宝山分校,660.5,否
2025,名额分配到校,宝山区,民办锦秋学校        上海市行知中学,733.5,否
2025,名额分配到校,宝山区,民办锦秋学校        上海大学附属中学,714.5,否
2025,名额分配到校,宝山区,民办锦秋学校    上海师范大学附属中学宝山分校,676.5,否
2025,名额分配到校,宝山区,民办锦秋学校        上海市吴淞中学,713,否
2025,名额分配到校,宝山区,民办锦秋学校,742.5,否
2025,名额分配到校,宝山区,月浦实验学校        上海市行知中学,732,否
2025,名额分配到校,宝山区,月浦实验学校        上海大学附属中学,712.5,否
2025,名额分配到校,宝山区,月浦实验学校    上海师范大学附属中学宝山分校,729.5,否
2025,名额分配到校,宝山区,月浦实验学校        上海市吴淞中学,717,否
2025,名额分配到校,宝山区,月浦实验学校,742.5,否
2025,名额分配到校,宝山区,院  华东师范大学第二附属中学,759,否
2025,名额分配到校,宝山区,宝钢新世纪学校       上海市行知中学,738,否
2025,名额分配到校,宝山区,宝钢新世纪学校       上海大学附属中学,711,否
2025,名额分配到校,宝山区,宝钢新世纪学校    上海师范大学附属中学宝山分校,732.5,否
2025,名额分配到校,宝山区,宝钢新世纪学校       上海市吴淞中学,720.5,否
2025,名额分配到校,宝山区,院,752.5,否
2025,名额分配到校,宝山区,吴淞实验学校        上海市行知中学,732,否
2025,名额分配到校,宝山区,吴淞实验学校        上海大学附属中学,700,否
2025,名额分配到校,宝山区,吴淞实验学校        上海市吴淞中学,715,否
2025,名额分配到校,宝山区,吴淞实验学校,743.5,否
2025,名额分配到校,宝山区,宝山区天馨学校       上海市行知中学,719,否
2025,名额分配到校,宝山区,宝山区天馨学校       上海大学附属中学,701,否
2025,名额分配到校,宝山区,宝山区天馨学校    上海师范大学附属中学宝山分校,714.5,否
2025,名额分配到校,宝山区,宝山区天馨学校       上海市吴淞中学,704.5,否
2025,名额分配到校,宝山区,宝山区天馨学校,742.5,否
2025,名额分配到校,宝山区,行知中学,719.5,否
2025,名额分配到校,宝山区,上海大学附属中学,715,否
2025,名额分配到校,宝山区,上海师范大学附属中学宝山分校,732,否
2025,名额分配到校,宝山区,吴淞中学,700,否
2025,名额分配到校,宝山区,宝山区共富实验学校        上海市行知中学,724.5,否
2025,名额分配到校,宝山区,宝山区共富实验学校        上海大学附属中学,714.5,否
2025,名额分配到校,宝山区,宝山区共富实验学校     上海师范大学附属中学宝山分校,730,否
2025,名额分配到校,宝山区,宝山区共富实验学校        上海市吴淞中学,710,否
2025,名额分配到校,宝山区,宝山区共富实验学校,735,否
2025,名额分配到校,宝山区,华东师范大学宝山实验学校        行知中学,729,否
2025,名额分配到校,宝山区,华东师范大学宝山实验学校        上海大学附属中学,707.5,否
2025,名额分配到校,宝山区,华东师范大学宝山实验学校     上海师范大学附属中学宝山分校,739.5,否
2025,名额分配到校,宝山区,华东师范大学宝山实验学校         吴淞中学,706.5,否
2025,名额分配到校,宝山区,行知中学,728,否
2025,名额分配到校,宝山区,上海大学附属学校         上海大学附属中学,718.5,否
2025,名额分配到校,宝山区,上海大学附属学校     上海师范大学附属中学宝山分校,725,否
2025,名额分配到校,宝山区,吴淞中学,706,否
2025,名额分配到校,宝山区,院,752.5,否
2025,名额分配到校,宝山区,上海农场学校         上海交通大学附属中学,747.5,否
2025,名额分配到校,宝山区,上海农场学校          上海大学附属中学,690.5,否
2025,名额分配到校,宝山区,吴淞中学,683.5,否
2025,名额分配到校,宝山区,上海农场学校,728,否
2025,名额分配到校,宝山区,宝山区馨家园学校          上海市行知中学,717,否
2025,名额分配到校,宝山区,宝山区馨家园学校          上海大学附属中学,707.5,否
2025,名额分配到校,宝山区,宝山区馨家园学校      上海师范大学附属中学宝山分校,724,否
2025,名额分配到校,宝山区,宝山区馨家园学校          上海市吴淞中学,695.5,否
2025,名额分配到校,宝山区,宝山区馨家园学校,737.5,否
2025,名额分配到校,宝山区,行知中学,724,否
2025,名额分配到校,宝山区,上海大学附属中学,724,否
2025,名额分配到校,宝山区,上海师范大学附属中学宝山分校,726.5,否
2025,名额分配到校,宝山区,吴淞中学,704,否
2025,名额分配到校,宝山区,宝山区淞谊实验学校         上海市行知中学,687.5,否
2025,名额分配到校,宝山区,宝山区淞谊实验学校         上海大学附属中学,703.5,否
2025,名额分配到校,宝山区,宝山区淞谊实验学校     上海师范大学附属中学宝山分校,687,否
2025,名额分配到校,宝山区,宝山区淞谊实验学校         上海市吴淞中学,708.5,否
2025,名额分配到校,宝山区,宝山区淞谊实验学校,697,否
2025,名额分配到校,宝山区,宝山区鹿鸣学校        上海市行知中学,726,否
2025,名额分配到校,宝山区,宝山区鹿鸣学校        上海大学附属中学,708,否
2025,名额分配到校,宝山区,宝山区鹿鸣学校    上海师范大学附属中学宝山分校,705,否
2025,名额分配到校,宝山区,宝山区鹿鸣学校       上海市吴淞中学,706,否
2025,名额分配到校,宝山区,宝山区庙行实验学校         上海市行知中学,725.5,否
2025,名额分配到校,宝山区,宝山区庙行实验学校         上海大学附属中学,706.5,否
2025,名额分配到校,宝山区,宝山区庙行实验学校      上海师范大学附属中学宝山分校,726.5,否
2025,名额分配到校,宝山区,宝山区庙行实验学校         上海市吴淞中学,706.5,否
2025,名额分配到校,宝山区,院,751.5,否
2025,名额分配到校,宝山区,宝山区顾村实验学校         上海市行知中学,732,否
2025,名额分配到校,宝山区,宝山区顾村实验学校         上海大学附属中学,704.5,否
2025,名额分配到校,宝山区,宝山区顾村实验学校         上海市吴淞中学,706.5,否
2025,名额分配到校,宝山区,宝山区顾村实验学校,738.5,否
2025,名额分配到校,宝山区,教育学会宝山实验学校        上海市行知中学,733.5,否
2025,名额分配到校,宝山区,教育学会宝山实验学校        上海大学附属中学,719.5,否
2025,名额分配到校,宝山区,教育学会宝山实验学校 上海师范大学附属中学宝山分校,723.5,否
2025,名额分配到校,宝山区,教育学会宝山实验学校        上海市吴淞中学,701,否
2025,名额分配到校,宝山区,教育学会宝山实验学校,744.5,否
2025,名额分配到校,宝山区,宝山区行知外国语学校        上海市行知中学,717.5,否
2025,名额分配到校,宝山区,宝山区行知外国语学校        上海大学附属中学,713,否
2025,名额分配到校,宝山区,宝山区行知外国语学校 上海师范大学附属中学宝山分校,737,否
2025,名额分配到校,宝山区,宝山区行知外国语学校        上海市吴淞中学,708,否
2025,名额分配到校,宝山区,宝山区行知外国语学校,743,否
2025,名额分配到校,宝山区,宝山区新民实验学校         上海市行知中学,702.5,否
2025,名额分配到校,宝山区,宝山区新民实验学校         上海大学附属中学,711.5,否
2025,名额分配到校,宝山区,宝山区新民实验学校      上海师范大学附属中学宝山分校,718,否
2025,名额分配到校,宝山区,宝山区新民实验学校         上海市吴淞中学,707,否
2025,名额分配到校,宝山区,宝山区新民实验学校,726,否
2025,名额分配到校,宝山区,刘行新华实验学校         上海市行知中学,731,否
2025,名额分配到校,宝山区,刘行新华实验学校         上海大学附属中学,713,否
2025,名额分配到校,宝山区,刘行新华实验学校      上海师范大学附属中学宝山分校,741.5,否
2025,名额分配到校,宝山区,刘行新华实验学校         上海市吴淞中学,710.5,否
2025,名额分配到校,宝山区,行知中学,736,否
2025,名额分配到校,宝山区,上海民办华曜宝山实验学校        上海大学附属中学,717.5,否
2025,名额分配到校,宝山区,上海民办华曜宝山实验学校     上海师范大学附属中学宝山分校,736,否
2025,名额分配到校,宝山区,吴淞中学,706,否
2025,名额分配到校,宝山区,院,756,否
2025,名额分配到校,宝山区,行知中学,723,否
2025,名额分配到校,宝山区,上海大学附属宝山外国语学校        上海大学附属中学,707.5,否
2025,名额分配到校,宝山区,吴淞中学,706.5,否
2025,名额分配到校,宝山区,上海大学附属宝山外国语学校,752,否
2025,名额分配到校,宝山区,上海大学附属中学,708,否
2025,名额分配到校,宝山区,复旦大学附属中学,755.5,否
2025,名额分配到校,宝山区,行知中学,728.5,否
2025,名额分配到校,宝山区,上海大学附属中学,722.5,否
2025,名额分配到校,宝山区,上海师范大学附属中学宝山分校,727.5,否
2025,名额分配到校,宝山区,吴淞中学,715.5,否
2025,名额分配到校,宝山区,复旦大学附属中学,753,否
2025,名额分配到校,宝山区,行知中学,729.5,否
2025,名额分配到校,宝山区,上海师范大学附属中学宝山分校,726,否
2025,名额分配到校,宝山区,吴淞中学,706,否
2025,名额分配到校,宝山区,行知中学,739,否
2025,名额分配到校,宝山区,上海民办至德实验学校       上海大学附属中学,712,否
2025,名额分配到校,宝山区,上海民办至德实验学校    上海师范大学附属中学宝山分校,728.5,否
2025,名额分配到校,宝山区,吴淞中学,719,否
2025,名额分配到校,宝山区,上海民办至德实验学校,754.5,否
2025,名额分配到校,宝山区,上海民办至德实验学校     华东师范大学第二附属中学,758,否
2025,名额分配到校,宝山区,行知中学,737.5,否
2025,名额分配到校,宝山区,院     上海大学附属中学,719,否
2025,名额分配到校,宝山区,上海宝山区世外学校     上海师范大学附属中学宝山分校,730,否
2025,名额分配到校,宝山区,吴淞中学,702,否
2025,名额分配到校,宝山区,上海宝山区世外学校,760.5,否
2025,名额分配到校,宝山区,行知中学,730.5,否
2025,名额分配到校,宝山区,院,723.5,否
2025,名额分配到校,宝山区,上海师范大学附属宝山实验学校 上海师范大学附属中学宝山分校,735.5,否
2025,名额分配到校,宝山区,吴淞中学,714,否
2025,名额分配到校,宝山区,上海师范大学附属宝山潜溪学校       上海交通大学附属中学,759,否
2025,名额分配到校,宝山区,行知中学,719,否
2025,名额分配到校,宝山区,上海师范大学附属宝山潜溪学校 上海师范大学附属中学宝山分校,723.5,否
2025,名额分配到校,宝山区,吴淞中学,704.5,否
2025,名额分配到校,宝山区,宝山区南大实验学校         上海市行知中学,730,否
2025,名额分配到校,宝山区,宝山区南大实验学校         上海大学附属中学,713,否
2025,名额分配到校,宝山区,宝山区南大实验学校     上海师范大学附属中学宝山分校,717,否
2025,名额分配到校,宝山区,宝山区南大实验学校         上海市吴淞中学,701,否
2025,名额分配到校,宝山区,宝山区南大实验学校,753.5,否
2025,名额分配到校,宝山区,行知中学,735.5,否
2025,名额分配到校,宝山区,上海大学附属中学,706.5,否
2025,名额分配到校,宝山区,上海师范大学附属中学宝山分校,713,否
2025,名额分配到校,宝山区,吴淞中学,712,否
2025,名额分配到校,宝山区,存志附属宝山实验学校         上海市行知中学,724,否
2025,名额分配到校,宝山区,存志附属宝山实验学校         上海大学附属中学,694.5,否
2025,名额分配到校,宝山区,存志附属宝山实验学校 上海师范大学附属中学宝山分校,698,否
2025,名额分配到校,宝山区,存志附属宝山实验学校         上海市吴淞中学,705.5,否
2025,名额分配到校,宝山区,存志附属宝山实验学校,748.5,否
2025,名额分配到校,宝山区,行知中学,733.5,否
2025,名额分配到校,宝山区,上海大学附属中学,713,否
2025,名额分配到校,宝山区,上海师范大学附属中学宝山分校,666.5,否
2025,名额分配到校,宝山区,吴淞中学,720.5,否
2025,名额分配到校,宝山区,行知中学,687,否
2025,名额分配到校,宝山区,院,692,否
2025,名额分配到校,宝山区,上海师范大学附属中学宝山分校,728,否
2025,名额分配到校,宝山区,吴淞中学,690.5,否
2025,名额分配到校,嘉定区,嘉定区启良中学院      上海市嘉定区第一中学,721.5,否
2025,名额分配到校,嘉定区,嘉定区启良中学    上海交通大学附属中学嘉定分校,726.5,否
2025,名额分配到校,嘉定区,嘉定区启良中学,714,否
2025,名额分配到校,嘉定区,嘉定区方泰中学       上海市嘉定区第一中学,730,否
2025,名额分配到校,嘉定区,嘉定区方泰中学    上海交通大学附属中学嘉定分校,733.5,否
2025,名额分配到校,嘉定区,嘉定区方泰中学,728.5,否
2025,名额分配到校,嘉定区,嘉定区方泰中学     华东师范大学第二附属中学,735,否
2025,名额分配到校,嘉定区,嘉定区第一中学,721.5,否
2025,名额分配到校,嘉定区,嘉定区迎园中学       上海市嘉定区第一中学,729,否
2025,名额分配到校,嘉定区,嘉定区迎园中学    上海交通大学附属中学嘉定分校,737,否
2025,名额分配到校,嘉定区,嘉定区迎园中学,725.5,否
2025,名额分配到校,嘉定区,嘉定区南苑中学       上海市嘉定区第一中学,716,否
2025,名额分配到校,嘉定区,嘉定区南苑中学    上海交通大学附属中学嘉定分校,729,否
2025,名额分配到校,嘉定区,嘉定区南苑中学,723,否
2025,名额分配到校,嘉定区,嘉定区黄渡中学       上海市嘉定区第一中学,722.5,否
2025,名额分配到校,嘉定区,嘉定区黄渡中学    上海交通大学附属中学嘉定分校,730.5,否
2025,名额分配到校,嘉定区,嘉定区黄渡中学,721,否
2025,名额分配到校,嘉定区,嘉定区黄渡中学     华东师范大学第二附属中学,741,否
2025,名额分配到校,嘉定区,嘉定区徐行中学       上海市嘉定区第一中学,697.5,否
2025,名额分配到校,嘉定区,嘉定区徐行中学    上海交通大学附属中学嘉定分校,690.5,否
2025,名额分配到校,嘉定区,嘉定区徐行中学,698.5,否
2025,名额分配到校,嘉定区,嘉定区马陆育才联合中学       上海市嘉定区第一中学,703.5,否
2025,名额分配到校,嘉定区,嘉定区马陆育才联合中学 上海交通大学附属中学嘉定分校,706.5,否
2025,名额分配到校,嘉定区,嘉定区马陆育才联合中学,713,否
2025,名额分配到校,嘉定区,嘉定区马陆育才联合中学     华东师范大学第二附属中学,741.5,否
2025,名额分配到校,嘉定区,民办嘉一联合中学          上海市上海中学,757.5,否
2025,名额分配到校,嘉定区,民办嘉一联合中学          上海市嘉定区第一中学,726.5,否
2025,名额分配到校,嘉定区,民办嘉一联合中学       上海交通大学附属中学嘉定分校,743,否
2025,名额分配到校,嘉定区,嘉定区丰庄中学        上海市上海中学,752,否
2025,名额分配到校,嘉定区,嘉定区丰庄中学       上海市嘉定区第一中学,709.5,否
2025,名额分配到校,嘉定区,嘉定区丰庄中学    上海交通大学附属中学嘉定分校,730,否
2025,名额分配到校,嘉定区,嘉定区丰庄中学,709,否
2025,名额分配到校,嘉定区,院,693.5,否
2025,名额分配到校,嘉定区,嘉定区外冈中学    上海交通大学附属中学嘉定分校,715.5,否
2025,名额分配到校,嘉定区,嘉定区外冈中学,692,否
2025,名额分配到校,嘉定区,上海民办华曜嘉定初级中学      上海交通大学附属中学嘉定分校,747.5,否
2025,名额分配到校,嘉定区,上海民办华曜嘉定初级中学,732,否
2025,名额分配到校,嘉定区,嘉定区震川中学       上海市嘉定区第一中学,725,否
2025,名额分配到校,嘉定区,嘉定区震川中学    上海交通大学附属中学嘉定分校,733.5,否
2025,名额分配到校,嘉定区,嘉定区第一中学,720,否
2025,名额分配到校,嘉定区,上海大学附属嘉定留云中学      上海交通大学附属中学嘉定分校,734,否
2025,名额分配到校,嘉定区,交大附中附属嘉定德富中学         嘉定区第一中学,714.5,否
2025,名额分配到校,嘉定区,交大附中附属嘉定德富中学      上海交通大学附属中学嘉定分校,750,否
2025,名额分配到校,嘉定区,交大附中附属嘉定德富中学,725,否
2025,名额分配到校,嘉定区,同济大学附属实验中学       嘉定区第一中学,719,否
2025,名额分配到校,嘉定区,同济大学附属实验中学    上海交通大学附属中学嘉定分校,750,否
2025,名额分配到校,嘉定区,同济大学附属实验中学,726.5,否
2025,名额分配到校,嘉定区,嘉定区华江中学       上海市嘉定区第一中学,725.5,否
2025,名额分配到校,嘉定区,嘉定区华江中学    上海交通大学附属中学嘉定分校,739,否
2025,名额分配到校,嘉定区,嘉定区华江中学,725.5,否
2025,名额分配到校,嘉定区,嘉定区新城实验中学         上海市嘉定区第一中学,722.5,否
2025,名额分配到校,嘉定区,嘉定区新城实验中学      上海交通大学附属中学嘉定分校,744,否
2025,名额分配到校,嘉定区,嘉定区新城实验中学,725,否
2025,名额分配到校,嘉定区,嘉定区南翔中学       上海市嘉定区第一中学,723,否
2025,名额分配到校,嘉定区,院 上海交通大学附属中学嘉定分校,739,否
2025,名额分配到校,嘉定区,嘉定区南翔中学,718,否
2025,名额分配到校,嘉定区,嘉定区疁城实验学校         上海交通大学附属中学,695.5,否
2025,名额分配到校,嘉定区,嘉定区疁城实验学校         上海市嘉定区第一中学,724.5,否
2025,名额分配到校,嘉定区,嘉定区疁城实验学校      上海交通大学附属中学嘉定分校,732,否
2025,名额分配到校,嘉定区,院,719,否
2025,名额分配到校,嘉定区,嘉定区戬浜学校        上海市上海中学,728.5,否
2025,名额分配到校,嘉定区,嘉定区戬浜学校       上海市嘉定区第一中学,702,否
2025,名额分配到校,嘉定区,嘉定区戬浜学校,679,否
2025,名额分配到校,嘉定区,嘉定区朱桥学校       上海交通大学附属中学,752,否
2025,名额分配到校,嘉定区,嘉定区朱桥学校       上海市嘉定区第一中学,714,否
2025,名额分配到校,嘉定区,嘉定区朱桥学校    上海交通大学附属中学嘉定分校,736.5,否
2025,名额分配到校,嘉定区,嘉定区苏民学校        复旦大学附属中学,751.5,否
2025,名额分配到校,嘉定区,嘉定区苏民学校       上海市嘉定区第一中学,727.5,否
2025,名额分配到校,嘉定区,嘉定区苏民学校    上海交通大学附属中学嘉定分校,749,否
2025,名额分配到校,嘉定区,嘉定区苏民学校,729.5,否
2025,名额分配到校,嘉定区,民办远东学校        上海市嘉定区第一中学,726,否
2025,名额分配到校,嘉定区,民办远东学校     上海交通大学附属中学嘉定分校,745.5,否
2025,名额分配到校,嘉定区,民办远东学校,725.5,否
2025,名额分配到校,嘉定区,民办桃李园实验学校          复旦大学附属中学,760,否
2025,名额分配到校,嘉定区,民办桃李园实验学校         上海市嘉定区第一中学,725.5,否
2025,名额分配到校,嘉定区,民办桃李园实验学校      上海交通大学附属中学嘉定分校,752,否
2025,名额分配到校,嘉定区,民办桃李园实验学校,734,否
2025,名额分配到校,嘉定区,嘉定区华亭学校       上海市嘉定区第一中学,709,否
2025,名额分配到校,嘉定区,嘉定区华亭学校    上海交通大学附属中学嘉定分校,698,否
2025,名额分配到校,嘉定区,嘉定区华亭学校,691.5,否
2025,名额分配到校,嘉定区,嘉定区娄塘学校       上海市嘉定区第一中学,705,否
2025,名额分配到校,嘉定区,嘉定区娄塘学校    上海交通大学附属中学嘉定分校,749.5,否
2025,名额分配到校,嘉定区,嘉定区第一中学,725,否
2025,名额分配到校,嘉定区,上海外国语大学嘉定外国语学校 上海交通大学附属中学嘉定分校,744.5,否
2025,名额分配到校,嘉定区,上海外国语大学嘉定外国语学校,728,否
2025,名额分配到校,嘉定区,嘉定区练川实验学校         复旦大学附属中学,757.5,否
2025,名额分配到校,嘉定区,院,720,否
2025,名额分配到校,嘉定区,嘉定区练川实验学校     上海交通大学附属中学嘉定分校,723,否
2025,名额分配到校,嘉定区,嘉定区练川实验学校,707,否
2025,名额分配到校,嘉定区,上海华旭双语学校     上海交通大学附属中学嘉定分校,745.5,否
2025,名额分配到校,嘉定区,上海华旭双语学校,732,否
2025,名额分配到校,嘉定区,上海华旭双语学校        上海师范大学附属中学,730,否
2025,名额分配到校,嘉定区,中科院嘉定区第一中学,733,否
2025,名额分配到校,嘉定区,中科院上海实验学校     上海交通大学附属中学嘉定分校,740,否
2025,名额分配到校,嘉定区,中科院上海实验学校,729,否
2025,名额分配到校,嘉定区,嘉定区第一中学,728,否
2025,名额分配到校,嘉定区,上海嘉定区世界外国语学校     上海交通大学附属中学嘉定分校,748.5,否
2025,名额分配到校,嘉定区,上海嘉定区世界外国语学校,725.5,否
2025,名额分配到校,嘉定区,嘉定区金鹤学校       上海市嘉定区第一中学,717.5,否
2025,名额分配到校,嘉定区,嘉定区金鹤学校    上海交通大学附属中学嘉定分校,727,否
2025,名额分配到校,嘉定区,嘉定区金鹤学校,714.5,否
2025,名额分配到校,嘉定区,嘉定区第一中学,721,否
2025,名额分配到校,嘉定区,上海交通大学附属中学嘉定分校,724.5,否
2025,名额分配到校,嘉定区,同济大学附属嘉定实验中学        嘉定区第一中学,720.5,否
2025,名额分配到校,嘉定区,同济大学附属嘉定实验中学     上海交通大学附属中学嘉定分校,743,否
2025,名额分配到校,嘉定区,同济大学附属嘉定实验中学,731,否
2025,名额分配到校,嘉定区,交大附中附属嘉定洪德中学        上海交通大学附属中学,750,否
2025,名额分配到校,嘉定区,交大附中附属嘉定洪德中学      嘉定区第一中学,719.5,否
2025,名额分配到校,嘉定区,交大附中附属嘉定洪德中学    上海交通大学附属中学嘉定分校,737.5,否
2025,名额分配到校,嘉定区,嘉定区嘉二实验学校      上海市嘉定区第一中学,718,否
2025,名额分配到校,嘉定区,嘉定区嘉二实验学校    上海交通大学附属中学嘉定分校,722,否
2025,名额分配到校,嘉定区,嘉定区嘉二实验学校,717.5,否
2025,名额分配到校,嘉定区,嘉定区第一中学,713,否
2025,名额分配到校,嘉定区,院,741.5,否
2025,名额分配到校,嘉定区,上海嘉定区民办华盛怀少学校,713.5,否
