school_name,plan_2026,plan_2025,note
复旦附中,1,1,
上海中学,1,1,
交大附中,1,1,
华二附中,1,1,
金山世外,2,2,
田家炳,18,16,
领科双语,2,2,
黄浦同创,3,2,
久隆模范(免),3,3,
尚德实验,5,4,
上戏附中(艺),6,7,
燎原双语,2,2,
上音安师(艺),2,3,
青浦世外,3,3,
城桥中学,5,4,
民办风范,28,25,
民办扬波,24,18,
东鼎外国语,2,3,
远东学校,5,5,
工商外国语,2,2,
博华双语,1,2,
民办丰华,5,5,
交大南洋,25,30,
赫贤学校,2,2,
安生学校,8,10,
上外西外,5,10,
华盛怀少,4,8,
永昌中学,8,8,
美达菲,1,1,
华旭双语,18,12,
宏润博源,1,1,
爱菊学校,4,4,
青浦协和,1,1,
民一中学,16,16,
励滕高级,2,0,新校
堡镇中学,8,0,
新纪元,6,0,26新校
民办新和,0,5,停招
民办浦实,0,2,
科德高级,0,2,
