school_name,plan_2026,plan_2025,note
控江中学,120,117,
杨浦高级,123,120,
同济一附,78,75,
上理附中,300,300,
市东实验,380,327,
上财附中,396,352,
复旦实验,315,252,
同济中学,315,264,
中原中学,315,264,
上理少云,225,220,
民星中学,270,220,
上体附中,84,88,
上实剑桥,140,132,
