school_name,plan_2026,plan_2025,note
南模中学,100,100,
位育中学,108,105,
位育科技,172,80,
南洋中学,96,92,
市二中学,64,16,
市二梅陇,20,55,
复附徐汇,40,40,
西南高级,202,192,
中国中学,376,376,
五十四中,352,308,
徐汇中学,309,303,
市四中学,376,376,
零陵中学,188,176,
华理附中,282,282,
西南位育,264,252,
西南模范,180,168,
民办位育,70,0,新校
紫竹园,170,174,
董恒甫,160,160,
