school_name,plan_2026,plan_2025,note
金山中学,91,96,
华师三附,87,87,
张堰中学,336,336,
上师二附,289,282,
华师枫泾,220,214,
亭林中学,258,252,
金山世外,20,21,
民办永昌,20,23,
交大南洋,46,75,
