school_name,plan_2026,plan_2025,note
上海中学,1,1,
复旦附中,1,1,
交大附中,1,1,
华二附中,1,1,
上师附中,1,1,
宝山世外,8,6,
九峰实验,2,1,
领科双语,2,2,
田家炳,4,4,
金山世外,5,4,
尚德实验,4,3,
宝山华曜,12,8,
科德高级,4,3,
上戏附中(艺),1,1,
上音安师(艺),1,1,
东鼎外国语,1,1,
存志高级,2,15,
燎原双语,2,2,
交大南洋,10,6,
丰华高级,3,3,
浦实高级,2,1,
民办远东,5,5,
博华双语,6,7,
西外外国语,20,18,
民办永昌,2,3,
创艺高级,2,2,
同洲模范,12,12,
城桥中学,1,4,
爱菊学校,5,4,
赫贤学校,2,2,
行中中学,8,8,
民一中学,15,15,
美达菲,3,2,
安生学校,2,3,
诺达双语,2,2,
华盛怀少,6,5,
华旭双语,22,2,
金瑞学校,1,1,
圣华紫竹,3,0,26新校
工商附中,1,0,
励滕高级,2,0,26新校
堡镇中学,2,0,
新纪元,2,0,26新校
