school_name,plan_2026,plan_2025,note
同济科中,5,0,新校
大同,56,55,
格致,61,62,
格致奉贤,11,11,
向明,52,51,
向明浦江,7,7,
敬业,65,67,
大境,65,65,
卢湾高级,64,64,
光明,61,61,
市八,160,160,
市十,144,140,
储能,144,140,
市南,144,140,
黄浦同创,38,39,
比乐,144,140,
金陵,144,140,
