school_name,plan_2026,plan_2025,note
复附青浦,63,52,
青浦高级,164,135,
朱家角,160,138,
青浦一中,371,272,
上师青实,176,0,新校（源表25列示176）
东湖中学,460,440,
青浦二中,352,352,
青浦世外,27,36,
宏润博源,37,65,
宋庆龄,3,4,
青浦协和,28,35,
