school_name,plan_2026,plan_2025,note
崇明中学,74,74,
上实东滩,39,40,
民本中学,320,320,
扬子中学,320,320,
新纪元双语,12,0,新校
城桥中学,272,273,
堡镇中学,120,120,
民一中学,80,80,
横沙中学,40,80,
