school_name,plan_2026,plan_2025,note
上海中学,1,1,
华师二附,1,1,
复旦附中,1,1,
交大附中,1,1,
上师附中,1,2,
田家炳,7,7,
上戏附中,4,5,
安生学校,3,3,
上音安师,2,2,
文来中学,8,12,
燎原双语,10,5,
德闳学校,2,3,
行中中学,9,5,
存志高级,2,2,
维尚高级,1,1,
创艺高级,2,7,
宝山华曜,8,8,
同洲模范,2,2,
金瑞学校,2,3,
宝山世外,1,1,
圣华紫竹,5,0,
新纪元,5,0,
远东学校,5,5,
华旭双语,8,4,
华盛怀少,6,5,
民办浦实,2,1,
民办丰华,2,2,
工商附中,2,3,
东鼎外语,2,3,
尚德实验,4,3,
交大南洋,57,57,
民办永昌,8,8,
金山世外,4,3,
青浦世外,2,2,
宏润博源,3,3,
宋庆龄,2,2,
青浦协和,6,6,
美达菲,6,3,
博华高级,12,15,
城桥中学,2,4,
民一中学,15,15,
民办文绮,1,0,
堡镇中学,5,0,
