school_name,plan_2026,plan_2025,note
华二附中,1,1,
上海中学,1,1,
复旦附中,1,1,
交大附中,1,1,
田家炳,4,2,
存志高级,1,1,
尚德实验,1,1,
上戏附中(艺),1,1,
安生学校,2,2,
宝山华曜,20,16,
西外外国语,2,2,
丰华高级,3,4,
美达菲,1,1,
赫贤学校,1,1,
创艺高级,1,2,
行中中学,2,2,
爱菊学校,1,1,
青浦协和,1,1,
上音安师(艺),1,0,
励滕高级,2,0,26新校
