school_name,plan_2026,plan_2025,note
市三女中,17,43,
延安中学,73,72,
复旦中学,51,56,
华师天山,310,310,
建青实验,180,170,
西郊学校,220,180,
华政附中,145,136,
仙霞高级,160,160,
民办新虹桥,280,240,
