school_id,school_name,school_district_id,school_district_name,target_district_id,target_district_name,cutoff_score_2024
192,上海嘉定区民办华盛怀少学校,11,嘉定区,14,松江区,584.00
223,上海市浦东新区民办浦实高级中学,12,浦东新区,6,普陀区,529.00
223,上海市浦东新区民办浦实高级中学,12,浦东新区,9,闵行区,576.50
223,上海市浦东新区民办浦实高级中学,12,浦东新区,11,嘉定区,518.00
225,上海市民办丰华高级中学,12,浦东新区,2,黄浦区,581.00
225,上海市民办丰华高级中学,12,浦东新区,4,长宁区,583.50
225,上海市民办丰华高级中学,12,浦东新区,5,静安区,563.50
225,上海市民办丰华高级中学,12,浦东新区,6,普陀区,545.00
225,上海市民办丰华高级中学,12,浦东新区,8,杨浦区,542.00
225,上海市民办丰华高级中学,12,浦东新区,9,闵行区,586.00
225,上海市民办丰华高级中学,12,浦东新区,10,宝山区,565.00
225,上海市民办丰华高级中学,12,浦东新区,11,嘉定区,590.00
225,上海市民办丰华高级中学,12,浦东新区,14,松江区,566.50
225,上海市民办丰华高级中学,12,浦东新区,15,青浦区,568.50
225,上海市民办丰华高级中学,12,浦东新区,16,奉贤区,582.00
225,上海市民办丰华高级中学,12,浦东新区,17,崇明区,518.00
227,民办上海工商外国语职业学院附属中学,12,浦东新区,4,长宁区,567.50
227,民办上海工商外国语职业学院附属中学,12,浦东新区,6,普陀区,550.50
227,民办上海工商外国语职业学院附属中学,12,浦东新区,9,闵行区,588.50
227,民办上海工商外国语职业学院附属中学,12,浦东新区,10,宝山区,563.00
227,民办上海工商外国语职业学院附属中学,12,浦东新区,11,嘉定区,555.50
227,民办上海工商外国语职业学院附属中学,12,浦东新区,14,松江区,568.00
227,民办上海工商外国语职业学院附属中学,12,浦东新区,16,奉贤区,578.00
233,上海市民办金苹果学校,12,浦东新区,2,黄浦区,551.50
233,上海市民办金苹果学校,12,浦东新区,3,徐汇区,588.00
233,上海市民办金苹果学校,12,浦东新区,4,长宁区,548.00
233,上海市民办金苹果学校,12,浦东新区,6,普陀区,524.00
233,上海市民办金苹果学校,12,浦东新区,8,杨浦区,518.00
233,上海市民办金苹果学校,12,浦东新区,9,闵行区,574.50
234,上海浦东新区民办东鼎外国语学校,12,浦东新区,2,黄浦区,595.00
234,上海浦东新区民办东鼎外国语学校,12,浦东新区,3,徐汇区,605.50
234,上海浦东新区民办东鼎外国语学校,12,浦东新区,4,长宁区,586.50
234,上海浦东新区民办东鼎外国语学校,12,浦东新区,5,静安区,580.00
234,上海浦东新区民办东鼎外国语学校,12,浦东新区,6,普陀区,580.00
234,上海浦东新区民办东鼎外国语学校,12,浦东新区,8,杨浦区,543.00
234,上海浦东新区民办东鼎外国语学校,12,浦东新区,9,闵行区,578.00
234,上海浦东新区民办东鼎外国语学校,12,浦东新区,10,宝山区,560.50
234,上海浦东新区民办东鼎外国语学校,12,浦东新区,11,嘉定区,572.00
234,上海浦东新区民办东鼎外国语学校,12,浦东新区,14,松江区,597.00
234,上海浦东新区民办东鼎外国语学校,12,浦东新区,15,青浦区,566.00
234,上海浦东新区民办东鼎外国语学校,12,浦东新区,16,奉贤区,580.50
234,上海浦东新区民办东鼎外国语学校,12,浦东新区,17,崇明区,518.00
235,上海市民办尚德实验学校,12,浦东新区,2,黄浦区,604.50
235,上海市民办尚德实验学校,12,浦东新区,3,徐汇区,641.50
235,上海市民办尚德实验学校,12,浦东新区,4,长宁区,608.50
235,上海市民办尚德实验学校,12,浦东新区,5,静安区,623.50
235,上海市民办尚德实验学校,12,浦东新区,6,普陀区,637.00
235,上海市民办尚德实验学校,12,浦东新区,8,杨浦区,619.00
235,上海市民办尚德实验学校,12,浦东新区,9,闵行区,620.00
235,上海市民办尚德实验学校,12,浦东新区,10,宝山区,629.50
235,上海市民办尚德实验学校,12,浦东新区,11,嘉定区,621.00
235,上海市民办尚德实验学校,12,浦东新区,13,金山区,635.50
235,上海市民办尚德实验学校,12,浦东新区,14,松江区,612.50
235,上海市民办尚德实验学校,12,浦东新区,15,青浦区,627.00
235,上海市民办尚德实验学校,12,浦东新区,16,奉贤区,642.00
235,上海市民办尚德实验学校,12,浦东新区,17,崇明区,592.00
249,上海金山区世外学校,13,金山区,2,黄浦区,620.50
249,上海金山区世外学校,13,金山区,3,徐汇区,633.00
249,上海金山区世外学校,13,金山区,4,长宁区,619.50
249,上海金山区世外学校,13,金山区,5,静安区,656.50
249,上海金山区世外学校,13,金山区,6,普陀区,644.00
249,上海金山区世外学校,13,金山区,8,杨浦区,640.50
249,上海金山区世外学校,13,金山区,9,闵行区,619.00
249,上海金山区世外学校,13,金山区,10,宝山区,627.50
249,上海金山区世外学校,13,金山区,11,嘉定区,630.50
249,上海金山区世外学校,13,金山区,12,浦东新区,641.00
249,上海金山区世外学校,13,金山区,14,松江区,621.50
249,上海金山区世外学校,13,金山区,15,青浦区,630.00
249,上海金山区世外学校,13,金山区,16,奉贤区,617.00
251,上海市民办永昌中学,13,金山区,2,黄浦区,541.50
251,上海市民办永昌中学,13,金山区,5,静安区,574.00
251,上海市民办永昌中学,13,金山区,8,杨浦区,550.00
251,上海市民办永昌中学,13,金山区,9,闵行区,564.00
251,上海市民办永昌中学,13,金山区,10,宝山区,518.00
251,上海市民办永昌中学,13,金山区,11,嘉定区,518.00
251,上海市民办永昌中学,13,金山区,12,浦东新区,529.00
251,上海市民办永昌中学,13,金山区,14,松江区,520.50
251,上海市民办永昌中学,13,金山区,15,青浦区,552.00
251,上海市民办永昌中学,13,金山区,16,奉贤区,574.50
263,上海市松江区科德高级中学,14,松江区,2,黄浦区,536.00
263,上海市松江区科德高级中学,14,松江区,4,长宁区,597.50
263,上海市松江区科德高级中学,14,松江区,8,杨浦区,518.00
263,上海市松江区科德高级中学,14,松江区,9,闵行区,518.00
263,上海市松江区科德高级中学,14,松江区,10,宝山区,518.00
263,上海市松江区科德高级中学,14,松江区,11,嘉定区,518.00
263,上海市松江区科德高级中学,14,松江区,12,浦东新区,609.00
263,上海市松江区科德高级中学,14,松江区,15,青浦区,598.00
265,上海市松江九峰实验学校,14,松江区,3,徐汇区,653.50
265,上海市松江九峰实验学校,14,松江区,9,闵行区,637.00
266,上海领科双语学校,14,松江区,9,闵行区,612.50
266,上海领科双语学校,14,松江区,12,浦东新区,652.50
267,上海市西外外国语学校,14,松江区,2,黄浦区,542.00
267,上海市西外外国语学校,14,松江区,3,徐汇区,585.00
267,上海市西外外国语学校,14,松江区,4,长宁区,520.50
267,上海市西外外国语学校,14,松江区,5,静安区,549.00
267,上海市西外外国语学校,14,松江区,6,普陀区,523.50
267,上海市西外外国语学校,14,松江区,8,杨浦区,528.50
267,上海市西外外国语学校,14,松江区,9,闵行区,577.50
267,上海市西外外国语学校,14,松江区,10,宝山区,555.00
267,上海市西外外国语学校,14,松江区,11,嘉定区,543.50
267,上海市西外外国语学校,14,松江区,12,浦东新区,558.50
267,上海市西外外国语学校,14,松江区,13,金山区,530.50
267,上海市西外外国语学校,14,松江区,15,青浦区,567.00
267,上海市西外外国语学校,14,松江区,16,奉贤区,551.50
267,上海市西外外国语学校,14,松江区,17,崇明区,543.00
269,上海赫贤学校,14,松江区,2,黄浦区,632.50
269,上海赫贤学校,14,松江区,3,徐汇区,616.00
269,上海赫贤学校,14,松江区,4,长宁区,614.50
269,上海赫贤学校,14,松江区,5,静安区,592.50
269,上海赫贤学校,14,松江区,6,普陀区,565.50
269,上海赫贤学校,14,松江区,8,杨浦区,654.50
269,上海赫贤学校,14,松江区,9,闵行区,555.00
269,上海赫贤学校,14,松江区,10,宝山区,661.00
269,上海赫贤学校,14,松江区,11,嘉定区,619.00
269,上海赫贤学校,14,松江区,12,浦东新区,558.50
269,上海赫贤学校,14,松江区,13,金山区,620.00
269,上海赫贤学校,14,松江区,16,奉贤区,623.50
269,上海赫贤学校,14,松江区,17,崇明区,518.00
277,上海青浦区世外高级中学,15,青浦区,3,徐汇区,665.50
277,上海青浦区世外高级中学,15,青浦区,4,长宁区,586.50
277,上海青浦区世外高级中学,15,青浦区,6,普陀区,656.00
277,上海青浦区世外高级中学,15,青浦区,8,杨浦区,659.00
277,上海青浦区世外高级中学,15,青浦区,9,闵行区,655.50
277,上海青浦区世外高级中学,15,青浦区,10,宝山区,587.50
277,上海青浦区世外高级中学,15,青浦区,11,嘉定区,652.50
277,上海青浦区世外高级中学,15,青浦区,12,浦东新区,638.00
277,上海青浦区世外高级中学,15,青浦区,13,金山区,604.50
277,上海青浦区世外高级中学,15,青浦区,14,松江区,595.50
277,上海青浦区世外高级中学,15,青浦区,16,奉贤区,549.00
278,上海青浦区宏润博源高级中学,15,青浦区,6,普陀区,525.00
278,上海青浦区宏润博源高级中学,15,青浦区,8,杨浦区,518.00
278,上海青浦区宏润博源高级中学,15,青浦区,9,闵行区,518.00
278,上海青浦区宏润博源高级中学,15,青浦区,10,宝山区,572.50
278,上海青浦区宏润博源高级中学,15,青浦区,11,嘉定区,518.00
278,上海青浦区宏润博源高级中学,15,青浦区,12,浦东新区,584.50
278,上海青浦区宏润博源高级中学,15,青浦区,14,松江区,545.00
279,上海青浦区协和双语学校,15,青浦区,2,黄浦区,611.50
279,上海青浦区协和双语学校,15,青浦区,4,长宁区,520.50
279,上海青浦区协和双语学校,15,青浦区,5,静安区,580.50
279,上海青浦区协和双语学校,15,青浦区,6,普陀区,601.50
279,上海青浦区协和双语学校,15,青浦区,8,杨浦区,592.50
279,上海青浦区协和双语学校,15,青浦区,9,闵行区,518.00
279,上海青浦区协和双语学校,15,青浦区,11,嘉定区,565.00
279,上海青浦区协和双语学校,15,青浦区,12,浦东新区,559.50
279,上海青浦区协和双语学校,15,青浦区,14,松江区,594.50
280,上海宋庆龄学校,15,青浦区,2,黄浦区,665.50
