各初中学校考生人数（按到校名额占比推算，非官方公布）,,,,
推算方法：名额分配到校计划按各初中应届毕业生占全区比例均衡分配，故 推算考生数 = 全区考生数 × (该校到校名额合计 ÷ 全区到校名额合计)。全区考生数取自本工作簿『考生人数』Sheet（16区为民间估算，非官方口径）；到校名额合计取自『名额分配到校计划(逐校)』。结果四舍五入，单校误差约 ±(全区考生数÷全区到校名额) 人/名额；仅覆盖实际拿到到校名额的初中，个别 0 名额校（多为无中招报名资格或极小规模）不在此表。此数为推算值，仅供量级参考，正式用途以上海市教育考试院公布为准。,,,,
区,初中学校,推算考生数(人),到校名额合计,占全区比例(%)
嘉定区,上海市嘉定区新城实验中学,326,23,3.76
嘉定区,上海市曹杨二中附属江桥实验中学,312,22,3.59
嘉定区,上海市民办嘉宜初级中学,312,22,3.59
嘉定区,中科院上海实验学校,312,22,3.59
嘉定区,交大附中附属嘉定德富中学,298,21,3.43
嘉定区,上海市嘉定区南翔中学,298,21,3.43
嘉定区,上海外国语大学嘉定外国语学校,269,19,3.1
嘉定区,同济大学附属实验中学,255,18,2.94
嘉定区,上海市嘉定区华江中学,255,18,2.94
嘉定区,上海市嘉定区苏民学校,255,18,2.94
嘉定区,上海市嘉定区嘉二实验学校,255,18,2.94
嘉定区,上海市嘉定区启良中学,241,17,2.78
嘉定区,上海市嘉定区黄渡中学,241,17,2.78
嘉定区,上海市嘉定区丰庄中学,241,17,2.78
嘉定区,上海民办华曜嘉定初级中学,241,17,2.78
嘉定区,上海市嘉定区金鹤学校,241,17,2.78
嘉定区,交大附中附属嘉定洪德中学,241,17,2.78
嘉定区,上海市嘉定区练川实验学校,198,14,2.29
嘉定区,上海市嘉定区嘉一实验初级中学,184,13,2.12
嘉定区,上海市嘉定区南苑中学,170,12,1.96
嘉定区,上海市民办远东学校,170,12,1.96
嘉定区,上海嘉定区民办华盛怀少学校,170,12,1.96
嘉定区,上海市嘉定区马陆育才联合中学,156,11,1.8
嘉定区,上海嘉定区世外学校,142,10,1.63
嘉定区,上海师范大学附属第五嘉定实验学校,142,10,1.63
嘉定区,上海市嘉定区外冈中学,128,9,1.47
嘉定区,同济大学附属嘉定实验中学,128,9,1.47
嘉定区,上海市嘉定区徐行中学,113,8,1.31
嘉定区,上海市嘉定区方泰中学,85,6,0.98
嘉定区,上海市嘉定区朱桥学校,71,5,0.82
嘉定区,上海市嘉定区华亭学校,57,4,0.65
嘉定区,上海市嘉定区娄塘学校,57,4,0.65
嘉定区,上海市嘉定区戬浜学校,43,3,0.49
嘉定区,上海华旭双语学校,43,3,0.49
松江区,上海市松江区九亭中学,701,54,6.83
松江区,上海外国语大学松江外国语学校,688,53,6.7
松江区,上海对外经贸大学附属松江实验学校花园分校,675,52,6.57
松江区,上海市松江区第七中学,636,49,6.19
松江区,东华大学附属实验学校,532,41,5.18
松江区,上海市松江区九亭第二中学（含领科校区）,454,35,4.42
松江区,华东政法大学附属松江实验学校,415,32,4.05
松江区,上海市三新学校,376,29,3.67
松江区,上海市松江区第六中学,363,28,3.54
松江区,上海市三新学校松江东部分校,363,28,3.54
松江区,上海市松江区民乐学校,337,26,3.29
松江区,上海外国语大学附属外国语学校松江云间中学,311,24,3.03
松江区,上海市松江九峰实验学校,311,24,3.03
松江区,上海市松江区民办茸一中学,298,23,2.91
松江区,上海市松江区科技学校,298,23,2.91
松江区,上海市松江区第五中学,285,22,2.78
松江区,上海市松江区新闵学校,285,22,2.78
松江区,上海市西外外国语学校,259,20,2.53
松江区,上海市松江区洞泾学校,247,19,2.4
松江区,上海市松江区新桥中学,234,18,2.28
松江区,上海市松江区仓桥学校,234,18,2.28
松江区,上海师范大学附属松江实验学校,208,16,2.02
松江区,上海工程技术大学附属松江泗泾实验学校,208,16,2.02
松江区,上海市松江二中附属浦南实验学校,195,15,1.9
松江区,上海市松江区泗泾实验学校,182,14,1.77
松江区,东华大学附属实验学校松江小昆山分校,182,14,1.77
松江区,上海政法学院附属松江外国语学校,104,8,1.01
松江区,上海世外教育附属松江区车墩学校,104,8,1.01
松江区,上海市松江一中附属叶榭学校,104,8,1.01
松江区,上海市三新学校松江思贤分校,104,8,1.01
松江区,上海市松江区佘山学校,91,7,0.88
松江区,上海市松江区天马山学校,78,6,0.76
松江区,上海戏剧学院附属松江实验学校,78,6,0.76
松江区,上海市松江区张泽学校,65,5,0.63
松江区,上海赫贤学校,65,5,0.63
松江区,上海师范大学松江科创实验学校,65,5,0.63
松江区,上海师范大学松江未来实验学校,65,5,0.63
松江区,上海市松江区洞泾外国语实验学校,65,5,0.63
青浦区,上海市青浦区实验中学,696,96,12.53
青浦区,上海市青浦区东方中学,457,63,8.22
青浦区,上海市青浦区华新中学,348,48,6.27
青浦区,上海市青浦区第一中学,348,48,6.27
青浦区,上海市毓秀学校,348,48,6.27
青浦区,上海市教育学会青浦清河湾中学,290,40,5.22
青浦区,上海市青浦区徐泾中学,275,38,4.96
青浦区,上海市青浦区豫才中学,254,35,4.57
青浦区,上海五浦汇实验学校,225,31,4.05
青浦区,上海市青浦区教育学院附属中学,225,31,4.05
青浦区,上海市青浦区崧泽学校,225,31,4.05
青浦区,上海市青浦区珠溪中学,196,27,3.52
青浦区,上海市青浦区白鹤中学,188,26,3.39
青浦区,上海市青浦区凤溪中学,167,23,3
青浦区,上海市青浦区思源中学,145,20,2.61
青浦区,上海师范大学附属青浦重固学校,130,18,2.35
青浦区,上海市青浦区颜安中学,123,17,2.22
青浦区,上海青浦兰生学校,123,17,2.22
青浦区,上海市青浦区第一中学尚美分校,109,15,1.96
青浦区,上海政法学院附属青浦崧淀中学,109,15,1.96
青浦区,上海师范大学附属青浦实验中学,101,14,1.83
青浦区,上海青浦区世外学校,101,14,1.83
青浦区,上海青浦平和双语学校,80,11,1.44
青浦区,上海市青浦区沈巷中学,51,7,0.91
青浦区,上海市博文学校,51,7,0.91
青浦区,上海青浦区协和双语学校,51,7,0.91
青浦区,上海市青浦区金泽中学,36,5,0.65
青浦区,上海宋庆龄学校,36,5,0.65
青浦区,上海市毓华学校,22,3,0.39
青浦区,上海市青浦区少年业余体育学校,22,3,0.39
青浦区,上海市佳信学校,22,3,0.39
奉贤区,上海市奉贤区实验中学,392,24,6.96
奉贤区,上海市奉贤区育秀中学,376,23,6.67
奉贤区,上海市奉贤区汇贤中学,294,18,5.22
奉贤区,上海市奉贤区崇实中学,294,18,5.22
奉贤区,上海市奉贤中学附属南桥中学,229,14,4.06
奉贤区,上海市奉贤区华亭学校,229,14,4.06
奉贤区,上海市奉贤区青溪中学,212,13,3.77
奉贤区,上海市奉贤中学附属初级中学,212,13,3.77
奉贤区,上海市奉贤区阳光外国语学校,180,11,3.19
奉贤区,上海市奉贤区弘文学校,180,11,3.19
奉贤区,上海市奉贤区古华中学,163,10,2.9
奉贤区,上海外国语大学附属奉贤实验中学,163,10,2.9
奉贤区,上海市奉贤区西渡学校,163,10,2.9
奉贤区,上海市奉贤区奉城第二中学,147,9,2.61
奉贤区,上海市奉贤区尚同中学,147,9,2.61
奉贤区,上海市奉贤区待问中学,147,9,2.61
奉贤区,上海理工大学附属奉贤学校,131,8,2.32
奉贤区,上海市奉贤区肇文学校,131,8,2.32
奉贤区,上海市奉贤区奉浦中学,131,8,2.32
奉贤区,上海市奉贤区四团中学,114,7,2.03
奉贤区,上海师范大学附属奉贤实验中学,114,7,2.03
奉贤区,上海市奉贤区平安学校,114,7,2.03
奉贤区,上海市奉贤区肖塘中学,98,6,1.74
奉贤区,上海市奉贤区洪庙中学,82,5,1.45
奉贤区,上海奉贤区世外学校,82,5,1.45
奉贤区,上海市奉贤区柘林学校,82,5,1.45
奉贤区,上海市奉贤区庄行学校,82,5,1.45
奉贤区,上海市奉贤区齐贤学校,82,5,1.45
奉贤区,上海市奉贤区星火学校,82,5,1.45
奉贤区,上海大学附属奉贤实验学校（原金汇学校）,82,5,1.45
奉贤区,上海市奉贤区塘外中学,65,4,1.16
奉贤区,上海市奉贤区青村中学,65,4,1.16
奉贤区,上海市奉贤区头桥中学,65,4,1.16
奉贤区,上海市奉贤区邬桥学校,65,4,1.16
奉贤区,上海市奉贤区钱桥学校,65,4,1.16
奉贤区,上海市奉贤区蓝湾五四学校,65,4,1.16
奉贤区,上海奉贤区世外教育附属临港外国语学校,65,4,1.16
奉贤区,上海市奉贤区青少年业余体育学校,49,3,0.87
奉贤区,上海市奉贤区新寺学校,49,3,0.87
奉贤区,上海市奉贤区胡桥学校,49,3,0.87
奉贤区,上海市奉贤中学附属三官堂学校,49,3,0.87
奉贤区,上海市奉贤区邵厂学校,49,3,0.87
金山区,上海市罗星中学,478,40,11.11
金山区,上海市蒙山中学,478,40,11.11
金山区,上海市西林中学,454,38,10.56
金山区,上海市金山初级中学,442,37,10.28
金山区,华东师范大学附属枫泾中学,251,21,5.83
金山区,上海师范大学附属金山前京中学,215,18,5
金山区,上海市亭新中学,203,17,4.72
金山区,上海市金山实验中学,203,17,4.72
金山区,上海市同凯中学,191,16,4.44
金山区,上海金山区健桥实验中学,191,16,4.44
金山区,上海市民办金盟学校,155,13,3.61
金山区,上海市金山区教育学院附属中学,143,12,3.33
金山区,上海市金卫中学,143,12,3.33
金山区,上海市张堰第二中学,107,9,2.5
金山区,上海金山区世外学校,96,8,2.22
金山区,上海市山阳中学,84,7,1.94
金山区,上海市朱行中学,84,7,1.94
金山区,上海金山杭州湾双语学校,72,6,1.67
金山区,上海市廊下中学,48,4,1.11
金山区,上海市干巷学校,48,4,1.11
金山区,上海市金山区吕巷学校,36,3,0.83
金山区,上海市民办永昌中学,36,3,0.83
金山区,上海市松隐中学,24,2,0.56
金山区,上海市漕泾中学,24,2,0.56
金山区,上海市金山区钱圩学校,24,2,0.56
金山区,上海市金山区青少年业余体育学校,24,2,0.56
金山区,上海市新农学校,24,2,0.56
金山区,上海市金山区龙泉学校,24,2,0.56
崇明区,上海市崇明中学附属东门中学,509,41,18.39
崇明区,上海市崇明区实验中学,310,25,11.21
崇明区,上海师范大学附属崇明正大中学,273,22,9.87
崇明区,上海市崇明区裕安中学,261,21,9.42
崇明区,上海市向明初级中学附属崇明区江帆中学,223,18,8.07
崇明区,上海市实验学校附属东滩学校,199,16,7.17
崇明区,上海市崇明区长兴中学,186,15,6.73
崇明区,上海民办民一中学,174,14,6.28
崇明区,上海市崇明区长明中学,74,6,2.69
崇明区,上海市崇明区大公中学,74,6,2.69
崇明区,上海市崇明区横沙中学,62,5,2.24
崇明区,上海市崇明区向化中学,50,4,1.79
崇明区,上海市崇明区建设中学,37,3,1.35
崇明区,上海市崇明区合兴中学,37,3,1.35
崇明区,上海市崇明区崇东中学,37,3,1.35
崇明区,上海市崇明区凌云中学,37,3,1.35
崇明区,上海市崇明区庙镇学校,37,3,1.35
崇明区,上海市崇明区大新中学,37,3,1.35
崇明区,上海新纪元双语学校,37,3,1.35
崇明区,上海市崇明区长江学校,37,3,1.35
崇明区,上海市崇明区三星中学,25,2,0.9
崇明区,上海市崇明区三烈中学,25,2,0.9
崇明区,上海市崇明区新海学校,25,2,0.9
,,,,
分区域自洽校验（推算合计 vs 区考生数，差异来自四舍五入）,,,,
区,推算合计,区考生数(估算),差,
浦东新区,33341,33348,-7,
黄浦区,4151,4153,-2,
徐汇区,8750,8754,-4,
长宁区,3790,3791,-1,
静安区,7349,7351,-2,
普陀区,7208,7206,2,
虹口区,4157,4158,-1,
杨浦区,7291,7289,2,
闵行区,17374,17374,0,
宝山区,11558,11555,3,
嘉定区,8677,8675,2,
松江区,10265,10263,2,
青浦区,5554,5551,3,
奉贤区,5635,5637,-2,
金山区,4302,4298,4,
崇明区,2766,2768,-2,
