year,district_id,school_name,min_score
2024,12,上海市高东中学,566.50
2024,12,上海交通大学附属中学浦东实验高中,604.00
2024,12,上海市祝桥高级中学,565.00
2024,12,上海市南汇第一中学,608.00
2024,12,上海市老港中学,551.50
2024,12,上海市泥城中学,543.00
2024,12,上海市吴迅中学,558.50
2024,12,上海市长岛中学,581.00
2024,12,上海民办光华中学,589.00
2024,12,上海浦东新区民办沪港学校,568.50
2024,12,上海民办华曜浦东实验学校,661.00
2024,12,上海浦东新区民办万科学校,522.50
2024,12,上海浦东新区民办惠立学校,519.00
2024,12,上海浦东新区民办宏文学校,519.50
2024,12,上海浦东民办未来科技学校,607.00
2024,12,上海浦东新区民办康德学校,521.50
2024,12,上海浦东新区民办籽奥高级中学,526.50
2024,12,上海市民办交大南洋中学,582.50
2024,12,上海市民办永昌中学,529.00
2024,12,上海金山区世外学校,641.00
2024,12,上海市松江区科德高级中学,609.00
2024,12,上海领科双语学校,652.50
2024,12,上海市西外外国语学校,558.50
2024,12,上海赫贤学校,558.50
2024,12,上海青浦区世外高级中学,638.00
2024,12,上海青浦区宏润博源高级中学,584.50
2024,12,上海宋庆龄学校,681.00
2024,12,上海市五爱高级中学,655.50
2024,12,上海市同济黄浦设计创意中学,630.00
2024,12,上海田家炳中学,639.00
2024,12,上海安生学校,521.00
2024,12,上海市文来中学,652.00
2024,12,上海市民办燎原双语高级中学,588.00
2024,12,上海民办行中中学,526.00
2024,12,上海存志高级中学,634.50
2024,12,上海宝山区民办维尚高级中学,610.00
2024,12,上海创艺高级中学,521.00
2024,12,上海市宝山华曜高级中学,633.00
2024,12,上海市同洲模范学校,540.00
2024,12,上海宝山区世外学校,672.50
2024,12,上海嘉定区民办华盛怀少学校,548.00
2024,12,上海民办民一中学,514.00
2024,7,上海市五爱高级中学,655.50
2024,7,上海市同济黄浦设计创意中学,616.00
2024,7,上海市上海中学,707.00
2024,7,上海田家炳中学,637.00
2024,7,上海市民办风范中学,575.50
2024,7,上海戏剧学院附属高级中学,600.50
2024,7,上海安生学校,561.00
2024,7,上海音乐学院附属安师实验中学,576.50
2024,7,复旦大学附属复兴中学,675.50
2024,7,华东师范大学第一附属中学,664.50
2024,7,上海财经大学附属北郊高级中学,658.50
2024,7,上海音乐学院虹口区北虹高级中学,629.00
2024,7,上海市继光高级中学,574.00
2024,7,上海市鲁迅中学,618.00
2024,7,上海市第五十二中学,518.00
2024,7,上海交通大学附属中学,702.50
2024,7,复旦大学附属中学,706.00
2024,7,上海市民办燎原双语高级中学,584.00
2024,7,上海存志高级中学,638.50
2024,7,上海宝山区民办维尚高级中学,573.50
2024,7,上海创艺高级中学,518.50
2024,7,上海市宝山华曜高级中学,641.00
2024,7,上海宝山区世外学校,662.00
2024,7,上海市民办远东学校,572.00
2024,7,上海嘉定区民办华盛怀少学校,523.00
2024,7,华东师范大学第二附属中学,702.50
2024,7,上海市民办丰华高级中学,589.50
2024,7,上海市民办金苹果学校,567.00
2024,7,上海浦东新区民办东鼎外国语学校,549.00
2024,7,上海市民办尚德实验学校,605.50
2024,7,上海市民办交大南洋中学,571.50
2024,7,上海市民办永昌中学,550.50
2024,7,上海金山区世外学校,619.50
2024,7,上海市西外外国语学校,562.00
2024,7,上海赫贤学校,624.50
2024,14,上海外国语大学附属外国语学校松江云间中学,685.00
2024,14,上海市松江一中,679.00
2024,14,上海市五爱高级中学,669.50
2024,14,上海宋庆龄学校,664.50
2024,14,华东政法大学附属松江高级中学,662.50
2024,14,上海市民办文绮中学,662.00
2024,14,上海师范大学附属外国语中学,649.00
2024,14,上海宝山区世外学校,648.00
2024,14,上海市文来中学,647.50
2024,14,上海田家炳中学,630.00
2024,14,华东师范大学松江实验高级中学,628.00
2024,14,上海市松江区民办茸一中学,622.00
2024,14,上海金山区世外学校,621.50
